artists,name,genres
"Kid Cudi,  Billy Craven",My World,"hip hop, chill, rap, alternative hip hop, synthpop"
Rod Stewart,Do Ya Think I'm Sexy,"pop, 70s, anytime is housetime, rock, Disco"
"Celia Cruz,  Willie Colón",Usted Abusó,salsa
"Sounds Of Nature : Thunderstorm,  Rain","Music For Sleep Thunderstorm, Rain",Unknown
Julio Iglesias,Hey - Spanish,Unknown
The Honeydrippers,Sea of Love - 2006 Remaster,"80s, Love"
A*Teens,Upside Down,"pop, swedish, dance, teen pop, bubblegum"
Two Door Cinema Club,I Can Talk,"indie, indie rock, alternative, electrorock, electonic"
B.J. Thomas,Hooked on a Feeling - Rerecorded,Unknown
Los Bukis,Déjale Oír Tu Voz,Unknown
Jack Johnson,Posters,"acoustic, rock, chill, jack johnson, Mellow"
Levon Helm,When I Go Away,"Levon Helm, rock, country, singer-songwriter, christian"
Cartel,Faster Ride,"catchy, seen live, pop, rock, punk"
Puddle Of Mudd,Control - Acoustic Version,Unknown
The Blues Brothers,Soul Man - Live,Unknown
"John Robinson,  MF DOOM,  Invizible Handz",Sorcerers feat. MF Doom & Invizible Handz,Unknown
The Rolling Stones,Some Girls - Remastered,Unknown
Don Gibson,Sea of Heartbreak,"country, 60s, classic country, oldies, Don Gibson"
The Chemical Brothers,Star Guitar,"electronic, dance, electronica, techno, big beat"
Cavo,Champagne,"rock, alternative, cavo, alternative rock, sufu5a"
Kutless,What Faith Can Do,"alternative rock, beautiful, ballads, worship, modern rock"
Led Zeppelin,Nobody's Fault but Mine - 1990 Remaster,Unknown
Ingrid Michaelson,Can’t Help Falling In Love - Live At Daytrotter,Unknown
Radiohead,You,"rock, alternative, alternative rock, radiohead, indie"
The Avett Brothers,January Wedding,"folk, Alt-country, banjo, Love, Mellow"
The Jam,English Rose,"mod, rock, british, new wave, The jam"
Chaka Demus & Pliers,Bam Bam,"dancehall, reggae, bam bam riddim, chaka demus, ragga"
John Williams,Fawkes Is Reborn,"Soundtrack, harry potter, instrumental, Classical, albums I own"
Lafayette Leake,Short Dressed Woman,blues
Michael Johnson,Bluer Than Blue - Remastered 2001,Unknown
A Day To Remember,Monument,"post-hardcore, screamo, A Day To Remember, metalcore, pop punk"
Los Tigres Del Norte,La Fuga Del Rojo,"los tigres del norte, norteño"
Jack Conte,Kitchen Fork,"piano, psychedelic, waltz"
Bob Dylan,Isis,"folk, folk rock, 70s, singer-songwriter, rock"
Sidewalk Prophets,The Words I Would Say,"christian, sidewalk prophets, christian rock, worship, good lyrics"
Brad Paisley,Water,"country, summer, memories, water, fun"
Elvis Presley,Crying In the Chapel,"oldies, 60s, elvis, rock, Elvis Presley"
Florence + The Machine,Kiss With A Fist,"indie, female vocalists, alternative, rock, british"
Pepe Aguilar,Este Terco Corazón,pepe agilar- este terco corazon
Eric Church,Hell On The Heart,"country, rock, catchy, rock band, rock band dlc"
Pedro Infante,Mi cariñito,"Love, love songs, love song, i miss you, broken heart"
Jay Chou,回到過去,"hip hop, pop, loved, chinese, C-pop"
Kid Cudi,In My Dreams (Cudder Anthem),"Hip-Hop, Cudi, chill, hip hop, alternative hip hop"
Keith David,Friends on the Other Side,"Disney, Soundtrack, swing, The Princess and the Frog, disney villians"
"Keith Jarrett,  Jan Garbarek,  Palle Danielsson,  Jon Christensen",Questar,"jazz, Keith Jarrett, jazz piano, jan garbarek, Palle Danielsson"
Side A,Got 2 Believe in Magic - Version 1,Unknown
Kelly Rowland,Stole,"rnb, pop, female vocalists, soul, Kelly Rowland"
Grupo Laberinto,La Soroya,Unknown
Keith Urban,Only You Can Love Me This Way,"country, Love, romantic, Keith Urban, beautiful"
Dr. John,Down in New Orleans,"jazz, Soundtrack, swing, New Orleans, Disney"
Neil Young,Four Strong Winds - 2016 Remaster,Unknown
England Dan & John Ford Coley,We'll Never Have to Say Goodbye Again - Single Version,Unknown
Big Time Rush,Halfway There,"Halfway There, pop, Love this song, BTR, big time rush"
Kris Allen,Live Like We're Dying,"pop, male vocalists, rock, kris allen, American Idol"
Jack Johnson,F-Stop Blues,"acoustic, singer-songwriter, Mellow, chill, jack johnson"
"JAY-Z,  Kid Cudi",Already Home,"rap, hip hop, kid cudi, Hip-Hop, luved"
Wire,Mannequin - 2006 Remastered Version,"post-punk, art punk, rock, punk, alternative"
Zac Brown Band,No Hurry,"country, modern country, easy listening, Like, 2012"
"Frédéric Chopin,  Nelson Freire","Nocturne No.1 in B flat minor, Op.9 No.1",Unknown
Motörhead,Motörhead,"heavy metal, hard rock, classic rock, metal, old school"
Lil Wayne,President Carter,"rap, Hip-Hop, sound waves-, media player library, US presidents"
Tom Waits,Clap Hands,"blues, singer-songwriter, Tom Waits, rock, experimental"
Mr. Mister,Kyrie,"80s, pop, rock, soft rock, classic rock"
"Galt MacDermot,  Tom Pierson",Aquarius,"musical, Soundtrack, 70s, hair, oldies"
The Holdup,The Drugs,SHAZAM
NOFX,Seeing Double at the Triple Rock,"punk, punk rock, skate punk, nofx, rock"
Little Walter,Juke,"blues, harmonica, Chicago Blues, harmonica blues, instrumental"
Rush,2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,"Progressive rock, classic rock, rock, epic, Progressive"
Carpenters,Have Yourself A Merry Little Christmas,"christmas, classic Christmas, xmas, carpenters, Tinsel"
Necro,Your Fuckin’ Head Split,"alternative rap, rap rock"
Teddy Wilson,Fools Rush In,"jazz, 1956, 1311fh"
Scotty McCreery,The Trouble With Girls,"country, Scotty McCreery, new country, male vocalists, sexy"
AC/DC,First Blood,"hard rock, blues rock, classic rock, rock, heavy metal"
The Protomen,Light Up The Night,"rock opera, rock, YEEEEEEEEEEEEEEAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH, Awesome, 80s"
Toby Keith,Wish I Didn't Know Now,"country, toby keith, favorite songs, favorites, 90s"
She & Him,The Christmas Waltz,"christmas, indie pop, cover, indie, vocal"
"Tyler,  The Creator",Tron Cat,Unknown
Neon Trees,1983,"alternative, indie, rock, indie rock, neon trees"
Toby Keith,God Love Her,"country, toby keith, Love, Country Favorites, linedance 2008"
Sting,If You Love Somebody Set Them Free,"rock, 80s, pop, sting, classic rock"
Flying Lotus,Massage Situation,"downtempo, chillout, electronic, Hip-Hop, phat bassline"
"Waylon Jennings,  Willie Nelson",I Can Get off on You - Remastered,Unknown
Teddy Pendergrass,When Somebody Loves You Back,"soul, love songs, teddy pendergrass, rnb, classic soul"
Gregory Alan Isakov,Virginia May,"folk, indie folk, indie, singer-songwriter, acoustic"
Red Hot Chili Peppers,Out In L.A. - 2002 Digital Remaster,Unknown
"""Guns N Roses""",Pretty Tied Up (The Perils Of Rock N' Roll Decadence),Unknown
War,Slippin' Into Darkness,"funk, soul, 70s, Funky Vintage Soul, rock"
Chris Tomlin,Joy To The World (Unspeakable Joy),carols
Phantogram,Mouthful of Diamonds,"electronic, trip-hop, female vocalists, indie, indietronica"
Sick Puppies,Riptide,"rock, alternative, alternative rock, badass, epic"
Drake,Show Me A Good Time,"Hip-Hop, lizvelrene2010, hip hop, rap, 2010"
Incubus,11 am,"alternative rock, rock, incubus, alternative, metal"
Peabo Bryson,If Ever You're in My Arms Again,"80s, love songs, soul, peabo bryson, Love"
Two Door Cinema Club,This Is the Life,"indie, indie rock, electronic, british, Two Door Cinema Club"
Carlos Y Jose,"Cielo Azul, Cielo Nublado",Unknown
Curtis Mayfield,Here but I'm Gone,"soul, jazz, funk, lounge, rhythm and blues"
Bruce Springsteen,Downbound Train,"rock, classic rock, 80s, Bruce Springsteen, singer-songwriter"
"Nino Rota,  Riccardo Muti,  Milan La Scala Philharmonic Orchestra",The Godfather: V. Love Theme,Unknown
Emitt Rhodes,Somebody Made For Me,"70s, power pop, singer-songwriter, pop rock, Rock and Roll"
Sade,Flow,"soul, Sade, female vocalists, chillout, jazz"
Brantley Gilbert,Hell On Wheels,"country, modern country, Maybe, brando, bakes is a country boy"
Coralie Clement,Samba de mon cœur qui bat,"french, chanson francaise, putumayo, female vocalists, samba"
David Bowie,Blue Jean - 2018 Remaster,Unknown
Jimmy Buffett,Son Of A Son Of A Sailor,"Jimmy Buffett, classic rock, Sailing, beach music, singer-songwriter"
Nek,Tu nombre,"pop, italian, spanish, nek, vocal"
The Jam,In The City,"punk, mod, rock, british, new wave"
Monica,Love All Over Me,"Monica, rnb, female vocalists, love songs, soul"
"Shwayze,  Cisco Adler",Corona And Lime,"chill, summer, Mellow, hip hop, alternative"
Boyz II Men,It's So Hard To Say Goodbye To Yesterday,"rnb, 90s, Acapella, sad, r&b"
Supertramp,Even In The Quietest Moments,"classic rock, Progressive rock, 70s, rock, SuperTramp"
Tame Impala,Solitude Is Bliss,"Psychedelic Rock, psychedelic, indie rock, rock, indie"
P!nk,You Make Me Sick - Radio Mix,"2000s, pop, rnb, vocal harmonies, 00s"
Donna Summer,Last Dance,"Disco, 70s, dance, female vocalists, pop"
Herb Alpert,Rise,"instrumental, easy listening, jazz, trumpet, jazz-fusion"
XTC,Senses Working Overtime - Remastered,ive got 1 2 3 4 5 senses working overtime
DANGERDOOM,Space Hos,"Hip-Hop, rap, mf doom, Hip HopRap, mc"
Kanye West,Graduation Day,"Hip-Hop, hip hop, Kanye West, skit, rap"
Juan Gabriel,Con Tu Amor,"mexico, con tu amor, gabriel, pop, latin"
Maná,Cómo Diablos,"rock, harmonica, 90's"
The Offspring,What Happened to You?,"punk rock, punk, rock, ska punk, ska"
Mindless Self Indulgence,Mastermind,"industrial, industrial jungle pussy punk, electronic, punk, rock"
Annie Lennox,Little Bird,"pop, female vocalists, 90s, rock, annie lennox"
The Black Keys,Your Touch,"blues rock, blues, rock, Garage Rock, alternative"
Testament,Electric Crown,"thrash metal, metal, heavy metal, Testament, thrash"
Pink Martini,Hang on Little Tomato,"jazz, lounge, chillout, female vocalists, clarinet"
El Haragán y Compañía,Historia de un Minuto,Unknown
The Poxy Boggards,Drink 'til I Die,Unknown
Los Rieleros Del Norte,Por Qué Nos Dijimos Adiós,Unknown
Larry Graham,One in a Million You,"rnb, soul, Love, funk, oldies"
Pedro Conga,Si Supieras,"salsa, salsa romantica, Si supieras, salsa cubana, Pedro Conga"
Duran Duran,The Chauffeur - 2009 Remaster,"new wave, darkwave, new romantic, art pop, pop"
Kanye West,I'll Fly Away,"gospel, Hip-Hop, Kanye West, hip hop, rap"
Chris Rice,Go Light Your World,"christian, Uplifting, inspirational, piano, beautiful"
Ciara,And I,"rnb, Ciara, and i, female vocalists, soul"
"The Alchemist,  Nina Sky,  Prodigy,  Illa Ghee",Hold You Down,"hip hop, chill, rap, bdres fav, 1979-2006: A Hip-Hop Odyssey - 800 Tracks In A 48 Minute Mix"
Fleetwood Mac,The Chain - Live 1997; 2018 Remaster,Unknown
Lee Morgan,The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,Unknown
Barrington Levy,Don't Give Up,"reggae, 80s, dub, dancehall, 1982"
KISS,Calling Dr. Love,"hard rock, classic rock, rock, glam rock, kiss"
Shania Twain,You've Got A Way,"country, female vocalists, Soundtrack, pop, 90s"
El Poder Del Norte,Pero Me Perdonas,"Norteno, mex, para beber, sufre perra, ultimas noticias"
Maracaibo 15,Amparito,"maracaibo 15, amparito, cumbia, venezuela, gaita"
Diego Verdaguer,Qué Sufras Más,Unknown
Ramones,The KKK Took My Baby Away - 2002 Remaster,"pop, rock, punk, power pop, pop rock"
M. Ward,Let's Dance,"cover, covers, acoustic, folk, indie"
