artists,name,genres
Al Bano And Romina Power,Felicità,"italian, italiano, 80s, pop, Disco"
Stevie Nicks,Stand Back - 2016 Remaster,Unknown
Mötley Crüe,God Bless The Children of the Beast,"hard rock, hair metal, heavy metal, metal, 80s"
Merle Haggard,If We're Not Back In Love By Monday,"classic country, country, Merle, singer-songwriter, slow"
Jimmy Buffett,Miss You So Badly,"beach music, country, easy listening, Beach, folk"
Minor Threat,"Look, Back & Laugh","classic, wrong track name, i love singing along, dnp"
"David Cassidy,  The Partridge Family",I Woke Up In Love This Morning,"70's, bubblegum, creepy shit, psychedelic stoner rock, Kill me now"
Gordon Lightfoot,Somewhere U.S.A.,"folk, 70s, country, singer-songwriter, folk-rock"
"Carl Zittrer,  Paul Zaza","Glorious, Beautiful Christmas",Unknown
Elton John,Dirty Little Girl - Remastered 2014,Unknown
Elton John,Jamaica Jerk-Off - Remastered 2014,reggae
Joe Walsh,I.L.B.T.'s,"rock, funny, classic rock, piano, quirky"
New York Dolls,Jet Boy,"glam rock, punk, proto-punk, 70s, punk rock"
Bob Dylan,Absolutely Sweet Marie,"folk, folk rock, rock, classic rock, 60s"
The Blues Magoos,(We Ain't Got) Nothin' Yet,"60s, psychedelic, Psychedelic Rock, classic rock, Garage Rock"
George McCrae,Rock Your Baby,"Disco, 70s, soul, oldies, pop"
Harry Nilsson,Many Rivers to Cross,"70s, cover, singer-songwriter, red shoes ecstasy, covers"
Ry Cooder,It's All over Now,"rock, 70s, ry cooder, classic rock, reggae"
The Meters,Love Is for Me,"funk, soul, 70s, american, New Orleans"
Bob Dylan,Most Likely You Go Your Way (And I'll Go Mine),"folk, 60s, rock, folk rock, classic rock"
"Bill Evans,  Jim Hall",All Across The City,Unknown
Marino,Las Cosas Viejas Pasaron,Unknown
Van Morrison,Autumn Song,"rock, folk-pop, soft rock, blues, classic rock"
Little Beaver,I Can Dig It Baby,"funk, soul, funky, jaco pastorius, groove"
B.T. Express,Do It ('Til You're Satisfied),"funk, 70s, soul, dance, Disco"
The Mamas & The Papas,Do You Wanna Dance,"60s, classic rock, rock, Fleetwood Mac, pop"
"Crosby,  Stills,  Nash & Young",Guinnevere,Unknown
Bob Dylan,Pledging My Time,"folk, blues, 60s, rock, classic rock"
Tito Rojas,Nadie Es Eterno,"salsa, tito rojas, male vocalists, salsa romantica, nadie eseterno en el mondo"
Ice Cube,The Predator,"Gangsta Rap, hip hop, rap, Hip-Hop, West Coast Rap"
Jethro Tull,Skating Away On the Thin Ice of the New Day - 2002 Remaster,Unknown
Grand Funk Railroad,Bad Time - Remastered 2002,Unknown
The Mamas & The Papas,Got A Feelin',"60s, oldies, rock, classic rock, pop"
Dick Dale and his Del-Tones,Peter Gunn,4 of 10 stars
Vicente Fernández,Guadalajara,"mexico, ranchera, guadalajara, jalisco, vicente fernandez"
The Temptations,Shakey Ground,"funk, soul, motown, funky, rhythm and blues"
Chris Montez,Call Me,"60s, easy listening, oldies, Love, happy"
David Allan Coe,"Willie, Waylon and Me","outlaw country, country, David Allan Coe, classic country, singer-songwriter"
Janet Jackson,Where Are You Now,"pop, r&b, new jack swing, 90s, rnb"
Trio Los Condes,Querube,"boleros, los condes"
Queen,'39,"classic rock, rock, 70s, Queen, hard rock"
Moe Bandy,Bandy The Rodeo Clown,"country, bandy, classic country, honky-tonk, country-honkytonkin"
Queen,I'm In Love With My Car - Remastered 2011,"rock, 70s, british, hard rock, Avant-Garde"
Queen,Seaside Rendezvous - Remastered 2011,"Love, Queen, nautical, 30s, Olivia"
Vince Gill,Have Yourself A Merry Little Christmas,"country christmas, christmas, Christmas Music, christmas country, Vince Gill"
Average White Band,Cut the Cake - Single Edit,rel-yr:1975
Screaming Trees,Dollar Bill,"Grunge, alternative rock, rock, seattle, 90s"
"""The OJays""",Family Reunion,Unknown
"Sergei Rachmaninoff,  Earl Wild,  Royal Philharmonic Orchestra,  Jascha Horenstein","Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro",Unknown
Los Mier,Hablemos,Unknown
Oingo Boingo,Who Do You Want To Be,"new wave, 80s, ska, rock, best songs ever"
Simon & Garfunkel,We've Got a Groovy Thing Goin',"rock, folk, folk rock, classic rock, 60s"
Simon & Garfunkel,Somewhere They Can't Find Me,"folk, classic rock, rock, singer-songwriter, folkrock"
Blind Melon,I Wonder,"Grunge, rock, 90s, alternative, alternative rock"
Exile,Woke Up In Love,"country, Love, country rock, love songs, classic country"
Leonard Cohen,Coming Back to You,"folk, singer-songwriter, leonard cohen, acoustic, Canadian"
Loudon Wainwright III,Lullaby,"folk, singer-songwriter, acoustic, folk rock, neo folk"
Gerardo Reyes,Rumbo al Sur,2720 Mariachi
The Kinks,Till the End of the Day - Mono Mix,"60s, Garage Rock, Rock and Roll, british invasion, proto-punk"
Donovan,Catch the Wind - Single Version with Strings,Unknown
Joe Jackson,Sunday Papers,"new wave, 80s, rock, british, 70s"
Cliff Richard,Move It - 2002 Remaster,Unknown
B.B. King,"Sweet Little Angel - Live At The Regal Theater, Chicago, 1964",Unknown
"John Williams,  London Symphony Orchestra",The Arrival at Tatooine and the Flag Parade,"Soundtrack, Star Wars, instrumental, John Williams, score"
Herbie Hancock,Dolphin Dance - Remastered 1999/Rudy Van Gelder Edition,Unknown
Stan Rogers,The Witch of the Westmorland,"Canadian, folk, favorite songs, acoustic, cover"
"Huey ""Piano"" Smith",Don't You Just Know It,"Soundtrack, test, 2000, playable around robin"
Jeremy Camp,Understand,"christian rock, contemporary christian, rock, christian, Christian Music"
The Clash,Death or Glory,"punk, punk rock, rock, british, anthem"
Miles Davis Quintet,Easy Living,Unknown
Cheap Trick,Gonna Raise Hell,"rock, classic rock, 70s, power pop, freaks and geeks"
Lee Morgan,Ceora,"jazz, lee morgan, chillout, piano, Lee morgan - Ceora"
Bob Dylan,Bob Dylan's 115th Dream,"folk, folk rock, 60s, classic rock, rock"
Freda Payne,I Get High,"soul, detroit, northern, soul funk explosion, hot right now"
José Feliciano,Golden Lady,"cover, latin, Stevie Wonder, pop, folk"
Filter,American Cliche,"rock, industrial, metal, alternative, industrial rock"
"Keith Jarrett,  Jan Garbarek,  Palle Danielsson,  Jon Christensen",'Long As You Know You're Living Yours,"jazz, instrumental, jazz fusion, jazz piano, instrumental jazz"
The Supremes,Children's Christmas Song - Stereo,Unknown
Los Tigres Del Norte,El Gringo Y El Mexicano (La Tragedia De Un Mojado),Unknown
NEWBEATS,Bread and Butter,"60s, oldies, rock n roll, pop, 1964"
The Vogues,Five O'clock World,"60s, oldies, pop, classic rock, rock"
Thelonious Monk,It Don't Mean A Thing (If It Ain't Got That Swing),"jazz, piano, bebop, jazz piano, thelonious monk"
Frankie Laine,High Noon (Do Not Forsake Me),"50s, country, oldies, western, Soundtrack"
Glassjaw,Cosmopolitan Blood Loss,"favorites, post-hardcore, hardcore, rock, genre defining"
The Magnetic Fields,Absolutely Cuckoo,"indie, indie pop, pop, Love, ukulele"
Nine Inch Nails,Pilgrimage,"industrial, industrial rock, instrumental, art rock, rock"
Buffalo Springfield,Bluebird,"classic rock, 60s, folk rock, rock, psychedelic"
"Nas,  Scarface",Favor for a Favor (feat. Scarface),"Hip-Hop, hip hop, rap, new york, hiphop"
"Hariprasad Chaurasia,  Shivkumar Sharma,  Kashinath Mishra",Raga Jhinjhoti in Rupak Tal (7 beats) and Tintal (16 beats),Unknown
Simón Díaz,Mi Querencia,musica venezolana
"John Williams,  London Symphony Orchestra",He Is the Chosen One,"Soundtrack, Star Wars, John Williams, instrumental, score"
"Magic Sam,  Mighty Joe Young,  Stockholm Slim,  Mack Thompson,  Odie Payne III",That's All I Need,"blues, Chicago Blues, Classic Blues, allboutguitar, allboutGuitarcom"
Talking Heads,Air - 2005 Remaster,Unknown
Talking Heads,Drugs - 2005 Remaster,Unknown
Jimi Hendrix,Can You See Me,"classic rock, rock, Psychedelic Rock, 60s, blues"
The Clash,Jimmy Jazz,"punk, punk rock, rock, british, the clash"
Fleetwood Mac,Angel - 2015 Remaster,soft rock
El Coyote Y Su Banda Tierra Santa,Alfredo Rios Galean,Alfredo Rios Galeana
Joe Jackson,One More Time,"new wave, rock, 70s, Joe Jackson, fantastic opener"
"Boris Karloff,  MGM Studio Orchestra,  MGM Studio Chorus",I Must Stop Christmas,christmas
"John Williams,  London Symphony Orchestra",Star Wars Main Title and Ambush on Coruscant,"Soundtrack, Star Wars, Soundtracks, classic, favourite"
The Monkees,(Theme From) The Monkees - Original Stereo Version; 2006 Remaster,Unknown
"John Williams,  London Symphony Orchestra",The Trip to the Naboo Temple and the Audience with Boss Nass,"Soundtrack, Star Wars, instrumental, John Williams, score"
The Spencer Davis Group,Keep On Running - Mono Version,"classic rock, 3, Mono"
The Specials,Little Bitch - 2002 Remaster,Unknown
Phil Ochs,I Ain't Marching Anymore,"folk, Protest, 60s, political, singer-songwriter"
Daedelus,Experience,"experimental, american i like, electronic, alternative, beautiful"
Thin Lizzy,Wild One,"classic rock, hard rock, thin lizzy, rock, 70s"
Joni Mitchell,Edith and the Kingpin,"folk, singer-songwriter, rock, jazz, female vocalists"
Bob Dylan,My Back Pages,"folk, singer-songwriter, 60s, acoustic, folk rock"
Jimmy Durante,Try a Little Tenderness,Unknown
Frank Sinatra,Days Of Wine And Roses,"jazz, vocal, romantic, round, crooner"
Spoon,Anything You Want,"indie rock, indie, alternative, rock, spoon"
Ray Price,Burning Memories - Single Version,Unknown
Lee Hazlewood,She's Funny That Way - 2007 Remaster,Unknown
Bob Dylan,Only a Pawn in Their Game,"folk, 60s, politics, Protest, civil rights"
Don Cherry,Brown Rice,"jazz, free jazz, trumpet, jazz fusion, Fusion"
The Bus Boys,Boys Are Back In Town,"rock, movie, 1982, early mtv years, rakt over disc"
Marie Osmond,Paper Roses,"marie osmond, country, oldies, maries 1rst hit, 70s"
Peggy Lee,This Is A Very Special Day,Unknown
Otis Redding,You Send Me,"soul, Southern Soul, Deep Soul, Otis Redding, 60s"
Bob Dylan,All I Really Want to Do,"folk, singer-songwriter, 60s, Bob Dylan, oldies"
Talking Heads,With Our Love - 2005 Remaster,Unknown
Jim Reeves,O Little Town of Bethlehem,"christmas, country, xmas, male vocalists, 60s"
Commodores,Sweet Love,"soul, 70s, 123 drippy sappy, Porieux-loved, 1975"
The Rolling Stones,Brown Sugar - 2005 Digital Remaster,Unknown
L.T.D.,Don't Stop Loving Me Now,"70s, Old School soul, soul, motown, funk"
Henry Mancini,"Something for Sellers - From the Mirisch-G & E Production ""The Pink Panther""",Unknown
The Supremes,When The Lovelight Starts Shining Through His Eyes,"soul, motown, girl group, Rock  Roll, 1960s"
Brenda Lee,Frosty The Snowman,"christmas, 60s, rockabilly, country, female vocalists"
Soulfly,Pain,"metal, thrash metal, Nu Metal, Soulfly, max cavalera"
"Sarah Vaughan,  Clifford Brown",Embraceable You,"jazz, female vocalists, jazz vocal, jazzysfemalejazz, female vocal"
The Supremes,White Christmas - Stereo,Unknown
Herb Alpert & The Tijuana Brass,Tangerine,"instrumental, easy listening, jazz, trumpet, 60s"
Kenny Loggins,Mr. Night,"pop, 80s, singer-songwriter, west coast, linedance 2018"
The Beau Brummels,"Laugh, Laugh","60s, oldies, classic rock, nuggets, pop"
"Evadne Baker,  Annalee,  Portia Nelson,  Marni Nixon",Processional and Maria (The Wedding),Unknown
Los Caminantes,Ya Viene Amaneciendo,Unknown
Los Tucanes De Tijuana,Chapita de Michoacan,Unknown
The Rolling Stones,Tell Me,"rock, 60s, classic rock, the rolling stones, british"
The Band,It Makes No Difference - Concert Version,Unknown
Helen Reddy,"Candle On the Water - From ""Pete's Dragon"" / Soundtrack Version",Unknown
Dan Fogelberg,Make Love Stay,"singer-songwriter, 80s, Dan Fogelberg, soft rock, Mellow"
"Stan Getz,  João Gilberto,  Antônio Carlos Jobim",Só Danço Samba,"Bossa Nova, jazz, saxophone, brazilian, samba"
Dan Fogelberg,Run for the Roses,"easy listening, soft rock, folk rock, singer-songwriter, 70s"
"Funkmaster Flex,  Big Kap,  LL Cool J",Ill Bomb,"hip hop, old school rap"
Paul Simon,Slip Slidin' Away (Demo),"chill, 70s, singer-songwriter, acoustic, soft rock"
"Gozzo,  Billy May,  Yma Sumac,  ""Billy Mays Rico Billy Mays Rico Mambo OrchestraMambo Orchestra""",Gopher Mambo - Remastered 2009,Unknown
Simon & Garfunkel,Go Tell It On the Mountain,"christmas, rock, folk, 60s, folk rock"
"George Frideric Handel,  Pierre Boulez,  New York Philharmonic","Water Music: Suite No. 2 in D Major, HWV 349, II. Alla Hornpipe",Unknown
The Band,Up on Cripple Creek - Concert Version,Unknown
Bob Dylan,North Country Blues,"folk, 60s, singer-songwriter, Bob Dylan, acoustic"
Bobbi Humphrey,Please Set Me At Ease,"jazz, soul, chill, funk, so chill"
Ann Peebles,Come to Mama,"soul, 70s, 1975, fip, loved"
Herbie Hancock,Hang Up Your Hang Ups,"jazz, funk, jazz funk, Fusion, jazz fusion"
Van Halen,Could This Be Magic? - 2015 Remaster,"hard rock, devon green, karma rx, kat dior, susy gala"
Orlando Collado,Llorando,salsa
Henri Texier,Amir,"jazz fusion, fip, names, metropsychic, under five minutes"
Journey,"Mother, Father","hard rock, rock, classic rock, 80s, soft rock"
King Curtis,Games People Play,"soul, rock, instrumental, blues, guitar"
Vangelis,L'enfant - Remastered,Unknown
Skids,The Saints Are Coming,"punk, 1978, punk rock, Scottish, British Punk"
David Ruffin,My Whole World Ended (The Moment You Left Me),"motown, soul, 60s, soul classic, DAVID RUFFIN"
Adolescents,I Hate Children,"punk, hardcore, hardcore punk, punk rock, rock"
Def Leppard,Mirror Mirror (Look Into My Eyes),pop
Allman Brothers Band,It's Not My Cross To Bear,"Southern Rock, blues rock, classic rock, rock, blues"
Tyrone Davis,Can I Change My Mind,"soul, Old School soul, 60s, Can I change My Mind, blues"
Barry White,"Lady, Sweet Lady","soul, smooth, love song, Disco, jazz"
Emílio Santiago,Brother (Remastered),Unknown
Allman Brothers Band,Dreams,"Southern Rock, classic rock, blues rock, rock, blues"
"Elis Regina,  Antônio Carlos Jobim",Inútil Paisagem,"Bossa Nova, brasil, mpb, fip"
Blind Faith,Had To Cry Today,"classic rock, blues rock, 60s, rock, blues"
Minnie Riperton,Lovin' You - Alternate Band Version,Unknown
Juice Newton,Love's Been A Little Bit Hard On Me,"80s, country, pop, female vocalists, popular 1982"
Camilo Sesto,Fresa Salvaje,"spanish, Ballad, karaoke, cantautor, 80s Pop"
"Stan Getz,  Bill Evans",Funkallero,"jazz, 80s, USA, jazz saxophone, laptop"
Eagles,Desperado - Live; 1999 Remaster,Unknown
Nitty Gritty Dirt Band,Make A Little Magic,"country, 70s, 80s, Ballad, 1980"
"Cliff Richard,  The Shadows",Maria No Mas - 2002 Remaster,Unknown
Najat Al Saghira,Ana Bashaa El Bahr,Unknown
Manoella Torres,Ahora Que Soy Libre,"baladas 70, pop, female vocalists, love songs, latin pop"
Elton John,Cold As Christmas (In The Middle Of The Year),"80s, christmas, piano rock, elton john, adult contemporary"
"Ludwig van Beethoven,  Berliner Philharmoniker,  Herbert von Karajan","Symphony No.9 In D Minor, Op.125 - ""Choral"": 2. Molto vivace",Unknown
Grateful Dead,Friend of the Devil - 2013 Remaster,ArtistToKnow
Simple Minds,Up On The Catwalk - Remastered 2002,Unknown
U2,"""40"" - Live",Unknown
Dave Mason,Only You Know And I Know,"classic rock, rock, 70s, Only You Know and I Know, Dave Mason"
CAN,She Brings The Rain (from Bottom - Ein grosser Graublauer),"Soundtrack, chillout, rock, Experimental Rock, krautrock"
Big Country,Fields Of Fire,"80s, rock, Scottish, new wave, pop"
The Temptations,My Christmas Tree,"christmas, christmas soul, soul, MY CHRISTMAS TREE, jazzysxmas"
Cycle V,Seduce Me Tonight,"Soundtrack, 80s, saxophone, rock, pop rock"
Mötley Crüe,Toast Of The Town,"hard rock, rock, hair metal, Glam Metal, 80s"
Lucía Méndez,Enamorada,"Mexico lindo y Querido, planchamusic, enamorada, pop5x"
George Harrison,Living In The Material World,"rock, george harrison, classic rock, 70s, pop"
Kris Kristofferson,Help Me Make It Through the Night,"country, Kris Kristofferson, 70s, singer-songwriter, Help me make it through the night"
Bananarama,Shy Boy,"pop, 80s, 1982, new wave, dance"
Gary Low,I Want You,"Italo Disco, Disco, 80s, eighties, Italy"
Juan Gabriel,Es Mejor,"mexico, todox"
Dionne Warwick,All the Love In the World,"soul, oldies, pop, Love, female vocalists"
Franck Pourcel,Il,Unknown
"Yoel Lerner,  Mazi Cohen",השפן הקטן,Unknown
The Human League,Open Your Heart - 2002 Mix,be-my-baby drum
Journey,Keep on Runnin' (Live),Unknown
Demon,Night of the Demon,"heavy metal, hard rock, NWOBHM, classic rock, seen live"
Pink Floyd,Jugband Blues,"Psychedelic Rock, Progressive rock, classic rock, psychedelic, Pink Floyd"
The Band,We Can Talk - Remastered,Unknown
Van Morrison,Reminds Me of You - Remastered,Unknown
Steve Miller Band,Living In The U.S.A.,"classic rock, rock, blues rock, 70s, Psychedelic Rock"
"John Williams,  London Symphony Orchestra",The Battle in the Snow,"Soundtrack, Classical, instrumental, Star Wars, baroque"
Elvis Presley,Paralyzed,"50s, rock n roll, oldies, rock, Elvis Presley"
Ella Fitzgerald,Let's Do It,"jazz, female vocalists, Love, vocal jazz, swing"
"Louis Prima,  Keely Smith,  Sam Butera & The Witnesses","Five Months, Two Weeks, Two Days - Remastered",Unknown
Harry Belafonte,Man Smart (Woman Smarter),"calypso, oldies, fun, 60s, Harry Belafonte"
Count Basie,April In Paris,"jazz, Big Band, swing, Count Basie, american"
The Beatles,Lovely Rita - Remix,"baroque pop, psychedelic pop, psychedelic, Psychedelic Rock"
The Supremes,Love Is Here And Now You're Gone,"soul, 60s, motown, oldies, pop"
Miles Davis,Tasty Pudding,"jazz, jazz fusion, fip, food, 4 of 10 stars"
Pink Floyd,The Gnome,"Psychedelic Rock, psychedelic, Progressive rock, classic rock, 60s"
The Beach Boys,Wind Chimes - Remastered 2001,Unknown
Nine Inch Nails,"No, You Don't","industrial, industrial rock, rock, art rock, electronic"
