artists,name,genres
"Earth,  Wind & Fire,  Ramsey Lewis",Sun Goddess (feat. Ramsey Lewis),Unknown
Brandy,Best Friend,"rnb, 90s, soul, Brandy, 1995"
Glenn Frey,Smuggler's Blues,"80s, classic rock, rock, blues rock, miami vice"
Whitney Houston,I Believe In You And Me - Film Version,"Soundtrack, saxophone, 90s, 1996, pop music tag"
"Chalino Sanchez,  Los Amables Del Norte",Carta De Luto,"carta de luto, corridos, chido chalino, Chalino Sanchez, Con Mariachi"
Split Enz,I Got You,"80s, new wave, split enz, pop, rock"
Merle Haggard,Okie From Muskogee,"country, classic country, Merle Haggard, americana, outlaw country"
John Anderson,Black Sheep,"country, humor, classic country, John Anderson"
Invisible,El Anillo del Capitán Beto,"Progressive rock, Luis Alberto Spinetta, argentina, psychadelic, jazz-rock"
Chuck Berry,Rock And Roll Music,"Rock and Roll, rock n roll, classic rock, oldies, 50s"
The Dubliners,Black Velvet Band,"irish, folk, celtic, Irish Folk, traditional irish"
Banda Maguey,Eva Maria,"telefono, Eva Maria"
"Anonymous,  ""Choir of St. Johns College,  Cambridge"",  George Guest",The Twelve Days Of Christmas,Unknown
The Isley Brothers,Footsteps In the Dark - Pt. 1 & 2,Unknown
Beastie Boys,The New Style,"Hip-Hop, rap, hip hop, old school, 80s"
Ted Nugent,Fred Bear,"rock, classic rock, hard rock, favorites, Ted Nugent"
Fito Olivares y Su Grupo,La Cobra,Unknown
Ritchie Valens,Donna,"oldies, 50s, Rock and Roll, Love, 1959"
Badfinger,Without You - Remastered 2010,Unknown
Secret Garden,Pastorale,"new age, celtic, instrumental, ambient, Secret Garden"
"Blu,  Exile",Dancing In The Rain,chill
The Manhattans,Forever by Your Side,"soul, soft rock, rnb, Ballad, romanticizing my pain"
Tracy Chapman,She's Got Her Ticket,"folk, female vocalists, rock, 80s, acoustic"
MARINA,Lies,"electropop, indie, Ballad, alt-pop, melodic dubstep"
Massiel,Brindaremos por él,Unknown
Alan Jackson,Midnight In Montgomery,"country, Alan Jackson, 90s, Hank Williams, alan jackson taggradio"
Tito Rojas,Por Mujeres Como Tu,"salsa, de cantina, tito rojas, tito  Rojas"
ABBA,Felicidad,"abba, pop, 80s, swedish, eighties"
Alannah Myles,Lover of Mine,"rock, 80s, soft rock, Canadian, female vocalists"
The Manhattan Transfer,Tuxedo Junction,"jazz, swing, pop, vocal jazz, 70s"
The Deele,Two Occasions,"rnb, slow jam, 80s, soul, The Deele- Two Occasions"
Chicago,Does Anybody Really Know What Time It Is?,"classic rock, 70s, Jazz Rock, chicago, rock"
Yuji Nomi,"Take Me Home, Country Roads (Theme Song)",Unknown
"Bing Crosby,  Carol Richards",Silver Bells,"christmas, bing crosby, Christmas Music, holiday, oldies"
Barry White,Practice What You Preach,"soul, barry white, sensual, Love, funk"
Randy Travis,Better Class of Losers,"country, Randy Travis, 90s, Best of the best, malesinger"
"Los Panchos,  Javier Solís",Una Limosna (with Javier Solís),Unknown
Fred Neil,Everybody's Talkin',"folk, singer-songwriter, americana, 60s, easy listening"
Los Temerarios,Voy a Quererte Más,Unknown
Annihilator,Alison Hell,"thrash metal, speed metal, metal, heavy metal, Technical Thrash Metal"
Three Days Grace,One X,"rock, alternative rock, hard rock, alternative, alternative metal"
Carole King,Beautiful,"70s, female vocalists, pop, Carole King, soft rock"
Simon & Garfunkel,Leaves That Are Green,"folk, 60s, folk rock, singer-songwriter, rock"
"Rosemary Clooney,  The Mellomen",Mambo Italiano (with The Mellomen) - 78rpm Version,Unknown
UB40,Don't Break My Heart,"reggae, 80s, pop, UB40, british"
Nick Lachey,What's Left Of Me,"pop, Ballad, male vocalists, romantic, sad"
Heatwave,Always and Forever,"soul, slow jams, 70s, quiet storm, oldies"
Sheena Easton,Morning Train (Nine to Five),"80s, pop, female vocalists, sheena easton, dance"
"Earth,  Wind & Fire",Devotion,psy trance
Grupo Mojado,Trapeaste conmigo,Unknown
David Dundas,Jeans On,"pop, 70s, oldies, one hit wonder, One Hit Wonders"
"Jason Donovan,  Kylie Minogue",Especially for You,"Kylie Minogue, duet, all of my songs, jason donovan, triplove"
Elvis Presley,(Now and Then There's) A Fool Such as I,"oldies, rock, rock n roll, Elvis Presley, 50s"
Children Of Bodom,Bed Of Razors,"Melodic Death Metal, metal, death metal, Power metal, finnish"
Eagles,Life's Been Good - Live; 1999 Remaster,Unknown
"Gangsta Pat,  Psycho",I Wanna Smoke,"rap, Gangsta Rap, chill, southern rap, smoke session"
Amy Winehouse,Just Friends,"soul, jazz, female vocalists, Amy Winehouse, british"
Stone Temple Pilots,Creep,"Grunge, 90s, rock, alternative rock, alternative"
The Smashing Pumpkins,Here Is No Why - Remastered 2012,"alternative rock, hard rock, shoegaze, art rock"
Yann Tiersen,The Waltz of the Monsters - Accordions,acc
Alacranes Musical,Fue Su Amor,"fue su amor, duranguense, spanish, beautiful, mexico"
"Mykko Montana,  K CAMP",Do It,Unknown
"Propellerheads,  Shirley Bassey",History Repeating - Knee Length Mix,Unknown
Simon & Garfunkel,The Dangling Conversation,"folk, 60s, singer-songwriter, rock, classic rock"
The Smashing Pumpkins,Mellon Collie And The Infinite Sadness - Remastered 2012,"chamber pop, chamber music, dream pop, art pop"
Thievery Corporation,Heaven's Gonna Burn Your Eyes,"chillout, lounge, trip-hop, electronic, ambient"
Boney M.,Ma Baker (ZDF Starparade 02.06.1977),perlast
Townes Van Zandt,Lungs - Live,"country, folk, americana, parts of the body"
"Chiddy Bang,  Icona Pop",Mind Your Manners (feat. Icona Pop),"Hip-Hop, Favorite, Best of, personal favourites, Mind your manner"
Stevie Wonder,Boogie On Reggae Woman,"funk, soul, 70s, motown, Stevie Wonder"
Lana Del Rey,This Is What Makes Us Girls,"indie, pop, indie pop, Lana Del Rey, chillout"
Santana,Winning,"classic rock, rock, 80s, latin, pop"
Paramore,Never Let This Go,"Paramore, rock, alternative, female vocalists, pop punk"
Natalie Merchant,One Fine Day - Remastered,Unknown
A Tribe Called Quest,Vibes and Stuff,"hip hop, Hip-Hop, Jazz Hop, rap, a tribe called quest"
Billy Joel,"She's Got a Way - Live at the Paradise, Boston, MA - June 1980",Unknown
The Cars,Shake It Up,"80s, new wave, rock, pop, classic rock"
Black Flag,TV Party,"punk, hardcore punk, hardcore, 80s, punk rock"
Daryle Singletary,I Let Her Lie,"country, malesinger, favorites, Love, melancholy"
Massive Attack,Exchange,"trip-hop, chillout, electronic, downtempo, trip hop"
Ozzy Osbourne,Diary of a Madman,"heavy metal, hard rock, metal, classic rock, rock"
Los Tecolines,Ahora y siempre,"south of the boarder, los tecolines"
"Mos Def,  Q-Tip,  Tash",Body Rock,"mos def, test, Hip-Hop, hip hop, Gilles Peterson"
System Of A Down,U-Fig,"alternative metal, metal, rock, System of a Down, alternative"
Ana Gabriel,Vámonos,Unknown
Tindersticks,Tiny Tears,"indie, alternative, melancholy, Tindersticks, sad"
Gary Stewart,She's Actin' Single (I'm Drinkin' Doubles),"country, gary stewart, classic country, honkytonk tunes, alcohol"
Rocío Jurado,Señora,"spanish, female, Ballad"
Debbie Deb,When I Hear Music,"freestyle, 80s, dance, electro, Debbie Deb"
MF DOOM,The Hands of Doom (Skit),"hip hop, Hip-Hop, underground hip-hop, skit, mfdoom"
The Smashing Pumpkins,To Forgive - Remastered 2012,"alternative rock, slowcore, rock, indie rock, dream pop"
Michael W. Smith,You Are Holy (Prince Of Peace),"christian, worship, contemporary christian, worship songs, contemporary worship"
Chris Knight,down the river,"country, singer-songwriter, americana, folk, acoustic"
Billie Holiday,Speak Low,"jazz, female vocalists, vocal jazz, blues, vocal"
Billy Squier,"Christmas Is The Time To Say ""I Love You""","christmas, rock band, rock band dlc, rock, holiday"
The Bolshoi,Sunday Morning,"post-punk, 80s, new wave, Gothic Rock, alternative rock"
Kitty Wells,It Wasn't God Who Made Honky Tonk Angels,"country, classic country, Honky Tonk, Kitty Wells, female vocalists"
Eric B. & Rakim,Know The Ledge,"Hip-Hop, old school, rap, hip hop, needleontherecord"
Richie Jen,心太軟,"vintage, 1996, age30, chankl78"
Sammy Hagar,There's Only One Way To Rock,"hard rock, classic rock, rock, Sammy Hagar, 80s"
Quarterflash,Harden My Heart,"80s, rock, classic rock, pop, quarterflash"
Scarface,No Tears,"hip hop, rap, Gangsta Rap, Hip-Hop, Southern Hip Hop"
Antônio Carlos Jobim,Children's Games,"Bossa Nova, brazil, jazz, 70s, latin"
John Maus,Bennington (2007),"synthpop, new wave, favourite, desire, 4 Stars"
Los Dareyes De La Sierra,Adiós Mi Amor,Unknown
April Wine,Just Between You And Me,"classic rock, rock, Canadian, 70s, april wine"
Grupo Libra,Y Nunca Comprendí,Unknown
"Cliff Richard,  The Shadows",The Young Ones - 2005 Remaster,Unknown
Monster Magnet,Negasonic Teenage Warhead,"Stoner Rock, hard rock, rock, stoner metal, space rock"
George Duke,Reach Out,"funk, Disco, George Duke, Fusion, jazz"
New Edition,Candy Girl,"80s, pop, new edition, rnb, soul"
Lenny Kravitz,If You Can't Say No,"rock, soul, pop, Lenny Kravitz, 90s"
The Distillers,Beat Your Heart Out,"punk, punk rock, female vocalists, rock, alternative"
The Beach Boys,I Can Hear Music,"pop, 60s, oldies, classic rock, rock"
Aretha Franklin,Don't Play That Song,"soul, Aretha Franklin, 70s, female vocalists, motown"
Duane Eddy,Peter Gunn,"instrumental, oldies, 60s, rock, rockabilly"
Boyz II Men,Please Don't Go,"soul, r&b, 90s, rnb, new jack swing"
Bon Jovi,Living In Sin,"rock, hard rock, 80s, Power ballad, classic rock"
Krizz Kaliko,Unstable,"Hip-Hop, rap, moody, crazy, insane"
"The Pogues,  Kirsty MacColl",Fairytale of New York (feat. Kirsty MacColl) - Edit,Unknown
Pink Floyd,Wearing the Inside Out,"Progressive rock, rock, Psychedelic Rock, classic rock, Pink Floyd"
The Cheetah Girls,The Party's Just Begun,"Disney, pop, THE CHEETAH GIRLS, female vocalists, Cheetah Girls 2"
The Statler Brothers,Hello Mary Lou,"country, classic country, country rock, beautiful, round"
2 LIVE CREW,Hoochie Mama,"Hip-Hop, hip hop, WoopWoop, 2 Live Crew, Soundtrack"
Ms. Lauryn Hill,"Every Ghetto, Every City","funk, Neo-Soul, east coast hip hop, contemporary rnb, MySpotigramBot"
N.W.A.,A Bitch Iz A Bitch,"hip hop, Gangsta Rap, rap, Hip-Hop, nwa"
Nirvana,Floyd The Barber,"Grunge, rock, alternative, alternative rock, Nirvana"
White Lion,Radar Love,"hard rock, rock, 80s, hair metal, classic rock"
Echo & the Bunnymen,Nothing Lasts Forever,"post-punk, 80s, new wave, alternative, indie"
The Chordettes,Mr. Sandman - 1954 #1 Billboard chart hit,Unknown
Damien Rice,Delicate,"acoustic, singer-songwriter, folk, Mellow, indie"
Novos Baianos,Brasil Pandeiro,"mpb, samba, brasil, tropicalia, novos baianos"
Johnny Kemp,Just Got Paid - Single Version,Unknown
Wilco,Impossible Germany,"indie, rock, alternative, Alt-country, indie rock"
"""The B-52s""",Roam - Edit,Unknown
Ericson Alexander Molano,Dios Manda Lluvia,alabanzas
Amy Winehouse,Fuck Me Pumps,"soul, jazz, female vocalists, Amy Winehouse, british"
Luis Miguel,Yo Se Que Volverás,Unknown
Streetlight Manifesto,Everything Went Numb,"ska, ska punk, punk, skacore, third wave ska"
Hole,Jennifer's Body,"Grunge, alternative rock, female vocalists, 90s, rock"
Creedence Clearwater Revival,Medley: Green River/Susie Q - Live,Unknown
Cab Calloway,Minnie the Moocher (Theme Song),"jazz fusion, personal favourites, Orchester Jazz"
System Of A Down,Streamline,"alternative metal, metal, rock, System of a Down, alternative"
Carpenters,Sing,"70s, pop, oldies, easy listening, female vocalists"
The Replacements,Bastards of Young - 2008 Remaster,Unknown
Kendrick Lamar,Black Boy Fly - Bonus Track,"west coast hip hop, hip hop, Conscious Hip Hop, kendrick lamar, 2012"
The Silhouettes,Get a Job,"50s, doo wop, oldies, doowop, 1958"
INXS,Devil Inside,"80s, rock, new wave, INXS, pop"
Jason Michael Carroll,Alyssa Lies,"country, Jason Michael Carroll, Alyssa Lies, sad songs, male country"
Cake,Frank Sinatra,"alternative, rock, alternative rock, Cake, 90s"
The Jam,Start!,"mod, 80s, new wave, british, rock"
Kittie,Brackish,"metal, Nu Metal, female vocalists, Kittie, rock"
Luis Miguel,Nosotros,"jazz vocal, mexicanbalada"
My Darkest Days,Move Your Body,"rock, alternative rock, alternative, hard rock, albums I own"
Failure,Another Space Song,"space rock, alternative rock, rock, Strange and Beautiful, alternative"
Clay Walker,What's It to You,"country, 1993, seen live, favorites, romantic"
"Orquesta Harlow,  Larry Harlow,  Junior Gonzalez",La Cartera,"salsa, Playlist, BASA"
Brotha Lynch Hung,24 Deep,"brotha lynch hung, rap, sacramento, Hip-Hop, sac-town"
The Meters,People Say,"funk, 70s, New Orleans, funky, jazz"
"Academy of St. Martin in the Fields Chorus,  Academy of St. Martin in the Fields,  Sir Neville Marriner",Sussex Carol (On Christmas Night),Unknown
PJ Harvey,You Said Something,"female vocalists, alternative, alternative rock, singer-songwriter, pj harvey"
Prince,Partyman,"Soundtrack, 80s, funk, batman, prince"
APO Hiking Society,Panalangin,"apo hiking society, pinoy pop"
Rory Gallagher,A Million Miles Away,"blues rock, irish, blues, rory gallagher, rock"
"Erykah Badu,  Roy Ayers",Cleva,"soul, Neo-Soul, female vocalists, Neo Soul, sexy"
Evans Blue,Cold (But I'm Still Here) - Single Version,"incorrect tag, wrong tag"
Tim McGraw,Better Than I Used To Be,"country, modern country, male country, great song, new country"
Five Finger Death Punch,100 Ways to Hate,"groove metal, metal, metalcore, hardcore, Nu Metal"
"Evelyn ""Champagne"" King",Shame,"Disco, 70s, dance, funk, female vocalists"
George Davidson,Mariage D'Amour,"Classical, piano, instrumental, modern, Klassik"
Paul Westerberg,Dyslexic Heart,"90s, alternative, Soundtrack, rock, singer-songwriter"
"Warren G,  Nate Dogg",Do You See,"G-funk, Hip-Hop, hip hop, rap, 90s"
LL Cool J,Rock The Bells,"Hip-Hop, 80s, rap, old school, hip hop"
Pearl Jam,Go,"Grunge, rock, 90s, alternative rock, alternative"
Sammi Cheng,終身美麗 (電影“瘦身男女”主題曲),Unknown
Billy Cobham,Red Baron,"jazz, jazz fusion, funk, jazz funk, Fusion"
Grupo Mojado,Llorar Quedito,"cumbia romantica, good1, Gama"
The National,Fake Empire,"indie rock, indie, rock, alternative, beautiful"
Emmanuel,Esa Triste Guitarra,"balada, latin, latin pop, boleros, pop"
Niagara,L'amour à la plage,"french, summer, chanson francaise, fip, franceguimauve80"
Graham Central Station,Hair,"funk, soul, 70s, bass, rhythm and blues"
Atmosphere,Sound Is Vibration,"Hip-Hop, rap, underground hip-hop, rhymesayers, Atmosphere"
Gang Of Four,Damaged Goods,"post-punk, new wave, 80s, punk, Post punk"
Pixies,I Bleed,"indie, alternative, alternative rock, rock, indie rock"
Los Bukis,Falso Amor,"spanish, leo dan, Falso Amor"
Los Rancheros,Mujer,"romantic, love songs, mujer, Just To Love Them, Songs that remind me her"
Manowar,Brothers Of Metal (Part 1),"heavy metal, Power metal, metal, epic metal, classic metal"
"Jagged Edge,  Ashanti",Put A Little Umph In It,"rnb, party, male vocalists, slow jams, one of my favorites"
Whiskeytown,16 Days,"Alt-country, alt country, americana, indie, country"
Insane Clown Posse,To Catch a Predator,"psychopathic, goregrind, Psychopathic Records, deathcore, Brutal Death Metal"
Fiona Apple,Sleep to Dream,"female vocalists, alternative, singer-songwriter, piano, fiona apple"
Pescado Rabioso,Las Habladurias del Mundo,"letras geniales, temas para una fiesta inexistente, classic rock, spanish, rock"
"Edward Elgar,  Paul Goodwin,  Osian Ellis,  English Chamber Orchestra","Sospiri, Opus 70",Unknown
"Ennio Morricone,  ""Edda DellOrso""",The Ecstasy of Gold - L'Estasi Dell'oro,Unknown
Marc Anthony,Si Tu No Te Fueras,"salsa, Marc Anthony, SI TU NO FUERAS"
Led Zeppelin,Houses of the Holy - Rough Mix with Overdubs,Unknown
Los Tres Caballeros,El Reloj,"romantic, vocal harmonies, mexican music, bolero, cha cha cha"
Korn,Did My Time,"Nu Metal, metal, rock, alternative, Korn"
Mel Carter,"Hold Me, Thrill Me, Kiss Me","oldies, 60s, Love, rhythm and blues, slowdance"
Roger,I Want to Be Your Man - Remastered Version,Unknown
Marilyn Manson,The Reflecting God,"industrial metal, metal, industrial, rock, marilyn manson"
Matchbox Twenty,Hang,"rock, alternative, 90s, acoustic, alternative rock"
Rosanne Cash,Seven Year Ache,"country, 80s, female vocalists, Seven Year ache, Alt-country"
"Hans Zimmer,  Lebo M.","King of Pride Rock - From ""The Lion King""/Score","Classical, Soundtracks, film score, Film Soundtrack, mbube"
Matt Nathanson,All We Are,"acoustic, One Tree Hill, indie, matt nathanson, beautiful"
Incubus,Stellar - Acoustic,Unknown
Servando & Florentino,Una Fan Enamorada - Salsa,Unknown
Son Seals,Now That I'm Down,"Blues Tag, blues, Modern Blues, allboutguitar, Karlsruhe"
Girlschool,Race with the Devil,"heavy metal, hard rock, metal, rock, NWOBHM"
Heroes Del Silencio,Malas intenciones,"Spanish Rock, spanish, Rock en Espanol, MALAS INTENCIONES, rock"
"Zooey Deschanel,  Leon Redbone","Baby, It's Cold Outside","winter, relevant magazine christmas"
Nina Simone,Be My Husband,"jazz, vocal, soul, blues, nina simone"
"Jim Brickman,  Collin Raye,  Susan Ashton",The Gift (feat. Collin Raye & Susan Ashton),Unknown
Ludacris,Splash Waterfalls,"Hip-Hop, rap, Ludacris, Dirty South, hip hop"
Teddy Pendergrass,Turn off the Lights,"soul, romantic, teddy pendergrass, 70s, quiet storm"
Elliott Smith,Son Of Sam,"indie, singer-songwriter, indie rock, acoustic, folk"
Robert Earl Keen,Corpus Christi Bay,"country, americana, texas, texas country, singer-songwriter"
"Billy Ray Cyrus,  Miley Cyrus","Ready, Set, Don't Go","country, pop, sweet, addictive, memories"
Los Reyes Del Camino,Para Olvidarme De Ti,Unknown
Los Temerarios,Pobre Tonto Enamorado,Unknown
"T-Pain,  Teddy Verseti",Church (feat. Teddy Verseti) - Main Version - Explicit,Unknown
Exposé,Point of No Return,"80s, freestyle, pop, dance, 1987"
"Xzibit,  Eminem",Don't Aproach Me (feat. Eminem),Unknown
Roger Miller,Dang Me,"country, classic country, 60s, Dang Me, Makes Me Smile"
Nina Simone,Funkier Than a Mosquito's Tweeter - Remastered,Unknown
Sara Evans,I Could Not Ask for More,"country, Sara Evans, female vocalists, country pop, cover"
Maroon 5,Secret,"pop, rock, maroon 5, alternative, pop rock"
David Bowie,Starman - 1997 Remaster,Unknown
Conjunto Primavera,Adiós Amor,Unknown
Jimmy Durante,As Time Goes By,"oldies, Soundtrack, jazz, easy listening, Mellow"
Grateful Dead,Ripple,"classic rock, grateful dead, rock, 70s, psychedelic"
Yumi Matsutoya,守ってあげたい,"japanese, j-pop, japanese female vocal, Soundtrack, female vocalists"
System Of A Down,Nüguns,"alternative metal, metal, System of a Down, Nu Metal, rock"
Avenged Sevenfold,Burn It Down,"metal, metalcore, hardcore, hard rock, rock"
Jimmy Buffett,Boat Drinks,"Beach, Jimmy Buffett, party, pop, singer songwriter"
Beach House,Other People,"dream pop, indie, female vocalists, femalevocalistsgdchill, indie rock"
Fabrizio De André,Bocca di rosa,"italian, cantautori, singer-songwriter, italianigdchill, Fabrizio De Andre"
Rome,I Belong To You (Every Time I See Your Face),"soul, 90s, rnb, 1997, rome"
Agnes Obel,Riverside,"piano, alternative, folk, female vocalists, danish"
Gilbert Bécaud,Et maintenant,"chanson, chanson francaise, french, Gilbert Becaud, oldies"
Mal Blum,Fine!,Unknown
Burl Ives,"A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",Unknown
Joe Walsh,"In The City - From ""The Warriors"" Soundtrack",Unknown
Joan Baez,Donna Donna,"folk, female vocalists, 60s, Joan Baez, singer-songwriter"
Dondria,You're the One,"soul, rnb, female vocalist, Love this song, balllad"
"Snoop Dogg,  The Lady Of Rage,  Tha Dogg Pound",For All My Niggaz And Bitches (feat. Tha Dogg Pound & Lady of Rage),"Hip-Hop, hip hop, rap, bitches, nigga"
Los Mismos,Me Está Doliendo Dejarte,"Romantica, balada, los mismos"
Enrique Iglesias,Muñeca Cruel,"pop, latin pop, spanish, catchy, latin"
Suga Free,Why U Bullshittin'?,"West Coast Rap, Bullshittinnnn, rap, Gangsta Rap, hip hop"
Beto Quintanilla,El Gordo Paz,Unknown
Marilyn Manson,Lunchbox,"industrial, industrial metal, metal, marilyn manson, rock"
The Platters,I'll Be Home For Christmas,"christmas, Weihnachten, Tinsel, slow, Christmas Songs"
"Chalino Sanchez,  Banda Brava",Ignacio Parra,Unknown
Los Temerarios,Una Tarde Fue,"spanish, 70, Utf"
Fred Mollin,Puff The Magic Dragon - Instrumental,Unknown
Jorge Ben Jor,Errare Humanum Est,"70s, samba, brasil, brazilian, baroque"
JAY-Z,The Ruler's Back,"rap, hip hop, Hip-Hop, jay-z, 00s"
Jim Brickman,Reflection - Instrumental,Unknown
Alkaline Trio,Private Eye,"punk, punk rock, rock, alternative, emo"
Chris Knight,Nothing On Me,Unknown
The Crystal Method,Name Of The Game,"electronic, big beat, breakbeat, electronica, rock"
"Ghostface Killah,  Ne-Yo",Back Like That,"r&b, Hip-Hop, chillout, rap, spoken word"
Metric,Gimme Sympathy,"indie, indie rock, female vocalists, Canadian, rock"
Joan Manuel Serrat,Hoy Puede Ser un Gran Día,"spanish, 70s, singer-songwriter, oldies, Cantautores"
Disturbed,Awaken,"metal, Nu Metal, hard rock, rock, Disturbed"
Andy Williams,Do You Hear What I Hear?,"christmas, classic Christmas, Andy Williams, xmas, holiday"
P.M. Dawn,I'd Die Without You,"90s, soul, Ballad, smooth, rnb"
MiMS,Like This,"rap, Hip-Hop, hip hop, mims, dance"
Jaya,Dahil Tanging Ikaw,"philippines, OPM, P-pop, pinoy pop, ppop"
The Tams,"Be Young, Be Foolish, Be Happy - Single Version","Uplifting, northern soul"
Marianne Faithfull,As Tears Go By,"60s, female vocalists, Marianne Faithfull, covers, rock"
John Prine,Souvenirs,"country, john prine, storytellers, life story, Prine"
Bad Religion,Suffer,"punk rock, punk, 80s, bad religion, rock"
Stan Bush,The Touch,"Soundtrack, 80s, transformers, rock, classic rock"
Aniceto Molina,La Negra Caderona,Unknown
KC & The Sunshine Band,Please Don't Go - Single Version,my music discovery
Faith No More,We Care a Lot,"rock, alternative rock, alternative, funk metal, 80s"
Sidney Bechet,Petite Fleur,"jazz, clarinet, jazzy, just great, top rated tracks"
"Moe Bandy,  Joe Stampley",Just Good Ol' Boys,"country, american, classic country"
"Salt-N-Pepa,  En Vogue",Whatta Man (feat. En Vogue) - EP Version,90s
Rise Against,The Good Left Undone,"punk rock, rock, punk, melodic hardcore, hardcore"
Corey Hart,Never Surrender,"80s, pop, rock, Canadian, 80's"
Enrique Guzman,Acompáñame,Unknown
Kim Waters,Steppin' Out,"Smooth Jazz, jazz, saxophone, heard on Pandora, Kim Waters"
John Williams,Platform Nine-and-Three-Quarters and the Journey to Hogwarts,"harry potter, Soundtrack, film score, Soundtracks, film"
Rancid,Salvation,"punk, punk rock, ska punk, ska, Guitar Hero"
Maldita Vecindad Y Los Hijos Del 5to. Patio,Don Palabras,Unknown
Green Day,Emenius Sleepus,"punk rock, punk, rock, green day, alternative"
"DANGERDOOM,  Talib Kwell",Old School Rules,"Hip-Hop, hip hop, abstract hip hop, east coast hip hop, beanoboo"
Blue October,Calling You,"rock, alternative rock, alternative, Blue October, Love"
Michael Jackson,Ghosts,"pop, michael jackson, dance, 90s, king of pop"
Gat Decor,Passion - Naked Edit,"House, 90s house"
James Taylor,Up On The Roof,"70s, singer-songwriter, james taylor, folk, classic rock"
The Countdown Kids,Rudolph the Red-Nosed Reindeer,Unknown
Industria del Amor,Tú Naciste Para Mi,Unknown
Pet Shop Boys,West End Girls - 2018 Remaster,"synthpop, electronic, pop, new wave, synthBeat"
Elvis Presley,Love Me Tender,"oldies, 50s, rock n roll, classic rock, rock"
Uriah Heep,Lady In Black - Alternate Version,Unknown
Dirty Heads,Spread Too Thin,"indie, reggae, the Dirty heads spread way to thin, rock, ska"
Slowdive,Souvlaki Space Station,"shoegaze, dream pop, ethereal, Dreamy, psychedelic"
Aniceto Molina,La Campanera,aniceto molina
John Mayer,Victoria - EP Version,Unknown
"Wolfgang Amadeus Mozart,  Capella Istropolitana,  Barry Wordsworth","Symphony No. 41 in C Major, K. 551 ""Jupiter"": I. Allegro vivace",Classical
Banda R-15,Arreando La Mula,Unknown
Kesha,Sleazy,"pop, dance, Hip-Hop, kesha, rnb"
Nacha Pop,Chica de ayer,"spanish, 80s, Spanish Rock, pop, 80s espanolas"
"Vince Gill,  Jenny Gill",Let There Be Peace On Earth,"christmas, country christmas, peaceful, waltz, xmas"
Maroon 5,Just A Feeling,"pop, rock, pop rock, maroon 5, alternative"
Luis Miguel,Sabor a Mi,"easy listening, latin, latinos, Romantic Latin, Melodica antica"
Bryan Adams,Here I Am,"rock, bryan adams, soft rock, classic rock, Soundtrack"
G.Q.,I Do Love You,"pop, soul, 70s, 1979, my favorite song"
