artists,name,genres
Van Morrison,Caravan - Take 1,Unknown
Badfinger,Fisherman - Remastered 2010,Unknown
R.E.M.,Maps And Legends - Remastered,Unknown
SHINee,SHINee Girl,"k-pop, shinee, Kpop, dance, Korean"
"Gal Costa,  Caetano Veloso",Nenhuma Dor,Unknown
Kenny G,What Does It Take (To Win Your Love),"Smooth Jazz, jazz, soul, 80s, motown"
Queen,The Fairy Feller's Master-Stroke,"rock, classic rock, hard rock, Progressive rock, 70s"
Molly Hatchet,The Price You Pay,"Southern Rock, blues rock, classic rock, rock, 70s"
Ella Fitzgerald,Black Coffee,"jazz, coffee, blues, vocal jazz, female vocalist"
Genesis,Deep in the Motherlode - 2007 Remaster,Unknown
Rainbow,Lady Of The Lake,"hard rock, classic rock, heavy metal, Rainbow, rock"
"""Manfred Manns Earth Band""",Mighty Quinn,Unknown
Leon Russell,Shoot Out On The Plantation,"classic rock, rock, 70s, leon russell, SOMEONE I LOVE VERY MUCH"
"The Band,  Todd Rundgren",The W.S. Walcott Medicine Show - Remastered 2000,Unknown
Doris Day with Orchestra & Vocal Quartet,"'Tis Harry I'm Plannin' to Marry (From ""Calamity Jane"")",Unknown
Various Artists,Tsuru no Sugomori,Unknown
Thin Lizzy,Downtown Sundown,"hard rock, classic rock, thin lizzy, rock, 70s"
Fania All Stars,Ponte Duro - Live,Unknown
Wicked Lady,I'm a Freak,"70s, hard rock, heavy psych, LSD Connection"
Erroll Garner,Will You Still Be Mine?,Unknown
Bobby Bare,Come Sundown,"country, classic country, bobby bare, newbest, hotbest"
Chicago,The Road - 2002 Remaster,Unknown
The Beach Boys,"Caroline, No - Mono",Unknown
Norma Tanega,Don't Touch,Unknown
"Dan Fogelberg,  Tim Weisberg",Tell Me To My Face,"Dan Fogelberg, male vocalists, Grateful Dread, Double Love, stevewaz"
The Residents,Constantinople,"experimental, Avant-Garde, psychedelic, weird, alternative"
London Symphony Orchestra,Don't Cry for Me Argentina,Unknown
DEVO,The Day My Baby Gave Me a Surprize,"punk, new wave, Love, Retro, amazing"
Ted Nugent,"Gonzo - Live at Joe Freeman Coliseum, San Antonio, TX - November 1977",Unknown
Billie Holiday,A Fine Romance - Take 1,Unknown
Art Tatum,Sophisticated Lady,"jazz, piano, jazz piano, art tatum, clarinet"
"Billie Holiday,  Eddie Heywood",God Bless the Child (with Eddie Heywood & His Orchestra) - Take 2,Unknown
Ray Conniff,Say It With Music,instrumental
Johnny Winter,Dallas,"blues, acoustic blues, guitar, Johnny Winter, blues rock"
The Stooges,Real Cool Time,"Garage Rock, punk, proto-punk, rock, 60s"
Andy Gibb,Why,"pop, 123 drippy sappy, simenu22, Disco, 70s"
Los Invasores De Nuevo León,Jesús Martínez,Unknown
The Grass Roots,Where Were You When I Needed You,"classic rock, 60s, oldies, rock, pop"
"Ella Fitzgerald,  Paul Weston And His Orchestra",Change Partners,"vocal, jazz, female, jazz vocal, female vocalists"
"Traditional,  John Williams,  Boston Pops Orchestra",We Wish You A Merry Christmas,"christmas, holiday, we wish you a merry christmas, different streams play from this file, wrong time so does not scrobble"
Elton John,Into The Old Man's Shoes,"70s, classic rock, rock, elton john, pop"
Ambrosia,Dancin' by Myself,0issi0
Funkadelic,Qualify and Satisfy,"blues, 70s, psychedelic, blues rock, soul"
The Guess Who,Humpty's Blues / American Woman (Epilogue),"blues rock, hard rock, blues, electric blues"
Elvis Costello,Pay It Back - \,Unknown
1910 Fruitgum Company,Indian Giver - Remastered,oldies
Tyrone Davis,She's Lookin' Good,Unknown
Alice Coltrane,Huntington Ashram Monastery,"Avant-Garde, jazz, free jazz, freepurp1e, diva"
Love,I'm with You,"psychedelic, 60s, folk, folk rock, pop"
Randy Travis,My House,"country, Ballad, new traditionalist, paul overstreet, late 80s country"
Elvis Presley,Let Us Pray,"oldies, 60s, gospel, Elvis Presley, catchy"
The Stooges,Little Doll,"proto-punk, Garage Rock, rock, punk, classic rock"
Mabuhay Singers,Sarung-Banggi,Unknown
Barbara Mandrell,Sleeping Single In A Double Bed,"country, classic country, Good country, female vocalists, country pop"
Poco,Spellbound,"west coast, soft rock, rock, favorites, Awesome"
Joe Walsh,Theme from Boat Weirdos,"rock, instrumental, 70s, hard rock, Rock  Roll"
Jethro Tull,Fat Man - 2001 Remaster,Unknown
Johnny Cash,"Starkville City Jail - Live at San Quentin State Prison, San Quentin, CA - February 1969",Unknown
Neil Young,I've Loved Her so Long - 2009 Remaster,"proto-grunge, proto grunge, pre-grunge, pre grunge, early grunge"
Quicksilver Messenger Service,When You Love,"Psychedelic Rock, Acid Rock, psychedelic, instrumental, classic rock"
Genesis,The Lamia - 2007 Stereo Mix,Unknown
Marvin Gaye,"""T"" Stands For Trouble","soul, blaxploitation, funk, motown, Soundtrack"
Rod Stewart,Lost Paraguayos,"classic rock, rock, rod stewart, 70s, british"
Alice Cooper,Public Animal #9,"hard rock, glam rock, classic rock, rock, 70s"
Elvis Presley,Tell Me Why,"rock, Rock  Roll, oldies, 50s, pop"
Styx,Aku-Aku,"instrumental, hard rock, rock, Progressive rock, 70s"
Ahmad Jamal,Aki And Ukthay,"jazz, instrumental, piano, jazz fusion, west coast"
Heatwave,Happiness Togetherness,"soul, albums I own, sou l ove, slow jams tag, soul and rnb classics"
"""The OJays""",When the World's at Peace,Unknown
"""The OJays""",Love Train - Extended Version,Unknown
The Beach Boys,It's About Time - Remastered 2009,"classic rock, 70s, sunshine pop"
Fleetwood Mac,Tell Me All the Things You Do,"Fleetwood Mac, christine mcvie, danny kirwan, classic rock, blues"
Joe Cocker,The Weight - Live At The Fillmore East/1970,"cover, The Band"
The Tragically Hip,Long Time Running,"rock, Canadian, alternative rock, folk, blues"
Billy Idol,Hot In The City - Exterminator Mix / 24-Bit Digitally Remastered 2001,Unknown
Vikki Moss,If I Turn You Away,"Soundtrack, 80s, melancholy, movie soundtrack, Pop Life"
Stryper,Makes Me Wanna Sing,"christian rock, heavy metal, metal, rock, hard rock"
Yes,Looking Around - 2003 Remaster,Unknown
David Bowie,Janine - 2019 Mix,Unknown
Herb Alpert & The Tijuana Brass,If I Were A Rich Man,"pop, 60s, instrumental, cover, fip"
Big Black,Big Money,"noise rock, post-hardcore, punk, rock, 80s"
The Doors,Not to Touch the Earth - Live,Unknown
The Kinks,Powerman - Demo,Unknown
Madness,Madness,"ska, 80s, british, cover, rock"
The Undertones,Here Comes the Summer - Single Version,"new wave, punk rock, punk, summer, pop punk"
R.E.M.,Wendell Gee,"rock, alternative rock, jangle pop, folk rock, REM"
Ray Conniff,Joy To The World,"Christmas Music, christmas, Christmas Songs, Joy To The World, christmas modern classic"
Hüsker Dü,Terms Of Psychic Warfare,"punk, alternative rock, post-punk, 80s, hardcore"
"Sting,  Robert Orton",We'll Be Together - 2011 Remix,Pop-Rock
Queen,In The Lap Of The Gods - Remastered 2011,Unknown
Dan Fogelberg,The Long Way,"pop, west coast, Dan Fogelberg, 5 times or less, M FAVS"
Dave Mason,So High (Rock Me Baby and Roll Me Away),"classic rock, easyrock, rock, Awesome, billboard hits to check out - the 70s"
Judas Priest,One For The Road,"heavy metal, classic rock, hard rock, metal, rock"
The Marshall Tucker Band,You Ain't Foolin' Me,"classic rock, 70s, american, Southern Rock"
Grateful Dead,Money Money - 2013 Remaster,Unknown
Frank Zappa,Waka/Jawaka,"Fusion, jazz, instrumental, Progressive rock, jazz fusion"
Led Zeppelin,"You Shook Me - Live in Paris, 1969","classic rock, hard rock, blues rock"
Journey,Daydream,"hard rock, classic rock, rock, journey, Steve Perry"
Sammy Hagar,Plain Jane,"hard rock, rock n roll, classic rock, heavy metal, metal"
Killing Joke,Night Time - 2007 Digital Remaster,post-punk 77 new wave 85
Los Tigres Del Norte,La Tinajita,Unknown
Paul Desmond,El Condor Pasa,"jazz, chillout, easy listening, fip, Smooth Jazz"
Scott Walker,Rhymes Of Goodbye,"singer-songwriter, baroque pop, scott walker, 1969, spine-tingley"
Heatwave,All You Do Is Dial,"soul, rnb, 70s, Smooth Soul, quiet storm"
"Cluster,  Eno",Für Luise,Unknown
Donna Summer,I Love You,"Disco, 70s, pop, female vocalists, donna summer"
The Kinks,"Yes Sir, No Sir - Mono Mix",Unknown
Ennio Morricone,L'assoluto naturale,"Soundtrack, slow, cool, 1960s"
Janie Fricke,He's A Heartache (Looking For A Place To Happen),"country, classic country, 80s, female vocalist, honky-tonk"
John Coltrane,Naima - Take 2 - Alternate,Unknown
David Bowie,An Occasional Dream - 2019 Mix,Unknown
Aerosmith,Critical Mass,"hard rock, rock, classic rock, blues rock, aerosmith"
Ahmad Jamal,Crazy He Calls Me,"jazz, aproragadozo loves this music, sleepy, reading, Instrumental Jazz Tag"
"Danny Kaye,  Patty Andrews",All I Want For Christmas Is My Two Front Teeth,"christmas, xmas, kids christmas, novelty, holiday"
Charles Mingus,Tensions,"jazz, bass, bebop, Hard Bop, cool jazz"
Family Choice,Reggae Beat Goes On,"reggae, Disco, test, cover, fip"
DEVO,Uncontrollable Urge - Remastered,Unknown
Allen Toussaint,Goin' Down - Remastered Version,Unknown
John Fahey,Funeral Song for Mississippi John Hurt,"instrumental, blues, acoustic guitar, American Primitivism, wills folk and acoustic"
Steppenwolf,Move Over,"classic rock, rock, hard rock, psychedelic, Psychedelic Rock"
Vicente Fernández,Tu Amor Soñado,Unknown
Carole King,Come Down Easy,"70s, singer-songwriter, soft rock, Carole King, pop"
Klaus Doldinger,Theme Of Sadness,"piebald composers, piebold composers"
Mulatu Astatke,Yèkatit,"jazz, jazz fusion, fip"
Hüsker Dü,Turn on the News,"punk, 80s, alternative rock, punk rock, cathartic"
"Louis Hardin,  Moondog",Symphonique #3 (Ode to Venus) - Instrumental,Unknown
Ahmad Jamal,The Surrey With The Fringe On Top,"jazz, jazz fusion, dance dance dance, more of this please, sunday jazz"
"Ludwig van Beethoven,  Leonard Bernstein,  New York Philharmonic","Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio","Classical, symphony, instrumental, Ludwig van Beethoven, 1800s"
Aerosmith,Sight For Sore Eyes,"hard rock, rock, classic rock, blues rock, aerosmith"
Cheap Trick,"Taxman, Mr. Thief","powerpop, hard rock, rock, 70s, 80s"
B.B. King,What Happened,"blues, 60s, B B King"
Genesis,Anyway - 2007 Stereo Mix,Unknown
The Byrds,Drug Store Truck Drivin' Man,"country rock, classic rock, 60s, rock, folk rock"
Commodores,Say Yeah,"soul, 70s, motown, 1978, rnb"
Neil Young,Will to Love - 2016 Remaster,Unknown
Martin Denny,Stardust,"exotica, lounge, fip, jazz ballads, good things mainly jazz but"
