artists,name,genres
Rhapsodia,Nuestro Amor Será,Unknown
"Ludwig van Beethoven,  LaSalle Quartet","String Quartet No. 14 in C-Sharp Minor, Op. 131: 7. Allegro",Unknown
Busta Rhymes,Dangerous,"rap, hip hop, Hip-Hop, Busta Rhymes, east coast rap"
Aretha Franklin,Jump to It - Single Version,funk
Viyada Komarakul Na Nakorn,เพียงแค่ใจเรารักกัน,Unknown
Belouis Some,Imagination,"80s, new wave, pop, british, Sophisti-Pop"
Tesla,Signs,"hard rock, rock, Tesla, 90s, hair metal"
El Lobito de Sinaloa,Con Cartitas y Palabras,Unknown
Erykah Badu,Ye Yo - Live Version,"jazz, soul, sad, slow, 1990s"
blink-182,Waggy,"punk rock, punk, Blink 182, pop punk, rock"
Peter Tosh,Mama Africa - 2002 Remaster,Unknown
AC/DC,Nervous Shakedown,"hard rock, rock, classic rock, blues rock, heavy metal"
Misfits,TV Casualty,"punk, horror punk, punk rock, Misfits, hardcore punk"
Pinback,Tripoli,"indie, indie rock, autumn, indie pop, brilliant"
Yves Montand,À bicyclette,"Soundtrack, chanson, bicycle, francaise"
Leo Dan,Susana Llámame,Unknown
Thompson Twins,If You Were Here,"80s, new wave, pop, Soundtrack, synth pop"
Three Dog Night,The Show Must Go On,"70s, classic rock, pop, three dog night, rock"
Stevie Wonder,Smile Please,"soul, funk, 70s, Stevie Wonder, motown"
"The Chieftains,  Marianne Faithfull",I Saw Three Ships A Sailing,"christmas, folk, happy, cute, xmas"
Bone Thugs-N-Harmony,Creepin on Ah Come Up,"Gangsta Rap, midwest hip hop, Hip-Hop, rap, Bone Thugs - Creeping on ah come up"
Queensrÿche,Queen Of The Reich - Remastered 2003,Progressive metal
Barry White,"Oh Love, Well We Finally Made It","soul, soul and rnb classics, Disco, 70s, r&b"
Coal Chamber,Big Truck,"Nu Metal, metal, rock, Nu-metal, heavy metal"
Juan Luis Guerra 4.40,Reforéstame,Unknown
The Chemical Brothers,Where Do I Begin,"electronic, electronica, big beat, 90s, dance"
Yo La Tengo,Center of Gravity,"Bossa Nova, indie pop, indie, alternative, american i like"
Ladron,Tarde O Temprano,Unknown
Neil Young,Vampire Blues - 2016 Remaster,Unknown
Sleater-Kinney,One More Hour,"riot grrrl, indie, female vocalists, indie rock, 90s"
Dolly Parton,Randy,"country, female vocalists, classic country, 70s, Love"
"""Sinéad OConnor""",Don't Cry for Me Argentina,Unknown
Lefty Frizzell,If You've Got the Money I've Got the Time,"country, piano, classic country, 50s, 50's"
Neil Young,Long May You Run,"rock, classic rock, singer-songwriter, folk, folk rock"
Judas Priest,Jawbreaker,"heavy metal, metal, Judas Priest, 80s, NWOBHM"
The Plimsouls,A Million Miles Away,"80s, new wave, power pop, rock, Soundtrack"
Wham!,If You Were There,"pop, 80s, new wave, easy listening, dance-pop"
"Clay Walker,  Ed Seay",The Chain of Love,"country, clay walker, Love, the chain of love, story telling country songs"
"""Ks Choice""",Not An Addict,Unknown
J.J. Cale,Anyway The Wind Blows,"rock, blues, Breaking Bad, country, blues rock"
Carpenters,Make Believe It's Your First Time,"female vocalists, carpenters, pop, Love, easy listening"
The Smashing Pumpkins,Farewell And Goodnight - Remastered 2012,Unknown
Madonna,Pray for Spanish Eyes,"pop, Madonna, 80s, spanish, female vocalists"
Malfunkshun,Jezebel Woman,"Grunge, seattle, rock, alternative, alternative rock"
Brad Paisley,He Didn't Have to Be,"country, brad paisley, modern country, Good country, 1999"
Joan Sebastian,Hay Un Tren A Las Cinco,"joan sebastian - hay un tren a las cinco, grupera, regional mexican, Favoritos, good1"
Grupo Alfa 7,Así Fue,Unknown
Djivan Gasparyan,A Cool Wind Is Blowing,"world, duduk, World Music, instrumental, Armenian"
Hombres G,Tengo una chica,"Rock en Espanol, jel, road tunes, spanish latino, 800"
El Gran Combo De Puerto Rico,Se Me Fué,Unknown
Apache Indian,Boom Shack-A-Lak - Edit,Unknown
The Seekers,Morningtown Ride,"60s, oldies, folk, australian, pop"
Heroes Del Silencio,La visión de vuestras almas,"spanish, rock, spanish pop, Rock en Espanol, Heroes"
Richard Reynoso,Hindi Ko Kaya,Unknown
Geoffrey Oryema,Exile,"african, world, africa, ethno-fusion, -favorites-"
Allman Brothers Band,Back Where It All Begins,"Southern Rock, classic rock, rock, 70s, blues"
Luis Miguel,No Me Puedo Escapar De Ti,1987
David Bowie,Without You - 2018 Remaster,"Disco, classic rock, rock, alternative"
Elliott Smith,Speed Trials,"singer-songwriter, indie, acoustic, indie rock, elliott smith"
The Waitresses,Christmas Wrapping (Single Edit),"christmas, xmas"
Cedarmont Kids,He's Got The Whole World,"emily, milk, katherine, -3, hes got the whole world"
KeKe Wyatt,If Only You Knew,"keke wyatt, rnb, female vocalist, love songs, smooth"
Misfits,All Hell Breaks Loose,"punk, horror punk, punk rock, hardcore punk, Misfits"
Sammy Kershaw,Vidalia,"country, male vocalists, male country, classic country, 1996"
Tim Curry,I Can Make You a Man (Reprise),"Rocky Horror Picture Show, Soundtrack, musical, alternative, 80s"
Misfits,Hatebreeders,"horror punk, punk, punk rock, Misfits, 80s"
Gregory Isaacs,Hot Stepper,"reggae, lovers rock, roots reggae, jamaican, MetroHadriani Loves this music"
Don Williams,(Turn Out The Light And) Love Me Tonight,"country, classic country, 70s, easy listening, beautiful"
Sigur Rós,Ný batterí,"post-rock, ambient, icelandic, alternative, experimental"
Óscar Chávez,Fuera Del Mundo,Unknown
The Temptations,Stay,"soul, motown, soul and rnb classics, favorites, oldies"
Leroy Hutson,Cool Out,"jazz, cool jazz, soul, funk, leroy hutson"
Vicente Fernández,Yo Quiero Saber De Ti,Unknown
Frank Reyes,Me Dejaste Abandonado,Unknown
Darrell Scott,It's A Great Day To Be Alive,"americana, folk, Uplifting"
Modest Mouse,Polar Opposites,"indie, indie rock, alternative, rock, Modest Mouse"
Lee Ritenour,Dreamwalkin',"jazz guitar, brain2brain"
Tammy Wynette,Stand by Your Man,"country, classic country, Tammy Wynette, female vocalists, 60s"
The Cleaners From Venus,Corridor of Dreams,Unknown
Elvis Presley,Suspicion,"rock n roll, Rock and Roll, Elvis Presley, oldies, elvis"
Maracaibo 15,El Cañonazo,"gaitas, clasica1"
El Gran Combo De Puerto Rico,Falsaria,Unknown
Brian Regan,Crank Calls,"comedy, stand-up, Brian Regan, quirky, fun"
Misfits,Skulls,"horror punk, punk, punk rock, Misfits, Horrorpunk"
The Presidents Of The United States Of America,Cleveland Rocks,"rock, tv theme, Soundtrack, TV Themes, alternative"
"Jesse Corti,  Richard White","Gaston (Reprise) - From ""Beauty and the Beast""/Soundtrack Version",Unknown
"Michael Jackson,  Fergie,  will.i.am",Beat It 2008 (with Fergie) - Thriller 25th Anniversary Remix feat. Fergie,Unknown
Mecano,"50 Palabras, 60 Palabras o 100","pop espanol, pop, favorites, chulo, pop hispano"
The Manhattan Transfer,Soul Food To Go (Sina),"jazz, 80s, pop, 90s, TheJazzCafeLovedTracks"
"Andrew Lloyd Webber,  Michael Crawford,  Sarah Brightman",The Phantom Of The Opera - Edit,"80s, spooky, musical, Phantom of the Opera, Lloyd Webber"
Gary Numan,Music for Chameleons,"new wave, electronic, 80s, Jurassic Park, alan partridge"
"Robert Fripp,  Brian Eno",Evening Star,chillout
Cedarmont Kids,Father Abraham,"gospel, kids, emily, milk, -4"
Liberación,Amor Mío,Unknown
"Frank Zappa,  The Mothers Of Invention",Inca Roads,"Progressive rock, rock, zappa, Avant-Garde, Fusion"
Counting Crows,Raining In Baltimore,"rock, counting crows, Mellow, 90s, sad"
"Eydie Gormé,  Los Panchos",Y...,Unknown
Cock Sparrer,We're Coming Back,"Oi, punk, rock, punk rock, street punk"
Roy Orbison,Lana,"oldies, 60s, rock, pop, classic rock"
Johnny Pacheco,Acuyuye,"salsa, fip"
Secret Garden,Papillon,"instrumental, ambient, new age, relaxing, Secret Garden"
Vince Neil,You're Invited (But Your Friend Can't Come),"hard rock, 1990s, Glam Metal"
Bobby Womack,You're Messing Up A Good Thing,"soul, fip, classic soul, my other stuff"
Toronto,Your Daddy Don't Know,"rock, 80s, Canadian, female vocalists, classic rock"
The Highwaymen,Highwayman,"country, classic country, highwayman, folk, outlaw country"
Heroes Del Silencio,La isla de las iguanas,"spanish, rock, Heroes, heroes del silencio, instrumental"
Mannheim Steamroller,We Three Kings,"christmas, instrumental, instrumental Christmas, 80s, classic Christmas"
Lou Reed,Intro / Sweet Jane - Live [1973 Version],"hard rock, art rock, glam rock, jam band"
Grupo Flash,Un Amor Como El Mío,Unknown
Dru Hill,5 Steps,"rnb, slow jams, soul, dru hill, 90s"
KMFDM,A Drug Against War,"industrial, industrial metal, industrial rock, metal, kmfdm"
Tom Waits,San Diego Serenade,"blues, singer-songwriter, rock, Tom Waits, alternative"
Manowar,Kingdom Come,"heavy metal, metal, Power metal, true metal, manowar"
Yo La Tengo,My Little Corner of the World,"indie, Gilmore Girls, indie pop, alternative, sweet"
Rainbow,Tarot Woman,"hard rock, classic rock, rock, heavy metal, Dio"
Belle & Sebastian,"Get Me Away From Here, I'm Dying","indie, indie pop, belle and sebastian, pop, Scottish"
Fine Young Cannibals,Ever Fallen in Love,"80s, pop, cover, rock, 80s Pop"
The Sundays,Summertime,"90s, female vocalists, pop, indie pop, dream pop"
Pat Green,Texas On My Mind,"country, texas country, seen live, heard on Pandora, top 50"
Ennio Morricone,Cinema Paradiso,"Soundtrack, instrumental, ennio morricone, cinema paradiso, Classical"
Bruce Springsteen,Meeting Across the River,"rock, classic rock, heartland rock, 70s, singer-songwriter"
Tom Petty,Honey Bee,"rock, 90s, classic rock, blues, Tom Petty"
Banda Maguey,Eva María - Live Version,Unknown
"2Pac,  Snoop Dogg,  Nate Dogg,  Dru Down",All About U,"rap, 2pac, Hip-Hop, hip hop, 90s"
Mr. Pookie,Smoke One,"rap, texas, weed, dallas, party rap"
Nick Cave & The Bad Seeds,"Brother, My Cup Is Empty - 2010 Remastered Version",Unknown
"""Quad City DJs,  The 69 Boyz and K-Nock""",What You Want for Christmas,Unknown
Iron Maiden,Rime of the Ancient Mariner - 2015 Remaster,classic tracks
Faye Wong,但願人長久,"C-pop, chinese, lyrics, pop, cover"
Frank Reyes,Me Dejaste Abandonado,Unknown
Dyango,Hoy he empezado a quererte otra vez,"male vocalists, love songs, latin pop, Jonas, rich melodicos"
"Felix Mendelssohn,  Daniel Barenboim","Albumblatt In E Minor, Op.117, MWV U134",i-did-not-like-it-at-first
Depeche Mode,Useless - 2007 Remaster,Unknown
"Fourplay,  Phil Collins",Why Can't It Wait Till Morning (feat. Phil Collins),Unknown
Indigo Girls,Least Complicated,"folk rock, female vocalists, folk, acoustic, indigo girls"
Yes,It Can Happen,"Progressive rock, 80s, yes, classic rock, rock"
Sanchez,Never Dis Di Man,"reggae, sanchez, lovers rock, religion, rastafari"
B.M.U. (Black Men United),U Will Know - Extended Version,Unknown
Tevin Campbell,Tell Me What You Want Me to Do,"90s, rnb, soul, slow jams, smooth"
Marillion,Sugar Mice - 1999 Remaster,Brian Emmel
"""Billos"",  Dimension Latina",Lloraras - Edit,Unknown
Van Morrison,Hard Nose the Highway,"rock, soul, 60s, folk, folk-pop"
The Crusaders,A Message From The Inner City,jazz fusion
Def Leppard,Comin' Under Fire,"hard rock, heavy metal, hair metal, rock, classic rock"
Grupo Libra,En Diciembre No Se Llora,Unknown
Yngwie Malmsteen,Trilogy Suite Op: 5,"guitar virtuoso, instrumental metal, heavy metal, instrumental, neo-classical metal"
John Mellencamp,Play Guitar,"rock, classic rock, 80s, singer-songwriter, Garage Rock"
Chet Baker,Blue room,"jazz, bop, vocal jazz, cool jazz, fip"
Luther Vandross,Superstar / Until You Come Back to Me (That's What I'm Gonna Do),"soul, 80s, quiet storm, smooth, falsetto"
"Eric Burdon,  War",Spill The Wine,"rock, classic rock, 70s, latin, funk"
"Roz Ryan,  Chorus - Hercules",The Gospel Truth II,hercules The Gospel Truth
"Teddy Riley,  Tammy Lucas",Is It Good To You,"rnb, new jack swing, swing, kewl, tipparade 1992"
Donald Fagen,Walk Between Raindrops,"jazz, jazz-rock, 80s, donald fagen, rock"
Boz Scaggs,Fly Like A Bird,"Boz Scaggs, pop, rock, soul, singer-songwriter"
Jim Croce,Dreamin' Again,"folk, acoustic, 70s, Jim Croce, classic rock"
Jorge Luis Cabrera con Banda Tierra Blanca,Música Romántica,Unknown
Led Zeppelin,The Rain Song - 1990 Remaster,Unknown
Spin Doctors,Jimmy Olsen's Blues,"rock, 90s, alternative rock, alternative, pop"
Bob Marley & The Wailers,Kinky Reggae - Original Album Version,reggae
Journey,Chain Reaction,"hard rock, rock, classic rock, 80s, pop rock"
Neutral Milk Hotel,Naomi,"indie, indie rock, Lo-Fi, indie folk, neutral milk hotel"
The Tornados,Telstar,"instrumental, 60s, Surf, oldies, telstar"
The Gap Band,Party Train,"funk, 80s, dance, soul, Disco"
Burzum,War,"black metal, Norwegian Black Metal, True Norwegian Black Metal, metal, dark ambient"
Mel & Kim,"Showing Out (Get Fresh At the Weekend) - 7"" Version",retro cheese madness
"Antonio Vivaldi,  Béla Drahos,  Pál Kelemen,  Zsuzsa Pertis","Sonata No. 6 in G Minor, Op. 13, RV 58, ""Il pastor fido"": III. Largo",Unknown
Third World,Try Jah Love,"reggae, 80s, Jazz  Funk, roots reggae, Disco"
Jon Bon Jovi,"Billy Get Your Guns - From ""Young Guns II"" Soundtrack",Unknown
David Bowie,Watch That Man - 2013 Remaster,Unknown
"Johann Sebastian Bach,  Hilary Hahn","Violin Partita No. 3 in E Major, BWV 1006: I. Preludio","baroque, Classical, violin, german, sonata"
House Of Pain,Shamrocks and Shenanigans,"Hip-Hop, rap, groovy, hip hop, rock"
Electric Light Orchestra,So Serious,"rock, classic rock, 80s, Symphonic Rock, pop"
Wipers,Over the Edge,"punk rock, punk, indie rock, alternative, 80s"
Miles Davis,Tutu,"jazz, jazz fusion, Fusion, trumpet, miles davis"
Elton John,Harmony - Remastered 2014,piano rock
Fastway,Say What You Will,"hard rock, rock, heavy metal, 80s, classic rock"
Def Leppard,Run Riot,"hard rock, 80s, rock, hair metal, Def Leppard"
"""Sergio Mendes & Brasil 66""",The Fool On The Hill,Unknown
Oingo Boingo,Not My Slave,"new wave, 80s, rock, alternative, amayzes loved"
"3T,  Michael Jackson",Why (feat. Michael Jackson) - Duet with Michael Jackson,Unknown
Lucille Bogan,Till The Cows Come Home,"female vocalists, theme songs, weallgetold, jazz, brutal"
Lisandro Meza,Mi Razon de Ser,Unknown
Kumar Sanu,Ek Ladki Ko Dekha,"bollywood, Indian, male vocalist, Hindi, Bollywood Movies"
Carlos Santana,Bella,"rock, santana, guitar, blues, carlos santana"
Stereolab,Ping Pong,"indie, post-rock, alternative, electronic, electronica"
John Cafferty & the Beaver Brown Band,On the Dark Side,"80s, rock, pop, classic rock, Soundtrack"
Rush,Nobody's Hero - 2004 Remaster,Unknown
Anastacia,I'm Outta Love - Radio Edit,"pop, soul, funk, rnb, A Artist"
David Bowie,Panic in Detroit - 2013 Remaster,"70s, hard rock, glam rock, 1973"
Nightmares On Wax,Stars,"chillout, downtempo, trip-hop, electronic, trip hop"
Midnight Oil,Put Down That Weapon - 2007 Remastered,rock
Smokey Robinson,Will You Love Me Tomorrow?,"soul, 70s, Smooth Soul, cover, Ballad"
Luther Vandross,Ain't No Stoppin' Us Now,"dance, luther vandross, soul, 80s, singer-songwriter"
Toots & The Maytals,Sailin' On,"reggae, happy, roots reggae, makes me happy, All-Time Favorites"
Brigitte Bardot,Un jour comme un autre,"french, female vocalists, 60s, french pop, chanson francaise"
The Beatles,Lady Madonna - Remastered 2009,Unknown
Dan Hartman,Vertigo/Relight My Fire,"Disco, soul, 80s, party, classic rock"
The Crusaders,Look Beyond The Hill,jazz fusion
Thin Lizzy,Little Girl In Bloom,"hard rock, classic rock, blues rock, ballads, 70s"
Los Enanitos Verdes,Mejor No Hablemos De Amor,"Rock en Espanol, rock en español, rock, Spanish Rock, en espanol"
Blueridge Mountain Bluegrass Band,Dueling Banjos,Unknown
Mary J. Blige,You Bring Me Joy,"rnb, soul, female vocalists, urban, soulful"
Daniel Santos,Lamento Borincano,Unknown
"Kenny Rogers,  Dottie West",Every Time Two Fools Collide,"country, beautiful, great song, vinyl, classic country"
Celia Cruz,Cuando Estoy Contigo,"latin, cuba, salsa, Celia Cruz"
"Wolfgang Amadeus Mozart,  Eder Quartet","String Quartet No. 15 in D Minor, K. 421: II. Andante",Unknown
Jeff Buckley,Eternal Life,"rock, singer-songwriter, alternative rock, jeff buckley, 90s"
Jeff Buckley,Corpus Christi Carol,"rock, singer-songwriter, beautiful, jeff buckley, pop"
Pimpinela,Con Un Nudo En La Garganta,"pimpinela, salsa"
The Bottle Rockets,Indianapolis,"alt. country, americana, singer-songwriter, Alt-country, alt country"
Janet Jackson,Runaway,"pop, 90s, rnb, janet jackson, female vocalists"
Alberto Vazquez,Si La Invitará Esta Noche,Unknown
Oumou Sangaré,Moussolou,"african, mali, female vocalists, africa, wassoulou"
Ozzy Osbourne,Tomorrow,"heavy metal, metal, hard rock, Ozzy Osbourne, rock"
"Johann Pachelbel,  Rudolf Baumgartner",Canon in D,"Classical, baroque, instrumental, beautiful, Pachelbel"
Joni Mitchell,Court and Spark,"folk, singer-songwriter, 70s, folk-rock, joni mitchell"
John Lennon,Old Dirt Road - Remastered 2010,Unknown
Alice Cooper,Might As Well Be On Mars,"hard rock, Power ballad, Alice Cooper, rock, classic rock"
Metallica,Phantom Lord (Remastered),Unknown
Seal,Killer,"pop, 90s, soul, Seal, british"
Funkadelic,Standing on the Verge of Getting It On,"funk, p-funk, soul, 70s, Fusion"
Motörhead,1916,"heavy metal, Ballad, hard rock, rock, Motorhead"
Fatback Band,Wicky Wacky,"funk, soul, zapfunk, Funk Tag, jazz fusion"
"Jose Mari Chan,  Janet Basco","My Girl, My Woman, My Friend",Unknown
AC/DC,"Baby, Please Don't Go","hard rock, rock, blues rock, classic rock, heavy metal"
The Stone Roses,Don't Stop - Remastered,"indie rock, post-rock, Experimental Rock, Neo-Psychedelia, Acid Rock"
John Williams,Dobby the House Elf,"harry potter, Soundtrack, Classical, instrumental, ambient"
Hombres G,Estoy pintando tu sonrisa,"Chido, AMer, 900, espinol, balida"
Misfits,Static Age,"punk, punk rock, horror punk, Misfits, rock"
Avalon,Testify To Love,"christian, contemporary christian, avalon, christian rock, worship"
Liz,Zúmbalo,Unknown
Midnight Star,No Parking (On the Dance Floor) - 12 Inch Mix,"80s, 1983"
Big L,Lifestylez Ov Da Poor & Dangerous,"Hip-Hop, hip hop, rap, big l, underground hip hop"
"Johann Sebastian Bach,  Yo-Yo Ma","Cello Suite No. 1 in G Major, BWV 1007: V. Menuets I & II",Unknown
Bob Dylan,Ring Them Bells,"folk, singer-songwriter, rock, Dylan, gospel"
Nino Rota,Sicilian Pastorale,"Soundtrack, Classical, instrumental, Nino Rota, godfather"
The Smashing Pumpkins,Where Boys Fear To Tread - Remastered 2012,"hard rock, alternative metal, stoner metal, sludge metal"
Dolly Parton,Highlight of My Life,"country, 70s, sexy, Love, epic"
The Cleaners From Venus,Please Don't Step on My Rainbow,Unknown
Wham!,Credit Card Baby,"pop, new wave, 80s, UK, gay"
Enrique Iglesias,Inalcanzable,"latin, spanish, pop, enrique, español"
Ray Parker Jr.,Ghostbusters - Instrumental Version,ghostbusters
The Amboy Dukes,The Great White Buffalo,"rock, classic rock, hard rock, Ted Nugent, Killer riff"
AC/DC,Fly on the Wall,"hard rock, rock, classic rock, heavy metal, blues rock"
Los Tigres Del Norte,Muerte Anunciada,Unknown
Blur,You're so Great - 2012 Remaster,"jangle pop, noise pop, folk rock, indie folk, slacker rock"
Shaggy,Boombastic - Sting Remix,Unknown
Madonna,Burning Up,"pop, 80s, dance, Madonna, female vocalists"
Dream Theater,Wait for Sleep,"Progressive metal, Progressive rock, Progressive, Dream Theater, piano"
Etta Jones,Till There Was You,"jazz, vocal jazz, female vocals, jazz vocal, female vocalists"
"Missy Elliott,  702,  Magoo",Beep Me 911 (feat. 702 & Magoo),"90s, Timbaland, Missy Elliott, Hip-Hop, hip hop"
Robin Trower,Day of the Eagle - 2007 Remaster,Unknown
Kate Bush,Sat In Your Lap,"alternative, 80s, pop, female vocalists, rock"
Marvin Gaye,"Abraham, Martin & John","motown, classic soul, pop, soul, celebrity"
"Johann Sebastian Bach,  Yo-Yo Ma","Cello Suite No. 1 in G Major, BWV 1007: II. Allemande","Classical, cello"
Rare Silk,Storm,"jazz, fip, Smooth Jazz, youtube rec-core"
Kent Henry,I Sing Praises to Your Name,Unknown
Tito Rojas,Lloro,"salsa, other, latin salsa, Mis documentos, lioro-tito rojas"
Atmosphere,Scapegoat,"Hip-Hop, hip hop, rhymesayers, lyrical greatness, indie"
"Lillias White,  Vaneese Thomas,  LaChanze,  Cheryl Freeman",The Gospel Truth III,pop
Hakim,Wala Wahed,"chillout, arabic, world, ethnic, lounge"
"John Williams,  London Symphony Orchestra",Luke and Leia,"Soundtrack, Star Wars, John Williams, instrumental, love themes"
Amy Grant,Sleigh Ride,"christmas, female vocalists, xmas, amy grant, Sleigh Ride"
The Temptations,Cloud Nine,"soul, motown, 60s, funk, rhythm and blues"
Lynyrd Skynyrd,Workin' For MCA,"Southern Rock, classic rock, rock, 70s, lynyrd skynyrd"
Banda El Recodo,La Basurita,Unknown
Cake,Rock 'n' Roll Lifestyle,"alternative rock, rock, alternative, 90s, indie rock"
James Taylor,September Grass,"folk, singer-songwriter, rock, soft rock, folk rock"
Dio,Stand Up and Shout,"heavy metal, hard rock, metal, Dio, classic metal"
Freedy Johnston,Bad Reputation,"90s, folk, indie rock, singer-songwriter, Mellow"
Overseer,Supermoves,"electronic, big beat, breakbeat, electronica, electro"
Bienvenido Granda,Percal,son-bolero
"JAY-Z,  Blackstreet",The City Is Mine,"hip hop, Hip-Hop, rap, 90s, 1998"
