artists,name,genres
Cal Smith,Country Bumpkin,"classic country, country, cal smith, country legends, Country Bumpkin"
Fleetwood Mac,Say You Will,"classic rock, rock, 70s, female vocalists, Fleetwood Mac"
Rage Against The Machine,Snakecharmer,"rock, alternative rock, alternative, hard rock, metal"
50 Cent,U Not Like Me,"rap, Hip-Hop, Gangsta Rap, 50 Cent, G-Unit"
The Black Keys,Midnight in Her Eyes,"blues rock, blues, rock, indie rock, 00s"
Tracy Chapman,I'm Ready,"folk, acoustic, singer-songwriter, female vocalists, rock"
"Ian Giles,  John Spiers,  Jon Bowden,  Graham Metcalfe",The bonny ship the Diamond,Unknown
Marc Anthony,Me Voy A Regalar,"salsa, latin, spanish, world, romantic"
Lily Allen,LDN,"pop, female vocalists, british, happy, britpop"
The Pharcyde,Ya Mama,"Hip-Hop, hip hop, rap, 90s, The Pharcyde"
"Raul Di Blasio,  Armando Manzanero",Armando Manzanero Medley,Unknown
Forum,Белая ночь,Unknown
Fleetwood Mac,Don't Stop - 2018 Remaster,Unknown
Fleetwood Mac,Go Your Own Way - 2018 Remaster,Unknown
The Stone Roses,(Song for My) Sugar Spun Sister - Remastered,"indie rock, twee pop, britpop, jangle pop, psychedelic pop"
Mazzy Star,Rose Blood,"dream pop, alternative, female vocalists, shoegaze, Mellow"
Chimaira,Power Trip,"metalcore, metal, thrash metal, hardcore, groove metal"
Henry Fiol,Zumbale,Unknown
Wynton Marsalis,When It's Sleepytime Down South,"jazz, gimme sum friends03, trumpet, gimme sum friends, jazz ballads"
Camilo Sesto,Amor de Mujer,quesera de ti
Genesis,Hold on My Heart - 2007 Remaster,Unknown
Cole Porter,"Anything Goes - (From ""Anything Goes"")","jazz, musicals, Broadway"
Jefferson Starship,Find Your Way Back,"classic rock, rock, 80s, jefferson starship, arena rock"
Keola Beamer,Kalena Kai,"guitar, slack key guitar"
Frank Chacksfield & His Orchestra,Ebb Tide,"instrumental, easy listening, ebb tide, light, piebald composers"
The Who,You Better You Bet,"classic rock, rock, the who, british, 70s"
"Antonio Vivaldi,  Roberto Baraldi,  Accademia I Filarmonici,  Alberto Martini","Violin Concerto in C Major, RV 184: III. Allegro",Unknown
The Cure,Charlotte Sometimes - Single Version,"darkwave, Gothic Rock, coldwave, post-punk 77 new wave 85"
Maria McKee,"Show Me Heaven - From ""Days Of Thunder""",Unknown
Tevin Campbell,Alone With You,"90s, Love, slow jams, tevin campbell, r&b"
Frankie Smith,Double Dutch Bus,"80s, funk, Disco, 1981, dance"
Mighty Diamonds,Right Time - 2001 Digital Remaster,"70s, reggae, jamaica, roots reggae"
Van Halen,Top of the World,"hard rock, rock, van halen, classic rock, 90s"
Metallica,The Struggle Within,"heavy metal, metal, thrash metal, metallica, rock"
Bebe & Cece Winans,Addictive Love - Different Lifestyles Album Version,Unknown
Bobby Caldwell,Open Your Eyes,"soul, sampled, Smooth Jazz, 80s, funkpeacesoul"
The Smashing Pumpkins,Rhinoceros - Remastered 2011,"alternative, shoegaze, 90s, dream pop, where is my bong"
Enya,Lothlórien,"new age, celtic, ambient, instrumental, enya"
José Alfredo Jimenez,Cuando Tenía Tu Edad,Unknown
Simon & Garfunkel,The Sun Is Burning,"folk, rock, singer-songwriter, the complete one, pop"
Genesis,Abacab - 2007 Remaster,Unknown
Talk Talk,I Believe in You - 1997 Remaster,"post-rock, art rock, rock, ambient pop, dream pop"
Gran Coquivacoa,Gaita Onomatopéyica,Unknown
Sublime,Had A Dat,"reggae, dub, ska, sublime, soul"
The Chieftains,The Bells of Dublin/Christmas Eve,"christmas, irish, celtic, cadenza thump, folk"
Van Halen,Dirty Movies - 2015 Remaster,"hard rock, eliza ibarra, clea gaultier, cristal caraballo, lexi luna"
Van Halen,So This Is Love? - 2015 Remaster,"hard rock, eliza ibarra, clea gaultier, cristal caraballo, lexi luna"
Debra Laws,Very Special,"soul, Old School Slow Jams, slow jams, rnb, Quiet Storm Classic"
DJ Quik,Born and Raised In Compton,"rap, Gangsta Rap, djquik, hip hop, West Coast Rap"
Travis Tritt,Where Corn Don't Grow,"country, 90s, 1996, travis tritt, cover"
"Mary J. Blige,  Ja Rule",Rainy Dayz,"r&b, hip hop, rnb, MARY J MY GIRL, soul"
The Animals,It's My Life,"60s, classic rock, rock, british invasion, oldies"
A Tribe Called Quest,Midnight,"Hip-Hop, hip hop, rap, 90s, a tribe called quest"
La Bouche,Be My Lover - Club Mix,Unknown
Videocraft Chorus,"We Are Santa's Elves - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",Unknown
"Charmian Carr,  Heather Menzies,  Nicholas Hammond,  Duane Chase,  Angela Cartwright,  Kym Karath,  Debbie Turner,  Bill Lee",The Sound of Music,"chill, Hard, Love, epic, beautiful"
The Tubes,Talk To Ya Later,"80s, rock, new wave, classic rock, Progressive rock"
Leon Russell,Out In The Woods,"classic rock, blues rock, leon russell, MALE SOUTHERN ROCK SINGER, rock"
Billy Stewart,I Do Love You,"soul, 60s, oldies, Old School soul, i do love you"
April Wine,Sign Of The Gypsy Queen,"classic rock, rock, april wine, 80s, hard rock"
Dr. John,Iko Iko,"New Orleans, cajun, blues, funky, americana"
Ana Gabriel,Soledad (Solidao),"spanisch, Pop Latino, balada, Ana Gabriel, Baladas Romantic"
School Of Fish,3 Strange Days,"90s, rock, alternative, modern rock, Grunge"
Pastor T.L. Barrett and the Youth for Christ Choir,Nobody Knows,"funk, fip"
Stone Temple Pilots,Still Remains - 2019 Remaster,"Grunge, alternative rock, Psychedelic Rock, Neo-Psychedelia"
Grateful Dead,Alabama Getaway - 2013 Remaster,Unknown
The Cure,Play for Today - 2006 Remaster,"post-punk, Gothic Rock, new wave, jangle pop"
Dolly Parton,We Three Kings,"christmas, xmas, country christmas, Christmas Music, country"
Bernard Herrmann,"Main Title (from ""Taxi Driver"")",Unknown
Jorge Ben Jor,Brother,"70s, brazil, brasil, samba, buy"
The Rolling Stones,Sister Morphine - 2009 Mix,Unknown
Donell Jones,I'll Go,"Love and Basketball OST, Soundtrack, Love, r&b, fip"
B.G.,Cash Money Is An Army,"rap, New Orleans, MySpotigramBot, -1001747063611"
Shuggie Otis,Purple,"blues, soul, blues-rock, funk, Shuggie Otis"
Los Alegres De Teran,El 24 De Junio,ranchera
"JAY-Z,  Beanie Sigel,  Memphis Bleek",Change The Game,"Hip-Hop, rap, jay-z, hip hop, catchy"
L.T.D.,(Every Time I Turn Around) Back In Love Again,"soul, funk, 70s, 70s soul, Old School soul"
Depeche Mode,Halo - 2006 Remaster,"favorites, synthpop, darkwave, new romantic, alternative dance"
Kut Klose,I Like,"rnb, american, love songs, M-O-B-O, female vocalists"
Joni Mitchell,The Last Time I Saw Richard,"folk, female vocalists, singer-songwriter, joni mitchell, Canadian"
Rick Astley,She Wants to Dance with Me,"80s, pop, dance, rick astley, Rick Astley - She Wants to Dace With Me"
Fred Mollin,Stay Awake/Feed The Birds Medley,Unknown
"Paul McCartney,  Linda McCartney",Dear Boy - Remastered 2012,art pop
"Cal Tjader,  Eddie Palmieri",Black Orchid,"jazz, latin, latin jazz, Vibraphone, Cal Tjader"
DeBarge,A Dream,"80s, soul, rnb, slow jams, DeBarge"
Guy,Wanna Get With U,"new jack swing, rnb, soul, funk, Hip-Hop"
Maná,Perdido En Un Barco,"spanish, latin, mexico, Rock en Espanol, latin pop"
Nelson,After The Rain - Remastered 2017,Unknown
"Hank Williams,  Jr.",The Blues Man,Unknown
Bill Evans,Soiree,"jazz, favorites, fip, light"
"Jayo Felony,  Method Man,  DMX",Whatcha Gonna Do,"Hip-Hop, rap, funky, westcoast, bartek92"
The Chicks,Sin Wagon,"female vocalists, country rock, modern country, 1999, new traditionalist"
"Franz Schubert,  Wiener Philharmoniker,  Josef Krips","Symphony No.8 in B minor, D.759 - ""Unfinished"": 1. Allegro moderato",Unknown
Stevie Nicks,If You Ever Did Believe,"female vocalists, soft rock, Stevie Nicks, Soundtrack, pop rock"
Boz Scaggs,Look What You've Done to Me,"soft rock, love songs, 80s, Boz Scaggs, 80"
Danzig,Long Way Back From Hell,"heavy metal, metal, hard rock, rock, DANZIG"
The Beatles,Kansas City / Hey-Hey-Hey-Hey - Medley / Remastered 2009,Unknown
"Outkast,  Erykah Badu",Humble Mumble (feat. Erykah Badu),"Hip-Hop, rap, Southern Hip Hop, hip hop, dance"
The Beatles,Every Little Thing - Remastered 2009,"rock, 60s, british, The Beatles, 1964"
Lynch Mob,Wicked Sensation,"hard rock, heavy metal, rock, Glam Metal, metal"
The Beatles,Mr Moonlight - Remastered 2009,"pop, rock, 60s, british, pop rock"
David Crosby,Music Is Love,"fucking brilliant, singer-songwriter, 1970s, 1971, classic rock"
Beastie Boys,Root Down - Free Zone Mix/Remastered 2009,Unknown
Paul Simon,The Sound of Silence,"folk, singer-songwriter, classic rock, folk rock, paul simon"
Bill Withers,Hope She'll Be Happier,"soul, 70s, broken heart, live performance, taylor hicks"
Ralph Stanley,O Death,"bluegrass, Soundtrack, folk, blues, americana"
"Dolly Parton,  Ricky Van Shelton",Rockin' Years (with Ricky Van Shelton),"country, waltz, 1991, new traditionalist, early 90s country"
Bobby Charles,Small Town Talk,"singer-songwriter, rock, 70s, folk, soft rock"
"Henry Mancini,  Mantovani","Moon River - From ""Breakfast At Tiffanys""",Unknown
Steel Pulse,Handsworth Revolution,"reggae, roots reggae, Steel pulse, rastaman vibrations, british"
Mott The Hoople,All the Young Dudes - David Bowie & Ian Hunter Vocal,Unknown
Arthur Verocai,Na boca do sol,"soul, jazz fusion, brasil, mpb, fip"
Willie Nelson,Bloody Mary Morning,"country, country rock, Willie Nelson, classic country, outlaw country"
"Mary J. Blige,  George Benson",Seven Days,"rnb, soul, female vocalists, mary j blige, female vocalist"
"Wolfgang Amadeus Mozart,  Emerson String Quartet","String Quartet No.19 In C, K.465 - ""Dissonance"": 1. Adagio - Allegro",Unknown
Mort Garson,Symphony for a Spider Plant,"electronic, ambient, synth, fun, moog"
"Rufus,  Chaka Khan",Your Smile,"soul, funk, rnb, saturday evening, old skool rhythm and blues"
Al Martino,We Wish You A Merry Christmas/Silver Bells,Unknown
"Joe Cocker,  Jennifer Warnes",Up Where We Belong,"rock, classic rock, 80s, Joe Cocker, blues"
Thug Life,Pour Out A Little Liquor,"Hip-Hop, rap, 2pac, thug life, Gangsta Rap"
Gene Clark,No Other,"pop, rock, 70s, psychedelic, americana"
Peter Tosh,Bush Doctor,"reggae, roots reggae, peter tosh, jamaican, roots"
Eagles,James Dean - 2013 Remaster,Unknown
Les Misérables-Original London Cast,One Day More,Unknown
Keith Whitley,"Miami, My Amy","country, Keith Whitley, Favorite, country legends, beautiful"
Alabama,Tennessee Christmas,"christmas, country christmas, holiday, xmas, Yule"
Jimmy Buffett,Fins,"beach music, singer-songwriter, Jimmy Buffett, rock, Beach"
Dire Straits,Your Latest Trick,"rock, classic rock, 80s, dire straits, blues"
Metallica,Trapped Under Ice (Remastered),"metal, thrash metal"
Brand New,Failure By Design,"emo, alternative, Brand New, rock, indie"
Barrington Levy,Under My Sensi,Unknown
Tony! Toni! Toné!,Slow Wine,"rnb, slow wine, soul, 90s, 90s Rnb"
Queen Latifah,U.N.I.T.Y.,"rap, 90s, Hip-Hop, female vocalists, hip hop"
Ronnie Milsap,Pure Love,"country, classic country, Ronnie Milsap, 80s, love song"
Oscar Lopez,Classical Soul - Edit,Unknown
Jr. Walker & The All Stars,(I'm A) Road Runner,"motown, soul, 60s, northern soul, saxophone"
Sarah McLachlan,Possession,"female vocalists, Sarah McLachlan, pop, 90s, rock"
Martina McBride,My Baby Loves Me,"country, Martina McBride, Love, female, female vocalists"
Babyface,Never Keeping Secrets,"soul, rnb, slow jams, Babyface, slow soul love jams"
The Beatles,Komm gib mir deine Hand - Remastered 2009,Unknown
Intro,Ribbon in the Sky,"r&b, soul, 90s, smooth, quiet storm"
Roy Buchanan,Sweet Dreams,"blues, guitar, blues rock, guitar virtuoso, Classic Blues"
Patty Loveless,How Can I Help You Say Goodbye,"country, How Can I Help You Say Goodbye - Patty Loveless, country women, Patty Loveless, female vocalists"
Nick Drake,Know,"folk, singer-songwriter, Nick Drake, acoustic, Mellow"
Mac Davis,It's Hard to Be Humble,"country, comedy, Mac Davies-, Honky Tonk, 70s"
Kirk Franklin,Why We Sing,"gospel, praise, why we sing, KIRK FRANKLIN PRAISE, Contemporary Gospel"
U2,Helter Skelter - Live,Unknown
"Harry Connick,  Jr.","Let It Snow, Let It Snow, Let It Snow","christmas, vocal, jazz, Big Band, xmas"
Enaid,The Spirit of Excalibur,"celtic, medieval, instrumental, new age, folk"
Los Morros Del Norte,El Ultimo Billete,"corridos, norteño, Los Tucanes, PaPistear"
The Smashing Pumpkins,Soma - Remastered,"rock, alternative rock, 90s"
"Emerson,  Lake & Palmer",From the Beginning,Unknown
Enrique Iglesias,Rhythm Divine,"pop, latin, latin pop, spanish, 90s"
Loretta Lynn,Blue Kentucky Girl,"classic country, country, female vocalists, 60s, singer-songwriter"
Metallica,Motorbreath (Remastered),Unknown
Metallica,Jump In The Fire (Remastered),Unknown
Men Without Hats,The Safety Dance - Short Version,Unknown
The Modern Lovers,I'm Straight,"proto-punk, rock, punk, 70s, post-punk"
"Charles Strouse,  Andrea McArdle,  Annie Ensemble,  Peter Howard",Annie: It's the Hard-Knock Life,Unknown
Vince Vance & The Valiants,All I Want for Christmas Is You,"christmas, female vocalists, favorites, easy listening, american"
Jackson C. Frank,Milk and Honey - 2001 Remaster,Radiohead office chart
Wynonie Harris,Grandma Plays The Numbers,"jump blues, vocal jazz, blues, swing, video game music"
Iron Maiden,Flight of Icarus - 2015 Remaster,Unknown
George Harrison,Crackerbox Palace - Remastered 2004,Unknown
The Beach Boys,Here She Comes - Remastered 2000,Unknown
Eddy Arnold,Make the World Go Away,"country, country legends, classic country, oldies, 60s"
Iron Maiden,Wasting Love - 2015 Remaster,"heavy metal, metal"
Raffi,"Row, Row, Row",Unknown
"Hank Williams,  Jr.",Whiskey On Ice,Unknown
George Winston,Peace,"piano, instrumental, new age, relax, quiet"
George Winston,Some Children See Him,"piano, christmas, new age, George Winston, instrumental"
George Strait,Stars On The Water,"country, great song, beer, my favorite, stars on the water"
The Jacksons,Show You the Way to Go,"soul, 70s, Jackson 5, jacksons, classic soul"
Slayer,Bloodline,"thrash metal, metal, Slayer, heavy metal, thrash"
The Temptations,Since I Lost My Baby,"motown, soul, 60s, oldies, rhythm and blues"
"DJ Screw,  K-Rino,  Z-Ro",The Game Goes On,Unknown
Quantic,Time Is the Enemy,"chillout, downtempo, lounge, electronic, Quantic"
Chicago,You're the Inspiration - 2009 Remaster,Unknown
Kid Rock,Lonely Road of Faith,"hard rock, rap metal, Southern Rock, rock, rap rock"
The Kinks,Nothin' In the World Can Stop Me Worryin' 'Bout That Girl,"classic rock, 60s, Soundtrack, british, british invasion"
Chuckii Booker,Games,"soul, 90s, rnb, 1992, quiet storm"
Doris Day,Here Comes Santa Claus (Down Santa Claus Lane),"christmas, holiday, female vocalists, Love, summer"
Sublime,What Happened,"ska, sublime, rock, punk, reggae"
Stone Temple Pilots,Crackerman - 2017 Remaster,Unknown
Kid Rock,Midnight Train to Memphis,"hard rock, rap metal, rap rock, kid rock, rock"
Lee Roy Parnell,What Kind Of Fool Do You Think I Am,"country, 90s, 1992, buy this, good song"
Sublime,Right Back,"ska, reggae, sublime, rock, punk"
Brenton Wood,Where Were You,"soul, I need this track"
Bing Crosby,The First Nowell,Unknown
Brand New,Mix Tape,"emo, Brand New, rock, alternative, punk"
Federico Villa,Caminos de Michoacán,Unknown
Common Rider,Classics Of Love,"ska, ska punk, punk, reggae, punk rock"
Gin Blossoms,Allison Road,"90s, alternative, rock, alternative rock, Gin Blossoms"
Rosemary Clooney,Suzy Snowflake - 78 rpm Version,Unknown
Huey Lewis & The News,Heart And Soul,"80s, rock, pop, classic rock, pop rock"
Brand New,Soco Amaretto Lime,"acoustic, emo, alternative, Brand New, rock"
Horace Silver,Soul Searchin',"jazz, Hard Bop, bebop, jazz singer"
The Ronettes,"Baby, I Love You","60s, pop, oldies, motown, phil spector"
The Who,Bargain,"classic rock, rock, 70s, hard rock, the who"
Scorpions,Top of the Bill - Live / 2015 Remaster,Unknown
Curtis Mayfield,"(Don't Worry) If There Is a Hell Below, We're All Going to Go","funk, curtis mayfield, soul, Oldies Tag, 60s"
Dinosaur Jr.,Freak Scene,"Grunge, indie rock, indie, alternative, rock"
Peter Cetera,One Good Woman,"80s, pop, rock, 70s, love songs"
Inspiraciòn,El Me Levantara,Unknown
Ismael Rivera,Bomba De Navidad,salsa
Amazing Rhythm Aces,Third Rate Romance - Remastered,country
Glen Campbell,Try A Little Kindness,"country, classic country, 60s, vugube62, oldies"
John Coltrane,Time After Time,"jazz, bebop, saxophone, cool jazz, Smooth Jazz"
Nirvana,Sifting,"Grunge, rock, alternative, alternative rock, Nirvana"
Ozzy Osbourne,Miracle Man,"heavy metal, hard rock, metal, Ozzy Osbourne, 80s"
Cowboy Junkies,Dreaming My Dreams With You,"folk, female vocalists, Alt-country, rock, Canadian"
The Offspring,Pay The Man,"punk rock, punk, rock, alternative rock, The Offspring"
Yusuf / Cat Stevens,On The Road To Find Out,Unknown
Nick Drake,Fly,"folk, singer-songwriter, acoustic, Mellow, beautiful"
Nirvana,Big Cheese,"Grunge, rock, alternative, Nirvana, 90s"
Trevor Rabin,Launch,"Soundtrack, instrumental, Trevor Rabin - Launch - Armageddon -- Inspiring, Armageddon, orchestral"
Santana,Hope You're Feeling Better,"rock, classic rock, Latin Rock, 70s, guitar"
The Cult,Sweet Soul Sister,"hard rock, rock, 80s, the cult, classic rock"
Nataural,Rain & Thunder,Unknown
The Dells,"Oh, What A Night","soul, oldies, doo wop, What a night, RB"
The Stooges,Down on the Street - 2005 Remaster,Unknown
"Johnny Pacheco,  Pete ""El Conde"" Rodriguez",La Esencia Del Guaguancó,"dance, memories, latin, summer, salsa"
Conjunto Primavera,Y Nos Dieron las Diez,Unknown
"Leroy Anderson,  John Williams,  Boston Pops Orchestra",Sleigh Ride - Instrumental,Unknown
Simon & Garfunkel,"So Long, Frank Lloyd Wright","folk, rock, folk rock, singer-songwriter, classic rock"
Marilyn Manson,I Put A Spell On You,"cover, industrial, metal, Soundtrack, covers"
Static-X,Love Dump,"industrial metal, metal, Nu Metal, industrial, static-x"
The Isley Brothers,"Groove with You, Pts. 1 & 2",soul
"Sublime,  Gwen Stefani",Saw Red,"ska, punk, alternative, rock, reggae"
"Nicole,  Missy Elliott,  Mocha",Make It Hot (feat. Missy Elliott & Mocha),"soul, rnb, Timbaland"
Depeche Mode,Personal Jesus - Acoustic,Unknown
Bone Thugs-N-Harmony,Mr. Bill Collector,"Gangsta Rap, Hip-Hop, Bone thugs, r&b, Horrorcore"
Backstreet Boys,The Perfect Fan,"pop, 90s, Love, boybands, 90s pop"
La Arrolladora Banda El Limón De Rene Camacho,Mirame,Unknown
Nine Inch Nails,Down In It,"industrial, industrial rock, rock, electronic, NIN"
Boston,Feelin' Satisfied,"classic rock, rock, 70s, boston, hard rock"
Dispatch,Two Coins,"acoustic, chill, indie, folk, alternative"
Janet Jackson,What Have You Done For Me Lately,"80s, pop, dance, janet jackson, rnb"
John Lennon,I Found Out - Remastered 2010,Unknown
Andy Williams,"Silent Night, Holy Night","christmas, Christmas Songs, classic Christmas, Weihnachten, Navidad"
The Doors,Queen of the Highway,"classic rock, Psychedelic Rock, rock, psychedelic, The Doors"
Andy Williams,White Christmas,"christmas, oldies, easy listening, x-mas, cover"
"The Dawn,  Tony Orlando & Dawn",Candida,lost
Los Alegres De Teran,Los Tequileros,Unknown
Grupo Toppaz De Reynaldo Flores,Triste Y Solitario,Unknown
Joe Henderson,Blue Bossa - Remastered,Unknown
"Camille Saint-Saëns,  Yo-Yo Ma",Carnival of the Animals: XIII. The Swan,Classical
Bad Religion,Big Bang,"punk, punk rock, bad religion, rock, political"
Bill Withers,All Because of You,"soul, 70s, love songs, tantotempotaste, smooth vocals"
The Jackson 5,The Christmas Song,"christmas, 70s, pop, motown, holiday"
CeCe Winans,Alabaster Box,"gospel, christian, alabaster box, Contemporary Gospel, Smooth gospel"
Rich Mullins,Awesome God,"christian, worship, awesome God, praise, contemporary christian"
Joe Diffie,Bigger Than the Beatles,"country, love songs, male vocalists, country rock, Joe Diffie"
Bombay Jayashri,Vaseegara,tamil
Metallica,Leper Messiah (Remastered),Unknown
Winger,Headed for a Heartbreak,"hard rock, 80s, hair metal, Power ballad, Winger"
Herbie Hancock,I Thought It Was You,"funk, jazz funk, soul, vocoder, jazz"
Erasure,Chains of Love,"80s, synthpop, new wave, pop, erasure"
Earl Thomas Conley,What I'd Say,"country, Earl Thomas Conley, classic country, Love, my favorite"
Arctic Monkeys,Leave Before The Lights Come On,"indie rock, indie, british, arctic monkeys, rock"
Grateful Dead,Sugar Magnolia - 2013 Remaster,"Psychedelic Rock, country rock, roots rock"
Three Dog Night,Out In The Country,"70s, classic rock, rock, pop, soft rock"
Metallica,To Live Is to Die (Remastered),"metal, Progressive metal, thrash metal"
Susumu Yokota,TOBIUME,"ambient, electronic, chillout, electronica, japanese"
New Edition,You're Not My Kind Of Girl,"new jack swing, rnb, 80s, new edition, soul"
Metallica,Tuesday's Gone,"cover, rock, heavy metal, hard rock, metal"
Gary Stewart,An Empty Glass,"country, outlaw country, 1988, nachspiel"
"Perry Como,  Mitchell Ayres & His Orchestra,  The Ray Charles Singers",Catch a Falling Star (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),Unknown
Cameo,I'll Be With You,"fip, Funk Tag"
Nirvana,Swap Meet,"Grunge, rock, alternative rock, Nirvana, alternative"
Mr. Bungle,Pink Cigarette,"experimental, mike patton, alternative, Avant-Garde, alternative rock"
"Traditional,  Carol Tornquist",Dance Of The Sugarplum Fairy - Angel Melodies Album Version,Unknown
The Stranglers,Walk on By,"cover, punk, new wave, rock, post-punk"
David Lanz,Cristofori's Dream - Remastered,Unknown
The Jackson 5,Rudolph The Red-Nosed Reindeer,"christmas, Tinsel, pop, 70s, catchy"
Raheem DeVaughn,You,"Neo-Soul, soul, rnb, smooth, Neo Soul"
Brian Eno,2/1 - Remastered 2004,Unknown
The Rolling Stones,Far Away Eyes - Remastered,Unknown
Pretty Poison,Catch Me (I'm Falling),"80s, hard rock, 1987, dance - techno, Disco"
"E-40,  The Click,  Suga-T,  D-Shott,  B-Legit",Captain Save A Hoe,"Hip-Hop, wjlb-FM, yay area, hyphy jamz, mone"
Cake,Let Me Go,"rock, alternative, Cake, alternative rock, indie"
Maranatha! Music,As The Deer,Unknown
Anita Mui,夕陽之歌,"pop, female vocalists, Asian, female vocals, Ballad"
Daniel Johnston,Honey I Sure Miss You,"indie, Love, waiting, nice, male vocalists"
Stephen Stills,Go Back Home,"classic rock, folk rock, folkrock, 70s, singer-songwriter"
The Meters,Wichita Lineman,"70s, funk, cover, fip, Ballad"
Bronco,La Hechicera,Unknown
Toni Braxton,Love Shoulda Brought You Home,"rnb, pop, soul, 90s, toni braxton"
Mike Ness,Don't Think Twice,"Mike Ness, cover, rockabilly, country, Dont Think Twice"
George Hamilton IV,Abilene,"country, classic country, oldies, country western, male vocalists"
Thin Lizzy,Bad Reputation,"hard rock, classic rock, rock, thin lizzy, Guitar Hero"
"John Prine,  Bonnie Raitt",Angel from Montgomery (feat. Bonnie Raitt) - Live,Unknown
Dead Moon,Dead Moon Night,"Garage Rock, garage, rock, dead moon, revenge rock"
George Winston,Rainsong - Fortune's Lullaby,Unknown
"Akinyele,  Kia Jeffries",Put It In Your Mouth,"Hip-Hop, Akinyele, 90s, sex, freaky"
Joan Sebastian,Caricatura,caricatura
Labi Siffre,It Must Be Love,"soul, 70s, Love, great, WoopWoop"
Stevie Wonder,Never Dreamed You'd Leave In Summer,"soul, sad, Stevie Wonder, pop, 70s"
José Alfredo Jimenez,Declárate Inocente,Unknown
Funkadelic,Super Stupid,"funk, p-funk, psychedelic, soul, rock"
Trent Tomlinson,Just Might Have Her Radio On,"country, Trent Tomlinson, Love, favorite songs, twang"
Jim Reeves,Am I Losing You,"country, classic country, easy listening, 60s, oldies"
Joan Sebastian,Trono Caído,Unknown
Alan Jackson,That'd Be Alright,"country, Alan Jackson, Awesome, good beat, 2002"
"The Clancy Brothers,  Tommy Makem","Whiskey, You're the Devil - Live",Irish Folk
Daft Punk,Make Love,"electronic, chillout, electronica, House, french"
Mose Allison,The Seventh Son,"jazz, mod jazz, piano, vocal jazz, cool"
10cc,Honeymoon With B Troop,"rock, 70s and 80s grooves, 70s, art rock, eclectonia"
Bone Thugs-N-Harmony,"""Eternal""","Gangsta Rap, bone thugs-n-harmony, rap, G-funk, r&b"
Galaxie 500,Ceremony,"cover, shoegaze, indie, covers, indie rock"
Joan Sebastian,Cuautla Panaloya,Cuautla Panaloya
The Laurie Berkner Band,Clean It Up,"kids, children, childrens"
Fleetwood Mac,Dreams - Live 1977,Unknown
Led Zeppelin,Four Sticks - Remaster,classic tracks
