artists,name,genres
Harendranath Chatterjee,Tarun Arun Se Ranjita Dharani,Unknown
"Ludwig van Beethoven,  Pro Arte Quartet","String Quartet No. 12 in E-Flat Major, Op. 127: II. Adagio, ma non troppo e molto cantabile (Live)",Unknown
Tadeusz Dolega Mostowicz,Chapter 20.3 - Kariera Nikodema Dyzmy,Unknown
Umm Kulthum,Yalle Enharamt El Hanan,Unknown
"Igor Stravinsky,  Societe Chorale de Brassus,  Hélène Bouvier,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet","Oedipus Rex - Actus secundus: Nonn' erubescite, reges",Unknown
Monique Nikkole,Give Love on Christmas Day,Unknown
"Jules Massenet,  Bidu Sayão,  Fausto Cleva,  Metropolitan Opera Orchestra","Adieu, notre petite table from Manon (Act II) - Voice",Unknown
"Amirbai Karnataki,  Zohrabai Ambalawali",Meri Aai Hai Teen Bhabhiyan,Unknown
Ignacio Corsini,Allí Nací - Remasterizado,Unknown
"Richard Wagner,  Bruno Walter,  Columbia Symphony Orchestra",Siegfried-Idyll,"Classical, art music, classical music, opera, romantic"
"Frédéric Chopin,  Maryla Jonas","Mazurka in C Minor, Op. 56 No. 3","Classical, piano"
Noor Jehan,Bipat Suno Girdhari,Unknown
"Georg Philipp Telemann,  Isaac Stern","IV. Allegro from Quartet (Trio Sonata) in E minor, TWV 43:e3",Unknown
"Francisco Canaro,  Nelly Omar",Adiós Pampa Mía - Remasterizado,Unknown
"Ceora Jaffe,  Keun Young Sun","Andante Pastoral et Scherzettino, Andante Pastoral",Unknown
"Alexander Glazunov,  Jascha Heifetz,  Walter Hendl,  RCA Victor Symphony Orchestra","Violin Concerto in A Minor, Op. 82: III. Più animato",Unknown
Snehprabha Pradhan,Sawan Ki Badariya,Unknown
Kalyani,Meri Ankhon Men Yeh Amsoo Nahin,Unknown
"Claude Debussy,  Eugene Istomin",Clair de Lune,"Classical, piano, debussy, Impressionist, french"
Эрих Мария Ремарк,Часть 224.3 - Триумфальная арка,Unknown
Chittoor V. Nagaiah,Endharo Mahaanubhavulu,Unknown
Tadeusz Dolega Mostowicz,Chapter 9.3 - Kariera Nikodema Dyzmy,Unknown
"Zohrabai Ambalawali,  Vanita Amladi",Holi Ka Din Hai,Unknown
"Sergei Prokofiev,  William Kapell,  Antal Doráti","Concerto No. 3 in C, Op.26: Andante; Allegro",Unknown
"Igor Stravinsky,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet","Divertimento from ""Baiser de la fée"": Pas de deux (Adagio-Variation-Coda)",Unknown
Эрих Мария Ремарк,Часть 91.2 - Триумфальная арка,Unknown
Rose,Apne Pritam Ke Ghar Ko Sajaoongi,Unknown
"Aldo Campoamor,  Hormaya,  Gallucci",Cargamento,Unknown
"Felix Mendelssohn,  Isaac Stern,  Alexander Zakin,  Eugene Ormandy,  Philadelphia Orchestra","III. Allegretto non troppo; Allegro molto vivace from Concerto In E minor for Violin and Orchestra, Op. 64",Unknown
"Hans Christian Lumbye,  Orchestra of the Royal Danish Theatre,  Georg Høeberg",Brittapolka,Unknown
Эрнест Хемингуэй,Часть 148.3 - По ком звонит колокол,Unknown
"Johannes Brahms,  Eugene Istomin","Variations and Fugue on a Theme by Handel, Op. 24: Aria",Unknown
Rita Abatzi,Πολίτισσα,Unknown
Lead Belly,By And By When The Morning Comes,"blues, leaving, merkliste"
Noro Morales Orquesta,Ten Jabón,Unknown
"Francisco Canaro,  Alberto Arenas",Borron de Niebla - Remasterizado,Unknown
"Giuseppe Verdi,  Arturo Toscanini",Otello: Act III: Come la ucciderò?,Unknown
Federico García Lorca,Capítulo 5.6 & Capítulo 6.1 - la Casa de Bernarda Alba,Unknown
"Claude Debussy,  Robert Casadesus","Préludes, Livre 1, L. 117: 7. Ce qu'a vu le vent d'Ouest. Animé et tumultueux",Unknown
Avinash,Phulalya Jeevani Sundar,Unknown
Sudha Karmase,Main Kya Kya Yaad Karoon,Unknown
Hesen Zîrek,De Têy Ke De Pirî Ke,Unknown
Michel De Villers,Let's Try Again,Unknown
Monique Nikkole,Do You Hear What I Hear,Unknown
"Frédéric Chopin,  Maryla Jonas","Impromptu No. 1, Op. 29",Unknown
Эрих Мария Ремарк,Часть 172.4 & Часть 173.1 - Триумфальная арка,Unknown
Manfried Rössner,Kapitel 30 - Karl III. Und Anna von Österreich,Unknown
"Chittoor V. Nagaiah,  B Jayamma",Jo Jo Sri Rama,Unknown
"Marcel Pagnol,  Maupi,  Charpin","Deuxième Tableau, scène 4",Unknown
"Jacques Ibert,  Pierre Monteux",Escales: I. Rome - Palermo - Calme,Unknown
Brownie McGhee,Aunt Jane Blues,Unknown
Эрих Мария Ремарк,Часть 148.3 - Триумфальная арка,Unknown
Rose,Suno Sakhi Tumhen Bataye,Unknown
Umm Kulthum,Woleda El Hoda,Unknown
"Johann Sebastian Bach,  Jascha Heifetz","Sonata No. 2, BWV 1003, in A Minor: Allegro",Unknown
"Ludwig van Beethoven,  Joseph Szigeti,  Bruno Walter,  New York Philharmonic","Violin Concerto in D Major, Op. 61: I. Allegro ma non troppo","Classical, classic, instrumental, romantic, composers"
"Hemant Kumar,  Supriti Ghosh",Hriday Amar Nache Re Aajike,Unknown
"Marcel Pagnol,  Raimu,  Pierre Fresnay,  Oriane Demazis","Acte 3, scène 6",Unknown
Kulsum,Woh Dekho Chand Raat Aai,Unknown
Bonet De San Pedro Y Los 7 De Palma,¡Oh! Dame un Hogar - Remastered,Unknown
Manabendra Mukherjee,Aajke Doler Hindolay,Unknown
Harendranath Dutta,Keno Chokher Jale Bhijiye Dilem Na,Unknown
"Wolfgang Amadeus Mozart,  Arturo Toscanini","Divertimento No. 15 in B-Flat Major, K. 287: II. Theme and Variations: e) Variation IV",Unknown
Эрих Мария Ремарк,Часть 218.3 - Триумфальная арка,Unknown
"Giuseppe Verdi,  Arturo Toscanini",Otello: Act II: D'un uom che geme,Unknown
Lead Belly,The Blood Done Sign My Name (Ain't You Glad),Unknown
Uma Devi,Dilwale Jal Jal Kar Hi Mar Jana,Unknown
"Ramu,  Mahani",Dhoban Ki Chhori,Unknown
"Maurice Ravel,  Robert Casadesus","À la manière de Chabrier, M. 63/2",Unknown
The Soft Winds,Too Late Now / Street Of Dreams,Unknown
S. D. Batish,Kya Hamse Poochhte Ho,Unknown
"Wolfgang Amadeus Mozart,  Cleveland Orchestra,  Louis Lane","Divertimento No. 17 in D Major, K. 334: I. Allegro",Unknown
Luis Rovira,Tengo El Corazón Lleno De Ritmo,Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Budapest String Quartet","Piano Quartet in E-Flat Major, K. 493: II. Larghetto",Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Cleveland Orchestra","Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": III. Menuetto. Allegretto - Trio",Unknown
Hubert Fol,"Ivory Black, Part 2",Unknown
"Wolfgang Amadeus Mozart,  Fritz Reiner,  Pittsburgh Symphony Orchestra","Symphony No. 40 in G Minor, KV. 550: II. Andante",Unknown
Raavu Balasaraswathi,"Gopaala Krishnudu (From ""Raadhika"")",Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Cleveland Orchestra","The Impresario Overture, K. 486",Unknown
Shamshad Begum,Bansuriya Toot Gai Man Ki,Unknown
Эрих Мария Ремарк,Часть 4.3 - Триумфальная арка,Unknown
"Chunilal Pardesi,  Savitri Gidwani",Mujhse Ankhen Na Churao,Unknown
M. S. Subbulakshmi,Maravene,Unknown
Эрих Мария Ремарк,Часть 34.3 - Триумфальная арка,Unknown
"Sergei Prokofiev,  Isaac Stern,  Dimitri Mitropoulos,  New York Philharmonic","Violin Concerto No. 1 in D Major, Op. 19: III. Moderato - Allegro moderato - Moderato - Più tranquilo",Unknown
"Pablo de Sarasate,  Isaac Stern,  Franz Waxman,  Columbia Symphony Orchestra",Zigeunerweisen (Gypsy Airs),Unknown
"Zohrabai Ambalawali,  A. R. Ojha",Pipul Ke Patte Se,Unknown
"Charles William Glover,  Eileen Farrell,  Charles Lichter,  Columbia Concert Orchestra",The Rose of Tralee - Remastered,Unknown
Sabitri Naha,Ebar Biday Belar Sur,Unknown
Khursheed Bano,Aaj Mohe Sajan Ghar Jana,Unknown
"Wolfgang Amadeus Mozart,  George Szell","Violin Sonata in C Major, K. 296: I. Allegro vivace",Unknown
Shobha,Jab Dard Ka Kissa Ham,Unknown
B Jayamma,Srikaram Bainatti,Unknown
"George Frideric Handel,  The Liverpool Philharmonic Orchestra,  Sir Malcolm Sargent","Messiah, HWV 56, Pt. 2: Let us break their bonds asunder - Chorus",Unknown
"Johannes Brahms,  Eugene Istomin","Variations and Fugue on a Theme by Handel, Op. 24: Variation XXV",Unknown
Tadeusz Dolega Mostowicz,Chapter 12.2 - Kariera Nikodema Dyzmy,Unknown
"Joseph Kosma,  Germaine Montéro",Gentils enfants - Version 2,Unknown
"Debabrata Biswas,  Kanak Das Biswas",Oi Jhanjhar Jhankare,Unknown
Huevito Rey,Men in Green,Unknown
"Johannes Brahms,  Eugene Istomin","Variations and Fugue on a Theme by Handel, Op. 24: Variation IV",Unknown
Эрнест Хемингуэй,Часть 146.3 - По ком звонит колокол,Unknown
Manfried Rössner,Kapitel 33 - Karl III. Und Anna von Österreich,Unknown
Hameeda Bano,Mujhe Malum Na Tha,Unknown
B Jayamma,Raare Raare Pillalara,Unknown
"Hameeda Bano,  Krishnakumari Ganguly",Ek Chand Wahan Ek Chand Yahan,Unknown
"Johannes Brahms,  Eugene Istomin","Variations and Fugue on a Theme by Handel, Op. 24: Variation VIII",Unknown
Satya Chowdhury,Jasne Ma Phire Jasne Janani,Unknown
"Jack Teagarden,  Red Nichols & His Five Pennies",The Sheik,Unknown
Noor Jehan,Yeh Kaun Hansa,Unknown
Francisco Canaro,La Tablada - Remasterizado,Unknown
"Gustav Mahler,  Bruno Walter,  Columbia Symphony Orchestra",Lieder eines fahrenden Gesellen: 3. Ich hab' ein glühend Messer,Unknown
"Giuseppe Verdi,  Arturo Toscanini",La Traviata: Noi siamo zingarelle,Unknown
Francisco Canaro,Se Viene la Maroma - Instrumental (Remasterizado),Unknown
Satya Chowdhury,Bhai Hoye Bhai Chinbi Abar,Unknown
Sagar Sen,Swapane Donhe Chhinu Ki Mohe,Unknown
"Todd Glass,  Blake Wexler",Todd Ships the Mini-Bar in His Hotel Home (2013),Unknown
"George Frideric Handel,  The Liverpool Philharmonic Orchestra,  Sir Malcolm Sargent","Messiah, HWV 56, Pt. 2: And with His stripes we are healed - Chorus",Unknown
"Exposito,  Aldo Campoamor & Hector Insua,  Stamponi",En La Huella Del Adiòs,Unknown
Giorgos Kavouras,Paraponiara,Unknown
"Sergei Prokofiev,  Jascha Heifetz,  Concert Hall Orchestra,  Unknown Artist","Violin Concerto No. 2 in G Minor, Op. 63: II. Andante assai (Live)",Unknown
"Igor Stravinsky,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet",The Firebird (L'oiseau de feu) - Suite (1919): Finale,glorious
"Johannes Brahms,  Eugene Istomin","Variations and Fugue on a Theme by Handel, Op. 24: Variation I - Piu Vivo",Unknown
"Francisco Canaro,  Enrique Lucero",Dejame No Quiero Verte Mas - Remasterizado,Unknown
Mohammed Rafi,Bahut Mukhtsar Hai Hamari Kahani,Unknown
"Igor Stravinsky,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet",The Firebird (L'oiseau de feu) - Suite (1919): Dance of the Firebird,Unknown
"Johann Sebastian Bach,  Jascha Heifetz","Partita No. 3 in E Major, BWV 1006: III. Gavotte en Rondeau",Unknown
Amar,Marne Se Kya Darna,Unknown
"Antonio Vivaldi,  Isaac Stern,  Eugene Ormandy,  Philadelphia Orchestra","I. Allegro from Concerto in A minor for Two Violins and String Orchestra, RV.522",Unknown
Manfried Rössner,Kapitel 2 - Karl III. Und Anna von Österreich,Unknown
"Claude Debussy,  Robert Casadesus,  Gaby Casadesus","Six épigraphes antiques, L. 131: VI. Pour remercier la pluie au matin",Unknown
Umm Kulthum,Yatol Azaby,Unknown
Sudhir Phadke,Hum Todenge Bandhan,Unknown
Zohrabai Ambalawali,"Nahin Chirage Mohabbat Jalaye Jate Hai (From ""Sohni Mahiwal"")",Unknown
"Igor Stravinsky,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet","Divertimento from ""Baiser de la fée"": 4a. Pas de deux (Adagio)",Unknown
Sofia Vempo,Xarami,Unknown
Maurice Jarre,Behold A Pale Horse (1964) Main Title / Exile March,Unknown
"Aldo Campoamor & Hector Insua,  Ghiso,  Gallucci","Adiòs, Marinero",Unknown
"Claude Debussy,  Robert Casadesus","Préludes, Livre 1, L. 117: 11. La Sanse de Puck. Capricieux et léger",Unknown
"Claude Debussy,  Robert Casadesus","Images, Book I, L. 110: I. Reflets dans l'eau. Andantiono molto",Unknown
"Frédéric Chopin,  Maryla Jonas","Mazurka in A Minor, Op. 67 No. 4",Unknown
"Igor Stravinsky,  Paul Pasquier,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet",Oedipus Rex - Actus primus: Voici Créon,Unknown
Paresh Banerjee,O Sajni Pyari,Unknown
Michel De Villers,Don't Blame Me,Unknown
Эрих Мария Ремарк,Часть 12.4 - Триумфальная арка,Unknown
"George Frideric Handel,  The Liverpool Philharmonic Orchestra,  Sir Malcolm Sargent","Messiah, HWV 56, Pt. 3: Amen - Chorus",Unknown
Memphis Slim,Lend Me Your Love,"blues, piano blues, Lend me your love - memphis slim, 50s, memphis"
Shamshad Begum,Tum Kis Liye Aate Nahin,Unknown
Kurt Graunke,Thema - L'istesso tempo - Live,Unknown
"Igor Stravinsky,  Societe Chorale de Brassus,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet",Oedipus Rex - Actus primus: Caedit nos pestis,Unknown
"Frédéric Chopin,  Maryla Jonas","Mazurka in G Minor, Op. 67 No. 2",Unknown
"Igor Stravinsky,  Ernst Haefliger,  Societe Chorale de Brassus,  ""LOrchestre de la Suisse Romande"",  Ernest Ansermet",Oedipus Rex - Actus primus: Non reperias vetus scelus,Unknown
Shamshad Begum,Koi Aaya Chanda Ki Badli,Unknown
Umm Kulthum,Nourak Ya Set El Kol,Unknown
"Claude Debussy,  Robert Casadesus","Estampes, L. 100: 2. La soirée dans Grenade",Unknown
"Claude Debussy,  Robert Casadesus","Préludes, Livre 1, L. 117: 6. Des pas sur la neige. Triste et lent",Unknown
"Franz Schubert,  Maryla Jonas","Schwanengesang, S. 560: Ständchen",Unknown
Carmelo Zappulla,Nun se po' murì d'ammore,Unknown
"Johannes Brahms,  Eugene Ormandy,  Philadelphia Orchestra","Concerto No. 2 for Piano and Orchestra in B-Flat Major, Op. 83: III. Andante",Unknown
"Robert Schumann,  Maryla Jonas","Kinderszenen, Op. 15: 13. Der Dichter spricht",Classical
Fobos,New Year's In The Club - Original Mix,Unknown
Turbotronic,Go Up,Unknown
"Antonín Dvořák,  Yehudi Menuhin","Slavonic Dance in D Major, Op. 46, No. 6",Unknown
"Igor Stravinsky,  Robert Craft,  Israel Baker,  Otis Igleman,  Sanford Schonbach,  George Neikrug","Double Canon ""Raoul Dufy in Memoriam"" for String Quartet",Unknown
"Ralph Vaughan Williams,  Dimitri Mitropoulos,  New York Philharmonic",Symphony No. 4 in F Minor: I. Allegro,Unknown
Theodore Bikel,Edelweiss,Unknown
Frank Wedekind,Kapitel 13 - Der Kammersänger,Unknown
Mohammed Rafi,Dil Ki Dil Hi Mein Rahi,Unknown
Munawwar Sultana,Suno munni si guriya ki dard bhari baatain,Unknown
"Benjamin Britten,  Leon Fleisher,  Seiji Ozawa,  Boston Symphony Orchestra","Diversions, Op. 21: Finale. Tarantella",Unknown
"Lord Berners,  Sir Thomas Beecham,  Philadelphia Orchestra",The Triumph of Neptune: Cloudland,Unknown
Charttraxx Karaoke,Mr. Bartender - Karaoke Version In the Style of Sugar Ray,Unknown
"Joseph Canteloube,  Antonio de Almeida,  Royal Philharmonic Orchestra",Passo pel prat - Folksong,Unknown
"Ernest Bloch,  Isaac Stern,  Alexander Zakin",Baal Shem - Three PIctures of Chassidic Life: II. Nigun,Unknown
Charttraxx Karaoke,Picture - Karaoke Version In the Style of Kid Rock,Unknown
Эрих Мария Ремарк,Часть 214.3 - Триумфальная арка,Unknown
"Francisco Canaro,  Ernesto Fama",Crease o No - Remasterizado,Unknown
"Charttraxx Karaoke,  Dobie Gray",Drift Away - Karaoke Version In the Style of Uncle Kracker,Unknown
Alice Faye,My Man (Alternate Version),Unknown
Geeta Dutt,O Re Mara Dilni Vaato,Unknown
"Sergei Prokofiev,  Isaac Stern","Violin Sonata No. 1 in F Minor, Op. 80: II. Allegro brusco",Unknown
New Years Dj Picks,Sexy and I Know It,Unknown
Geeta Dutt,Koi Naina Milake Chala Gaya,Unknown
New Years Dj Picks,White Horse (Re-Recorded) [Remastered],Unknown
"Shamshad Begum,  Surinder Kaur",Meri Phool Bagiya Mein Aai Hai,Unknown
"Shamshad Begum,  G. M. Durrani",Tum Kya Jano Mera Mathe Ki,Unknown
"Giuseppe Verdi,  Arturo Toscanini",Aida: Alta cagion v'aduna,Unknown
"Béla Bartók,  Fritz Reiner,  Pittsburgh Symphony Orchestra","Concerto for Orchestra, Sz. 116: I. Introduzione. Andante non troppo",Unknown
"Manuel de Falla,  Isaac Stern",Suite populaire espagnole: IV. Polo,Unknown
Γιώργος Βιδάλης,Πολίτισσα Ταταυλιανή,Unknown
Lata Mangeshkar,Tujhe Woh Bewafa,Unknown
"Sergei Prokofiev,  William Kapell,  Antal Doráti","Concerto No. 3 in C, Op.26: Theme and Variations: Tema: Andantino",Unknown
Future Rapper,StaggerLee Has His Day at the Beach,Unknown
"Edward Elgar,  Daniel Barenboim,  London Philharmonic Orchestra","In the South Overture, Op. 50 ""Alassio""",Unknown
Robin Majumdar,Prem Se To Shudhu Rupkatha Hoye,Unknown
Lead Belly,Irene Goodnight (Intro),Unknown
Mari Merche Y Su Orquesta,Vaya Familia - Remastered,Unknown
Hemant Kumar,Aaj Bangladesher Hridoy Hote,Unknown
"Todd Glass,  Blake Wexler",The Toblerone Voicemail (2014),Unknown
"Francisco Canaro,  Ernesto Fama",Guitarra Española - Remasterizado,Unknown
Tadeusz Dolega Mostowicz,Chapter 5.10 - Kariera Nikodema Dyzmy,Unknown
Tadeusz Dolega Mostowicz,Chapter 21.3 & Chapter 22.1 - Kariera Nikodema Dyzmy,Unknown
Franz Allers,Prologue: The Carousel Waltz,Unknown
Эрих Мария Ремарк,Часть 182.3 & Часть 183.1 - Триумфальная арка,Unknown
Unspecified,Lebenase Ud,Unknown
Nasim Begum,Ham ne jo phool chune dil main chubhay jaate hain,Unknown
"Darius Milhaud,  Isaac Stern","Saudades do Brasil, Op. 67: VIII. Tijuca",Unknown
"Anton Webern,  Isaac Stern","4 Pieces for Violin & Piano, Op. 7: I. Sehr langsam",Unknown
Suraiya,Aaj Koi Hai Aanewala,Unknown
Val Rosing,Jello Commercial - Meredity Wilson Show,Unknown
"Modest Mussorgsky,  William Kapell",Pictures at an Exhibition: Limoges -- The Market,Unknown
"Marcel Pagnol,  Charpin,  Mouries,  Vattier","Acte 1, scène 2",Unknown
Federico García Lorca,Capítulo 13.2 - la Casa de Bernarda Alba,Unknown
"Max Steiner,  Ingrid Bergman",Saratoga Trunk (1945) Instrumental Theme & Ah Suzette Chere,Unknown
Legend The Band,National Anthem of Russia (Instrumental),Unknown
"Marcel Pagnol,  Charpin,  Mouries,  Vattier,  Maupi","Acte 1, scènes 2 et 8",Unknown
Tadeusz Dolega Mostowicz,Chapter 17.4 - Kariera Nikodema Dyzmy,Unknown
Francisco Canaro,Locuras - Instrumental (Remasterizado),Unknown
"Jules Massenet,  Richard Tucker,  Fausto Cleva","Manon, Act III:""Ah, fuyez douce image""",Unknown
"Béla Bartók,  Fritz Reiner,  Pittsburgh Symphony Orchestra","Concerto for Orchestra, Sz. 116: IV. Intermezzo interrotto. Allegretto",Unknown
"Cuckoo,  K. C. Goel",Balma Tere Bina Chain Kahan,Unknown
Federico García Lorca,Capítulo 11.2 - la Casa de Bernarda Alba,Unknown
Flip Phillips,Lazy River,Unknown
Chorus,Yoo Hoo (Extended Version),Unknown
Federico García Lorca,Capítulo 14.2 - la Casa de Bernarda Alba,Unknown
Tadeusz Dolega Mostowicz,Chapter 1.12 - Kariera Nikodema Dyzmy,Unknown
"Johannes Brahms,  William Kapell,  William Primrose","Sonata in F Minor, Op. 120 No. 1: III. Allegretto grazioso",Unknown
"Giuseppe Verdi,  Richard Tucker,  Eileen Farrell,  Fausto Cleva,  Columbia Symphony Orchestra","Don Carlos: ""Io vengo a domandar grazia""",Unknown
Antonio Teoli,"Invading Rio (From ""Aliens"") [2014]",Unknown
"Kantilal,  Sitara",Mere Man Ki Been Baja,Unknown
Joy/Disaster,Nothing to Say - Demo February 2014,Unknown
"Aaron Copland,  Oscar Levant",Billy the Kid - Piano Arrangement: I. The Open Prairie,Unknown
"Edward Elgar,  Daniel Barenboim","Imperial March, Op. 32","Classical, romantic, english, Romantic Classical, marches"
"Sergei Prokofiev,  Isaac Stern","Violin Sonata No. 1 in F Minor, Op. 80: I. Andante assai",Unknown
Lata Mangeshkar,Jo Dil Mein Khushi Ban Kar Aai,Unknown
Chapuseaux y Damirón,El Mambo de Mi Prieta,Unknown
Surinder Kaur,Mere Dil Ki Ram Kahani,Unknown
Mrinal Kanti Ghosh,Amar Ahankarer Mul Kete De,Unknown
Rampyari,Kahone Mara Raja,Unknown
"Benjamin Britten,  Leon Fleisher,  Seiji Ozawa,  Boston Symphony Orchestra","Diversions, Op. 21: Variation 7, Badinerie",Unknown
Эрих Мария Ремарк,Часть 208.2 - Триумфальная арка,Unknown
"Claude Debussy,  Zino Francescatti","Violin Sonata in G Minor, L 140: I. Allegro vivo",Unknown
"Jules Massenet,  Richard Tucker,  Pierre Dervaux","Werther: ""Un autre est son époux"" - Remasterd 2013",Unknown
"Anton Webern,  Isaac Stern","4 Pieces for Violin & Piano, Op. 7: II. Rasch",Unknown
"Mohantara Talpade,  Mohammed Rafi",Sandesh Mera Pake,Unknown
Sandhya Mukherjee,Pratima Gariya Debata Cheyechhi,Unknown
"E.A. Mario,  Mario Lanza,  Franco Ferrara",Santa Lucia luntana,Unknown
Adhir Bagchi,Ore Mon,Unknown
Chapuseaux y Damirón,Josesito,Unknown
"César Franck,  Isaac Stern","Violin Sonata in A Major, FWV 8: IV. Allegretto poco mosso",Unknown
Эрих Мария Ремарк,Часть 151.3 & Часть 152.1 - Триумфальная арка,Unknown
Pushpa Hans,Koi Ummeedwar Nahin Aati,Unknown
Gope Kamlani,Akeli Mat Jaiyo Radhe,Unknown
Georges Van Parys,Les Misérables (1958) Thème principal,Unknown
"Wolfgang Amadeus Mozart,  Budapest String Quartet,  Milton Katims","Quintet No. 4 in G Minor for Strings, K. 516: III. Adagio ma non troppo",Unknown
Rekha Mullick,Gaye Ja Tu Apna Geet,Unknown
Parvez Kapadia,Koi Mujhse Bhi To Bole,Unknown
Трумен Капоте,"Часть 6.4 & Часть 7.1 - Другие голоса, другие комнаты",Unknown
Billy Strayhorn,Tailspin,Unknown
"Colette,  André Parinaud,  Robert Casadessus",Présentation,Unknown
Tadeusz Dolega Mostowicz,Chapter 5.4 - Kariera Nikodema Dyzmy,Unknown
Hameeda Bano,Bhali Nibhai Preet Re Pardesi,Unknown
"Lata Mangeshkar,  Rajkumari",Zara Sun Lo Hum Apne,Unknown
Ghantasala,Parandhu Sellum,Unknown
"Frédéric Chopin,  William Kapell","Sonata No. 3 in B Minor, Op. 58: Finale: Presto, non tanto",Unknown
Μαρίνα Δεμερτζή,Πόσο γρήγορα με ξέχασες,Unknown
Tadeusz Dolega Mostowicz,Chapter 1.7 - Kariera Nikodema Dyzmy,Unknown
Geeta Dutt,Baithi Hoon Main Nain Bicchaye,Unknown
"Lata Mangeshkar,  Chitalkar",Jhoolo More Lalna,Unknown
Friedrich Wilhelm Nietzsche,Kapitel 8 - Gedichte von Friedrich Nietzsche,Unknown
"Ralph Vaughan Williams,  Leopold Stokowski,  New York Philharmonic",Symphony No. 6 in E Minor: I. Allegro,Unknown
"Giuseppe Verdi,  Arturo Toscanini","Aida: Vieni, sul crin ti piovano",Unknown
"André Gide,  Jean Amrouche,  Arthur Rubinstein","""Les nourritures terrestres""",Unknown
Lata Mangeshkar,Na Woh Ham Se Juda Honge,Unknown
"Ludwig van Beethoven,  Isaac Stern,  Eugene Istomin","Violin Sonata No. 9 in A Major, Op. 47 ""Kreutzer"": III. Finale. Presto",Unknown
Rita Ampatzi,Lafina (paradosiako),Unknown
Inayat Husain Bhatti,Qadam Barhao Sathio Tum Watan Ke Sher Ho Sher Ho Daler Ho,Unknown
Lata Mangeshkar,Zulm Tumhare Sah Na Sake,Unknown
Mohammed Rafi,Zahe Kismat Teri Mehfil Se,Unknown
Suraiya,Seene Pe Mere Barq Gira Kar,Unknown
Shamshad Begum,Ae Chand Kabhi Na Chhoopna,Unknown
