artists,name,genres
Stevie Wonder,Castles In The Sand,"pop, soul, vugube62, 60s, motown"
Jack Kerouac,Goofing at the Table (with Steve Allen),Unknown
Marvin Gaye,You've Changed,cover
Fleetwood Mac,Rattlesnake Shake - Live 2000,Unknown
The Beach Boys,"Cherry, Cherry Coupe - Remastered 2001",Unknown
The New Christy Minstrels,Appleseed John,Unknown
Johnny Cash,Suppertime,"country, folk, worship, food, Johnny Cash"
Dean Martin,Maybe,yes no maybe
"Frédéric Chopin,  Isaac Stern,  Frank Brieff,  Columbia Symphony Orchestra","Nocturne in E-Flat Major, Op. 9, No. 2","piano, romantic, beautiful, perlast"
"Ernst H. Gombrich,  Christoph Waltz","Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 15",Unknown
Louis Armstrong,Ramona,"jazz, sad, slow, blues, cover"
Jack Jones,Toys In The Attic,Unknown
Joanie Sommers,Autumn Serenade,Unknown
The Beach Boys,Surf Jam (Stereo),Unknown
"Johann Sebastian Bach,  Glenn Gould","The Art of the Fugue, BWV 1080: Contrapunctus I - Excerpts",Unknown
Johnny Cash,Old Apache Squaw,"country, folk, fip, rock n roll, Emotional Adult Rock"
Patrick Hunt,Among My Souvenirs,Unknown
Bobby Vinton,Rain Rain Go Away,"oldies, 1962, bobby vinton, 60s, rakt over disc"
Dave Van Ronk,Long John,"folk, country, blues, 60s, americana"
Julie London,I Guess I'll Have To Change My Plan,"jazz, female vocalists, cool jazz, cool, Julie London"
"Giacomo Puccini,  Antonino Votto,  Orchestra Del Teatro Alla Scala Di Milan,  Orchestra Del Teatro Alla Scala,  Milano",Dunque è proprio finita? (Rodolfo/Mimì/Marcello/Musetta) - 1997 Remastered Version,Unknown
James Brown & The Famous Flames,Again,Unknown
Nat King Cole,La Feria De Las Flores,Unknown
Thomas Wayne,Tragedy,"1959, oldies, 50s, favourite 50s, hits of 1959"
Barbra Streisand,Down With Love,"jazz, 60s, cover, easy"
"Steve Lacy,  Don Cherry",The Mystery Song,"Jazzdeluxe, Radio Unlucido"
Dion & The Belmonts,A Funny Feeling,"rock, 60s, american, oldies, b-side"
Matt Fax,Could This Be,Unknown
Oscar Peterson,Manhattan,Unknown
Something For Kate,Dreamworld,"cover, Midnight Oil, cover song, something for kate"
"Ella Fitzgerald,  Paul Weston And His Orchestra",You're Laughing At Me,"vocal, jazz, female, jazz vocal, female vocalists"
"Gil Evans,  Hank Mobley,  Jimmy Cobb,  Miles Davis,  Paul Chambers,  Wynton Kelly",New Rhumba - Live,Unknown
Morgana King,Bill,"vocal jazz, names of people"
Johnny Mathis,Maria,"easy listening, oldies, male vocalists, pop, romantic"
The Cars,Let's Go - 2016 Remaster,Unknown
"Giacomo Puccini,  Maria Callas,  Antonino Votto,  Orchestra Del Teatro Alla Scala Di Milan,  Orchestra Del Teatro Alla Scala,  Milano","Ohè, là, le guardie...Aprite! (Coro/Un doganiere/Musetta/Mimì/Sergente) - 1997 Remastered Version",Unknown
Henry Mancini,Your Father's Feathers,"instrumental, exotica, Disney, cartoons, Henry Mancini"
"Nikolai Rimsky-Korsakov,  Drago Dimitrievich,  Belgrade National Opera Orchestra,  Kreshimir Baranovich","The Snow Maiden / Prologue: Introduction - ""Konyets zimye; propyeli petukhi""",Unknown
Herbie Hancock,The Pleasure Is Mine - Remastered 1999,Unknown
The Cars,My Best Friend's Girl - 2016 Remaster,Unknown
Thelonious Monk Quartet,"In Walked Bud - Live At The Five Spot / August 7, 1958",Unknown
"Alexander Borodin,  George Szell,  Cleveland Orchestra",Polovetsian Dances from Prince Igor: Allegro,Unknown
"Jule Styne,  Leslie Uggams,  Buster Davis","Hallelujah, Baby!: My Own Morning",Unknown
"Robert Schumann,  Vladimir Horowitz","Kinderszenen, Op. 15: No. 12, Kind im Einschlummern",Unknown
James Brown & The Famous Flames,Waiting In Vain,Unknown
Sabu,Billumba-Palo Congo,"world, drums, 50's, 1001 Albums You Must Hear Before You Die, sabu martinez"
The Cars,Bye Bye Love - 2016 Remaster,Unknown
The Rivieras,California Sun '65,"oldies, 60s, paradisecove"
The Kingston Trio,"Corey, Corey",Unknown
Iron Maiden,"Wasted Years - Live at HSBC Arena, Rio De Janeiro, Brazil - 17th March 2016",Unknown
Martin Denny,Stranger In Paradise,"jazz, easy listening, lounge, jazzy, exotica"
Bob Dylan,When the Ship Comes In - Witmark Demo - 1963,Unknown
David Bowie,The Prettiest Star - Mono; 2015 Remaster,Unknown
Bukka White,Poor Boy Long Ways From Home,Unknown
Something For Kate,Light at the End of the Tunnel,"heard on Pandora, indie rock, rock, australian, melbourne"
Lucho Gatica,Amémonos (Vals),Unknown
"Johann Sebastian Bach,  Glenn Gould","The Art of the Fugue, BWV 1080: Contrapunctus XIV (Fuga à 3 soggetti) - Excerpt",Unknown
Jerry Lee Lewis,When the Saints Go Marching In,"classic rock, Rock and Roll, country piano, rock, country"
"Andy Moor,  Orkidea",YearZero,"trance, nice"
Dion & The Belmonts,I Got The Blues,"oldies, Rock and Roll, doo wop"
P. B. Sreenivas,Manithan Enbavan,Unknown
"Ella Fitzgerald,  Paul Weston And His Orchestra",Let Yourself Go,"jazz vocal, great american songbook, Irving Berlin, test, vocal"
John Coltrane,Invitation,"jazz, saxophone, bop, cool jazz, Favorite"
"Bienvenido Granda,  La Sonora Matancera",Celos Que Matan,Unknown
Johnny Mathis,More Than You Know,"oldies, love songs"
Elvis Presley,"One Boy, Two Little Girls","classic rock, rock, oldies, great song, rock n roll"
"Johann Sebastian Bach,  Glenn Gould","Three Little Fugues from Klavierbüchlein für Wilhelm Bach: Fughetta in C Minor, BWV 961",Unknown
Percy Faith & His Orchestra,Brazil (Aquarela do Brasil),"jazz, instrumental"
Johnny Mathis,The Best Is Yet to Come,"easy listening, west coast"
Bobby Vee,Remember Me Huh,Unknown
Zeki Müren,Gözlerinin İçine Başka Hayal Girmesin,Unknown
Peggy March,Dream World,Unknown
Buddy Holly,Changing All Those Changes - Single Version,Unknown
Marvin Gaye,Hello There Angel,"soul, motown, northern soul, RB, 1962"
Aretha Franklin,I Can't Wait Until I See My Baby's Face,Unknown
"Percy Faith,  Mitch Miller",Moonlight Becomes You,Unknown
"McCoy Tyner,  Clark Terry,  Charlie Mariano,  Bob Cranshaw,  Mickey Roker",My Funny Valentine - Live At Newport,Unknown
Mukesh,O Janewale Ho Sake To Laut Ke Aana,Unknown
"Giacomo Puccini,  Plácido Domingo,  Luis Cobos,  Royal Philharmonic Orchestra",Turandot: Nessun dorma!,Unknown
The Tymes,Wonderful! Wonderful!,"Love, pop, soul, 60s, american"
The Wailers,It Hurts to Be Alone,"soul, 60s, reggae, r&b, fip"
Roy Clark,In The Mood,Unknown
"Wolfgang Amadeus Mozart,  Glenn Gould","Piano Sonata No. 1 in C Major, K. 279: II. Andante",Unknown
"Owen Silveras,  Leon Silveras",Next Door Neighbour,"ska, reggae, 60s, jamaica, feelgood"
"Wolfgang Amadeus Mozart,  Glenn Gould","Piano Sonata No. 2 in F Major, K. 280: II. Adagio",Unknown
Johnny Mathis,"They Say It's Wonderful (From ""Annie Get Your Gun"")",Unknown
Silverchair,Anthem for the Year 2000 - Single Version,Unknown
Ella Fitzgerald,Bli-Blip,"jazz, vocal, favorites, vocal jazz, Big Band"
Johnny Mathis,A Ride On a Rainbow,Unknown
Frank Sinatra,On The Road To Mandalay,"vocal jazz, swing, jazz, Traditional pop music, male vocalists"
Percy Faith,"Christians, Awake!",Unknown
"Pyotr Ilyich Tchaikovsky,  Leonard Bernstein,  New York Philharmonic","Hamlet Fantasy Overture, Op. 67, TH 53",Unknown
"""The Focsle Singers""",All Bound to Go,Unknown
Jack Fascinato,Poolside Patter,Unknown
Johnny Pacheco,Alto Songo,Error
Pat Boone,God Rest Ye Merry Gentlemen,"golden oldies, Weihnachten"
"Peter,  Paul and Mary",Pretty Mary,Unknown
"Wolfgang Amadeus Mozart,  Wiener Philharmoniker,  Erich Kleiber","Le nozze di Figaro, K.492: Overture",Unknown
"Antônio Carlos Jobim,  Vinícius de Moraes",Overture,Unknown
Freddie Roach,Brown Sugar,"jazz, organ, instrumental, Hammond, Big Band"
"Ludwig van Beethoven,  George Szell,  Cleveland Orchestra","Symphony No. 1 in C Major, Op. 21: III. Menuetto. Allegro molto e vivace","Ludwig van Beethoven, 1800s, classical period, 1800, symphony no 1"
Johnny Smith,Where or When,"jazz, guitar, jazz guitar, reading, frankgardy 28"
"Traditional,  Alexander Schreiner,  Frank Asper,  Mormon Tabernacle Choir,  Richard P. Condie","Come, Come, Ye Saints - Voice",Unknown
Tom Day,My Last Year,Unknown
"Franz Schubert,  Philippe Entremont","Moment musical in F Minor, Op. 94, No. 3",Unknown
Jimmy Scott,Sometimes I Feel Like A Motherless Child,"jazz, soul, fip, gospel, bizarre"
"Peter,  Paul and Mary",Morning Train,Unknown
Lee Hazlewood,We All Make the Flowers Grow,"singer-songwriter, classic rock, folk, Love, american"
"The Clancy Brothers,  Tommy Makem",Rosin the Bow,Unknown
"Steve Lacy,  Don Cherry",Evidence,"free jazz, evidence, Jazzdeluxe, Radio Unlucido"
Dean Martin,(I Love You) For Sentimental Reasons - 1998 Digital Remaster,Unknown
Bobby Darin,Go Tell It on the Mountain,"christmas, cover, oldies, christmas oldies, traditional christmas"
Oscar Peterson,You Turned The Tables On Me,Unknown
Oscar Peterson,Unforgettable,jazz
Gerry & The Pacemakers,Summertime - 2002 Remaster,Unknown
Satyajit Ray,Charu Theme - Instrumental,Unknown
Jim Hall,9:20 Special,jazz fusion
Harold Vick,Our Miss Brooks,"jazz, saxophone, guitar, Hammond, Big Band"
"Sergei Rachmaninoff,  Arthur Rubinstein,  Fritz Reiner","Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto","Classical, classical music, Klassik, piano, romantic"
Javier Solís,Te Vas Porque Quieres,Unknown
James Brown & The Famous Flames,Maybe The Last Time - Single Version,Unknown
Connie Francis,I'm Gonna Be Warm This Winter,"christmas, oldies, connie francis, female vocalists, title is a full sentence"
Alvin & The Chipmunks,Three Blind (Folded) Mice,Unknown
Nat King Cole,Paradise,"nat king cole, jazz, vocal jazz, cool, rhythm and blues"
Don Ralke,Clap Yo' Hands,Unknown
Ten Years After,Over the Hill - 2017 Remaster,Unknown
Jim Hall,This Is Always,jazz fusion
Muddy Waters,Mad Love (I Want You To Love Me) - Single Version,Unknown
"Goddard Lieberson,  Alan Jay Lerner,  Frederick Loewe",Playback: Alan Jay Lerner and Frederick Loewe (Bonus Track),Unknown
Stevie Wonder,The Square,"jazz, rock, soul, 60s, instrumental"
Buffy Sainte-Marie,The Old Man's Lament,"folk, female vocalists, 60s, singer-songwriter, oldies"
Chubby Checker,The Killer,Unknown
The Louvin Brothers,Satan's Jeweled Crown,"classic country, country, bluegrass, oldies, 4"
The Miracles,A Love She Can Count On,"60s, soul, motown, oldies, pop"
The Raindrops,The Kind of Boy You Can't Forget,"oldies, girl group, 60s, 07 heaven, classic rock"
Sammy Davis Jr.,We Kiss in a Shadow,Unknown
Oscar Peterson,I Don't Stand A Ghost Of A Chance With You,Unknown
Spike Jones,"Victor Young Medley: It's Christmas Time / Sleep Well, Little Children",Unknown
Eartha Kitt,Avril au Portugal,"cover, 50s, rsilveira, music my cats like"
"Johann Sebastian Bach,  Glenn Gould","Sinfonia No. 2 in C Minor, BWV 788 - Remastered",Unknown
Miriam Makeba,The Click Song,"african, world, folk, miriam makeba, south african"
"""Anita ODay""",Love For Sale - 1959 Version,Unknown
Art Pepper,Airegin,"jazz, bop, cover, cool jazz, 1959"
Johnny Hartman,Sometime Remind Me To Tell You,Unknown
Bobby Vinton,The Greatest Gift,Unknown
"Isham Jones,  Gus Kahn,  Mario Lanza,  Ray Sinatra",I'll See You In My Dreams,"swing, Swing Jazz, reading, Weird stuff, djangology"
Ciaran McAuley,Our Journey (TFSFX Anthem),trance
"Sonny Stitt,  Jack McDuff",All Of Me,Unknown
Everclear,Strawberry - Remastered,Unknown
Dave Van Ronk,Samson And Delilah,"folk, singer-songwriter, country, sunny day hippy, rockabilly"
Sister Rosetta Tharpe,Cain't No Grave Hold My Body Down,gospel
Miklós Rózsa,Ring for Freedom,Soundtrack
Count Basie,Magic,"jazz, swing, Big Band, piano, 50s"
"Ernst H. Gombrich,  Christoph Waltz","Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 11",Unknown
Dean Martin,Hands Across the Table,"dino, the lizards lounge"
Tony Bennett,Love for Sale,"fonky jazz, DSJ-loved-tracks, jazz, vocal jazz, lounge"
Curtis Fuller Quintet,Undecided,"Curtis fuller, jazz, Hardbop, benny golson, over 5 minutes long"
Judy Garland,Alone Together - Live At Carnegie Hall/1961,Unknown
Judy Garland,Who Cares? (As Long As You Care For Me) - Live At Carnegie Hall/1961,Unknown
"M. S. Subbulakshmi,  Radha Viswanathan",Bhavayami Goralabalam,Unknown
"Billy Gillies,  Paul Denton",Buenos (Paul Denton Remix) - Mixed,Unknown
Johnny Cash,Troublesome Waters - Stereo Version,Unknown
"Rosemary Clooney,  Duke Ellington",Sophisticated Lady (with Duke Ellington & His Orchestra),Unknown
Spike Jones,Christmas Cradle Song,favorites
Lena Horne,"From This Moment On (From ""Kiss Me Kate"") - Remastered 2002",Unknown
Johnny Tillotson,Lonely Street,"60s, oldies, country, male vocalists, rock n roll"
Mahalia Jackson,To Me It's So Wonderful,"gospel, mahalia jackson, Contemporary Gospel Tag"
Sonny Rollins,Decision - Rudy Van Gelder Edition/1999 Remaster/24 Bit Mastering,Unknown
"Billie Holiday,  Ray Ellis And His Orchestra",You Took Advantage Of Me,"fip, BILLIE HOLIDAY - LADY DAY"
Miles Davis Quintet,The Theme,"jazz, gimme sum friends04, Milesforever, gimme sum friends, Love"
Johnny Horton,I'm Ready If You're Willing,"country, johnny horton, old country, rockabilly, oldies"
Gerry & The Pacemakers,It's All Right - 2002 Remaster,Unknown
Paul Clayton,Who's Gonna Buy You Ribbons,Unknown
Everclear,Learning How To Smile - Remastered,Unknown
James Brown & The Famous Flames,Why Do You Do Me,"rock, soul, rhythm and blues, 1956, rhythm & blues"
Hank Thompson,Yesterday's Girl,"country, classic country, western swing, Honky Tonk, nashville sound"
Key4050,Faustino - Mixed,Unknown
Irma Serrano,Concha Querida,Unknown
"Domenico Scarlatti,  Vladimir Horowitz","Sonata in D Major, K 33 (L 424)",Unknown
Jack Kerouac,Bowery Blues (with Steve Allen),Unknown
Muddy Waters,Standing Around Crying - Single Version,"blues, harmonica, Chicago Blues"
Wes Montgomery,Come Rain Or Come Shine - Live / Take 2,Unknown
Duke Ellington,Three J's Blues,"Big Band, Ellington, jazz, saxophone, swing"
"Johann Sebastian Bach,  E. Power Biggs","Pastorale in F Major, BWV 590: III. Aria",Unknown
Johnny Tillotson,Please Don't Go Away,"60s, easy listening, oldies, Ballad"
Alvin & The Chipmunks,The Little Dog,Unknown
Ten Years After,Let the Sky Fall - 2017 Remaster,Unknown
Bill Evans Trio,Waltz For Debby - Live / Take 1,Unknown
Les Brown & His Band Of Renown,I've Got My Love To Keep Me Warm,"jazz, Big Band, swing, The sensational M Swing Collection, chillout"
Bowling For Soup,Pictures He Drew,"punk, pop punk, Bowling For Soup, alternative, punk rock"
Abdel Halim Hafez,El Helw Hayaty,Unknown
"Giacomo Puccini,  Antonino Votto,  Orchestra Del Teatro Alla Scala Di Milan,  Orchestra Del Teatro Alla Scala,  Milano","O Mimì, tu più non torni (Rodolfo/Marcello) - 1997 Remastered Version",Unknown
Aretha Franklin,By Myself,"soul, blues, diva, Aretha Franklin"
Joe Pass,Summertime,"jazz, jazz guitar, instrumental, guitar, summertime"
Bowling For Soup,Thirteen,Unknown
Cal Tjader,Cha - Master Take,Unknown
"Robbie Seed,  That Girl",My Remedy,Unknown
Serge Gainsbourg,Sois belle et tais-toi,Sgainsbourg
The Beach Boys,Ballad of Ole' Betsy (Mono),Unknown
"Johann Sebastian Bach,  Glenn Gould,  Columbia Symphony Orchestra,  Vladimir Golschmann","Keyboard Concerto No. 2 in E Major, BWV 1053: I. ?",Unknown
"Johann Sebastian Bach,  Glenn Gould","Italian Concerto in F Major, BWV 971: I. Allegro - Version of 1981",Unknown
Cal Tjader,Will You Still Be Mine,"jazz, modern jazz, Vibraphone, 3 - Sterne, artist - Cal Tjader"
"Richard Rodgers,  Mormon Tabernacle Choir,  Arthur Harris,  Columbia Symphony Orchestra",Climb Ev'ry Mountain,"musical, 50s, Broadway, rodgers"
Roberto Yanes,Tú Me Acostumbraste,Unknown
"Ghantasala,  P. Susheela",Oohalu Gusa Gusalade,Unknown
The Platters,I'll Take You Home Again Kathleen,Unknown
Little Richard,She’s Got It - Alternate Version,Unknown
Bill Evans Trio,Polka Dots And Moonbeams - Take 3,Unknown
Dinah Washington,Without A Song,Unknown
Junior Mance,Whisper Not,"jazz, jazz piano, Pianoz, berlinx, klooger"
"Giacomo Puccini,  Antonino Votto",Marcello. Finalmente (Rodolfo/Marcello/Mimì) - 1997 Remastered Version,Unknown
"Gioachino Rossini,  Maria Callas,  Alceo Galliera,  Philharmonia Orchestra","Rossini: Il barbiere di Siviglia, Act 1: ""Una voce poco fa"" (Rosina)",Unknown
Cal Tjader,Manuel's Mambo,jazz
Bill Evans,The Man With The Golden Arm,fip
"Ludwig van Beethoven,  George Szell,  Cleveland Orchestra","Symphony No. 1 in C Major, Op. 21: IV. Finale. Adagio - Allegro molto e vivace",Unknown
Ella Fitzgerald,Sweet And Slow,"jazz, blues, orchestra, fip, ella fitzgerald"
"Frédéric Chopin,  Arthur Rubinstein","Waltz in A-Flat Major, Op. 42",Unknown
Bowling For Soup,Koolaid,Unknown
Factor B,Bravo - Mixed,Unknown
Eddy Arnold,(Jim) I Wore a Tie Today,Unknown
Little Richard,Slippin’ And Slidin’ - Piano & Drums Demo,Unknown
Julie London,Little White Lies,Julie London
The Dixie Cups,Gee Baby Gee,GEE BABY GEE
The Supremes,Let Me Go The Right Way,"motown, soul, 60s, northern soul, pop"
The Isley Brothers,Rock Around the Clock,"cover, Rock and Roll, 50s, bill haley and his comets cover, rock around the clock"
Frank Sinatra,Love Isn't Just For The Young,506 Evergreens Male
Ten Years After,Here They Come - 2017 Remaster,Unknown
Martha Reeves & The Vandellas,My Boyfriend's Back,"pop, soul, 60s, motown, cover"
Charlie Rouse,Merci Bon Dieu,"jazz, Gilles Peterson, fip, cool, speed"
Oscar Peterson Trio,Gravy Waltz,Unknown
Kamelot,Wings of Despair,"Power metal, heavy metal, Progressive metal, metal, symphonic metal"
"Blue Wednesday,  Aso",Embers,Unknown
Liberace,Coventry Carol,Unknown
Tony Bennett,Rules of the Road,Unknown
Thelonious Monk,Ask Me Now - Remastered 1998,Unknown
The Skyliners,Everybody But You,doo wop
Nat Adderley,Watermelon,"bop, jazz fusion, paul chambers"
Erroll Garner,"Where or When - Original Edited Concert - Live at Sunset School, Carmel-by-the-Sea, CA, September 1955",Unknown
Middle School,Casual,Unknown
Thelonious Monk,Criss Cross - Remastered 1998,Unknown
The Beach Boys,Denny's Drums - Remastered,Unknown
Jimmy McGriff,White Christmas,christmas
Gene Chandler,Daddy's Home,"doo-wop, 60s, sad, slow, doo wop"
Charles Mingus,Ecclusiastics,"jazz, sufu5a, bass, charles mingus, Post-Bop"
The Chordettes,Down Among the Sheltering Palms,Unknown
invention_,Sonar,Unknown
Wayne Newton,Bye Bye Blackbird,"male, goodbye"
The Dixie Cups,Gee the Moon Is Shining Bright,"60s, girl group, Ellie Greenwich, 60s pop, 60s girl-groups"
Ash,Clones - 2020 - Remaster,Unknown
"Johannes Brahms,  Glenn Gould","Intermezzo No. 7 in A Minor, Op. 76 - Moderato semplice - Remastered",Unknown
"Blue Wednesday,  Ian Ewing",Cloud Dance,Unknown
"Johann Sebastian Bach,  Jascha Heifetz","Sonata No. 1, BWV 1001, in G Minor: Adagio",Unknown
"Julie Andrews,  Carol Burnett",History of Musical Comedy,Unknown
"Frequencerz,  Bass Chaserz",Renegades,"raw, hardstyle"
"Bill Evans,  Shelly Manne",I Believe In You,"jazz, jazz fusion, cool jazz, double-ender 5"
"Andrés Segovia,  Girolamo Frescobaldi",Aria detta la Frescobalda (arr. for guitar),Unknown
Nelson Riddle,Put Your Dreams Away (For Another Day),"male, 60s, easy listening, american, 50s"
"Psalm Trees,  Guillaume Muschalle",bringmesun,Unknown
Henry Mancini,Megeve,"instrumental, jazz, ambient, easy listening, fip"
"Lata Mangeshkar,  Mohammed Rafi",Sau Saal Pahle,Unknown
The Beach Boys,Our Car Club (Mono),Unknown
Tony Bennett,I'm Always Chasing Rainbows,title is declarative
The Clancy Brothers & Tommy Makem,Finnegan's Wake,"Irish Folk, irish, celtic, Irish Drinking Songs, folk"
Billy Strayhorn,Just A-Sittin' And A-Rockin',"jazz, groove, big band jazz, Lazy swing groove, Mid-Tempo Dance Style"
Ella Fitzgerald,She Didn't Say Yes,"jazz, jazz fusion, fip, Ladies and gentlemen - Boys and girls, yes no maybe"
Barbara Lewis,My Heart Went Do Dat Da,Unknown
Henry Mancini,The Sounds of Hatari,"instrumental, Henry Mancini"
"Lewis H. Redner,  Robert Shaw",O Little Town of Bethlehem - Remastered,Unknown
Miles Davis,Pfrancing - Mono Version,Unknown
"Ludwig van Beethoven,  Philharmonia Orchestra,  Christa Ludwig,  Gerhard Unger,  Gottlob Frick,  Ingeborg Hallstein,  Otto Klemperer","Beethoven: Fidelio, Op. 72, Act I: ""Mir ist so wunderbar"" (Marzelline, Leonore, Jaquino, Rocco)",Unknown
"Topol,  Gareth Davies",If I Were A Rich Man,"musicals, fiddler on the roof, Soundtrack, musical, showtunes"
Johnny Hartman,Stairway To The Stars,"jazz, jazz vocal, Love, great, crooner"
Nat King Cole,"I Surrender, Dear - Remastered",Unknown
Frank Sinatra,It's A Blue World - Remastered,Unknown
"Traditional,  Robert Shaw Chorale,  Robert Shaw,  Robert Arnold",I Saw Three Ships - Remastered 1997,Unknown
"Irving Berlin,  Mormon Tabernacle Choir,  Eugene Ormandy,  Philadelphia Orchestra",God Bless America,"american, United States, great american songbook, patriotic song, hughes63"
"Johannes Brahms,  Glenn Gould","Intermezzo No. 1 in B Minor, Op. 119 - Adagio - Remastered",Unknown
Ann-Louise Hanson,Vita rosor från Aten,"svensk taggradio, ann-louise hanssons taggradio, ann-louise hansson taggradio"
Cannonball Adderley,Fallen Feathers,"jazz, saxophone, cannonball adderley, bebop, cool jazz"
Stan Getz,Suddenly It's Spring,"lekkere jazz, jazz, jazz fusion, cool jazz, seasons"
Dee Clark,Nobody but You - Bonus Track,Unknown
Henry Mancini,Latin Snowfall,"jazz, chill, easy listening, lounge, swing"
"Dizzy Gillespie,  Charlie Parker,  Thelonious Monk,  Curly Russell,  Buddy Rich",Leap Frog - Take 3 / Incomplete,Unknown
"Dizzy Gillespie,  Charlie Parker,  Thelonious Monk,  Curly Russell,  Buddy Rich",Leap Frog - Take 10 / Incomplete,Unknown
"""Anita ODay""",As Long As I Live,Unknown
The Spencer Davis Group,On The Green Light,"60s, instrumental, blues, classic rock, rock"
Brian Davies,"Love, I Hear","musicals, Broadway"
Andy Williams,Days of Wine and Roses,"easy listening, 60s, male vocalists, crooners, Andy Williams"
Nat King Cole,In The Good Old Summertime,"Playlist, Foxtrott"
Bobby Darin,All By Myself - 2001 Digital Remaster,Unknown
Mose Allison,Everything I Have Is Yours,"vocal, jazz"
