name_artist,gen_artist
Keola Beamer,['Faltante']
A River of Trees,['Faltante']
Marty Wilde,['rock and roll']
Del Amitri,['Faltante']
Joe Turner & His Memphis Men,['Faltante']
Mormon Tabernacle Choir,['christmas']
Dictator,"['proto-punk', 'punk', 'power pop', 'garage rock']"
Erik Eriksson,['Faltante']
Eddie Albert,['Faltante']
T. A. Mothi,['Faltante']
Siegfried Vogel,['opera']
Roy Clark,['christian country']
The Subways,['Faltante']
Stranger Cole,"['rocksteady', 'ska', 'reggae', 'roots reggae']"
Da Huge,['Faltante']
Jodi Benson,['Faltante']
Jim Hawthorne,['Faltante']
Traci Parnell,['Faltante']
The Almost,"['christian rock', 'christian alternative rock']"
E. Bilimoria,['Faltante']
Dock Boggs,"['bluegrass', 'country blues', 'folk']"
The Machine,['baroque pop']
DBN,['opera']
MSL JAX,['Faltante']
Emanuele Nutile,['Faltante']
Olivia Holt,['Faltante']
Lily Strickland,['Faltante']
Bill Evans,"['jazz', 'cool jazz', 'bebop', 'hard bop']"
Venom,['Faltante']
Jimmy Boyd,['christmas']
Xenturion Prime,"['ebm', 'synthpop', 'industrial', 'synthwave']"
Athanasios Lioysis-Klarino,['Faltante']
Organiko,['bachata']
Das Original Rudi Schuricke Terzett,['Faltante']
RIVERO,"['afro house', 'latin house', 'tribal house']"
김수철,"['k-ballad', 'k-rock']"
Bobby Bloom,['Faltante']
BT,['indietronica']
Georges Garvarentz,['Faltante']
Trude Roesler,['opera']
Aesis Alien,"['psytrance', 'progressive trance']"
Laura Nori,['Faltante']
Travis Mendes,['Faltante']
David Napihi Burrows,['exotica']
Chumbawamba,['Faltante']
Los Titanes De Durango,"['corrido', 'banda', 'cumbia norteña', 'norteño', 'corridos bélicos', 'duranguense', 'música mexicana']"
Squire Parsons,"['southern gospel', 'christian country', 'gospel']"
Jimmy Ray,['Faltante']
EL Waves,['Faltante']
Gertie Charlent,['opera']
Brook Benton,['Faltante']
Sponge,['Faltante']
Trevor Hall,['Faltante']
Heitor dos Prazeres,['samba']
K-Rino,"['southern hip hop', 'underground hip hop']"
Paul Young,['Faltante']
Tommy Olivencia,"['salsa', 'salsa romantica']"
Augie Rios,['Faltante']
Rico Nasty,['Faltante']
Bill Carlisle,"['traditional country', 'rockabilly']"
Yoga Tribe,['Faltante']
Don Shirley,['Faltante']
Tenorio Jr.,"['brazilian jazz', 'bossa nova']"
Cartel,"['mexican hip hop', 'latin hip hop']"
TandMTV,"['idm', 'miami bass']"
Panic,['emo']
Ringo Starr,['Faltante']
Cambridge,"['choral', 'christmas', 'requiem', 'classical']"
Transvision Vamp,['Faltante']
Jay Wheeler,['reggaeton']
Verdell Primeaux,['Faltante']
Purity Ring,"['witch house', 'indietronica', 'chillstep']"
Michelle Montanari Con Orchestra Angelini,['Faltante']
We,['indietronica']
Corrosion Of Conformity,"['sludge metal', 'stoner rock', 'groove metal', 'doom metal']"
MercyMe,"['christian', 'ccm', 'worship', 'christian rock', 'pop worship', 'christian alternative rock', 'christian pop']"
The Big Wu,['newgrass']
Zheiko,['Faltante']
Sharon,['Faltante']
Joaquín Sabina,"['trova', 'singer-songwriter', 'nueva trova']"
Peter Rowan,"['bluegrass', 'newgrass', 'americana']"
Wendy Lewis,['Faltante']
Hunter Hayes,['country']
The Camelot Orchestra,['Faltante']
Dustin OHalloran,"['neoclassical', 'minimalism']"
Novamenco,['flamenco']
Sarah Geremia,['Faltante']
Foxes,"['indie folk', 'folk', 'chamber pop', 'indie']"
Myon,['Faltante']
Octobre,['neoclassical']
Alice In Chains,"['grunge', 'post-grunge']"
Los Broncos de Reynosa,"['norteño', 'corrido', 'música mexicana', 'polka', 'ranchera']"
D.L. Menard,['Faltante']
Pittapuram,['Faltante']
Λαϊκή Ορχήστρα,['Faltante']
Reese LAFLARE,['Faltante']
Cheech And Chong with Alice Bowie,['Faltante']
Dj Fist,"['norwegian pop', 'russelåter']"
Suncatcher,"['trance', 'progressive trance']"
Eric Cartman,['christmas']
Modus Band,['Faltante']
Chuito El De Bayamon,['Faltante']
Johnny Ventura,"['merengue', 'música tropical', 'cha cha cha', 'salsa']"
K.D.,['Faltante']
Christopher Jackson,['musicals']
Darren Tate,"['trance', 'synthwave', 'progressive trance']"
Moe Bandy,"['traditional country', 'honky tonk']"
Xin Seha,['Faltante']
MC Eiht,"['west coast hip hop', 'g-funk', 'gangster rap']"
Iqbal Bano,"['ghazal', 'qawwali', 'sufi']"
Statik Selektah,['boom bap']
Paul Colline,['Faltante']
Los Cinco Latinos,['bolero']
Conjunto Nuevo Cibao,"['merengue', 'calypso']"
Julian Ganzer,['Faltante']
David Freiberg,"['acid rock', 'psychedelic rock']"
Basic,"['mexican hip hop', 'latin hip hop']"
Peggy Mondo,['Faltante']
bülow,['Faltante']
Bloc Party,['indie rock']
MantraC (aka Mr.C),['Faltante']
Baby Mumtaz,['Faltante']
The Only Ones,"['power pop', 'proto-punk', 'new wave']"
Mr. Sax,['Faltante']
Future,['rap']
Reagan Youth,"['hardcore punk', 'punk', 'hardcore']"
Tony Schwartz,['spoken word']
Rezone,"['tech house', 'latin house']"
Quiet World,"['progressive metal', 'djent']"
Petter Sundkvist,['Faltante']
Dulcet,"['lo-fi beats', 'lo-fi']"
Luigui Gomez,['Faltante']
Mauricio Einhorn,"['brazilian jazz', 'bossa nova']"
Los Rancheritos Del Topo Chico,"['cumbia norteña', 'norteño', 'bolero', 'grupera', 'música mexicana']"
Mötley Crüe,"['glam metal', 'hard rock', 'glam rock']"
Pran,['Faltante']
Karl Straube,['Faltante']
Helen Ferguson,['northern soul']
Bright Lights,['Faltante']
Dark Hills Gang,['horrorcore']
Moving Pictures,['Faltante']
Luigi Alva,['opera']
The Osborne Brothers,['bluegrass']
West Side Story Ensemble,['musicals']
Xrisoula Staurou,"['laïko', 'entehno']"
Nils Hoffmann,"['melodic house', 'minimal techno', 'melodic techno', 'deep house', 'chill house']"
Tha Eastsidaz,"['g-funk', 'west coast hip hop', 'gangster rap']"
Charlotte Ritchie,"['southern gospel', 'christian country', 'gospel']"
Bolt & Harr,"['chill house', 'lounge']"
Stems of Wisdom,['Faltante']
Framewerk,"['breakbeat', 'progressive house']"
James Bowman,"['classical', 'opera', 'medieval', 'choral']"
Tommy Goldman,['free jazz']
Nawang Khechog,['Faltante']
The Neville Brothers,['Faltante']
Jackson C. Frank,['folk']
Gamma Ray,"['power metal', 'speed metal', 'melodic metal', 'metal', 'heavy metal', 'symphonic metal']"
Kerri Chandler,"['house', 'chicago house', 'deep house']"
Little Big Town,['country']
Kalos (USA),['Faltante']
Planet Perfecto Knights,['trance']
Aulii Cravalho,['Faltante']
Dmitry Kabalevsky,['requiem']
William Bridenbecker,['choral']
Daddy O,['Faltante']
Javier Solís,"['bolero', 'mariachi', 'ranchera', 'música mexicana']"
Ernest Hemingway,['spoken word']
Mike Laure,"['música tropical', 'cumbia', 'bolero', 'cha cha cha', 'mambo']"
Roman Hoffstetter,['Faltante']
Flamingo,['Faltante']
Ricardo Aguirre,['Faltante']
Kyau & Albert,"['trance', 'progressive trance', 'progressive house']"
Sub Teal,"['trance', 'progressive trance']"
Hazem Beltagui,"['trance', 'progressive trance']"
Elizabeth Cotten,"['country blues', 'folk']"
Meek Mill,['rap']
Miezko227,['Faltante']
Robert Gordon,"['rockabilly', 'psychobilly', 'boogie-woogie', 'rock and roll']"
The Haywains,"['jangle pop', 'shibuya-kei']"
Super Brujo,"['grupera', 'cumbia', 'cumbia norteña']"
Leftwing : Kody,"['piano house', 'tech house']"
Stauros Tzouras,['Faltante']
L.T.D.,"['norteño', 'corrido', 'ranchera', 'banda', 'grupera', 'música mexicana', 'cumbia norteña', 'tejano']"
Emerson Buckley,['opera']
韋綺珊,['cantopop']
The Early November,"['emo pop', 'emo', 'pop punk']"
Queen Pen,['new jack swing']
members,['underground hip hop']
Dun2Def,['Faltante']
Sol Brothers,"['garage rock', 'modern blues', 'blues rock']"
Mitch Ryder,['northern soul']
S.N.Tripathi,['Faltante']
Friedemann,['Faltante']
Iggie Wolfington,['Faltante']
Calle 13,"['latin hip hop', 'latin alternative', 'reggaeton']"
Dre,['Faltante']
Diesel,['gospel']
Alexander Tarasov,['Faltante']
The Winstons,['breakbeat']
Aerosmith,"['classic rock', 'rock']"
Meta,"['metal', 'thrash metal', 'rock', 'heavy metal', 'hard rock']"
Dagmar Hermann,['Faltante']
The Hazzard County Boys,['Faltante']
David S McCormack,['Faltante']
F. Migliacci,['Faltante']
Christoph Waltz,['Faltante']
Marcus Miller,"['jazz fusion', 'jazz funk', 'jazz']"
Kleeer,['post-disco']
Yuna,"['malay', 'malaysian pop']"
Nicola Ferro,['Faltante']
Karl Eliasberg,['Faltante']
Calvin Harris,['edm']
Christian Hawk,['minimal techno']
Broadway Cast of Beauty and the Beast,['musicals']
W.G. Snuffy Walden,['Faltante']
Wicket,['Faltante']
Skunk Anansie,['Faltante']
Tina Brooks,"['hard bop', 'bebop', 'jazz', 'cool jazz']"
Jon Hendricks,"['vocal jazz', 'bossa nova', 'jazz']"
Mark Novak,['Faltante']
C. S. Jayaraman,"['devotional', 'tamil pop']"
Randy Waldman,"['jazz fusion', 'big band']"
The Bolshoi,"['new wave', 'deathrock', 'post-punk']"
Buk,['opera']
Silverstein / Locarriere,['Faltante']
Brian Davies & Preshy Marker,['Faltante']
Velvetine,['Faltante']
Ruby Andrews,"['northern soul', 'soul']"
Louie Corrales,['tribal house']
The Gary McFarland Orchestra,"['vocal jazz', 'cool jazz', 'jazz']"
Robert Shaw Chorale,"['choral', 'christmas']"
The Blues Brothers,"['blues', 'blues rock']"
C-Kan,['dub techno']
Markéta Irglová,['Faltante']
Graham Nash,"['folk rock', 'singer-songwriter']"
Bob Loftus,['Faltante']
Roy Hargrove,"['jazz', 'latin jazz']"
Ingrid Kertesi,"['opera', 'classical']"
The Living End,['psychobilly']
Levon Chilingirian,['chamber music']
Hollywood Ending,['nightcore']
The Blues Project,"['blues rock', 'psychedelic rock', 'garage rock', 'proto-punk', 'psychedelic pop']"
Ledward Kaapana,['Faltante']
The Dukes,['Faltante']
Shibani,['desi pop']
Irie White,['Faltante']
Maya Banerjee,['Faltante']
Gaetano Donizetti,['opera']
Billy J. Kramer,['Faltante']
Seth Condrey,"['christian', 'worship']"
Sam Rivers,"['free jazz', 'hard bop', 'jazz', 'avant-garde']"
Tony Igy,['Faltante']
Paris Hilton,['Faltante']
Candice,"['medieval metal', 'medieval', 'folk metal']"
Julie Thompson,"['trance', 'progressive trance']"
Pat Rooney,['Faltante']
Eddie Hodges,['Faltante']
San Francisco Symphony,"['orchestra', 'classical', 'minimalism']"
Gary Myrick & The Figures,"['power pop', 'new wave']"
Jono Grant,"['trance', 'synthwave']"
Chuck Prophet,"['americana', 'alt country', 'roots rock']"
Intoxicum,['Faltante']
Frank Anthony,['Faltante']
Sushil Sahu,['Faltante']
Philip Langridge,"['opera', 'choral']"
Fatali,"['tekno', 'techno', 'psytrance']"
Big Mama Thornton,"['blues', 'classic blues']"
Lykke Li,['Faltante']
Vendetta Against Doubt,['Faltante']
Chelo,"['mariachi', 'ranchera', 'música mexicana']"
Richard Burgin,['Faltante']
Sushila Rani,['Faltante']
Blanco Brown,"['country hip hop', 'country']"
Cali Carranza,['tejano']
Carlos Galán,['tango']
Supertramp,"['progressive rock', 'classic rock', 'symphonic rock']"
Kate Bush,"['art pop', 'baroque pop', 'art rock']"
Jose Antonio Salaman,['bolero']
Marjorie Hughes,['Faltante']
Vanita Amladi,['Faltante']
Leo Rowsome,"['celtic', 'traditional music']"
Daddy Yankee,"['reggaeton', 'latin']"
Daphne Walker,['exotica']
Erich Kunzel & The Rochester Pops,['Faltante']
Jowell & Randy,"['reggaeton', 'urbano latino']"
Pavel Artioukh,['Faltante']
Begum Para,['hindi pop']
Annette Dasch,['opera']
The Pacific Jazzmen,['Faltante']
Orchestra Italiana Santa Lucia,['Faltante']
The Damned,"['punk', 'proto-punk', 'post-punk', 'deathrock', 'new wave']"
Andreas Weise,['christmas']
Uwe Christian Harrer,['christmas']
The Verve,"['britpop', 'shoegaze']"
Shirley Collins,['folk']
Wendy & Lisa,['Faltante']
88-Keys,['alternative hip hop']
Skyler Stonestreet,['Faltante']
Jackie Deane,['Faltante']
Stuff,['Faltante']
Samantha Mumba,['Faltante']
Harumi,"['enka', 'kayokyoku']"
Zamali,"['acid jazz', 'breakbeat', 'retro soul', 'jazz funk']"
Hydrot3k,['Faltante']
Peanut,['Faltante']
Daniele Serra Con Orchestra Dino Olivieri,['Faltante']
David Byrne,"['art rock', 'art pop']"
Bill Dale,['Faltante']
Indukumar Parekh,['Faltante']
Joe Cocker,['Faltante']
FKA twigs,"['art pop', 'alternative r&b']"
Parker McCollum,"['texas country', 'red dirt', 'country']"
Fonseca,"['colombian pop', 'latin pop']"
Tomaso Albinoni,['classical']
Vinnie Vincent Invasion,"['glam metal', 'hard rock', 'album rock', 'glam rock', 'arena rock']"
Foo Fighters,"['rock', 'post-grunge', 'alternative rock', 'grunge', 'modern rock']"
Ashley Monroe,['country']
Tony Pizarro con Ray Dávila y su Conjunto,['Faltante']
The Allstars,"['rocksteady', 'rockabilly', 'psychobilly']"
BTP NATION,['Faltante']
Μαρίνα Δεμερτζή,['Faltante']
Gurdas Maan,"['bhangra', 'punjabi pop', 'sufi', 'qawwali']"
Billy Idol,['Faltante']
Γ.Μητσάκης,['Faltante']
Oliver Gligorov,['Faltante']
The 5th Dimension,['Faltante']
Petri Alanko,['Faltante']
Elektrons,['Faltante']
Yellow Days,['bedroom pop']
The Noble Six,"['trance', 'progressive trance']"
Michele C.,"['neo soul', 'jersey club', 'r&b']"
James Otto,"['country', 'acoustic country']"
Agnes Obel,['chamber pop']
Étienne Daho,"['variété française', 'french pop', 'chanson', 'french house']"
Gino Paoli,"['italian singer-songwriter', 'singer-songwriter']"
James,['Faltante']
Peter Schilling,"['neue deutsche welle', 'synthpop', 'schlager']"
Louisiana Rhythm Kings,['ragtime']
Spectre General,['Faltante']
Billy Strayhorn,"['jazz', 'big band']"
The Brotherhood,['northern soul']
Lightning,"['britpop', 'madchester']"
Haddaway,['eurodance']
Binomio de Oro,['vallenato']
Conjure One,"['trance', 'new age']"
Ultimate Progress,['Faltante']
Phyllis Dillon,"['rocksteady', 'lovers rock', 'reggae', 'ska', 'calypso', 'roots reggae']"
Gonzalo,"['flamenco', 'flamenco pop']"
Palsekar,['Faltante']
Lil Boodang,['Faltante']
Georges Lauweryns,['opera']
The Starlite Singers,['Faltante']
Tyler Farr,"['country', 'acoustic country']"
Kamundi Dixit,['Faltante']
Peter Tosh,"['reggae', 'roots reggae', 'rocksteady', 'ragga', 'dub']"
Sudha Karmase,['Faltante']
Rites of Spring,"['emocore', 'post-hardcore', 'emo', 'screamo', 'hardcore punk']"
Gloria Ann Taylor,['Faltante']
Queensland Symphony Orchestra,"['orchestra', 'classical']"
Asha Posle,['Faltante']
Pylon,"['post-punk', 'jangle pop', 'funk rock', 'new wave']"
Dosem,"['progressive house', 'melodic house', 'tech house', 'melodic techno', 'minimal techno']"
Ion Vasilescu,['Faltante']
Keytona,['Faltante']
Hezekiah Walker,"['gospel', 'worship']"
Set Mo,"['post-punk', 'jangle pop', 'new wave']"
Helsloot,"['house', 'chill house']"
Carnage,['Faltante']
The BeachBums,['Faltante']
Inspector,"['ska', 'mexican ska', 'rock en español', 'mexican rock', 'rock urbano']"
fun.,['opera']
Eli,['rhumba']
Seamus Kennedy,"['sea shanties', 'celtic', 'celtic rock']"
Maddox Brothers,"['rockabilly', 'honky tonk', 'traditional country']"
And. Id,"['finnish pop', 'iskelmä']"
Woody Shaw,"['hard bop', 'jazz', 'latin jazz', 'bebop']"
Ugo Tansini,['opera']
Indu.,['Faltante']
Bettye Swann,"['northern soul', 'soul']"
The Avengerz,['hardstyle']
Geoff Moore & The Distance,"['ccm', 'christian', 'worship']"
Cupid,['Faltante']
Tasmin Archer,['Faltante']
Armando Manzanero,"['bolero', 'trova']"
Ookay,"['edm trap', 'dubstep', 'future bass', 'edm']"
Elmore James,"['blues', 'classic blues', 'blues rock']"
The Blizzard,"['trance', 'progressive trance']"
Rome No.9,['Faltante']
The Doctors,"['celtic rock', 'celtic']"
Amsterdam Toonkunst Choir,['Faltante']
Jerry Tondo,['Faltante']
Jim Reeves,['christian country']
Dolly Lyon,['northern soul']
Phiness,['Faltante']
Eric Leeds,"['funk rock', 'smooth jazz']"
Najmul Hussain,['Faltante']
E-40,"['hyphy', 'west coast hip hop', 'g-funk']"
Apostolos Stamelos,['traditional music']
Digital Junkiez,['big room']
Kimya Dawson,['folk punk']
The Gym Allstars,['Faltante']
Los Del Rio,['Faltante']
Carlo Savina,['Faltante']
Leadbelly with Martha Ledbetter,"['country blues', 'classic blues']"
Michelangelo,"['canzone napoletana', 'italian trap']"
Steve Jablonsky,['soundtrack']
Body Count,"['rap metal', 'rap rock', 'groove metal']"
The First Edition,['psychedelic rock']
François Schubert,['Faltante']
Demin,['Faltante']
Sounds Of Nature : Thunderstorm,['Faltante']
Chunilal Pardesi,['Faltante']
Connie Kay,"['cool jazz', 'jazz']"
Bill & Gloria Gaither,"['southern gospel', 'christian country', 'gospel']"
The New Lost City Ramblers,"['bluegrass', 'folk']"
Drax Project,['Faltante']
Morris Levy,['Faltante']
Dan Thompson,"['flamenco', 'bluegrass']"
TQ,['Faltante']
Dark Avenger,"['melodic metal', 'power metal', 'heavy metal']"
Nickson,"['trance', 'progressive trance']"
Xoli Thela,['Faltante']
Sy Oliver Choir,['Faltante']
Barrio Boyzz,['tejano']
Renato Rascel,['Faltante']
Lauritz Melchior,['opera']
AmáΙia Rodrigues,['fado']
Country Joe & The Fish,"['psychedelic rock', 'acid rock']"
Ferrante & Teicher,['exotica']
2004 Philadelphia Singers Women,['Faltante']
Method Man,"['east coast hip hop', 'hip hop', 'hardcore hip hop']"
The Honeydrippers,['Faltante']
Jonathan Edwards,['Faltante']
Patricia Quinn,['Faltante']
Giuseppe Sinopoli,"['opera', 'classical']"
Jim Croce,"['folk rock', 'singer-songwriter']"
John Langstaff,['Faltante']
Elizabeth Doubleday,['Faltante']
Big Kap,['Faltante']
Dogwood Hill Publishing (BMI),['Faltante']
Jyoti,"['bollywood', 'hindi pop']"
Y&T,"['rap', 'melodic rap', 'trap']"
DJ Hightower,['Faltante']
Lam Truong,"['v-pop', 'vietnamese bolero']"
Paris Music,['northern soul']
Bountyhunter,['gabber']
Mandy Moore,['Faltante']
J.B. Lenoir,"['blues', 'classic blues', 'country blues']"
The Big Blue House,"['blues', 'blues rock']"
Lagwagon,"['skate punk', 'punk', 'melodic hardcore', 'ska punk', 'hardcore punk', 'pop punk']"
Hardwell,"['big room', 'edm', 'progressive house', 'electronica']"
Trevor Guthrie,['Faltante']
Andikiru,"['cumbia', 'cumbia sonidera']"
The Lyndhurst Orchestra,['soundtrack']
The Originals,"['northern soul', 'motown']"
Pop Strings Orchestra,['orchestra']
Jaro Brooks,['Faltante']
Bill Henderson,"['vocal jazz', 'jazz']"
RØNIN,['Faltante']
Freddie Hart,"['rockabilly', 'traditional country']"
Zachary Levi,['Faltante']
Antonio Aguilar Con Mariachi,['Faltante']
New Years Dance Crew,['Faltante']
Overdose,['vocaloid']
Julien Jabre,['Faltante']
Lunasicc,"['g-funk', 'horrorcore', 'west coast hip hop']"
Broadcast,"['dream pop', 'indietronica', 'shoegaze']"
Paul Machlis,"['celtic', 'new age']"
Vladimir Ruso,['classical']
Les Misérables Cast,['musicals']
Robin Jeffrey,"['sea shanties', 'classical']"
Thomas Z. Shepard,['Faltante']
Hunchos,['Faltante']
Athena Cage,['Faltante']
Gerald Levert,"['quiet storm', 'smooth r&b']"
Valentino Alessandrini,['Faltante']
and Tom Glazer,['Faltante']
PUP,['baroque pop']
Big Bad Voodoo Daddy,"['swing music', 'big band', 'electro swing', 'dark cabaret', 'rockabilly']"
Diego Pettena,['Faltante']
Jadranka Tusevska,['Faltante']
Anna Maria Canali,['opera']
The Glitch Mob,"['glitch', 'dubstep']"
St. Vincent,['art pop']
Pete La Roca,"['hard bop', 'jazz', 'free jazz']"
Minus the Bear,"['math rock', 'post-hardcore']"
Ken Darby,['Faltante']
Master Kanti Surat,['Faltante']
The Four Lads; Orchestra under the direction of Neal Hefti,['Faltante']
Chapterhouse,"['shoegaze', 'dream pop', 'slowcore', 'madchester']"
D.J. Redeemed,['Faltante']
ILOVEMAKONNEN,['Faltante']
Tanya Stephens,"['reggae', 'dancehall', 'lovers rock', 'ragga', 'roots reggae']"
Chris Cornell,"['acoustic rock', 'grunge']"
Riz Ortolani,['Faltante']
Beta Radio,['indie folk']
Loleatta Holloway,"['philly soul', 'disco', 'chicago house', 'post-disco', 'disco house']"
Laylae,['Faltante']
Orchestre Georges Lauweryns,['Faltante']
Marc S,['Faltante']
Baby Alka,['Faltante']
MGM Studio Chorus,['christmas']
Mr. Rawng,['Faltante']
Walther Ludwig,['opera']
Los Chacales,"['norteño-sax', 'norteño', 'cumbia norteña', 'música mexicana']"
Joyce,['Faltante']
Fito Olivares Olivarez,['Faltante']
2004 Philadelphia Singers,['Faltante']
Barry Gibb,['Faltante']
Chevelle Franklin,"['lovers rock', 'ragga', 'dancehall']"
Sigmund Romberg,['Faltante']
Baby Sweet Dream,['Faltante']
Countee Cullen,['spoken word']
Alex Bueno,"['merengue', 'bachata', 'salsa', 'salsa romantica', 'popular colombian music']"
Teddi King,['vocal jazz']
Mau y Ricky,"['reggaeton', 'latin pop']"
Brother Cane,['southern rock']
Svend Asmussens Sekstet,['Faltante']
Ned Doheny,['album rock']
Nicky Thomas,"['rocksteady', 'reggae', 'ska', 'lovers rock']"
Gaby Casadesus,['classical']
Istvan Gati,"['choral', 'opera', 'classical']"
Моисей Вайнберг,['Faltante']
Jamie Matrix,"['progressive house', 'progressive trance']"
Sounds Of Blackness,"['gospel', 'new jack swing']"
Alfred Poell,['opera']
Connie Francis,['schlager']
Richard Chamberlain,['Faltante']
Los Niños De Sara,['raï']
Donna Fargo,['Faltante']
Litsa Xarma,['Faltante']
Winner Female Vocalist of the Year Hoku,['Faltante']
White Noise Sound Garden,['Faltante']
The Yardbirds,"['psychedelic rock', 'acid rock', 'blues rock']"
Craft Spells,"['dream pop', 'chillwave']"
DJ Makka,['Faltante']
Mc I See,"['hardstyle', 'frenchcore']"
Magic Solutions,['Faltante']
Jaren,['Faltante']
Rick Price,['Faltante']
deadmau5,"['edm', 'progressive house', 'dubstep']"
Digital X,"['trance', 'progressive trance']"
Manny Manuel,"['merengue', 'música tropical']"
The Paul Butterfield Blues Band,"['blues', 'blues rock', 'classic blues']"
Ilona Steingruber,['opera']
Doris Day; Orchestra conducted by George Siravo,['Faltante']
Foster Sylvers,['Faltante']
Zubaida Khanum,"['ghazal', 'qawwali']"
The High & Mighty,['underground hip hop']
ดร.ฟู,"['thai rock', 'southern thai music', 'thai pop', 'luk thung', 'phleng phuea chiwit', 't-pop']"
Gravity One,['psytrance']
Silvius Leopold Weiss,['Faltante']
Kortársak,['Faltante']
Manuel Pomian,['bolero']
Zafar Khurshid,['Faltante']
Chris Botti,"['smooth jazz', 'jazz']"
Leith Stevens And His Orchestra,['Faltante']
Mixed Bokharian singers,['Faltante']
Las Colombianitas,"['cumbia', 'cumbia sonidera']"
Camayenne Sofa,['highlife']
Rama Shukul,['Faltante']
THE DU,['retro soul']
The Marbles,['Faltante']
Lounge Captain,['Faltante']
Team 2012,['Faltante']
The Walkmen,['indie rock']
Alton Ellis,"['rocksteady', 'reggae', 'lovers rock', 'ska', 'roots reggae', 'dub']"
Orchestra Angelini,['Faltante']
Dj Lucas Wolf,['Faltante']
Man Parrish,"['miami bass', 'hi-nrg', 'chicago house']"
Gary Ryan,['Faltante']
Thomas Jensen,['Faltante']
Annette Hanshaw,['ragtime']
Diaframma,"['post-punk', 'italian singer-songwriter', 'darkwave', 'cold wave']"
Danny Barker,['ragtime']
Colin Hay,['drum and bass']
Diplomatic,['celtic rock']
Chris Reece,"['trance', 'progressive house']"
Bill Pinckney,['Faltante']
Franke & The Knockouts,"['album rock', 'arena rock']"
Regina,"['mpb', 'bossa nova', 'brazilian jazz', 'samba']"
Noiseworks,['Faltante']
Algorisms,['Faltante']
Ila Ghosh,['Faltante']
Hinder,['post-grunge']
Chosen The Theologian,['Faltante']
Janamma David,"['malayalam pop', 'mollywood']"
Mila Josef,['trance']
Agustin Magaldi,"['tango', 'bolero']"
Rosie And Ron,['Faltante']
The Innocence Mission,['Faltante']
silvinho da beija-flor,['Faltante']
Peachy!,['lounge']
Selena,['pop']
Kelly Andrew,['trance']
Grupo Romance,['grupera']
EIJI,['Faltante']
Marlene,['lullaby']
Bamberg Symphony,"['orchestra', 'classical']"
Frank Butler,"['hard bop', 'northern soul']"
True Faith,"['opm', 'pinoy alternative', 'pinoy rock', 'p-pop', 'harana']"
Arlo Guthrie,"['folk', 'folk rock', 'singer-songwriter']"
Lee Wilkof,['musicals']
Vincenzo Di Chiara,['Faltante']
Nikolai Lugansky,"['classical piano', 'classical']"
The Toasters,"['ska', 'ska punk', 'rocksteady']"
Utfo,['Faltante']
Billy Vera & The Beaters,['Faltante']
Galactic,['Faltante']
Vittorio Pandano,['opera']
Daniel Benkö,['Faltante']
The Groundhogs,"['blues rock', 'acid rock', 'proto-punk', 'progressive rock']"
Kelly Kellekidou,['Faltante']
Lee Ann Womack,['country']
Reedtards,['Faltante']
The Beat,"['classic rock', 'psychedelic rock']"
Craig Armstrong,['Faltante']
Monchy & Alexandra,"['bachata', 'merengue']"
DREAMS COME TRUE,"['j-pop', 'kayokyoku', 'city pop']"
Carlos Y Jose,"['norteño', 'corrido', 'cumbia norteña', 'música mexicana', 'ranchera']"
Nicola Zaccaria,['opera']
Luigi,['reggaeton']
Keith Davis,['Faltante']
Skinny Puppy,"['industrial', 'ebm', 'industrial rock', 'industrial metal', 'darkwave', 'deathrock', 'post-punk']"
Fred Anderson,['Faltante']
Pierrette Bruno,['chanson']
Indrani,['Faltante']
Pixies,['alternative rock']
The Frank Foster Quintet,['bebop']
Orestes Barbosa,['seresta']
Klarino KOstas Giaouzos,['Faltante']
Busta Rhymes,['east coast hip hop']
VanGarrett,['Faltante']
and Guy Carawan,['Faltante']
Ruben Moran,['Faltante']
Nick Ingman,['Faltante']
Ganzùa Trio,['tango']
Rain Spa,['Faltante']
The Desert Rose Band,['country rock']
Thomas Tallis,['choral']
Matthew Santos,['Faltante']
S.E.S.,['soft pop']
GRiZ,['Faltante']
Clarence Williams & His Washboard Band,['Faltante']
Wyclef Jean,['Faltante']
Jason Walker,['Faltante']
Nightcrawlers,['Faltante']
Kit Chan,"['mandopop', 'cantopop', 'c-pop']"
Hermann Busch,['chamber music']
Chanticleer,"['choral', 'christmas']"
Terror Squad,['Faltante']
Saira Hussain,['bollywood']
Lord Melody,['Faltante']
The Presidents Of The United States Of America,"['grunge', 'alternative rock']"
Lynden David Hall,"['neo soul', 'uk garage']"
Margot Leonard,['opera']
Man,['Faltante']
Pat Travers,"['blues rock', 'southern rock', 'modern blues', 'classic blues', 'blues']"
Blue Jeans,['Faltante']
Ernesto DeCurtis,['Faltante']
Boyz II Men,"['new jack swing', 'r&b']"
Alison Krauss & Union Station,"['bluegrass', 'newgrass']"
Nathia Kate,['trance']
Sandy Hüner,['tech house']
Carlos Kleiber,"['opera', 'classical']"
Wilhelm Furtwängler,"['classical', 'opera']"
Brenda Lee,['christmas']
Christian Burns,['trance']
20/20,['german hip hop']
Beres Hammond,"['lovers rock', 'reggae', 'roots reggae', 'dancehall', 'ragga']"
Waka Flocka Flame,['Faltante']
Paul Crossley,['classical piano']
Swell,"['surf rock', 'reggae rock']"
Fred Wesley & The Horny Horns,['jazz funk']
