artists,name,genres
Roddy Ricch,The Box,"trap, Hip-Hop, hip hop, rap, pop rap"
"Drake,  Lil Durk",Laugh Now Cry Later (feat. Lil Durk),"MySpotigramBot, Drake, 2020, LIL DURK, Hip-Hop"
"Miley Cyrus,  Dua Lipa",Prisoner (feat. Dua Lipa),"pop rock, pop, rock, dance, dance-pop"
"Jay Wheeler,  DJ Nelson,  Myke Towers",La Curiosidad,personal favourites
"Powfu,  beabadoobee",death bed (coffee for your head),"emo rap, rap, Lo-Fi, indie, devotion"
"Rauw Alejandro,  Anuel AA",Reloj,"Reggaeton, latin, latin pop, latin rnb"
"J Balvin,  Tainy,  Dua Lipa,  Bad Bunny",UN DIA (ONE DAY) (Feat. Tainy),"pop, urban, Reggaeton, o, bomba"
"Topic,  A7S",Breaking Me,"dance, electronic, House, clear pronunciation, four-on-the-floor beats"
Jason Derulo,Take You Dancing,"dance, 2020, 2020s, electronic, catchy"
"Ozuna,  J Balvin,  Chencho Corleone",Una Locura,Unknown
Ritt Momney,Put Your Records On,"indie pop, bedroom pop, electronic, indie, pop"
"Wisin,  Myke Towers,  Los Legendarios",Mi Niña,Unknown
"Billie Eilish,  Khalid",lovely (with Khalid),"indie, alternative, 2010s, pop, Khalid"
"Maluma,  Lenny Tavárez,  Justin Quiles",Parce (feat. Justin Quiles),Unknown
"Internet Money,  Gunna,  Don Toliver,  NAV","Lemonade (feat. Gunna, Don Toliver & NAV)","2020, rap, Awesome, Favorite, fav"
Harry Styles,Golden,"pop, british, indie pop, soft rock, rock"
"Jawsh 685,  Jason Derulo",Savage Love (Laxed - Siren Beat),"Jason Derulo, pop, 2020, 2020s, Jawsh 685"
Maroon 5,Memories,"pop, 2010s, indie, rock, alternative"
Megan Thee Stallion,Body,"trap, 2020, 2020s, rap, Hip-Hop"
KAROL G,"Ay, DiOs Mío!","latin, Reggaeton, colombian, 2020s"
Maluma,Hawái,"latin, Reggaeton"
Juice WRLD,Lucid Dreams,"MySpotigramBot, emo rap, hip hop, Hip-Hop, rap"
James Arthur,Train Wreck,"pop, indie, desolation, tiktok"
Justin Quiles,Jeans,Unknown
Ariana Grande,Santa Tell Me,"christmas, pop, love at first listen, holiday, female vocalists"
Juice WRLD,Wishing Well,"pop, soft rock, trap, emo rap, wishing well"
Harry Styles,Falling,"pop, rock, alternative, soul, indie pop"
BTS,Dynamite,"pop, Disco, k-pop, bts, Kpop"
"Black Eyed Peas,  Shakira",GIRL LIKE ME,"latin, Hip-Hop, pop, dance, Reggaeton"
"Juice WRLD,  The Kid LAROI",Reminds Me Of You,"2020, 2020s, Juice WRLD, MySpotigramBot, Kim Petras Did it better"
Ashnikko,Daisy,"trap, electronic, pop, goodshit, 2020s"
"Robin Schulz,  KIDDO",All We Got (feat. KIDDO),Unknown
Brenda Lee,Rockin' Around The Christmas Tree,"christmas, xmas, oldies, 50s, Christmas Music"
Ariana Grande,pov,"rnb, 2020s, pop, soul, 2020"
"Nicky Jam,  Myke Towers",Polvo,Unknown
"DJ Khaled,  Drake",POPSTAR (feat. Drake),"Hip-Hop, rap, trap, 2020, 2020s"
"Ariana Grande,  Justin Bieber",Stuck with U (with Justin Bieber),"rnb, justin bieber, 2020s, soul, Ariana Grande"
Billie Eilish,bad guy,"electropop, pop, dance-pop, indie pop, 2019"
"Pop Smoke,  Lil Tjay",Mood Swings (feat. Lil Tjay),"Lil Tjay, Pop Smoke, Hip-Hop, rnb, mood"
Travis Scott,goosebumps,"MySpotigramBot, kendrick lamar, rap, trap, 2016"
"Machine Gun Kelly,  blackbear",my ex's best friend (with blackbear),"alternative rock, pop punk, pop, rock, alternative"
"Pop Smoke,  A Boogie Wit da Hoodie",Hello (feat. A Boogie Wit da Hoodie),"rap, Gangsta Rap, trap, pop rap, east coast hip hop"
The Neighbourhood,Daddy Issues,"MySpotigramBot, indie, Hip-Hop, alternative, pop"
Harry Styles,Adore You,"pop, 2010s, rock, 2019, british"
Imagine Dragons,Believer,"rock, pop rock, 2017, pop, alternative"
"KAROL G,  Nicki Minaj",Tusa,"nicki minaj, rap, latin pop, 2019, Hip-Hop"
Travis Scott,HIGHEST IN THE ROOM,"MySpotigramBot, trap, rap, pop rap, hip hop"
Clairo,Sofia,"indie pop, pop, bedroom pop, indie, gay"
XXXTENTACION,Jocelyn Flores,"Hip-Hop, emo, rap, emo rap, MySpotigramBot"
Juice WRLD,Robbery,"emo rap, MySpotigramBot, Hip-Hop, sad, trap"
Juice WRLD,All Girls Are The Same,"MySpotigramBot, cloud rap, emo rap, Juice WRLD, Hip-Hop"
"Maluma,  The Weeknd",Hawái - Remix,"minor key tonality, romantic lyrics, smooth vocals, wah-wah guitar, ambient synthesizers"
Shawn Mendes,Wonder,"2020, pop, adult contemporary, 2020s, electropop"
Maluma,Hawái,"latin, Reggaeton"
Fousheé,Deep End,"soul, dark, r&b, rnb, Ballad"
"Juice WRLD,  Marshmello",Come & Go (with Marshmello),"pop punk, emo rap, trap, EDM, Marshmello"
Arctic Monkeys,Why'd You Only Call Me When You're High?,"indie rock, indie, love at first listen, british, sexy"
"Jason Derulo,  Nuka",Love Not War (The Tampa Beat),"pop, dance"
XXXTENTACION,SAD!,"Hip-Hop, emo, emo rap, rap, hip hop"
Arizona Zervas,ROXANNE,"2019, rap, 2010s, arizona zervas, MySpotigramBot"
"Eminem,  Juice WRLD",Godzilla (feat. Juice WRLD),"rap, 2020, Hip-Hop, Eminem, 2020s"
Fleetwood Mac,Dreams - 2004 Remaster,"rock, classic rock, mistagged, Iconic, pop"
Travis Scott,SICKO MODE,"MySpotigramBot, trap, rap, Drake, Southern Hip Hop"
James Arthur,Say You Won't Let Go,"pop, british, 2010s, folk, UK"
Billie Eilish,everything i wanted,"indie pop, indie, pop, alternative, sad"
"Surf Mesa,  Emilee",ily (i love you baby) (feat. Emilee),"pop, chill, a subtle use of vocal harmony, extensive vamping, major key tonality"
Ed Sheeran,Perfect,"pop, Ballad, soul, british, Love"
Regard,Ride It,"electronic, 2010s, 2019, dance, Excited"
Pink Sweat$,At My Worst,"indie, soul, acoustic, rnb"
Doja Cat,Say So,"pop, Disco, rap, Hip-Hop, dance-pop"
"JP Saxe,  Julia Michaels",If the World Was Ending - feat. Julia Michaels,"extensive vamping, major key tonality, melodic songwriting, romantic lyrics, acoustic sonority"
Lil Peep,Star Shopping,"dream pop, emo rap, MySpotigramBot, Hip-Hop, emo"
Ariana Grande,7 rings,"trap, pop, rap, rnb, Hip-Hop"
Jerry Di,Mi Cuarto,Unknown
blackbear,hot girl bummer,"rap, trap, rnb, 2010s, blackbear"
Dua Lipa,Don't Start Now,"pop, Disco, nu-disco, dance, dance-pop"
XXXTENTACION,Moonlight,"rap, Hip-Hop, emo, hip hop, emo rap"
Bobby Helms,Jingle Bell Rock,"christmas, xmas, holiday, Christmas Songs, oldies"
Trevor Daniel,Falling,"2010s, 2019, pop, trevor daniel, 10s"
"Ozuna,  Camilo",Despeinada,Unknown
Ava Max,Kings & Queens,"pop, electropop, 2020, Ava Max, dance-pop"
Billie Eilish,when the party's over,"pop, Ballad, 2010s, alternative, indie pop"
"Post Malone,  21 Savage",rockstar (feat. 21 Savage),"trap, rap, Hip-Hop, cloud rap, 2017"
Justin Quiles,Ponte Pa' Mi,Unknown
Pop Smoke,Dior,"MySpotigramBot, UK Drill, Gangsta Rap, trap, drill"
Taylor Swift,champagne problems,"Ballad, folk, overrated, indie, alternative"
Coldplay,Yellow,"rock, Coldplay, alternative, britpop, alternative rock"
Dua Lipa,Break My Heart,"Disco, pop, dance-pop, dance, nu-disco"
"Chris Brown,  Young Thug",Go Crazy,"rnb, pop rap, Chris Brown, pop, r&b"
Dua Lipa,Don't Start Now,"pop, Disco, nu-disco, dance, dance-pop"
Tame Impala,The Less I Know The Better,"psychedelic, indie, psychedelic pop, Neo-Psychedelia, Disco"
Michael Bublé,It's Beginning to Look a Lot like Christmas,"christmas, cover, michael buble, Christmas Time, jazzysxmas"
"Dua Lipa,  DaBaby",Levitating (feat. DaBaby),"pop, Disco, nu-disco, 2020, DaBaby"
Lewis Capaldi,Before You Go,"alternative, indie pop, 2019, indie, pop"
BØRNS,Electric Love,"indie, alternative rock, electronic, rock, psychedelic pop"
Miley Cyrus,Midnight Sky,"pop, synthpop, pop rock, Disco, rock"
"CORPSE,  Savage Ga$p",E-GIRLS ARE RUINING MY LIFE!,"Trap Metal, metal, rap, Awesome, Favorite"
Ed Sheeran,Shape of You,"pop, 2017, dancehall, dance, 2010s"
"Jack Harlow,  Tory Lanez,  DaBaby,  Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Awesome, Favorite, trap, Lil Wayne, banger"
"Rauw Alejandro,  Camilo",Tattoo - Remix with Camilo,Unknown
Doja Cat,Streets,"rnb, 2010s, 2019, sexy, love at first listen"
Bad Bunny,HACIENDO QUE ME AMAS,Unknown
Conan Gray,Maniac,"pop, indie pop, synthpop, electronic, electropop"
XXXTENTACION,Everybody Dies In Their Nightmares,"emo rap, hip hop, rap, XXXTENTACION, Hip-Hop"
Mother Mother,Hayloft,"indie rock, indie pop, quirky, alternative rock, power pop"
Andy Williams,It's the Most Wonderful Time of the Year,"christmas, xmas, Christmas Music, 60s, holiday"
The Kid LAROI,SO DONE,"pop, pop rap, emo rap, The Kid Laroi, hip hop"
John Legend,All of Me,"rnb, pop, 2014, Love, soul"
J Balvin,Azul,Unknown
"Marshmello,  Halsey",Be Kind (with Halsey),"pop, halsey, electronic, electropop, synthpop"
"Future,  Drake",Life Is Good (feat. Drake),"2020, MySpotigramBot, rap, future, trap"
Bad Bunny,BOOKER T,"wwe, Hip-Hop, rap, latin, trap"
Arctic Monkeys,Do I Wanna Know?,"indie rock, indie, alternative, arctic monkeys, rock"
Jack Harlow,Tyler Herro,"rap, Jack Harlow, Hip-Hop, Awesome, male vocalist"
"Sech,  J Balvin",La Luz,Unknown
347aidan,Dancing in My Room,"indie, pop, alternative, indie pop, alt pop"
"Kina,  Snøw",Get You The Moon (feat. Snøw),"indie, chill, sad, Lo-Fi, lofi"
"DJ Khaled,  Drake",GREECE (feat. Drake),"Hip-Hop, trap, rap, urban, hip hop"
Don Toliver,After Party,"peak, rap, Love, alcohol, Olivia"
XXXTENTACION,Hope,"MySpotigramBot, XXXTENTACION, Hip-Hop, emo, rap"
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,"christmas, oldies, Christmas Music, xmas, Rat Pack"
"Wallows,  Clairo",Are You Bored Yet? (feat. Clairo),"indie pop, indie, alternative, bedroom pop, indie rock"
"THE SCOTTS,  Travis Scott,  Kid Cudi",THE SCOTTS,"rap, kid cudi, 2020, travis scott, 2020s"
"Post Malone,  Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"Hip-Hop, pop, MySpotigramBot, rnb, 2010s"
Lil Mosey,Blueberry Faygo,"rap, 2020, 2020s, lil mosey, 2010s"
"24kGoldn,  Justin Bieber,  J Balvin,  iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","justin bieber, j balvin"
The Weeknd,The Hills,"rnb, electronic, dark, r&b, trap"
"Pop Smoke,  50 Cent,  Roddy Ricch",The Woo (feat. 50 Cent & Roddy Ricch),"MySpotigramBot, rap, new york, Gangsta Rap, East Coast"
"Ariana Grande,  Doja Cat,  Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","isa marco edu, pop, rap, rnb, female vocalists"
"Juice WRLD,  Young Thug",Bad Boy (with Young Thug),"Hip-Hop, rap, trap, rage, Young Thug"
"Frank Sinatra,  B. Swanson Quartet",Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"jazz, christmas, christmas crackers"
Joji,SLOW DANCING IN THE DARK,"alternative rnb, MySpotigramBot, joji, indie, soul"
Melanie Martinez,Play Date,"indie, pop, alternative, tiktok, indie pop"
XXXTENTACION,changes,"emo, Hip-Hop, rap, hip hop, soul"
"Miley Cyrus,  Dua Lipa",Prisoner (feat. Dua Lipa),"pop rock, pop, rock, dance, dance-pop"
Noah Cyrus,July,"pop, indie, country, indie pop, female vocalists"
Foster The People,Pumped Up Kicks,"indie, indie pop, catchy, summer, happy"
DaBaby,BOP,"rap, MySpotigramBot, Hip-Hop, hip hop, trap"
Justin Bieber,Mistletoe,"christmas, Love, pop, 2011, justin bieber"
Polo G,Martin & Gina,"Polo G, MySpotigramBot, -1001854528204"
AC/DC,Back In Black,"hard rock, rock, classic rock, ACDC, heavy metal"
"The Chainsmokers,  Halsey",Closer,"2016, electronic, pop, EDM, future bass"
Labrinth,Still Don't Know My Name,"electronic, indie, psychedelic, rnb, Hip-Hop"
J. Cole,No Role Modelz,"MySpotigramBot, Hip-Hop, rap, j cole, hip hop"
Ariana Grande,"thank u, next","pop, rnb, 2010s, 2018, pete fracassado"
"Shawn Mendes,  Camila Cabello",Señorita,"pop, latin, latin pop, 2010s, 2019"
"MEDUZA,  Becky Hill,  Goodboys",Lose Control,"electronic, House, deep house, boliche, my weekly top songs"
"21 Savage,  Metro Boomin",Runnin,"MySpotigramBot, -1001819731063, Horrorcore, trap, Metro Boomin"
Lewis Capaldi,Before You Go,"alternative, indie pop, 2019, indie, pop"
"Marshmello,  Bastille",Happier,"bastille, electronic, love this, 2010s, eletronic"
"Bad Bunny,  Jowell & Randy,  Ñengo Flow",Safaera,"Hip-Hop, rnb, Latin Electronic, neoperreo, electropop"
Alec Benjamin,Let Me Down Slowly,"pop, chill, sad, singer-songwriter, Favorite"
The Police,Every Breath You Take,"80s, rock, classic rock, The Police, pop"
"Lady Gaga,  Ariana Grande",Rain On Me (with Ariana Grande),"pop, Ariana Grande, electropop, dance-pop, House"
"Saweetie,  Doja Cat",Best Friend (feat. Doja Cat),"rap, 2020s, 2021, doja cat, Hip-Hop"
"Erik Eriksson,  White Noise Baby Sleep,  White Noise for Babies",Clean White Noise - Loopable with no fade,Unknown
"Rauw Alejandro,  J Balvin",De Cora <3,Unknown
"Dan + Shay,  Justin Bieber","10,000 Hours (with Justin Bieber)","justin bieber, 2010s, 2019, pop, country pop"
"Lady Gaga,  Bradley Cooper",Shallow,"Soundtrack, pop, country, Ballad, rock"
Avicii,Wake Me Up,"electronic, dance, 2013, Avicii, pop"
Ali Gatie,It's You,"pop, rnb, acoustic, 2010s, alt-pop"
Surfaces,Sunday Best,"days of the week, indie, indie pop, fip, euphoria"
Coldplay,The Scientist,"Coldplay, rock, alternative, britpop, british"
Ozuna,Caramelo,"Reggaeton, pro"
Post Malone,Wow.,"rap, Hip-Hop, hip hop, trap, 2010s"
"Juice WRLD,  YoungBoy Never Broke Again",Bandit (with YoungBoy Never Broke Again),"nba youngboy, youngboy never broke again, Juice WRLD, trap, 2010s"
"Piso 21,  Maluma",Más De La Una,Unknown
Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,"christmas, pop, 80s, holiday, classic tracks"
The Kid LAROI,ALWAYS DO,"Hip-Hop, pop, rap, acoustic, rnb"
Bruno Mars,When I Was Your Man,"pop, Bruno Mars, piano, american, Ballad"
Lauv,I Like Me Better,"indie, linedance 2017, Soundtrack, jazz, pop"
Linkin Park,In the End,"rock, Nu Metal, Linkin Park, alternative rock, alternative"
"Ozuna,  Doja Cat,  Sia",Del Mar,"Reggaeton, urban, latin, MySpotigramBot, -1001190477876"
Drake,Toosie Slide,"rap, Drake, 2020, hip hop, trap"
Panic! At The Disco,High Hopes,"pop, alternative, indie, indie rock, pop rock"
The Kid LAROI,SO DONE,"pop, pop rap, emo rap, The Kid Laroi, hip hop"
"Nio Garcia,  Anuel AA,  Myke Towers,  Brray,  Juanka",La Jeepeta - Remix,Unknown
Twenty One Pilots,Stressed Out,"indie pop, alternative, indie, alternative hip hop, hip hop"
Lewis Capaldi,Bruises,"2010s, 2016, Soundtrack, pop, british"
Imagine Dragons,Thunder,"indie pop, alternative, pop, rock, electropop"
"Tainy,  J Balvin","Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Unknown
"Kid Cudi,  Skepta,  Pop Smoke",Show Out (with Skepta & Pop Smoke),"drill, UK Drill, Hip-Hop, hip hop, rap"
Lil Uzi Vert,XO Tour Llif3,"MySpotigramBot, emo rap, trap, 2017, Lil Uzi Vert"
Lil Mosey,Blueberry Faygo,"rap, 2020, 2020s, lil mosey, 2010s"
"Grover Washington,  Jr.,  Bill Withers",Just the Two of Us (feat. Bill Withers),jazz for dinner
"XXXTENTACION,  Trippie Redd",Fuck Love (feat. Trippie Redd),"Hip-Hop, emo, trap, emo rap, XXXTENTACION"
a-ha,Take on Me,"80s, pop, new wave, synthpop, synth pop"
"J Balvin,  Bad Bunny",LA CANCIÓN,"pop, latin, Reggaeton, rnb, pop rap"
TWICE,I CAN'T STOP ME,"k-pop, Kpop, Retro, synthpop, Korean"
Sam Fischer,This City,Unknown
Sara Kays,Remember That Night?,"indie, indie pop, singer-songwriter, yearning, reminiscing"
Sam Smith,Diamonds,"pop, 2020, 2020s, electropop, british"
"JACKBOYS,  Travis Scott,  Young Thug",OUT WEST (feat. Young Thug),"travis scott, Young Thug, trap, JACKBOYS, MySpotigramBot"
salem ilese,Mad at Disney,"pop, indie pop, singer-songwriter, indifference, tiktok"
"Sigala,  James Arthur",Lasting Lover,"clear pronunciation, four-on-the-floor beats, light synth fx, straight drum beats, danceable beats"
Jonas Brothers,Sucker,"pop, rock, pop rock, 2010s, comeback"
Selena Gomez,Lose You To Love Me,"pop, Rare, Selena Gomez, 2019, excellent"
"Eminem,  Nate Dogg",'Till I Collapse,"rap, Eminem, Hip-Hop, hip hop, hardcore hip hop"
"Jhay Cortez,  Bad Bunny",CÓMO SE SIENTE - Remix,Unknown
"Mustard,  Roddy Ricch",Ballin' (with Roddy Ricch),"rap, male vocals, ballin, MySpotigramBot, -1001854528204"
Bad Bunny,Yo Perreo Sola,"Reggaeton, trap, Hip-Hop, latin, rap"
XXXTENTACION,the remedy for a broken heart (why am I so in love),"Hip-Hop, emo, rap, post-nerdcore, XXXTENTACION"
"Juice WRLD,  Marshmello,  The Kid LAROI,  Polo G",Hate The Other Side (with Marshmello & The Kid Laroi),"Marshmello, Juice WRLD, MySpotigramBot"
Juice WRLD,Righteous,"emo rap, trap, pop rap, alternative rock, Juice WRLD"
Kid Cudi,Tequila Shots,"rap, psychedelic, bass, kid cudi, Hard"
BLACKPINK,How You Like That,"Kpop, pop, k-pop, 2020, Korean"
"DDG,  Blueface",Moonwalking in Calabasas (feat. Blueface) - Remix,"MySpotigramBot, Awesome, Favorite"
Vedo,You Got It,"tiktok, rnb, simping"
Ed Sheeran,Thinking out Loud,"soul, Love, lovesong, 10s, middle"
BTS,Blue & Grey,"pop, dance, Ballad, bts, v"
"Jay Wheeler,  Myke Towers,  Rauw Alejandro,  DJ Nelson,  Jhay Cortez,  Lunay,  Kendo Kaponi","La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",Unknown
Post Malone,Better Now,"Hip-Hop, trap, rap, 2010s, cloud rap"
"Megan Thee Stallion,  DaBaby",Cry Baby (feat. DaBaby),"Hip-Hop, rap, hip hop, amazing, good"
Brent Faiyaz,Dead Man Walking,"MySpotigramBot, soul, rnb, alternative rnb, dark rnb"
"Future,  Lil Uzi Vert",Drankin N Smokin,"Hip-Hop, future, 2020, 2020s, Lil Uzi Vert"
Michael Jackson,Billie Jean,"pop, 80s, michael jackson, dance, Disco"
Bad Bunny,YO VISTO ASÍ,"rock, alternative, pop rap"
DaBaby,PRACTICE,Unknown
"Drake,  Giveon",Chicago Freestyle (feat. Giveon),"MySpotigramBot, -1001747063611, -1001819731063, Hip-Hop, trip hop"
Doja Cat,Boss Bitch,"pop, pop rap, rap, hip house, Soundtrack"
Ed Sheeran,Photograph,"pop, love at first listen, emotional, Ed Sheeran, best song of the world"
Eagles,Hotel California - 2013 Remaster,"rock, soft rock, pop, 70s, pop rock"
"Lil Peep,  XXXTENTACION",Falling Down - Bonus Track,"emo, cloud rap, emo rap, XXXTENTACION, Hip-Hop"
"John Lennon,  Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,"christmas, 70s, male vocalist, holiday, classics"
"Ty Dolla $ign,  Post Malone",Spicy (feat. Post Malone),"2020, 2020s, Hip-Hop, rap, urban"
"Cali Y El Dandee,  Danna Paola",Nada,Danna Paola
Drake,God's Plan,"2018, Hip-Hop, rap, 2010s, MySpotigramBot"
"The Weeknd,  Daft Punk",Starboy,"rnb, pop, MySpotigramBot, electronic, Daft Punk"
Lil Baby,On Me,"2020, 2020s"
BTS,Fly To My Room,"k-pop, underrated, BE, bts, 2020"
Lil Tecca,Ransom,"2010s, 2019, Lil Tecca, MySpotigramBot, Hip-Hop"
Harry Styles,Sign of the Times,"rock, alternative, pop, indie, british"
Lil Uzi Vert,20 Min,"trap, MySpotigramBot, Hip-Hop, rap, pop rap"
Chord Overstreet,Hold On,"country, remix, Ballad, fallon, The Vampire Diaries"
Train,"Hey, Soul Sister","pop, rock, happy, upbeat, catchy"
Miley Cyrus,Plastic Hearts,"pop rock, rock, power pop, glam rock, new wave"
NF,Let You Down,"nf, pop, Hip-Hop, hip hop, rap"
Calum Scott,Dancing On My Own,"cover, british, pop, 2016, covers"
Kendrick Lamar,HUMBLE.,"rap, Hip-Hop, hip hop, trap, MySpotigramBot"
WILLOW,Wait a Minute!,"rnb, alternative, pop, electropop, love at first listen"
"21 Savage,  Metro Boomin,  Drake",Mr. Right Now (feat. Drake),"MySpotigramBot, Drake, Metro Boomin, 21 savage, -1001747063611"
"Marshmello,  Khalid",Silence,"rnb, 2017, electronic, pop, rap"
"Post Malone,  Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"Hip-Hop, pop, MySpotigramBot, rnb, 2010s"
XXXTENTACION,Look At Me!,"trap, Hip-Hop, MySpotigramBot, Trap Metal, hip hop"
Ed Sheeran,Happier,"soft rock, Ed Sheeran, pop, rock, british"
"Ed Sheeran,  Justin Bieber",I Don't Care (with Justin Bieber),"pop, 2010s, dancehall, 2019, synthpop"
"Kina,  Adriana Proenza",Can We Kiss Forever?,"chill, chillout, lofi, reverb, instagram"
"The Kid LAROI,  Juice WRLD",GO (feat. Juice WRLD),"Hip-Hop, rap, Awesome, Favorite, emo rap"
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""","musical, heard live, allmusic"
"Kane Brown,  Swae Lee,  Khalid",Be Like That - feat. Swae Lee & Khalid,"pop, rap, rnb, folk pop, a subtle use of vocal harmony"
Taylor Swift,gold rush,"chamber pop, indie, alternative, folk, pop"
The Ronettes,Sleigh Ride,"christmas, xmas, 60s, oldies, female vocalists"
"Chris Brown,  Drake",No Guidance (feat. Drake),"rnb, Drake, Chris Brown, rap, 2010s"
Polo G,21,"rap, Gangsta Rap, trap, pop rap, Conscious Hip Hop"
"Octavian,  Skepta",Papi Chulo,"skepta, MySpotigramBot, -1001333387036"
AC/DC,Thunderstruck,"hard rock, rock, classic rock, ACDC, heavy metal"
"Anuel AA,  Bad Bunny",Hasta Que Dios Diga,Reggaeton
Ava Max,Sweet but Psycho,"pop, electropop, 2010s, dance-pop, generic"
"Super Yei,  Towy,  Osquel,  Beltito,  Sammy & Falsetto","Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Unknown
Bon Jovi,Livin' On A Prayer,"rock, 80s, bon jovi, classic rock, hard rock"
