artists,name,genres
Naked Eyes,"Promises, Promises - US Single Version / 2018 Remaster","pop rock, new wave, synthpop, boogie, Sophisti-Pop"
Hot Water Music,Trusty Chords,"punk, favorite songs, emo, post-hardcore, punk rock"
Casting Crowns,Courageous,"christian rock, worship, christian, classic rock, rock"
Doves,There Goes The Fear,"indie, indie rock, british, rock, alternative"
Ricardo Arjona,Tarde (Sin Daños a Terceros),"tarde, ricardo arjona, arjoona, romanticos, latino"
Kid Cudi,We Aite (Wake Your Mind Up),"chill, rap, stoner, Hip-Hop, alternative"
"Hazy Year,  C4C",Melted,Unknown
Mötley Crüe,"Knock 'Em Dead, Kid","hard rock, heavy metal, Glam Metal, metal, hair metal"
Marta Sánchez,Arena y Sol,"spanish, summer, cheerful, warm, tender"
Jungle,Busy Earnin',"funk, british, soul, 2010s, Tales from the Borderlands"
Rilo Kiley,A Better Son/Daughter,"indie, female vocalists, indie rock, Rilo Kiley, favorites"
"Passengers,  Luciano Pavarotti",Miss Sarajevo,"U2, rock, alternative, Ballad, opera"
Tony! Toni! Toné!,(Lay Your Head On My) Pillow,"slow jams, 90s, soul, tony toni tone, rnb"
U2,With Or Without You,"rock, U2, 80s, classic rock, pop"
Los Canelos De Durango,Cada Dia Mas,regional mexican
The Temptations,Treat Her Like A Lady,"motown, soul, Disco, 80s, Old School soul"
Eminem,I'm Shady,"rap, Hip-Hop, hip hop, Eminem, Horrorcore"
Tricky,Black Steel,"trip-hop, electronic, trip hop, tricky, covers"
Montez de Durango,Pasito Duranguense,Unknown
Alice In Chains,It Ain't Like That,"Grunge, hard rock, alternative rock, rock, metal"
Mudvayne,Not Falling,"metal, Nu Metal, alternative metal, hard rock, mudvayne"
Earl Thomas Conley,Holding Her and Loving You,"classic country, country, Earl Thomas Conley, feelings, country legends"
Jorge Ben Jor,Taj Mahal,"brasil, mpb, brazilian, samba rock, Bossa Nova"
"""Guns N Roses""",Shotgun Blues,Unknown
Hannah Montana,"If We Were A Movie - From ""Hannah Montana""/Soundtrack Version",pop rock
John Cafferty & the Beaver Brown Band,On The Dark Side,"80s, rock, pop, classic rock, Soundtrack"
"Hank Williams,  Jr.",Outlaw Women,Unknown
Los Enanitos Verdes,Amigos,"argentina, Rock en Espanol, spanish, latin, Rock Argentino"
Metallica,I Disappear,"metal, heavy metal, rock, thrash metal, Soundtrack"
As I Lay Dying,Confined,"metalcore, hardcore, metal, Melodic Death Metal, Christian Metalcore"
"James Morrison,  Nelly Furtado",Broken Strings,"pop, singer-songwriter, James Morrison, rock, Love"
Invisible,Los Libros de la Buena Memoria,"rock nacional, blues, Rock Argentino, jazz, 70s"
Compay Segundo,Chan chan,"latin, cuba, cuban, buena vista social club, world"
Gaelic Storm,Drink The Night Away,"celtic, irish, Irish Folk, folk, celtic rock"
System Of A Down,Arto,"alternative metal, System of a Down, metal, tribal, Nu Metal"
The Smashing Pumpkins,Luna - Remastered,Unknown
The Cramps,I Can't Hardly Stand It,"psychobilly, rockabilly, garage, cover, rock"
My Chemical Romance,Our Lady of Sorrows,"rock, emo, my chemical romance, punk, alternative"
Lucio Battisti,"Acqua azzurra, acqua chiara","italian, italianigdchill, pop, cantautori, 70s"
Robert Plant,In the Mood - 2006 Remaster,Unknown
The Front Bottoms,Peach,"adorable, seen live, indie, indie rock, acoustic"
Shelly West,Jose Cuervo,"country, Jose Cuervo, cinco de mayo, 80s country, perlast"
The Lumineers,This Must Be The Place (Naïve Melody),"covers, Channel X"
3OH!3,Touchin on My,"electronic, pop, dance, Awesome, sexy"
As I Lay Dying,The Darkest Nights,"metalcore, hardcore, metal, melodic metalcore, Christian Metalcore"
Avril Lavigne,My World,"pop, rock, pop rock, avril lavigne, female vocalists"
Eric Clapton,"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Unknown
Los Terricolas,Una Carta,"Balada Romantica, musica del recuerdo"
4 Non Blondes,Spaceman,"rock, 90s, alternative, female vocalists, alternative rock"
Heroes Del Silencio,Apuesta por el rock 'n' roll,"spanish, rock, 90s, covers, Spanish Rock"
Pink Floyd,Interstellar Overdrive,"psychedelic, Psychedelic Rock, Progressive rock, classic rock, rock"
The Chi-Lites,Oh Girl,"soul, 70s, oldies, the chi-lites - oh girl, Love"
"Ricky Nelson,  Dean Martin","My Rifle, My Pony And Me - Remastered","Soundtrack, country"
The Isley Brothers,Contagious,"soul, rnb, smooth, the isley brothers, r&b"
George Strait,I Hate Everything - 50 Number Ones Version,"modern country, contemporary country, 2000s country"
Eric Clapton,Knocking On Heaven's Door - Live At Hammersmith Odeon,"british, reggae, british reggae"
Metallica,My Friend Of Misery,"heavy metal, metal, thrash metal, metallica, rock"
George Strait,I Cross My Heart,"country, I Cross My Heart, George Strait, Soundtrack, texas country"
Taylor Swift,Teardrops on My Guitar - Pop Version,"pop, rock, country, pop rock, soft rock"
Joe Satriani,Satch Boogie,"instrumental rock, guitar virtuoso, rock, instrumental, guitar"
The Smiths,Girl Afraid - 2011 Remaster,literally me
Wyclef Jean,Gone Till November,"Hip-Hop, Mellow, hip hop, reggae, rnb"
"Johann Sebastian Bach,  John Williams","Lute Suite in E Minor, BWV 996 (Arr. J. Williams for Guitar): IV. Sarabande",Unknown
Cardenales De Nuevo León,Amor Añejo,Unknown
Barry White,It's Ecstasy When You Lay Down Next To Me,"soul, 70s, rnb, barry white, funk"
New Radicals,Mother We Just Can't Get Enough,"90s, rock, alternative rock, alternative, New Radicals"
Madonna,Open Your Heart,"pop, 80s, dance, Madonna, female vocalists"
Limp Bizkit,Nobody Like You,"Nu Metal, rock, rapcore, limp bizkit, metal"
"Gábor Szabó,  The California Dreamers",San Franciscan Nights,Unknown
The Doors,Twentieth Century Fox,"Psychedelic Rock, classic rock, rock, 60s, psychedelic"
Buena Vista Social Club,¿Y Tú Qué Has Hecho?,"cuban, latin, bolero, son cubano, descarga"
Radiohead,Go To Sleep,"alternative, alternative rock, radiohead, rock, indie"
Sammy Johns,Chevy Van,"70s, singer-songwriter, happy, oldies, spooning music"
Luther Vandross,Please Come Home for Christmas,"christmas, Christmas Songs, christmas classic, RnBxmas, RB"
Escape the Fate,The Webs We Weave,"post-hardcore, screamo, emo, emocore, hardcore"
Utada,Sanctuary (Opening),"j-pop, pop, japanese, ost, Kingdom Hearts"
Mötley Crüe,All In The Name Of...,"hard rock, 80s, hair metal, heavy metal, rock"
Nirvana,"Endless, Nameless","Grunge, noise, rock, noise rock, 90s"
"Rihanna,  Sean Paul",Break It Off,"rnb, dance, pop, Hip-Hop, Rihanna"
blessthefall,Guys Like You Make Us Look Bad,"post-hardcore, screamo, metalcore, emocore, hardcore"
Bob Marley & The Wailers,Crazy Baldhead,"reggae, roots reggae, Bob Marley, political, roots"
T. Rex,20th Century Boy,"glam rock, classic rock, rock, 70s, glam"
Seether,FMLYHM,"rock, alternative, hard rock, alternative rock, Grunge"
Kaskade,4 AM - Adam K & Soha Radio Edit,"electronic, chill, House, deep house, Chill House"
Los Terricolas,Hoy Te Confieso,"romanticas oldies, paco, los corazones solitarios, los yakis, yndio"
Tegan and Sara,Back in Your Head,"indie, female vocalists, indie pop, alternative, Canadian"
Leonardo Favio,"Ding Dong, Ding Dong, Estas Cosas del Amor",Unknown
Megadeth,Paranoid,"cover, thrash metal, heavy metal, metal, covers"
The West Coast Pop Art Experimental Band,Shifting Sands,"Psychedelic Rock, psychedelic, 60s, 1967, rock"
At The Gates,Slaughter Of The Soul,"Melodic Death Metal, death metal, metal, gothenburg metal, thrash metal"
Gregg Allman,Midnight Rider,"Southern Rock, classic rock, 70s, rock, blues"
Artie Shaw,Moonglow,"swing, jazz, Big Band, oldies, 718 Love"
João Gilberto,Wave,"Bossa Nova, brazilian, chill, brasil, mpb"
Michael Jackson,I Wanna Be Where You Are,"michael jackson, soul, pop, motown, 70s"
The Smiths,The Queen Is Dead - 2017 Master,Unknown
Yes,Love Will Find a Way,"Progressive rock, rock, yes, classic rock, british"
The Blues Brothers,Peter Gunn Theme,"blues, Soundtrack, instrumental, The Blues Brothers, rhythm and blues"
Emmanuel,Tú y Yo,Unknown
Reba McEntire,Is There Life Out There,"country, reba mcentire, female vocalists, is there life out there, 80s"
Gloria Trevi,Qué Voy A Hacer Sin El?,"eclectonia, Ladies and gentlemen - Boys and girls"
SWV,Use Your Heart,"rnb, 90s, female vocalists, soul, SWV"
John Mellencamp,Paper In Fire,"classic rock, rock, 80s, singer-songwriter, john mellencamp"
Black Star,Brown Skin Lady,"Hip-Hop, hip hop, rap, underground hip-hop, talib kweli"
John Mellencamp,I Need A Lover,"classic rock, rock, 80s, singer-songwriter, heartland rock"
"""DAngelo""",Devil's Pie,Unknown
Sam Cooke,It's All Right,"soul, 60s, oldies, pop, american"
Wings,With A Little Luck - Remastered 1993,Unknown
"Pitbull,  Lil Jon",The Anthem,"hip hop, Reggaeton, dance, Pitbull, rap"
"Zion I,  K.Flay",Coastin',"best of 2011, banned, classy"
"Eazy-E,  Dr. Dre",Eazy-er Said Than Dunn,"Gangsta Rap, old school, rap, Hip-Hop, hip hop"
James Brown,Get Up (I Feel Like Being A) Sex Machine,"funk, soul, 70s, rhythm and blues, james brown"
Marilyn Manson,Great Big White World,"industrial, industrial metal, metal, rock, industrial rock"
"Jim Brickman,  Michael W. Smith",Love of My Life (feat. Michael W. Smith),heard on Pandora
Radiohead,In Limbo,"alternative, rock, electronic, radiohead, british"
ABBA,"Hey, Hey Helen","pop, abba, 70s, rock, swedish"
Ismael Rivera,El Nazareno,"salsa, Love, fania, salsa vieja, world"
Radiohead,Backdrifts,"alternative, alternative rock, electronic, radiohead, rock"
平田志穂子,Heaven,"game, atlus"
Edguy,Vain Glory Opera,"Power metal, heavy metal, melodic metal, metal, german"
The Smiths,I Know It's Over - 2017 Master,"rock, post-punk"
Rose Royce,Love Don't Live Here Anymore,"soul, 70s, female vocalists, quiet storm, funk"
Corey Smith,If I Could Do It Again,"cool, thegoodlife, IfICouldDoItAgain, class night, Reminds me of DV"
Natalie Merchant,Ophelia,"female vocalists, singer-songwriter, natalie merchant, folk, alternative"
Machine Head,Message in a Bottle,"cover, metal, thrash metal, covers, Nu Metal"
Musical Blades,Johnny I Hardly Knew Ya,shanty
Café Tacvba,La chica banda,"Disco, seen live, mexico, live, rock en español"
"Paul Simon,  Ladysmith Black Mambazo",Homeless (with Ladysmith Black Mambazo),Unknown
Chris de Burgh,Missing You,"Chris De Burgh, 80s, love songs, pop, lovesongs"
The Band Perry,You Lie,"country, modern country, pop country, the band perry, my favorite"
Papa Roach,Broken Home,"Nu Metal, rock, alternative, alternative rock, Papa Roach"
AFI,Love Like Winter,"punk rock, rock, punk, emo, alternative"
Three Dog Night,One - Single Version,"classic rock, pop, 70s, breakup, 1969"
Dirty Heads,Day By Day,Unknown
Trooper,Raise A Little Hell,"Canadian, classic rock, rock, 70s, drinking"
Less Than Jake,Look What Happened,"ska, ska punk, punk, punk rock, rock"
Deftones,Hole in the Earth,"alternative rock, metal, Nu Metal, alternative, alternative metal"
"Alexander Glazunov,  Royal Scottish National Orchestra,  Neeme Järvi","Vremena goda, Op. 67: L'Automne: Petit Adagio",Unknown
Bruce Springsteen,Prove It All Night,"rock, heartland rock, classic rock, 70s, Bruce Springsteen"
Dalida,Le temps des fleurs,"french, 60s, female vocalists, chanson, chanson francaise"
The Goo Goo Dolls,Acoustic #3,"acoustic, alternative rock, rock, favorites, Mellow"
Michel Polnareff,La poupée qui fait non,"french, michel polnareff, Chanson Française, french pop, chanson francaise"
"Gloria Estefan,  Miami Sound Machine",Rhythm Is Gonna Get You,"pop, 80s, latin, dance, female vocalists"
Journey,Only the Young,"classic rock, 80s, rock, journey, hard rock"
The Beatles,Rain - Remastered 2009,"psychedelic, Psychedelic Rock"
El As De La Sierra,Regalo Caro,Unknown
"Camille Saint-Saëns,  Pascal Rogé,  Cristina Ortiz,  London Sinfonietta,  Charles Dutoit","Le Carnaval des Animaux, R. 125: 7. Aquarium",Unknown
"""TPau""",Heart And Soul,Unknown
"""Destinys Child""",Dangerously In Love,Unknown
Hacken Lee,紅日 - 電視劇「他來自天堂」主題曲,Unknown
TLC,Sleigh Ride,"christmas, christmas soul, Christmas tag, Christmas Music, urban christmas"
Goldfinger,Spokesman,"punk rock, punk, ska punk, skate punk, ska"
Air Supply,Now and Forever,"soft rock, love songs, 80s, classic rock, Love"
Bing Crosby,White Christmas - Remastered 2006,Unknown
Al Green,For the Good Times,"soul, 70s, rhythm and blues, rnb, Old School soul"
2 Unlimited,Tribal Dance,"eurodance, dance, 90s, techno, electronic"
N.W.A.,If It Ain't Ruff,"Hip-Hop, rap, Gangsta Rap, hip hop, west coast"
James Brown,Papa's Got A Brand New Bag,"soul, funk, 60s, rhythm and blues, jazz"
Mai Yamane,The Real Folk Blues,"jazz, anime, Cowboy Bebop, Soundtrack, japanese"
"Dan Evmark,  Paula Gustafsson,  Gothenburg Symphony Orchestra,  members",Desir,Unknown
10 Ft. Ganja Plant,Chalwa,"dub, reggae, dub reggae, roots reggae, instrumental"
The Doors,Take It as It Comes,"Psychedelic Rock, classic rock, rock, 60s, psychedelic"
Billie Holiday,All of Me,"jazz, female vocalists, vocal jazz, blues, billie holiday"
Garibaldi,Banana,sakldjfkalsjdf
The Brobecks,Visitation Of The Ghost,"indie pop, piano rock, modern rock, seen live, fire"
Massive Attack,Risingson,"trip-hop, electronic, chillout, trip hop, electronica"
"Traditional,  Worcester Cathedral Choir,  Donald Hunt",Rocking,Unknown
Brad Paisley,Little Moments,"country, brad paisley, Love, favorites, Little Moments"
Tom Waits,Tom Traubert's Blues (Four Sheets To The Wind In Copenhagen),"singer-songwriter, blues, rock, alternative, beautiful"
The D.O.C.,It's Funky Enough - Remastered Single,"80s, 1989"
Ramones,I Wanna Be Your Boyfriend - 2016 Remaster,pop punk
Bon Jovi,Dry County,"rock, hard rock, bon jovi, classic rock, 80s"
The Dreadnoughts,Eliza Lee,"shenanigans, folk punk, celtic punk, sea shanty, instrumental"
Cock Robin,Just Around the Corner,"80s, pop, pop rock, soft rock, rock"
Staind,Epiphany,"rock, alternative rock, staind, alternative, hard rock"
Boy George,Everything I Own,"reggae, 80s, pop, boy george, new wave"
Ana Gabriel,Obsesión,Unknown
"""Guns N Roses""",Out Ta Get Me,Unknown
Tricky,Overcome,"trip-hop, downtempo, chillout, electronic, trip hop"
Bob Dylan,Sara,"folk, singer-songwriter, rock, folk rock, 70s"
"Wolfgang Amadeus Mozart,  Natalie Dessay,  Orchestra of the Age of Enlightenment,  Louis Langrée","Mozart: Zaide, K. 344/336b, Act 1 Scene 3: No. 3, Arie, ""Ruhe sanft, mein holdes Leben"" (Zaide)",Unknown
Depeche Mode,World in My Eyes - 2006 Remaster,"electro, synthpop, ebm, darkwave, alternative dance"
"Santana,  Dave Matthews,  Carter Beauford",Love of My Life (feat. Dave Matthews & Carter Beauford),"rock, latin, guitar, favorites, Awesome Guitar Jams"
Tim Buckley,Once I Was,"folk, singer-songwriter, acoustic, 60s, Tim Buckley"
Metallica,The God That Failed,"heavy metal, metal, thrash metal, metallica, hard rock"
Lucy Rose,Shiver,"folk, indie folk, mushishi, acoustic, indie"
"Michelle Pfeiffer,  Sally Dworsky",When You Believe - The Prince Of Egypt/Soundtrack Version,Unknown
Los Invasores De Nuevo León,El Subteniente Linares,Unknown
Godsmack,Moon Baby,"hard rock, metal, alternative metal, rock, Nu Metal"
Jazmine Sullivan,Holding You Down (Goin' in Circles),"jazmine sullivan, rnb, r&b, soul, female vocalists"
"B.B. King,  Paul Carrack",Bring It On Home To Me,"blues, blues classic, rhythm and blues, B B King, bestever"
Fall Out Boy,Don't You Know Who I Think I Am?,"rock, pop punk, emo, Fall Out Boy, punk rock"
Ladron,Es Dificil Decir Adios,Unknown
Santana,Flor d'Luna (Moonflower),"rock, instrumental, guitar, Latin Rock, classic rock"
Raulin Rosendo,Uno Se Cura,"salsa, latin, salsa romantica, Salsa Clasica, eres"
Akwid,No Hay Manera,"Hip-Hop, rap, 1, Latin Rap, mexican rap"
Emilio Navaira,Cómo Le Haré,Unknown
Hank Williams,Settin' The Woods On Fire,"country, classic country, Hank Williams, 50s, american"
The Features,From Now On,"Soundtrack, twilight, breaking dawn, Like, favourite"
Rocío Dúrcal,No Lastimes Más,Unknown
"Giacomo Puccini,  Maria Callas,  Herbert von Karajan,  Orchestra Del Teatro Alla Scala,  Milano","Puccini: Madama Butterfly, Act 2: ""Un bel di vedremo"" (Butterfly)",Unknown
"José Feliciano,  Ewan McGregor,  Jacek Koman","El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack","latin, tango, guitar, cover, musical soundtrack"
El Gran Combo De Puerto Rico,Azuquita Pa'l Cafe,salsa
Def Leppard,Armageddon It,"hard rock, rock, 80s, Def Leppard, classic rock"
Bone Thugs-N-Harmony,Fried Day,"Hip-Hop, rap, weed, blunted, 420"
Tony Terry,With You,"slow jams, love song, tony terry, soul, rnb"
Debbie Gibson,Only in My Dreams,"80s, pop, debbie gibson, female vocalists, 1987"
Liberación,El Muñeco,Unknown
Eva Cassidy,Autumn Leaves,"female vocalists, jazz, folk, Eva Cassidy, Mellow"
Van Morrison,Real Real Gone,"van morrison, singer-songwriter, rock, classic rock, irish"
Billy Joel,Zanzibar,"singer-songwriter, rock, piano rock, jazz, billy joel"
Sufjan Stevens,"Holy, Holy, Holy","christmas, alternative, piano, worship, hymn"
"Fabolous,  Nate Dogg",Can't Deny It (feat. Nate Dogg),"00s, 2000s, 2001, explicit lyrics, danceable beats"
Mikel Erentxun,Esta luz nunca se apagará - There Is a Light That Never Goes Out,Unknown
Jennifer Love Hewitt,Cool with You,"pop, female vocalists, Cool with you, singer-songwriter, japan"
A Day To Remember,Sticks & Bricks,"post-hardcore, hardcore, metalcore, pop punk, emo"
"J. Cole,  JAY-Z",Mr. Nice Watch,"j cole, Hip-Hop, rap, 2011, jay-z"
Garbage,I Think I'm Paranoid,"rock, alternative rock, alternative, 90s, female vocalists"
KC & The Sunshine Band,Keep It Comin' Love,"Disco, 70s, pop, disco funk, dance"
Billie Holiday,On The Sunny Side Of The Street,"jazz, jazz vocal, female vocalists, i want back to the 40s, pj feelgood"
Brandy,(Everything I Do) I Do It for You,"cover, rnb, Brandy, female vocalists, 90s"
Bucky Covington,A Different World,"country, Bucky Covington, a different world, new country, American Idol"
Enigma,The Voice Of Enigma,"new age, ambient, enigma, chillout, electronic"
Jodeci,Come & Talk To Me,"JODECI, rnb, 90s, soul, slow jams"
Kenny Chesney,Don't Happen Twice,"country, Kenny Chesney, country rock, dont happen twice, heard on Pandora"
Lester Young,Blue Lester,"jazz, lester young, saxophone, bebop, swing"
Vic Damone,Let's Fall in Love,"easy listening, 50s, Soundtrack, jazz, jazz vocal"
The Black Dahlia Murder,What a Horrible Night to Have a Curse,"death metal, Melodic Death Metal, deathcore, metalcore, metal"
Binomio de Oro de América,Bañarte En Mis Sueños,"vallenato, spanish lyrics"
The Mamas & The Papas,Creeque Alley - Single Version,Unknown
Kidsongs,Up On The Housetop,Unknown
Dean Martin,Innamorata,"easy listening, oldies, swing, male vocalist, super"
Donny Hathaway,Jealous Guy - Live,Unknown
Led Zeppelin,Over the Hills and Far Away - Remaster,classic tracks
Joan Sebastian,Más Que A Ninguna,Unknown
Arlo Guthrie,Alice's Restaurant Massacree,"folk, folk rock, thanksgiving, 60s, singer-songwriter"
"Wolfgang Amadeus Mozart,  Joanna Borowska,  Priti Coles,  John Dickie,  Andrea Martin,  Peter Mikulas,  Rohangiz Yachmi,  Slovak Philharmonic Chorus,  Capella Istropolitana,  Johannes Wildner","Così fan tutte, K. 588: Overture",Unknown
"Max Romeo,  The Upsetters",War Ina Babylon,"reggae, roots reggae, roots, strings organs rubber wind, ska"
Kris Kristofferson,Sunday Morning Coming Down,"country, 70s, My Country, Kris Kristofferson, chillout"
Van Halen,I'm the One - 2015 Remaster,"hard rock, elsa jean, jessa rhodes, lana rhoades, nicolette shea"
The Sundays,Here's Where The Story Ends,"90s, female vocalists, indie, indie pop, alternative"
Ivy Queen,"Te He Querido, Te He Llorado","Reggaeton, Ivy Queen, Reggaeton Cassi, Te He Llorado, Te He Querido"
Link Wray & The Wraymen,Rumble,"tarantino, oldies, Rock and Roll, Soundtrack, 50s"
Marilyn Manson,Personal Jesus,"cover, industrial, metal, rock, industrial metal"
The Modern Lovers,Pablo Picasso,"proto-punk, punk, 70s, garage, pablo picasso"
Tiberio Y Sus Gatos Negros,Lagrimas de Escarcha,Unknown
Niagara,Quand la ville dort,"chanson francaise, pop, rock francais, so french, herz"
Grant Lee Buffalo,Fuzzy,"90s, rock, alternative, Mellow, folk"
White Noise Therapy,Flight to Amsterdam,Unknown
Kristinia DeBarge,Goodbye,"pop, kristinia debarge, dance, rnb, female vocalists"
"""Weird Al"" Yankovic","Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)","comedy, parody, rock, Nerd Rock, funny"
Jerry Vale,Mala Femmina,"male vocalists, Jerry Vale, oldies, crooner, nip tuck"
Eva Cassidy,Imagine,"cover, female vocalists, jazz, Eva Cassidy, folk"
Mark Wills,Don't Laugh At Me,"country, mark wills, I love this song, sad, modern country"
DMX,Intro,"dmx, rap, hip hop, Gangsta Rap, hardcore rap"
"Will Reagan,  United Pursuit",Nothing I Hold on to (Live),Unknown
Josh Groban,What Child Is This?,"christmas, Josh Groban, Classical, Mellow, male vocalist"
Kidsongs,Rudolph The Red-Nosed Reindeer,Unknown
"""Sinéad OConnor""",Mandinka,Unknown
"Dolly Parton,  Linda Ronstadt,  Emmylou Harris",Those Memories of You - 2015 Remaster,"1988, new traditionalist, late 80s country"
Usher,Can U Help Me,"rnb, Love, slow jams, Usher, contemporary rnb"
"Lupe Fiasco,  Nikki Jean",Hip-Hop Saved My Life (feat. Nikki Jean),"rap, Hip-Hop, chicago, lyricist, The Good Stuff"
Johnny Bond,Stars Of The Midnight Range,"fallout, country, fallout new vegas, western, Soundtrack"
Cobra Starship,Hot Mess,"dance, electropop, alternative, pop punk, synthpop"
"Memphis Bleek,  JAY-Z,  Missy Elliott,  Twista",Is That Your Chick (The Lost Verses),"rap, Hip-Hop, memphis bleek, Gangsta Rap, Is That Your Chick"
Jimi Hendrix,Manic Depression,"classic rock, rock, Psychedelic Rock, 60s, psychedelic"
Eddie Hazel,California Dreamin',"funk, p-funk, funkadelic, eddie hazel, soul"
Josh Groban,Silent Night,"christmas, Josh Groban, Classical, male vocalist, Christmas Music"
Brand New,Sowing Season (Yeah),"alternative, emo, rock, amazing, indie"
Fall Out Boy,Bang The Doldrums,"rock, pop punk, alternative, Fall Out Boy, emo"
Grupo Sonador,La Cumbia de la Cerveza,Unknown
Judy Collins,Both Sides Now,"folk, 60s, female vocalists, judy collins, joni mitchell cover"
Andy Williams,Can't Take My Eyes Off You,"oldies, easy listening, love songs, 60s, pop"
"Aventura,  Héctor Acosta ""El Torito""",My Voy - Live,Unknown
The Pretenders,Have Yourself A Merry Little Christmas,"christmas, xmas, pop, Tinsel, holiday"
Sting,I Saw Three Ships,"christmas, xmas, holiday, sting, rock"
Perry Como,(There's No Place Like) Home for the Holidays - 1959 Version,"christmas, holiday, Yule, holx, an old fashioned christmas"
Bettye Swann,Make Me Yours,"soul, female vocalists, Old School soul, classic, 60s"
In This Moment,Call Me,"cover, alternative metal, metal, heavy metal, metalcore"
Lucinda Williams,Righteously,"Alt-country, country, singer-songwriter, country rock, female vocalists"
Carrie Underwood,Do You Hear What I Hear,"christmas, country christmas, Christmas Music, female vocalists, christian christmas"
Tito Nieves,De Mí Enamórate,"latin, salsa"
Taj Mahal,Satisfied 'N' Tickled Too,"folk, blues, reggae, acoustic, DJ Mix"
The Beatles,Good Morning Good Morning - Remastered 2009,"Get up, sunny side up, rise and shine, flapjacks, good night good night"
Marilyn Manson,Mechanical Animals,"industrial, industrial metal, metal, rock, glam rock"
Rockabye Baby!,Yellow,"2015 gif, lullaby gif, cover of gif, rockabye baby gif"
"Sukhwinder Singh,  Alka Yagnik",Ramta Jogi,Unknown
Jason Boland & The Stragglers,Somewhere Down in Texas,"texas country, Red Dirt, chill, bad ass, country"
Daniel Tiger’s Neighborhood,"Goodnight, Daniel",Unknown
Nico,The Fairest Of The Seasons,"female vocalists, 60s, folk, alternative, singer-songwriter"
Raul Porchetto,Bailando en las Veredas,"Rock Argentino, rock en español, 1980s, maxi45, 80arg"
Totó La Momposina,El Pescador,"latin, Colombia, cumbia, dance, El Pescador"
Public Enemy,Rebel Without A Pause,"Hip-Hop, hip hop, rap, 80s, political"
The Rascals,A Beautiful Morning - Single Version,"oldies, R Artist"
KISS,God Of Thunder,"hard rock, rock, kiss, classic rock, glam rock"
South Park Mexican,Mary-Go-Round,"spm mary go round, spm, rap, gangsta, Mary-Go-Round"
Sigur Rós,Olsen olsen,"post-rock, ambient, icelandic, beautiful, alternative"
"""Mo Horizons""",Foto Viva,Unknown
Children Of Bodom,Hatebreeder,"Melodic Death Metal, Power metal, metal, death metal, children of bodom"
Charley Pride,Does My Ring Hurt Your Finger,"country, classic country, charley pride, 60s, Ballad"
Pink Floyd,Astronomy Domine,"Psychedelic Rock, Progressive rock, psychedelic, classic rock, rock"
"Kelis,  Too $hort",Bossy Featuring Too $hort (feat. Too $hort),Unknown
"Frédéric Chopin,  Janusz Olejniczak","Ballade No. 1 in G Minor, Op. 23","Classical, piano, Chopin, romantic, classical piano"
Los Toros Band,Mi Niña - Bachata Version,Unknown
