artists,name,genres
Bud Powell,Spring Is Here,"jazz, bebop, piano"
Lars Gullin,I Fall in Love Too Easily,"chillout, jazz, saxophone, bebop, Mellow"
Something For Kate,Whatever You Want,"australian, seen live, 7 of 10 stars, emwep - yell, emwep - nostalgia"
Cal Tjader,Mambo Macumba - Instrumental,Unknown
Strapping Young Lad,Skesis,"industrial metal, Extreme Metal, metal, death metal, Progressive metal"
Strapping Young Lad,Almost Again,"Progressive metal, industrial metal, metal, death metal, canada"
"Johann Strauss II,  Nikolaus Harnoncourt,  Wiener Philharmoniker","Kaiser Franz Joseph: I. Rettungs-Jubel-Marsch, Op. 126",Unknown
Sister Rosetta Tharpe,Beams Of Heaven,"soul, female vocalists, blues, 40s, Gospel  Religious"
"J.J. Johnson,  Kai Winding",No Moon at All,Unknown
"Mistah F.A.B.,  The Federation",Toe Up (feat. The Federation),Unknown
Miles Davis,Compulsion,"jazz, bebop, instrumental, Early Jazz, miles davis"
Thelonious Monk Quintet,I Should Care,Unknown
Rank 1,Top Gear [ASOT 229] - Original Mix,Unknown
Bud Powell,I Should Care,"jazz, piano, Hard Bop, bebop, jazz piano"
Miles Davis,Vierd Blues,"jazz, instrumental, trumpet, miles davis, 4 of 10 stars"
Gene Vincent & His Blue Caps,Peg O' My Heart,"rockabilly, 50s, classic rock, rock, blues"
Otis Rush,She's a Good 'Un,"blues, Chicago Blues, electric blues, otis rush, guitar"
Candido Camero,Mambo Inn,"conga solo, conga works"
Johnny Hartman,I Get a Kick out of You - 2014 Remastered Version,Unknown
"Dave Brubeck,  Jay & Kai",In Your Own Sweet Way (with Jay & Kai),Unknown
Strapping Young Lad,In the Rainy Season - Remastered,Unknown
Neil Sedaka,The Hungry Years - Live,Unknown
"Johann Sebastian Bach,  Glenn Gould","Goldberg Variations, BWV 988: Variation 28 a 2 Clav. - 1955 Version",Unknown
"Armin van Buuren,  Herman Brood",Saturday Night [ASOT 281] - Original Mix,Unknown
"Aly & Fila,  FKN,  Jahala",How Long [ASOT 332] - Original Mix,Unknown
"Hank Thompson,  Hank Thompson And His Brazos Valley Boys",I Saw My Mother's Name,Unknown
Conrad S.,Apologies [ASOT 332] - Original Mix,Unknown
Dave202,Louvre [ASOT 332] - Original Mix,Unknown
"Deems,  Aly & Fila",Tears Of Hope [ASOT 332] - Aly & Fila Remix,Unknown
"Armin van Buuren,  Rank 1,  Kush,  Cosmic Gate",This World Is Watching Me [ASOT 332] - Cosmic Gate Remix,Unknown
Armin van Buuren,A State Of Trance [ASOT 332] - Intro,Unknown
Bud Powell,The Last Time I Saw Paris,"jazz, piano, bop, bebop, jazz piano"
Dizzy Gillespie,They Can't Take That Away From Me,"jazz, trumpet, favorites, jazz fusion, bebop"
"Rosemary Clooney,  Duke Ellington",I Let a Song Go Out of My Heart (with Duke Ellington & His Orchestra),Unknown
Tito Puente,Four Beat Mambo,"instrumental, latin, fip, Latin-jazz, from vinyl to ipod"
"Lowell Hales,  Heidi Hazelton,  Kaste",Move Me [ASOT 281] - Kaste Remix,Unknown
"Alex M.O.R.P.H.,  Rank 1",Life Less Ordinary [ASOT 281] - Original Mix,Unknown
"Leon Bolier,  Supresa",Poseidon [ASOT 281] - Original Mix,Unknown
"Mr Sam,  Kirsty Hawkshaw,  Jonas Steur",Split [ASOT 281] - Jonas Steur Remix,Unknown
Jimmy Giuffre,The Sheepherder,Unknown
Bob Dorough,Devil May Care - 2012 Remastered Version,Unknown
Carmen McRae,Love Is Here To Stay,"jazz, jazz vocal, jazzy women, metal, electronic"
Tiësto,Adagio For Strings [ASOT 182] - Original Mix,Unknown
Roland Klinkenberg,Monday Groove [ASOT 182] - Original Mix,Unknown
Otis Rush,Checking on My Baby,"blues, Chicago Blues, electric blues, great, 50s"
"Richard Strauss,  Anton Dermota,  Wiener Philharmoniker,  Erich Kleiber","Der Rosenkavalier, Op.59 / Act 1: ""Di rigori armato il seno""",Unknown
Bakke & Ljunqvist,Fanatic [ASOT 182] - Original Mix,Unknown
Ella Fitzgerald,A Man Wrote A Song,ella fitzgerald
Pete Seeger,The Trail to Mexico,Unknown
Active Sight,Out Of Our Lives [ASOT 182] - Original Mix,Unknown
"Kurt Weill,  Lotte Lenya,  Wilhelm Brückner-Rüggeberg",Die sieben Todsünden: Prolog (Andante sostenuto),Unknown
"Ludwig van Beethoven,  Glenn Gould","Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1: II. Allegro molto e vivace",Unknown
Peggy Lee,"Oh, Didn't He Ramble","Soundtrack, 50s"
The Beta Band,Dogs Got a Bone,"british i like, rock, folk, indie rock, animals"
The Beta Band,Inner Meet Me,"psychedelic, indie, alternative, british i like, rock"
Kamelot,Milllennium,Unknown
"Howard Keel,  Jane Powell",When You're In Love - (Reprise) [Outtake],Error
EnMass,CQ [ASOT 182] - Original Mix,Unknown
Percy Faith & His Orchestra,Christians Awake!,Unknown
"Peter Martin,  Anthanasia",Perfect Wave [ASOT 182] - Original Mix,Unknown
Armin van Buuren,A State Of Trance [ASOT 182] - Intro,Unknown
Kenny Burrell,Blues For Skeeter,"blues, jazz guitar, jazz, loveit, paul chambers"
Herbie Nichols Trio,House Party Starting,jazz piano
Bossanova,Stonecold [ASOT 182] - Original Mix,Unknown
Otis Rush,Jump Sister Bessie,"blues, Chicago Blues, electric blues, electric chicago blues, Classic Blues"
Interstate,I Found You [ASOT 182] - Original Mix,Unknown
"Vadim Zhukov,  Robert Nickson",Exit [ASOT 182] - Robert Nickson Remix,Unknown
Dinah Washington,The Show Must Go On,"female vocalists, vocal jazz, jazz, Smooth Jazz, jazz female vocalists"
"Markus Schulz,  Elevation",Somewhere [ASOT 182] - Original Mix,Unknown
"Markus Schulz,  Elevation",Largo [ASOT 182] - Original Mix,Unknown
Marusha,Fear,"Darkcore, electronic"
"Johann Sebastian Bach,  Glenn Gould","Goldberg Variations, BWV 988: Variation 23 a 2 Clav. - 1955 Version",Unknown
Vic Damone,Time On My Hands (You In My Arms),Ballad
Odetta,Easy Rider,"blues, folk, jazz, female vocalists, singer-songwriter"
"St. John,  Locust,  ""Perry ONeil""",Mind Circles [ASOT 182] - Perry O'Neil Remix,Unknown
Mark Otten,Tranquility [ASOT 182] - Original Mix,Unknown
"Victor P. Young,  Frank Sinatra",Black - Remastered,Unknown
"Armin van Buuren,  Alexander Popov",Popcorn,Unknown
"Sylvia Rexach,  Tuti Umpierre",Tus Pasos,Unknown
Satanic Togas,2019 the Year Phunk Broke,egg punk
Cannonball Adderley,Straight No Chaser,straightnochaser
Doris Day,All I Do Is Dream of You,Unknown
Django Reinhardt,Mystery Pacific,"jazz, django, instrumental, intro, Awesome"
Django Reinhardt,Parfum,"django reinhardt, jazz, django, django sphere, django reinhardt-parfum"
"Thelonious Monk,  Clark Terry Quartet",Moonlight Fiesta,"jazz, playlist: moonstruck madness"
DOBERMAN INFINITY,THE NAME - LIVE TOUR 2018 DOGG YEAR 〜PARTY ON THE OFF ROAD〜,Unknown
Jean Ritchie,The Cuckoo - Another Version,under two minutes
Thelonious Monk Quartet,Misterioso,"jazz, piano, thelonious monk, again, misterioso"
Thelonious Monk,Criss Cross - Alternate Take / Remastered 1998,Unknown
"Mel Tormé,  Wally Stott & His Orchestra",I Guess I'll Have To Change My Plans,Unknown
Dean Martin,I Know A Dream When I See One,Unknown
Thelonious Monk,Carolina Moon - Remastered 1998 / Rudy Van Gelder Edition,Unknown
Bad Company,"Gone, Gone, Gone - 2019 Remaster",Unknown
Nelson Gonçalves,O Ultimo Tango,Unknown
Armin van Buuren,A State Of Trance Year Mix 2017 - Once Upon A Time - Intro,Unknown
"Ben Böhmer,  Fritz Kalkbrenner",Rye,Unknown
City Blues Connection,40 Years (Extended Version),Unknown
"Ludwig van Beethoven,  Arturo Toscanini,  NBC Symphony Orchestra","Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso","Classical, symphony, 1963, Ludwig van Beethoven, D minor"
Oscar Peterson,Isn't It Romantic,Unknown
"boerd,  Stella Explorer",Before We Drown,Unknown
"Pyotr Ilyich Tchaikovsky,  Mariss Jansons,  Wiener Philharmoniker","Dornröschen, Op. 66, Act I: No. 6 Walzer",Unknown
"Ella Fitzgerald,  ""Marty Paichs Dektette""",You're An Old Smoothie,"jazz, jazz vocals, jazz vocal, female vocalists, jazz fusion"
Barney Kessel,How Long Has This Been Going On?,"jazz guitar, jazz, easy listening, bebop, 50s"
Nat King Cole,Illusion,Unknown
The Prophet,The Lonesome Boatman,Unknown
Judy Garland,Do It Again,"female vocalist, vocal, pop, female vocalists, top"
Los Panchos,Sin Ti,"bolero, Boleros trios Los Panchos romanticos, trio, spanish, sad"
"The Thrillseekers,  he Thrillseekers presents Hydra",In These Arms (GDJB Year in Review 2017) - The Thrillseekers presents Hydra Remix,Unknown
B.B. King,Time To Say Goodbye,Unknown
"Josef Strauss,  Zubin Mehta,  Wiener Philharmoniker","Matrosen Polka, Op. 52",Unknown
Roy Haynes,Gone Again,Unknown
"Jerry Mengo,  Stéphane Grappelli,  Django Reinhardt,  Quintette du Hot Club de France","Sweet Sue, Just You",Unknown
Nina Simone,I Like the Sunrise,"jazz, soul, female vocalists, Love, vocal jazz"
"Ai Nam,  รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010)",สัญญาณไม่ดี(หรือหัวใจมีปัญหา),Unknown
"Django Reinhardt,  Grand Orchestre de Danse",Place de Brouckere,"jazz, gypsy jazz, swing, guitar, Like"
"Duke Ellington,  Mahalia Jackson",Part IV (with Mahalia Jackson) - (aka Come Sunday) [Alternate Take],Unknown
Club Deportivo Universidad Católica,Himno,Unknown
"Ann Corio,  Sonny Lester",Bumps & Grinds,Unknown
"Alfred Drake,  Richard Kiley,  Doretta Morrow,  Kismet Ensemble",Finale: Sands of Time,Unknown
Lyn Murray,Main Theme [From To Catch a Thief) (1955),Unknown
"Moon Boots,  Black Gatsby,  Alex Metric",Whisper In The Wind - Alex Metric Remix,Unknown
"Nikolai Rimsky-Korsakov,  George Szell,  Cleveland Orchestra","Capriccio Espagnol, Op. 34: IV. Scena e canto gitano",rimsky-korsakoff
Charlie Parker,I Didn't Know What Time It Was - live at St Nicholas Arena,Unknown
"Jerry Mengo,  Stéphane Grappelli,  Django Reinhardt,  Quintette du Hot Club de France",Gay Divorce: The Continental,Unknown
"Jody Wisternoff,  James Grant",Dapple,Unknown
Pérez Prado,Frenesi,"world, mexico, cuba, cuban, mambo"
Sonny Rollins,In The Chapel In The Moonlight,"jazz, jazz fusion, fip"
"Erik Satie,  Philippe Entremont",Relâche: Part II,Unknown
TIN TAN Y MARCELO,El Hijo Pródigo,Unknown
Martin Denny,Black Orchid,"easy listening, jazz, instrumental, fip, Songs I Own On Vinyl"
Pete Fountain,When It's Sleepy Time Down South,pete fountain
Pradeep Kumar,Aao Bachcho Tumhen Dikhayeh,Unknown
"Claude Debussy,  Eugene Ormandy,  Philadelphia Orchestra","Suite bergamasque, L. 75: III. Clair de lune (Arr. L. Caillet for Orchestra)",Unknown
"Pyotr Ilyich Tchaikovsky,  Gregor Piatigorsky","Piano Trio in A Minor, Op. 50: Pezzo elegiaco - Moderato assai",Unknown
Erroll Garner,When You're Smiling,"jazz, piano, jazz fusion, swing, fip"
"Henry Calvin,  Joan Diener,  Alfred Drake,  Kismet Ensemble",Gesticulate,Unknown
Hank Mobley,High And Flighty,"jazz, saxophone, bebop, Hard Bop, trumpet"
Martin Denny,Scimitar,Unknown
Lata Mangeshkar,Gairon Pe Karam,Unknown
B.B. King,Please Set A Date,Unknown
"Eduard Strauss,  Zubin Mehta,  Wiener Philharmoniker","Ohne Bremse, Polka schnell, Op. 238","polka, Eduard Strauss"
The Kingston Trio,The River Is Wide,Unknown
Sonny Boy Williamson II,Let Me Explain,blues
Feliciano Amaral,Pudesse Contar Toda Glória,Unknown
Quincy Jones,Jones' Bones,Unknown
Bunny Berigan,There'll Be Some Changes Made,Unknown
Christina Aguilar,อยากฟังคำนั้นตลอดไป,Unknown
"Georgette Heyer,  Brigitte Carlsen",Kapitel 118 - Die drei Ehen der Grand Sophy,Unknown
Miles Davis,The Serpent's Tooth - Take 2,Unknown
"George Frideric Handel,  Mormon Tabernacle Choir,  Philadelphia Orchestra,  Eugene Ormandy","Messiah, HWV 56: Overture",Unknown
"Juanita Hall,  Patrick Adiarte,  ""Salvatore DellIsola""",Chop Suey - Original Cast Recording,Unknown
Mitch Miller,Au Revoir Again,Unknown
"Alexander Scriabin,  Vladimir Horowitz","Prelude, Op. 59, No. 2: Sauvage, belliqueux - Remastered",Unknown
"Erik Satie,  Philippe Entremont,  Royal Philharmonic Orchestra",Parade: Suite au Prélude du rideau rouge,Unknown
Count Basie,Katy Do,Unknown
Tito Schipa,Torna A Surriento,Unknown
"Larry Blyden,  Miyoshi Umeki,  ""Salvatore DellIsola""",Don't Marry Me - Original Cast Recording,Unknown
"George Shearing Quintet,  Nancy Wilson",Lullaby Of Birdland,"jazz, instrumental, jazz fusion, 2 of 10 stars"
"Judy Garland,  Clinton Sundberg",Better Luck Next Time,Unknown
Sonny Boy Williamson II,Wake Up Baby,"folk, blues"
Nina Simone,"Theme from ""Middle of the Night""",late night
Conway Twitty,Handy Man,Unknown
Münir Nurettin Selçuk,Söyle Sevgili,"turkish, Turk Sanat Muzigi, TSM, new age, Istanbul"
Münir Nurettin Selçuk,Allı Yemeni,"turkish, gazel, turkish gazel"
"Stanley Turrentine,  The Three Sounds",I Want a Little Girl,"jazz, saxophone, jazz fusion, stanley, Stanley Turrentine"
Mukesh,Zinda Hoon Is Tarah,Unknown
Oscar Peterson,Over the Rainbow,"jazz, piano, Standards, Oscar Peterson, jimmy hendrix"
Cal Tjader,Cubano Chant - live,Unknown
"Richard Adler,  Jerry Ross,  Janis Paige,  John Raitt,  The Original Broadway Cast Of The Pajama Game",There Once Was a Man (Bonus Track),Unknown
"Louis Armstrong,  Billie Holiday,  Sy Oliver & His Orchestra",You Can't Lose A Broken Heart,"jazz, vocal jazz, swing, oldies, fip"
Lata Mangeshkar,Zulmi Sang Ankh Ladi Re,Unknown
Benny Goodman,Air Mail Special - live,Unknown
Tal Farlow,Love Nest,guitar
"Joan Diener,  Alfred Drake,  Lucy Andonian,  Kismet Ensemble",Rahadlakum,Unknown
Jimmy Smith,The Champ,"jazz, funk, swing, organ, jazz fusion"
Duke Ellington,Janet,"duke ellington, janet"
Les Baxter,Cairo Bazaar,"exotica, space age pop, jazzbeat a-go-go"
Thelonious Monk,Sixteen - Second Take / Remastered 2001 / Rudy Van Gelder Edition,Unknown
Oscar Peterson,Salute To Garner,"jazz, bebop"
Robert Goulet,The Story of a Starry Night,Unknown
Ferrante & Teicher,Little Dutch Mill,Unknown
Duke Ellington,Later,Unknown
"Gareth Emery,  Ashley Wallbridge",Amber Sun (CC652),Unknown
"Lauri Peters,  William Snowden,  Kathy Dunn,  Joseph Stewart,  Marilyn Rogers,  Mary Susan Locke,  Evanna Lien,  The Sound Of Music Ensemble","So Long, Farewell",Unknown
"Alexander Scriabin,  Vladimir Horowitz","2 Poèmes, Op. 69: No. 2 - Allegretto",Unknown
"Arabella Hong,  ""Salvatore DellIsola""","Love, Look Away - Original Cast Recording",Unknown
"Miles Davis,  Marcus Miller",Afterglow - 2015 Remaster,Unknown
Johnny Hartman,There's a Lull in My Life - 1997 Remaster,Unknown
"Benjamin Britten,  New York Philharmonic,  Leonard Bernstein","The Young Person's Guide to the Orchestra, Op. 34 (Variations and Fugue on a Theme of Purcell): Variation B (Oboes) -",Unknown
Paul Carrack,"Running Out of Time - Live at Liverpool Philharmonic Hall, 2004",Unknown
Paul Carrack,"If I Were You - Live at Liverpool Philharmonic Hall, 2004",Unknown
Paul Carrack,"Just a Little Lie - Live at Liverpool Philharmonic Hall, 2004",Unknown
"Georgette Heyer,  Brigitte Carlsen",Kapitel 84 - Die drei Ehen der Grand Sophy,Unknown
The Stanley Brothers,Ridin' That Midnight Train,Unknown
"เบนซ์-พริกไทย,  รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010)",หมดอารมณ์,Unknown
"ซันซายน์,  รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010)",ลับหลัง,Unknown
Vicente Celestino,O Ébrio,vicente celestino
Arthur Lyman,Harbor Lights,Unknown
Teddy Wilson,Hallelujah,Unknown
Harry Belafonte,Shenandoah,"folk, americana, vocal jazz, vocals, oldies"
"DJMashup,  J. Beebs",Where Are Ü Now,Unknown
"Sylvia Rexach,  Tuti Umpierre",Di Corazón,Unknown
Joe Roland,After You've Gone - 2013 Remastered Version,Unknown
Gloria Mann,Teenage Prayer,"oldies, rmf 50s"
Johnny Mathis,By Myself,Unknown
Cannonball Adderley,Edie McLin,Unknown
Marty Robbins,All The World Is Lonely Now,country
"Erik Satie,  Philippe Entremont,  Royal Philharmonic Orchestra",Parade: Final,Unknown
"ODESZA,  Lane 8",Bloom - Lane 8 Remix,"House, deep house"
"Thelonious Monk,  Clark Terry Quartet",One Foot In The Gutter,"jazz, palm court alley"
"Sylvia Rexach,  Tuti Umpierre",Mi Subconsciente de Amor,Unknown
Gerry Mulligan Quartet,Jeru,Unknown
"Richard Rodgers,  Oscar Hammerstein II",State Fair 1945: That's For Me Reprise,Unknown
Sebastian Yatra,Traicionera,"Reggaeton, Colombia, ni un pelo"
"Roy Orbison,  Alex Orbison,  Chuck Turner",Summer Love - Remastered 2015,Unknown
"Mikis Theodorakis,  Nicos",VII (Ta Kelia),Unknown
Oscar Peterson,What's New,"jazz piano, Oscar Peterson, the jazz of Wiesbaden"
Sammy Davis Jr.,"Ol' Man River - Live At Town Hall, New York/1958",Unknown
"""Original Cast Of Black Nativity""",Wasn't That A Mighty Day?,Unknown
"Edward Plumb,  Andres Chazarreta","Argentine Theme - From ""Gaucho Goofy""",Unknown
Miles Davis,Tomaas - 2015 Remaster,Unknown
Henry Mancini,High Time,Unknown
The Kingston Trio,Away Rio,"60s, folk"
Henry Mancini,"The Hills Of Yesterday (Love Theme From ""The Molly Maguires"")",Unknown
"India.Arie,  Joe Sample,  Tori Kelly",Favorite Time Of Year,Unknown
Benny Golson,Step Lightly,paul chambers
Kismet Ensemble,Bazaar of the Caravans,Unknown
George Shearing Quintet,Cuban Love Song,Unknown
Clifford Brown,Carvin' The Rock,"trumpet, jazz, Hard Bop, bebop, Jazzdeluxe"
Vicente Celestino,Saudade,Unknown
The Four Lads,Love Is A Many-Splendored,"50s, four lads"
"Georgette Heyer,  Brigitte Carlsen",Kapitel 119 - Die drei Ehen der Grand Sophy,Unknown
Bud Powell Trio,Hallelujah,"jazz, piano, jazz fusion, bebop, hallelujah"
Münir Nurettin Selçuk,Solgun Durma İsteklen,Unknown
Sarah Vaughan,Of Thee I Sing - Master Take,Unknown
"Frédéric Chopin,  Arthur Rubinstein","Mazurkas, Op. 17: No. 2 in E Minor",Unknown
Alberto Rabagliati,Tu Musica Divina,"swing, chill906, TMD"
The Flaming Lips,Bad Days - Aurally Excited Version; 2015 Remaster,Unknown
Daryl Hall & John Oates,Love You Like a Brother - 2015 Japanese Remaster,Unknown
"Neilson Taylor,  Stanley Black","I'm A Bad, Bad Man",Unknown
"Roy Orbison,  Alex Orbison,  Chuck Turner","I'm In A Blue, Blue Mood - Remastered 2015",oldies
Bill Monroe & His Blue Grass Boys,Shining Path,Unknown
Yusef Lateef,Passion,jazz fusion
"Robert Lenn,  Kathleen Carnes","Who Do You Love, I Hope?",Unknown
"Ray Middleton,  Annie Get Your Gun 1946 Original Broadway Male Chorus",My Defenses Are Down,title is a full sentence
John Coltrane,Lover Come Back To Me,"jazz, Hard Bop, saxophone, jazz fusion, heard on Pandora"
Theodore Bikel,Di Mame Iz Gegangen,Unknown
Dizzy Gillespie,Good Bait,"jazz, bebop, rustycanuckjazzgiants, trumpet, bebopgdchill"
Javier Solís,Copa de Vino,Unknown
Alan Lomax,Lord Lovell,"alan lomax, good ole homely country folk playing banjo yodeling, 1301fh, -k511fh"
Walter Brennan,Silent Night,Unknown
"Flavour,  รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010)",เพลงเพราะ เพราะเธอ,Unknown
Roy Haynes Quartet,Raoul,"jazz, jazz fusion, drum solo, jazzdrums, roy haynes 4 tet"
Croatia Squad,Be Good to Me - Original Mix,Unknown
Roy Haynes,Little Leona,Unknown
Sarah Vaughan,"Thanks For The Memory - Live At The London House, Chicago, 1958",Unknown
Arthur Lyman,Ke Kali Ne Au,Unknown
George Bruns,"Awakening - From ""Sleeping Beauty""/Score",Unknown
"Django Reinhardt,  Grand Orchestre de Danse",Django Rag,"blues, django"
Little Junior Parker,Feelin' Good,"male, blues, male vocalist, male vocalists, blue"
"Willie Nelson,  Johnny Cash,  Waylon Jennings & Kris Kristofferson",Desperados Waiting for a Train,Unknown
"Django Reinhardt,  Ivon Debie",Studio 24,jazz
The Silhouettes,Heading for the Poorhouse,Unknown
"""Flo Sandons""",Angeli Senza Cielo,Unknown
Oscar Peterson,Pick Yourself Up,"jazz, Oscar Peterson"
"Lata Mangeshkar,  Mohammed Rafi,  Shamshad Begum",Door Koi Gaaye,Unknown
Merle Travis,Barbara Allen,hotbest
The Chordettes,For Me and My Gal,Unknown
"Erik Satie,  Jennie Tourel,  George Reeves","Trois melodies: No. 3, Le chapelier",Unknown
Nat King Cole,Chantez Les Bas,Unknown
Oscar Peterson,Yesterdays,"jazz, Oscar Peterson"
Henry Mancini,Pie-In-the-Face Polka,"polka, instrumental, clown music, Soundtrack, folk"
Count Basie,The New Basie Blues,"jazz, instrumental, 50s, 1952, chaser i"
Lead Belly,Mr. Hitler,"History, folk, political, male vocalist, 40s"
Dean Martin,Blue Smoke (Kohu-Auwahi),"crooners, pop, easy listening, lounge, swing"
Dexter Gordon,Dexter's Riff,"jazz, saxophone, bebop"
Toshiko Akiyoshi,Toshiko's Blues,Unknown
Kenny Drew,My Beautiful Lady,Unknown
"Kismet Ensemble,  Lucy Andonian",Zubbediya / Samiris' Dance,Unknown
"Richard Rodgers,  Oscar Hammerstein II",State Fair 1945: It's A Grand Night For Singing Reprise,Unknown
Oscar Peterson,Fascinating Rhythm,"jazz, piano, bebop, cool jazz, gershwin"
"Roy Orbison,  Alex Orbison,  Chuck Turner",Too Soon To Know - Remastered 2015,Unknown
Arthur Lyman,Waikiki Serenade,"somafm, illstreet"
Walter Brennan,O Come All Ye Faithful,Unknown
Joe Roland,The Moon Got in My Eyes - 2013 Remastered Version,Unknown
Bread,Look What You've Done - 2015 Japan Remaster,Unknown
The Louvin Brothers,From Mother's Arms To Korea - Edit,Unknown
Gene Chandler,Nite Owl,Unknown
The Shells,What's in an Angel's Eyes,Unknown
"Roy Orbison,  Alex Orbison,  Chuck Turner","Here Comes The Rain, Baby - Remastered 2015",Unknown
"Roy Orbison,  Alex Orbison,  Chuck Turner",Breaking Up Is Breaking My Heart - Remastered 2015,oldies
Bread,Been Too Long on the Road - 2015 Japan Remaster,Unknown
Erroll Garner,Through A Long And Sleepless Night,jazz
"Roy Orbison,  Alex Orbison,  Chuck Turner","Whirlwind - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",Unknown
Freddy Cannon,Palisades Park,"oldies, 60s, nostalgia-inducing 60s-trip, 1962, Rock and Roll"
George Shearing,I Remember You,Unknown
"Django Reinhardt,  Ivon Debie",Blues en mineur,"jazz, Classical, swing, Awesome Guitar Jams, all time faves"
Warner Bros Studio Orchestra,Rick Confronts Ilsa and Laszlo,Unknown
"Charlie Parker,  Charles Mingus",If I Love Again,"bebop, jazz, saxophone, bird, saxomania"
015B,Murky Time,Unknown
Walter Brennan,Henry Had A Merry Christmas,Unknown
Erroll Garner,Frantonality,"jazz, classic jazz, piano1"
Johnny Smith Trio,When I Fall in Love - 2005 Remaster,Unknown
Nina Simone,Merry Mending,female vocalists
"Ludwig van Beethoven,  Leonard Bernstein,  New York Philharmonic,  Rudolf Serkin","Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso",Unknown
Max Roach,Jodie's Cha-Cha,"jazz fusion, cats under the stars"
Carlo Rustichelli,Divorzio 3,Unknown
"Georgette Heyer,  Brigitte Carlsen",Kapitel 102 - Die drei Ehen der Grand Sophy,Unknown
"Sergei Rachmaninoff,  Vladimir Horowitz","Prelude, Op. 23, No. 5, in G Minor",Unknown
"Ed Kenney,  Juanita Hall,  ""Salvatore DellIsola""",You Are Beautiful - Original Cast Recording,"musicals, musical, Broadway, Rodgers and Hammerstein"
"Alexander Scriabin,  Vladimir Horowitz","Prelude in G-Sharp Minor, Op. 22, No. 1: Andante - Remastered",Unknown
Barney Kessel,Barney's Blues,"jazz, jazz guitar, guitar, bebop, blues"
"Sylvia Rexach,  Tuti Umpierre",Nave Sin Rumbo,Unknown
Benny Goodman,Applause Until Encores - Live,Unknown
Gerry & The Pacemakers,It's Gonna Be Alright - Stereo; 2002 Remaster,Unknown
Duke Ellington,The New Black and Tan Fantasy: The New Black & Tan Fantasy,Unknown
Benny Goodman,If Dreams Come True - Live,Unknown
Duke Ellington,Crescendo In Blue,"jazz, swing, chill, dukedukeduke"
"Roy Orbison,  Alex Orbison,  Chuck Turner","The Fastest Guitar Alive - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",Unknown
Benny Goodman,Applause; Benny Goodman's 'No Encore' Announcement - Live,Unknown
