artists,name,genres
Glen Campbell,Catch The Wind - Remastered 2001,Unknown
Harry Nilsson,1941,"harry nilsson, rock, oldies, pop, chamber pop"
"Traditional,  The Philadelphia Brass Ensemble","Bring a Torch, Jeannette, Isabella",Unknown
Country Joe & The Fish,Section 43,"Psychedelic Rock, instrumental, 60s, psychedelic, trippy"
Wes Montgomery,California Nights,"jazz, chillout, electronic, cool jazz, natt og dag"
The Beach Boys,I Was Made To Love Her - Remastered 2001,Unknown
Bee Gees,Every Christian Lion Hearted Man Will Show You,"60s, psychedelic, pop, Morose Deep dilate Crimson, weird"
Beverly Glenn-Copeland,Let Us Dance,Unknown
Nina Simone,I Loves You Porgy,"jazz, female vocalists, vocal jazz, nina simone, blues"
Los Panchos,Caminemos - Remasterizado,Unknown
Conjunto Primavera,Demasiado Tarde,Unknown
The Jacksons,Off the Wall - Live from the 1981 U.S. Tour,Unknown
Dennis Brown,If I Follow My Heart,"reggae, lion, lekker ska, Attic Reggae Lovers"
The System,Don't Disturb This Groove - Vocal Remix,Unknown
Randy Travis,The Truth Is Lyin' Next to You,"country, Ballad, new traditionalist, title is declarative, late 80s country"
Carman,Lazarus Come Forth,"christian, All, gospel, explosive diarrhea, dulukk"
Donovan,Sand And Foam,"folk, singer-songwriter, 60s, folk rock, donovan"
Ella Fitzgerald,"Sleep, My Little Jesus - Remastered",Unknown
Steve Winwood,Don't You Know What The Night Can Do?,"80s, classic rock, singer-songwriter, 1988, rock"
Rosemary Clooney,This Ole House - Single Version,"country, oldies"
"Rosemary Clooney,  ""Harry James & Harry James Orchestra""","In the Cool, Cool, Cool of the Evening (with Harry James & Harry James' Orchestra)",jazz fusion
Conflict,Mighty and Superior,"punk, hardcore punk, mas"
Harold Budd,Ice Floes In Eden,"ambient, contemporary classical, ambient piano, piano, cinematic"
The Bangles,September Gurls,"cover, pop, 80s, red shoes ecstasy, big star cover"
New Order,"Touched by the Hand of God - 12"" Version",Unknown
"Bob James,  David Sanborn",Never Enough,Bob James
Ratt,City to City,"hard rock, rock, hair metal, 80s, Glam Metal"
Pretenders,Back on the Chain Gang,"80s, rock, female vocalists, new wave, classic rock"
"Eric B. & Rakim,  The Coldcut Crew",Paid In Full,"Hip-Hop, old school, hip hop, 80s, rap"
Metallica,Crash Course In Brain Surgery (Remastered),Unknown
Prince,Slow Love - 2020 Remaster,"rock, soul, funk, male vocalists"
The Cure,Torture - 2006 Remaster,Unknown
The Beach Boys,Wonderful - Remastered 2001,Unknown
The Byrds,Renaissance Fair - Single Version,Unknown
New Order,Broken Promise,"new wave, 80s, post-punk, electronic, alternative"
New Order,Way of Life,"new wave, 80s, alternative, dance, post-punk"
Eazy-E,Boyz-N-The-Hood - Remix;Edited,Unknown
Stevie Nicks,Some Become Strangers,"rock, 80s, classic rock, female vocalists, album rock"
Ziggy Marley & The Melody Makers,Give A Little Love,"reggae, feel good, summer, Mellow, party"
Suicidal Tendencies,Controlled By Hatred,"crossover, metal, punk, crossover thrash, heavy metal"
Bauhaus,In Fear of Fear,"post-punk, Gothic, Gothic Rock, goth, 80s"
The Cure,The Perfect Girl - 2006 Remaster,Unknown
McCoy Tyner,Blues On The Corner,"jazz, piano, jazz piano, McCoy Tyner, McCoy Standard"
Bob Dylan,Heart of Mine,"folk, 60s-70s, sad, folk rock, Dylan"
Violent Femmes,No Killing,"rock, GI joe does not approve, alternative, yes no maybe, darktuscany dark desert"
John Michael Talbot,Our God Reigns,Unknown
Stevie Nicks,Sister Honey,"rock, 80s, female vocalists, pop, singer-songwriter"
Cocteau Twins,From the Flagstones,"ethereal, 80s, dream pop, Titanium Salvia Lapis Lazuli, 4ad"
The Cramps,The Hot Pearl Snatch,"psychobilly, rockabilly, rock, punk rock, 80s"
Great White,Move It,"hard rock, 80s, heavy metal, metal, rock"
Killing Time,Brightside,nyhc
The Cramps,People Ain't No Good,"psychobilly, The Cramps, Garage Rock, punk rock, friendsofthekingofrummelpop"
Bette Midler,I've Still Got My Health,"female vocalists, Bette Midler, jazz, jazzy, Soundtrack"
KISS,Torpedo Girl,"hard rock, classic rock, Ace Frehley, 80s, glam rock"
XTC,Ballet For A Rainy Day - Remastered 2001,Unknown
Bill Evans,I'm All Smiles,"jazz, 1970, 90 bpm, 130 bpm"
Tanya Tucker,One Love At A Time,"country, hestejazz og lassopop, 80s, country pop, country folk"
Dead Kennedys,Lie Detector,"punk, hardcore punk, punk rock, indie, Old School Punk"
Louis Armstrong,There Must Be A Way,"jazz, romantic, jazz vocal, trumpet, swing"
Deul Guk Hwa,매일 그대와,Unknown
"Megadeth,  Bill Kennedy",Last Rites / Loved to Deth - Demo,Unknown
Winger,Without the Night,"hard rock, 80s, classic rock, heavy metal, metal"
Mötley Crüe,Home Sweet Home - Instrumental,Unknown
"Philip Glass,  Kronos Quartet,  Michael Riesman","KYOKO'S HOUSE (""stage blood is not enough"")","new age, Soundtracks"
Scorpions,No One Like You - Live,Unknown
Nitty Gritty Dirt Band,Little Mountain Church House,Unknown
"MGM Studio Orchestra,  MGM Studio Chorus",Munchkinland,Unknown
"Bert Lahr,  Ray Bolger,  Jack Haley,  Judy Garland",If I Only Had The Nerve,"30s, Soundtrack, american, musical, movie"
"Bob Dylan,  Grateful Dead","Knockin' on Heaven's Door - Live at Anaheim Stadium, Anaheim, CA - July 1987",Unknown
Dag Nasty,Under Your Influence,"punk, alternative rock, emo, alternative, punk rock"
Joan Jett & The Blackhearts,Shout,"cover, rock, 80s, rock n roll, classic rock"
Duran Duran,Fame - 2010 Remaster,Unknown
La Solucion,Una Cañita Al Aire,Unknown
Paul McCartney,Secret Friend - Full Length Version / Remastered 2011,Unknown
Airplay,After the Love Is Gone,"AOR, melodic rock, soft rock, yacht rock, rock"
Gorilla Biscuits,Forgotten,"hardcore, nyhc, hardcore punk, SxE, punk"
The Cramps,God Damn Rock 'N' Roll,"80s, punk rock, punk, psychobilly, rock n roll"
"Philip Glass,  Kronos Quartet,  Michael Riesman","RUNAWAY HORSES (""poetry written with a splash of blood"")","Classical, minimal, contemporary classical, Soundtrack, Love"
"Pyotr Ilyich Tchaikovsky,  Orchestra of the Royal Opera House,  Covent Garden,  Mark Ermler","Swan Lake, Op. 20: No. 2 Valse",Unknown
Mötley Crüe,Tommy's Drum Piece From Cherokee Studios,hard rock
"Bruce Hornsby,  The Range",The Road Not Taken,"Jazz piano greats, quality pop music, piano greats, jazz singer greats, road taken"
John Cafferty & the Beaver Brown Band,Open Road,"Soundtrack, rock, eddie wilson and the cruisers, Eddie cruisers"
Slaughter,Mad About You - Remastered 2003,Unknown
Joyce Kennedy,Didn't I Tell You,"Soundtrack, pop, 80s, the breakfast club, 80s movie soundtrack"
Tom Waits,'Til The Money Runs Out,"blues, singer-songwriter, rock, Tom Waits, folk"
The Clash,Living In Fame - Remastered,Unknown
Galy Galiano,Amor No Me Olvides,Unknown
"Pyotr Ilyich Tchaikovsky,  Orchestra of the Royal Opera House,  Covent Garden,  Mark Ermler","Swan Lake, Op. 20: No. 5. Pas de Deux: Tempo Di Valse",Unknown
Vince DiCola,Moon Base 2 - Shuttle Launch,"Soundtracks, transformers, favorite OST, VDC"
Ratt,I Want to Love You Tonight,"hard rock, hair metal, Glam Metal, classic rock, heavy metal"
"Wolfgang Amadeus Mozart,  András Schiff","Piano Sonata No.13 in B flat, K.333: 3. Allegretto grazioso",Unknown
Peter Cetera,Livin' in the Limelight,"classic rock, rock, 80s, hard rock, 1981"
Faster Pussycat,Where There's a Whip There's a Way,"rock, 80s, hard rock, hair metal, glam rock"
Johnny Ventura y su Combo,Navidad Sin Ti,"spanish, christmas, Navidad"
Gilbert Bécaud,Salut les copains,"francais, SLC"
"Vincenzo Bellini,  Maria Callas,  Coro Del Teatro Alla Scala Di Milano,  Dino Olivieri,  Orchestra Del Teatro Alla Scala,  Milano,  Tullio Serafin,  Vittore Veneziani","Bellini: Norma, Act 1: Casta diva (Norma, Chorus)",Unknown
"Sergei Prokofiev,  Gérard Philipe,  ""Orchestre Symphonique De lU.R.S.S"",  Guennadi Rojdestvenski",Pierre et le Loup,"modern classical, Sergei Prokofiev"
John Doan,God Rest Ye Merry Gentlemen,chillout
Ricky Van Shelton,Wild Man,"country, classic country, 1992, my favorite, rockabilly"
Billy Joel,Temptation,"80s, rock, singer-songwriter, piano, pop"
"Roberta Flack,  Donny Hathaway",Don't Make Me Wait Too Long (feat. Donny Hathaway),Unknown
Hüsker Dü,I Apologize,"punk, alternative, 80s, hardcore, Minneapolis"
Yma Sumac,Ataypura!,Unknown
La Sonora Santanera,El Ladrón,Unknown
"Camille Saint-Saëns,  Julian Lloyd Webber,  English Chamber Orchestra,  Nicholas Cleobury","Le Carnaval des Animaux, R. 125: Le Cygne (Arr. Palmer)",Unknown
Broken Bones,Decapitated,"punk rock, friendsofthekingofrummelpop, punk, street punk, hardcore punk"
Blind Willie Johnson,John the Revelator,"blues, gospel, delta blues, Classic Blues, blind willie johnson"
The Association,Time for Livin',"60s, pop, oldies, easy listening, sunshine pop"
Traffic,Pearly Queen,"rock, classic rock, 60s, psychedelic, Psychedelic Rock"
"Johnny Cash,  The Statler Brothers","How Great Thou Art - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Unknown
The Cars,I Refuse,"80s, new wave, rock, classic rock, 1984"
Johnny Horton,When It's Springtime in Alaska (It's Forty Below),"country, ballads, rockabilly, 50s, folk"
The Mermen,Ocean Beach,"instrumental, Surf, loved, ocean beach, lovedbybeyondwithin"
"Pyotr Ilyich Tchaikovsky,  Orchestra of the Royal Opera House,  Covent Garden,  Mark Ermler","Swan Lake, Op. 20: Op. 20: Act IV No. 29, Scène Finale",Unknown
Bonnie Raitt,Too Soon To Tell,"blues, rock, female vocalists, classic rock, country"
The Replacements,Seen Your Video,"rock, alternative, post-punk, alternative rock, 80s"
Yellowman,Mi Believe/Summer Holiday,Unknown
Mannheim Steamroller,God Rest Ye Merry Gentlemen - Rock,Unknown
The Replacements,Black Diamond,"cover, kiss cover, alternative rock, alternative, rock"
Steve Roach,Reflections in Suspension,"ambient, chillout, Meditation, electronic, beautiful"
Julio Iglesias,"Si, Madame",julio iglesias
The Exploited,Cop Cars,"punk, hardcore punk, The Exploited, punk rock, hardcore"
Frankie Ruiz,Amantes De Otro Tiempo,"salsa, plaza"
Noize,ให้โอกาส,Unknown
秋元薫,Two Call,Unknown
Ricky Van Shelton,After The Lights Go Out,"country, cover, 90s, Ballad, 1992"
Los Leones Del Norte,La Muerte De Un Federal,Unknown
Violent Femmes,Black Girls,"alternative, 80s, rock, punk, post-punk"
Peter and the Test Tube Babies,Pissed Punks (Go for It),"punk, 80s, british, pop punk, street punk"
Carlos Santana,Mudbone,"rock, santana, latin, blues, lounge"
Motörhead,Marching Off to War,"heavy metal, hard rock, Motorhead, metal, Brutal Legend"
"Bob Dylan,  Grateful Dead","Slow Train - Live at Sullivan Stadium, Foxborough, MA - July 1987",Unknown
"Twice As Much,  Vashti",The Coldest Night of the Year (Stereo Version),Unknown
Nina Simone,Ain't No Use,"jazz, blues, nina simone, TheJazzCafeLovedTracks C, vocal"
Herb Alpert & The Tijuana Brass,Slick,"instrumental, easy listening, trumpet, hot barbecue"
The Ventures,Grazing In The Grass,Unknown
The Replacements,Achin' to Be - 2008 Remaster,Unknown
Merle Travis,Nine Pound Hammer,"country, guitar, folk, bluegrass, gospel"
Echo & the Bunnymen,Heads Will Roll,"post-punk, 80s, rock, alternative, new wave"
The Clash,Kingston Advice - Remastered,Unknown
The Clash,Junkie Slip - Remastered,Unknown
Rush,Hand Over Fist - 2004 Remaster,Unknown
Robert Palmer,You Are In My System,"80s, robert palmer, 1983, pop, rock"
Adam Ant,Puss 'n Boots,"80s, new wave, pop rock, post-punk, new romantic"
"Johann Sebastian Bach,  Yo-Yo Ma,  Ton Koopman,  Amsterdam Baroque Orchestra","Ich ruf' zu dir, Herr Jesu Christ, BWV 639","baroque, organ, Bach, ocean, Johann Sebastian Bach"
Y&T,Midnight In Tokyo,"rock, heavy metal, metal, hard rock, 80's"
Johnny Horton,When It's Springtime In Alaska (It's Forty Below),"country, ballads, rockabilly, 50s, folk"
Bob Dylan,Saved,"folk, gospel, Dylan, great song, worship"
Aretha Franklin,United Together,"pop, soul, 80s, 1980, USA"
Diana Ross,Love Hangover - Extended Alternate Version,Unknown
The Staple Singers,Long Walk To D.C.,"soul, stax, sic transit, 1968, gdchills60s"
"George Frideric Handel,  The Monteverdi Choir,  English Baroque Soloists,  John Eliot Gardiner","Messiah, HWV 56 / Pt. 3: 49. Chorus: But thanks be to God",Unknown
"Billie Holiday,  Teddy Wilson",Mean to Me (with Teddy Wilson & His Orchestra) - Take 1,Unknown
Robert Johnson,Stones In My Passway,"blues, delta blues, acoustic blues, old school blues, Robert Johnson"
Robert Johnson,When You Got a Good Friend,"blues, delta blues, acoustic blues, guitar, 30s"
Taylor Dayne,Heart of Stone,"80s, pop, female vocalists, Ballad, 1990"
Ingmar Nordströms,Flashdance... vilken känsla,Unknown
Yes,It Can Happen - Cinema Version,Unknown
DJ Magic Mike,The Booty Dub,Unknown
"Frédéric Chopin,  Arthur Rubinstein","Nocturnes, Op. 15: No. 2 in F-Sharp Major",Unknown
Dr. John,Danse Fambeaux,"blues, New Orleans, jazz, funky, Dr John"
Dr. John,Jump Sturdy,"blues, New Orleans, 60s, funk, Dr John"
"Stanley Holloway,  Gordon Dilworth,  Rod McLennan,  David Thomas,  My Fair Lady Ensemble",With a Little Bit of Luck,"musical, fun, Musical theatre, Musical Comedy, classic track"
"S. Kiyotaka & Omega Tribe,  Kiyotaka Sugiyama",Light Morning,Unknown
Quiet Riot,Thunderbird,"hard rock, heavy metal, metal, rock ballads, 80s"
Robert Johnson,If I Had Possession Over Judgement Day,"blues, delta blues, Robert Johnson, 30s, Classic Blues"
The Silos,I'm Over You,Unknown
"""Kid N Play""","Kid Vs. Play (The Battle) - From ""House Party"" Soundtrack",Unknown
Steven Curtis Chapman,For The Sake Of The Call,"christian, Awesome, choir, Searching, heard on Pandora"
Y&T,Lonely Side Of Town,"hard rock, classic rock, heavy metal, 80's rock"
Stevie Wonder,The Secret Life Of Plants,"soul, Stevie Wonder, baroque, 70s, funk"
Vince Guaraldi Trio,Samba De Orpheus,"jazz, piano, cool jazz, instrumental, christmas"
Naked Eyes,When the Lights Go Out,"new wave, synthpop, 1983, 80s, pop"
Rex Harrison,Why Can't the English?,"musicals, Soundtrack"
"Béla Fleck,  Sam Bush,  Jerry Douglas,  Stuart Duncan,  ""Mark OConnor"",  Tony Rice,  Mark Schatz",Up And Around The Bend,"bluegrass, folk, mother american night"
Bernadette Peters,Lament,Unknown
Donovan,Remember the Alamo,"folk, singer-songwriter, british, 60s, cover"
George Carlin,Offensive Language,"comedy, stand-up, comedy favorites, untaggedhome"
LA INDIA,Dancing on the Fire,groove
Duke Ellington,Toot Toot Tootie Toot (Dance of the Reed-Pipes),"Porieux-loved, christmas, christmas jazz"
Lalah Hathaway,Heaven Knows,"Lalah hathaway, soul, female vocalists, 90s, smooth"
The Whispers,My Heart Your Heart,"soul, old school classic, Black male vocalists, 70s, ambient"
The Winans,A Friend,"gospel, worship"
"Malcolm McLaren,  ""The Worlds Famous Supreme Team""",World's Famous,"alternative, easy listening, Hip-Hop, electronic, electronica"
Liberación,El Desfile,Unknown
Gwar,Maggots,"thrash metal, rock, metal, punk, hardcore"
Partners In Kryme,Turtle Power,"rap, 80s, groovy, brilliant, uk number one"
The Staple Singers,Got To Be Some Changes Made,"soul, Soundtrack, pop, female vocalists, catchy"
Jackson C. Frank,Marlene - 2001 Remaster,Unknown
Gerardo Reyes,No Cuento Contigo,Unknown
Margo Guryan,Sun,"psychedelic pop, sunshine pop, summer, pop, 60s"
The Beach Boys,Busy Doin' Nothin' - Remastered 2001,"chill, Bossa Nova, 60s"
Vice Squad,Stand Strong Stand Proud,"punk, punk rock, Punk 77, street punk, 80s punk"
Discharge,Drunk with Power,"d-beat, hardcore punk, punk, Crust, dis-core"
Too $hort,Nobody Does It Better,"Hip-Hop, old school rap, West Coast Rap, too short, Bay Area"
Yasuaki Shimizu,Semi Tori No Hi,"electronic, post-revolutionary pop song, bollocks, Avantgarde Pop, baby noises"
UB40,Here I Am / Small Axe (Come And Take Me),Unknown
Los Bondadosos,Amigos y Rivales,Unknown
Los Bondadosos,Dejame Rehacer Mi Vida,Unknown
Oingo Boingo,When The Lights Go Out,"new wave, 80s, rock, alternative, dance"
Primus,Hello Skinny/Constantinople,"cover, Experimental Rock, funk metal, alternative metal, rock"
Patti LaBelle,This Christmas,"christmas, Christmas Songs, Christmas tag, pop, female vocalists"
"Wolfgang Amadeus Mozart,  András Schiff","Fantasia in C minor, K.475: Andantino",Unknown
Elvis Presley,Home Is Where the Heart Is,"oldies, pop, 60s, catchy, 60's"
"The New Yorkers,  Wilmouth Houdini,  Eileen Barton","If I Knew You Were Comin', I'd've Baked a Cake",Unknown
UFO,Flying - Remastered,Unknown
Van Morrison,Slim Slow Slider - 2015 Remaster,Unknown
Traffic,(Roamin' Thro' The Gloamin' With) 40.000 Headman,"Morose Deep dilate Crimson, steve winwood, lovedbybeyondwithin, rock, Progressive rock"
The Cover Girls,My Heart Skips A Beat,"freestyle, 80s, pop, female vocalists, dance"
Peter Gabriel,The Feeling Begins,"Soundtrack, instrumental, Peter Gabriel, world, Progressive rock"
Kate Bush,Rocket's Tail (For Rocket),Unknown
Don Carlos,Hog And Goat,"reggae, roots, fip, jah, roots reggae"
Cabaret Voltaire,"Nag, Nag, Nag","minimal synth, industrial, electronic, 80s, dance"
Indigo Girls,Southland In The Springtime,"folk rock, female vocalists, american, rock, folk"
The Whispers,You Are The One,"wonderful, stepping, whispers, rhythum and blues tag, DJPMan-loved-tracks"
Abrasive Wheels,Vicious Circle,"punk rock, street punk, punk, UK Punk, five"
Rupert Holmes,Partners In Crime,"west coast, 70s, Love, soft rock, funk"
DINO,Summergirls,Unknown
Kate Bush,Deeper Understanding,"80s, alternative, female vocalists, singer-songwriter, pop"
John Prine,Illegal Smile - Live,Unknown
The Cleaners From Venus,Tukani (Monday Is Grey),"dub, Lo-Fi, new wave, jangle pop, depression"
Davy Graham,Angi,"guitar, folk, acoustic, instrumental, davy graham"
Harry Nilsson,Good Old Desk,"singer-songwriter, chamber pop, male vocal, intellipop, classic rock"
Michael Chapman,Kodak Ghosts,"Harvest Festival, classic quality"
Judy Garland,Life Is Just A Bowl Of Cherries,"pop, female vocalists, easy listening, musicals, oldies"
Dean Martin,(Remember Me) I'm the One Who Loves You,"oldies, dino, Dean Martin, its all about love, oldies peppermint"
Buddy Holly,I Gambled My Heart,"oldies, country, 50s, buddy holly, honky-tonk"
Donovan,Goldwatch Blues,"folk, 30 Strand Grass, Titanium Salvia Lapis Lazuli, 60s, cover"
The Beach Boys,Meant For You - Remastered 2001,Unknown
Miles Davis,Fall,"jazz, trumpet, miles davis, gimme sum friends02, instrumental"
"Johnny Cash,  Carl Perkins","Blue Suede Shoes - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Unknown
Varg Skriker,Eo Kanpa Nu,Unknown
Bruce Dickinson,All the Young Dudes,"heavy metal, cover, hard rock, rock, bruce dickinson"
Bruce Dickinson,Tattooed Millionaire,"heavy metal, metal, bruce dickinson, hard rock, rock"
Anri,Flash Back Memories,"japanese, cinematic, j-pop, city pop, the movie ends"
Billie Holiday,I Cried For You,"jazz, female vocalists, blues, vocal jazz, jazz vocal"
Bauhaus,Small Talk Stinks,"post-punk, Gothic Rock, goth, Gothic, 80s"
Ella Fitzgerald,It's DeLovely,"jazz, weallgetold, title is declarative"
Sam Rivers,Beatrice,"jazz, free jazz, bebop, Sam Rivers, saxophone"
The Kinks,See My Friends,"classic rock, rock, 60s, british, psychedelic"
Dean Martin,In the Chapel in the Moonlight,"oldies, easy listening, jazz, Dean Martin, jazzyscrooners"
XTC,Runaways - 2001 Remaster,Unknown
John Denver,Seasons of the Heart,"country, John Denver, singer-songwriter, folk, Seasons of the Heart"
XTC,Jason And The Argonauts - 2001 Remaster,Unknown
Will Downing,I Go Crazy,"jazz, sexy, TheJazzCafeLovedTracks C, soul, will downing"
Grupo Vennus,Vida Mia,Unknown
"Georges Bizet,  Nicolai Gedda,  Georges Prêtre,  ""Orchestre du Théâtre National de lOpéra Paris"",  ""Orchestre de lOpéra National de Paris"",  Paris Opera Orchestra","Carmen (1997 - Remaster), Act I: Avec la garde montante",Unknown
José Alfredo Jimenez,Tu Recuerdo y Yo,Tu Recuerdo y Yo by Jose Alfredo Jimenez
Electric Boys,All Lips 'n' Hips,Unknown
Javier Solís,Cuando Calienta el Sol,Unknown
"Arthur Rubinstein,  Alfred Wallenstein","Concerto No. 23 for Piano and Orchestra, K.488 in A: Andante",BC pianists
"Frank Sinatra,  Axel Stordahl Orchestra",You Go to My Head - Remastered,Unknown
"Lata Mangeshkar,  Mukesh",Sawan Ka Mahina,Unknown
"Frédéric Chopin,  Arthur Rubinstein","Nocturnes, Op. 48: No. 1 in C Minor",Unknown
Metallica,Seek & Destroy (Live - Seattle '89),Unknown
"Giuseppe Verdi,  Luciano Pavarotti,  Orchestra Del Teatro Alla Scala,  Milano,  Lorin Maazel","Aida / Act 1: ""Se quel guerrier io fossi!..Celeste Aida""",Unknown
Townes Van Zandt,Kathleen,"singer-songwriter, folk, americana, country, Townes van Zandt"
The Rolling Stones,I Can't Be Satisfied,"classic rock, rock, blues, cover, blues rock"
Carl Belew,Am I That Easy to Forget,"country, classic country, oldies, male vocalists, original singer"
"The New Life Community Choir,  John P. Kee",He'll Welcome Me (feat. John P. Kee),Unknown
Blitz,We Are The Boys,"Oi, punk, street punk, Punk 77, punk rock"
Gipsy Kings,El Camino,"spanish, latin, Gypsy, Flamenco, gypsi"
Jodeci,X's We Share,"new jack swing, soul, rnb, 90s, r n b"
Harry Belafonte,Star-O,"calypso, chill, Bossa Nova, Love, epic"
Manfred Mann,"If You Gotta Go, Go Now - 2007 Remaster","rock, oldies"
The Rolling Stones,Blue Turns To Grey,"classic rock, rock, 60s, the rolling stones, folk"
Grateful Dead,"Death Don't Have No Mercy - Live at the Fillmore West San Francisco, 1969; 2001 Remaster",Unknown
"Franz Schubert,  Chamber Orchestra of Europe,  Claudio Abbado","Symphony No.5 In B Flat, D.485: 2. Andante con moto",Unknown
Marmalade,"Ob-La-Di, Ob-La-Da","60s, pop, oldies, classic rock, rock"
Chet Atkins,Yakety Axe,"country, guitar, instrumental, chet atkins, MetroHadriani Loves this music"
Ani DiFranco,Talk to Me Now,"female vocalists, acoustic, folk, singer-songwriter, indie"
"Johann Strauss II,  Andris Nelsons,  Wiener Philharmoniker","Freuet euch des Lebens, Walzer, Op. 340",Unknown
"Josef Strauss,  Andris Nelsons,  Wiener Philharmoniker","Cupido, Polka française, Op. 81",Unknown
Wings,Winter Rose/Love Awake - Remastered 1993,Unknown
