track_id,track_name,artist_name,new_popularity_2025,album,popularity_2024,duration_ms,explicit,release_date,af_danceability,af_energy,af_key,af_loudness,af_mode,af_speechiness,af_acousticness,af_instrumentalness,af_liveness,af_valence,af_tempo,genres
3jmEsXBxrm4aKu2hC0TaAy,F**k U,Kailee Morgue,39,F**k U,42,184500,True,2018-04-27,0.829,0.366,8,-7.805,0,0.248,0.528,1.86e-06,0.0944,0.233,81.984,2018 single
3hCR6xOgdAJPwcMu3JTRKZ,Volver a Amarte,Fran Sfeir,0,Volver a Amarte,0,187611,False,2018-04-27,0.628,0.484,9,-6.08,1,0.0268,0.346,0.0,0.24,0.399,100.898,Unknown
6LzpMl0z2lohxdOG7XMVqJ,Doce Vientos,TELEBIT,0,Doce Vientos - Acústico,0,299349,False,2016,0.616,0.854,5,-4.378,0,0.027,0.0381,0.038,0.415,0.345,100.048,Unknown
383tRHxXD4SQhbgfeQlqgz,Mi Vida en Tus Ojos,The Castles,29,Mi Vida en Tus Ojos,32,205221,False,2018-04-06,0.615,0.777,6,-5.691,1,0.0589,0.127,0.0,0.052,0.745,159.991,Unknown
7B3ZEZVZXBWnOk7hz1LIwG,Think Twice,Project North,0,Think Twice,0,163764,False,2018-04-27,0.414,0.744,2,-6.347,1,0.24,0.0763,0.0,0.095,0.126,81.503,Unknown
1zuJ3hmnYZKapCXFTnnQsA,Amigos Especiales,Blindaje 10,0,Amigos Especiales,0,252656,False,2009,0.517,0.924,7,-4.884,1,0.285,0.327,0.0,0.352,0.736,93.856,"just wanna dance, Arg Exchange, just wanna sing"
5UjPDyVgnD4qijnbQ2afFW,Missing,Dancing On Tables,0,Missing,0,224266,False,2018-01-19,0.601,0.761,1,-4.669,0,0.0496,0.0133,0.0,0.202,0.468,123.994,Unknown
42GDCUac0oQVnj72RU6pU5,Travelers,Calibro 35,0,DECADE,0,346173,False,2018-02-02,0.431,0.687,7,-6.506,0,0.0382,0.00149,0.857,0.391,0.225,139.043,"chill, jazz fusion"
5jkuq8q8itgaOxZtg8fsT7,Lucky,"Lucie,Too",35,LUCKY,40,98146,False,2018-02-07,0.461,0.89,11,-4.822,0,0.0336,0.0346,4.86e-06,0.14,0.879,92.483,Unknown
1KVpZJwKeUOW3BKJ9if0Md,Booty,Blac Youngsta,0,Booty,0,161066,True,2017-10-20,0.93,0.581,1,-10.293,1,0.282,0.000942,5.71e-05,0.0724,0.241,144.046,Unknown
5qaJMJ2LTn7PoXwkQ3AuBl,Nuestro Pasado,Los Dominios,26,Nuestro Pasado,19,194308,False,2018-01-19,0.699,0.856,10,-3.007,1,0.0393,0.0522,0.0,0.145,0.725,147.955,Unknown
220iT5ONCs843w2gWL6Jw4,Need You,Travis Thompson,0,Need You,0,210500,False,2016-12-16,0.841,0.657,6,-6.797,1,0.414,0.3,0.0,0.0976,0.389,139.97,Unknown
6eUWoIakEmqtzTINA1j4F9,Sleepwalking,Sol Oosel,2,"Radar, Vol. 1",2,231069,False,2018-02-02,0.7,0.59,0,-9.514,1,0.031,0.211,0.0623,0.161,0.583,120.024,Unknown
0rSb6Xjxzsus8qJaJ6017S,Nao ’t Zuuje,Lex Uiting,0,Nao 't Zuuje,0,212526,False,2017-02-12,0.255,0.525,7,-5.996,1,0.0365,0.388,0.0,0.0457,0.451,189.969,Unknown
5VKqMtwQiARoVr3MwXR6RE,Geen Genade #VLOG187,Dani,0,Geen Genade #VLOG187,0,150386,True,2018-01-18,0.723,0.745,4,-5.987,0,0.391,0.243,0.0,0.134,0.591,87.079,Unknown
6se0OqQ7yVPp7H3s90D9EA,Hit,Raka,0,Hit,0,108750,True,2018-01-30,0.83,0.564,4,-9.252,0,0.286,0.266,1.48e-06,0.0752,0.556,159.94,Unknown
7l9JCqS0I4KJ63EYa60pJG,Part II: Well Hello,Turbonegro,0,ROCKNROLL MACHINE,0,113626,False,2018-02-02,0.309,0.982,11,-4.439,0,0.0566,3.31e-06,0.749,0.475,0.501,174.718,Unknown
41zRB4CIXFAj0Infke8t3n,Stepy akermańskie,Stasiuk,18,Mickiewicz,20,218888,False,2018-01-26,0.663,0.782,5,-5.512,1,0.0419,0.239,0.0,0.257,0.412,108.165,Unknown
1XkbguGaQY5xtaVivx4ut8,Featherlight - Radio Edit,GusGus,0,Featherlight,0,234743,False,2018-01-19,0.552,0.747,10,-11.174,0,0.0528,0.158,0.853,0.105,0.243,175.506,Unknown
5vxRZvfBCjcRcLIRFKcO23,Til hammó með ammó,Baggalútur,0,Næstu jól,0,212280,False,2010-12-01,0.531,0.635,8,-7.341,1,0.0296,0.234,0.0,0.0525,0.671,145.792,Unknown
3cg6J8ohwadQCd98kdlnf7,Kabar Dari Hujan,90 Horse Power,0,Kabar Dari Hujan,0,288000,False,2016-12-16,0.738,0.399,1,-9.635,0,0.0558,0.632,0.0,0.0464,0.366,109.979,Unknown
5nW5qUV0cL00mxjHeTowif,Elevator,JONGHYUN,36,"JONGHYUN The Collection ""Story Op.2""",39,224024,False,2017-04-24,0.465,0.261,0,-7.873,0,0.0336,0.912,5.24e-06,0.112,0.282,103.577,"adult contemporary, emotional, Ballad, classical crossover, 2017"
1we9fdSK1oN4HrfTTPWQDJ,Our Season,JONGHYUN,32,"JONGHYUN The Collection ""Story Op.2""",34,243748,False,2017-04-24,0.419,0.433,6,-9.414,1,0.0941,0.816,0.000214,0.12,0.248,82.801,"jazz, soul, lounge, Ballad, jonghyun"
3NR79UxGg8EQ6TSrjGVrsn,Paperopoli,San Diego,6,Disco,9,212850,False,2017-10-27,0.618,0.734,7,-5.102,1,0.027,0.00341,0.00103,0.335,0.381,99.995,Unknown
5xa3zRbvV7Zd2ieiA1Fb0F,トイレの神様,Kana Uemura,38,The Best Songs(通常盤),38,592613,False,2015-09-30,0.395,0.243,9,-10.394,1,0.0291,0.799,2.36e-06,0.14,0.396,108.032,"acoustic, j-pop, pop, japanese, sad"
3FKYhkWHc2PKj2R4y0b3V0,WOMAN,Ann Lewis,5,me-mySELF-ann-i “refreshed”,5,286293,False,2004-07-21,0.454,0.679,7,-8.927,1,0.0271,0.444,0.00208,0.116,0.728,202.158,Unknown
4sGqQsfzSQioRcYf6zlPka,Crying For The Moon,The Blow Monkeys,0,The Wild River,0,243720,False,2017-10-06,0.52,0.632,5,-6.933,1,0.0976,0.128,0.000747,0.0705,0.786,168.113,Unknown
1xgYTkseUpnp8Eq9guZVp0,Shinin' Bright,Tritonal,17,Shinin' Bright,20,234193,False,2017-12-15,0.563,0.889,0,-4.06,1,0.0946,0.0349,1.84e-05,0.191,0.215,123.973,eletronic
4LQgV9rtJkkODB3iMSSzYC,Jaunais,New Wavy,0,Noķer Vilni,0,97000,True,2017-12-15,0.822,0.62,1,-7.147,1,0.294,0.00338,0.00386,0.155,0.364,160.051,Unknown
7fOPVfABNLg3sxtgXBhBdp,The Plan,G-Eazy,45,The Beautiful & Damned,47,250293,True,2017-12-15,0.826,0.597,1,-7.807,1,0.432,0.00278,0.0,0.156,0.35,118.044,"Hip-Hop, rap, trap, 2017"
2kpudvsh3rN59FocDP21RE,Step,Hitsujibungaku,0,トンネルを抜けたら,0,337400,False,2017-10-04,0.738,0.677,1,-5.443,0,0.0315,0.303,0.000629,0.0838,0.302,131.904,"rock, japanese, Japanese Indie, shoegazing"
5qHeHwxGp6bvNv6SWQMeLm,I'm Done,The Betrayers,2,I'm Done,3,225426,False,2017-12-08,0.585,0.845,9,-5.315,1,0.0499,0.149,0.000375,0.0885,0.669,139.028,Unknown
4r0SzaezuOYpMD7LXFSh2R,Doar bluit mien eerappellaand,Ede Staal,0,Mien Toentje,0,202933,False,2017-12-13,0.533,0.236,3,-16.119,1,0.0365,0.902,4.12e-06,0.101,0.383,101.061,"pop, folk, Nederlandstalig, agriculture, potatoes"
1I2cAoTbEeObfMpyiGiuA7,Electric Feel - triple j Like A Version,Tash Sultana,0,Electric Feel (triple j Like A Version),0,514893,False,2017-12-15,0.495,0.459,2,-8.585,0,0.045,0.857,0.283,0.108,0.244,127.64,"pop, soul, indie pop, Psychedelic Soul, blues"
45WAIpcZrKthAnOY0Qx69N,Tarzan & Jane (Remix),Snow Boyz,0,Tarzan & Jane (Remix),0,157247,False,2017-12-15,0.877,0.512,6,-9.714,1,0.255,0.0114,0.000197,0.101,0.375,99.026,Unknown
0E8hFXbWMFMnP46JV0AQzV,In Too Deep,BRÍET,0,22.03.99,0,213840,False,2018-03-16,0.628,0.423,8,-7.788,0,0.0389,0.413,5.42e-06,0.19,0.145,132.119,Unknown
5ONry4vcQCU9oGwKwOeb4N,Puppets,Pillow Queens,0,Puppets,0,272082,False,2018-03-09,0.318,0.8,11,-5.342,1,0.0388,0.0114,0.0,0.162,0.538,102.186,Unknown
4qrZQgux5HbzKblPGFY0y0,When We Were Young,Whipping Boy,31,Heartworm,30,170733,False,1995-11-05,0.407,0.808,7,-7.416,1,0.031,1.52e-05,0.408,0.0738,0.573,110.916,"rock, alternative rock, irish, classic rock, power pop"
0wRBCcuhLoI85VbrPByx88,Where's Me Jumper?,Sultans Of Ping F.C.,36,Casual Sex In The Cineplex,38,188933,False,1993-11-02,0.382,0.851,11,-11.591,0,0.076,0.119,0.0,0.164,0.394,173.685,"indie, questions, nella se liefies, Disco, punk"
0CuaFMWu9RCokHzyrysfPN,Un progetto di vita in comune,Laura Pausini,11,Fatti sentire,13,196200,False,2018-03-15,0.611,0.773,5,-4.088,0,0.0316,0.0782,0.0,0.285,0.23,107.987,Unknown
5iaIeQf80XrB2fV6p6z7k0,Li spendo,Santana MOE,19,Giovani Danni,24,148703,True,2018-03-09,0.887,0.39,1,-9.216,1,0.391,0.308,3.16e-05,0.128,0.0988,130.09,Unknown
2MiX5yjl5t1W4HgM6zTbDC,Once In My Life,The Decemberists,36,I'll Be Your Girl,38,309053,False,2018-03-16,0.476,0.714,10,-6.469,1,0.0332,0.0146,0.000138,0.0785,0.114,97.059,Unknown
