artists,name,genres
"Franz Liszt,  Eugene Ormandy,  Philadelphia Orchestra","Fantasy on Hungarian Themes, S. 123: Molto adagio - Quasi fantasia - Allegretto alla zingarese - Molto animato",Unknown
"Johann Sebastian Bach,  Claudio Arrau","Chromatic Fantasy and Fugue in D Minor, BWV 903: I. Fantasia - Recitativo - Remastered",Unknown
"Paco Aguilera,  Cuadro Flamenco,  Lola Flores",Noche Buena en Arcos de la Frontera,Unknown
"Franz Liszt,  Claudio Arrau","Hungarian Rhapsodies, S. 244: No. 10 in E Major",Unknown
Lola Flores,"La Lola Ya Está a Tu Vera (Pasodoble) [From The Film: ""Copla y Bandera""]",Unknown
"Richard Wagner,  Arturo Toscanini","Götterdämmerung, WWV 86D: Act III: Fliegt heim, ihr Raben!",Unknown
Melody the Music Box,When I See An Elephant Fly,Unknown
"Pánfilo de Narváez,  Julio Martinez Oyanguren",Guardame las vacas,Unknown
"Frédéric Chopin,  Claudio Arrau","Waltz No. 1 in E-Flat Major, Op. 18 ""Grande valse brillante""",Unknown
"Ludwig van Beethoven,  Eugene Ormandy,  Philadelphia Orchestra","Piano Concerto No. 3 in C Minor, Op. 37: III. Rondo - Allegro",Unknown
Khursheed Bano,Woh Humen Bulaye Gori,Unknown
"Maurice Ravel,  Pierre Monteux","La Valse, M. 72",Unknown
Xavier Cugat & His Orchestra,Yo Ta Namora,Unknown
Ashok Kumar,Pyare Pyare Sapne Humare,Unknown
Orchestra Studio 7,'A rossa - Instrument and base Version,Unknown
"Carmen Miranda,  Almirante",Bruxinha De Pano,Unknown
Local Oafs,Sämsta Ligget I Stan,Unknown
"ОТВАЛ БАWKN,  Cartier99,  Hackequation",Babi Zmei,Unknown
"Rajkumari,  Ashik Hussain",Chandni Chand Hai Kitni Door,Unknown
"Francois Campion,  Julio Martinez Oyanguren",Air in A minor,Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Qu'avez-vous fait? Vous allez la tuer (Arkel/Golaud/Mélisande)",Unknown
Vanmala,Ambua Pe Aai Anokhi Bahar,Unknown
"Asha Bhosle,  Mohammed Rafi",Koi Pyar Se Tohe Dekhe Sanwaria,Unknown
Orquesta Andrés Moltó,Anoche Te Vi - Remastered,Unknown
Vatsala Kumthekar,Jaye Na Paai Ho Hamari Gali,Unknown
"Frédéric Chopin,  Claudio Arrau","24 Préludes, Op. 28: Prélude No. 10 in C-Sharp Minor",Unknown
"Francisco Canaro,  Ernesto Fama",Mintieron Tus Labios - Remasterizado,Unknown
Xavier Cugat & His Orchestra,Ritmo Tropical,Unknown
"César Franck,  Pierre Monteux","Symphony in D Minor, FWV 48: II. Allegretto",Unknown
"Οrquesta Maestro Torroba,  Lola Flores",Mi Torre de San Miguel (Pasodoble),Unknown
Leela Chitnis,Sare Jag Se Nyari Hai,Unknown
Pankaj Mullick,Eso Jouban,Unknown
Baby Leela Rao,Nanadia Ban Jaoongi,Unknown
Sharmila Roy Pommot,Kon Bhiruke Bhoi Dekhabi,Unknown
"Francisco Canaro,  Ernesto Fama",El Pregón - Remasterizado,Unknown
K.C.Dey,Diyo Go Biday,Unknown
"Vasanti,  Khursheed Bano",Yeh Thandi Hawayen,Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Pelléas et Mélisande (2006 Digital Remaster), Act IV, Scene Four: C'est le dernier soir...(Pelléas/Mélisande)",Unknown
Avinash,Lakho Baiykaat,Unknown
"Ghantasala,  P. B. Sreenivas",Vani Pavani,Unknown
Xavier Cugat & His Waldorf-Astoria Orchestra,Mondonguero,Unknown
M. S. Subbulakshmi,Sollu Kuzhandaai,Unknown
Earl Hines,Squeeze Me,lyons: top 101 jazz albums
"Francisco Canaro,  Francisco Amor",Charlemos - Remasterizado,Unknown
Эрнест Хемингуэй,Часть 55.3 & Часть 56.1 - По ком звонит колокол,Unknown
Ken Elkinson,The Huron Carol,Unknown
Dimitris Perdikopoulos,H perdika,Unknown
Ntezi Stavropoulou,Dio Hronia Me Kolakeves,Unknown
"Markos Vamvakaris,  Stratos Pagioumtzis",Stis nixtas to skotadi,Unknown
Tiroler Landestrachtenverband,Puchberger Schottisch,Unknown
"Giorgos Papasideris,  Dimitris Semsis,  Violi",Theonitsa (paradosiako),Unknown
Эрнест Хемингуэй,Часть 27.3 - По ком звонит колокол,Unknown
Vatsala Kumthekar,Tere Nainon Mein Naina Dale,Unknown
"ОТВАЛ БАWKN,  Cartier99,  Viktar228",Бабка басс,Unknown
Xavier Cugat & His Waldorf-Astoria Orchestra,Son Los Dandis,Unknown
Safiye Ayla,Kalbimde Açılan Dağılmış Bir Kuru Güldün,Unknown
Lakshmi Bai,Bhale Joojugaarnala,Unknown
"César Franck,  Pierre Monteux","Symphony in D Minor, FWV 48: I. Lento - Allegro non troppo",Unknown
"Francisco Canaro,  Francisco Amor",En Esta Tarde Gris - Remasterizado,Unknown
Ericka Corban,At Last,Unknown
Ken Elkinson,Christmas Time Is Here,"christmas, instrumental Christmas, christmas piano"
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Pelléas et Mélisande (2006 Digital Remaster), Act IV, Scene Four: Quel est ce bruit? On ferme le portes (Pelléas/Mélisande)",Unknown
"Rajkumari,  Arun Kumar",Main Harijan Ki Chhori - Duet,Unknown
Miss Moti,Piya Na Bole,Unknown
Xavier Cugat & His Orchestra,(The Chi Chi) Cha Cha Cha,Unknown
Miss Bibbo,Maharaj Shikari Ban Gaye Ho,Unknown
Anil Biswas,Kiye Ja Sabka Bhala,Unknown
Khursheed,Jawani Mein Aake Duniya,Unknown
Shamshad Begum,Peene Ke Din Aai Piye Ja,Unknown
"Frédéric Chopin,  Claudio Arrau","24 Préludes, Op. 28: Prélude No. 22 in G Minor",Unknown
Fida Hussain,Janab-E-Nase Samajhte Hai Ham,Unknown
"Claude Debussy,  Pierre Monteux","Images pour orchestre, L. 122: No. 3 - Rondes de printemps",Unknown
Devika Rani,Aai Paschim Se Ghata,Unknown
Xavier Cugat & His Orchestra,Cuban Mambo,"cuba, MI JAZZ, sientelo"
"Ludwig van Beethoven,  Claudio Arrau","Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro con brio",Classical
"Richard Strauss,  Bavarian State Orchestra",Don Quixote Op.35: X Variation IX: The Combat with the Two Magicians,Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Mélodies (2006 Digital Remaster), Ariettes oubliées (Verlaine): No.5: Aquarelles - Green",Unknown
"Franz Liszt,  Eugene Ormandy,  Philadelphia Orchestra","Fantasy on Hungarian Themes, S. 123: Vivace assai - Prestissimo",Unknown
"Carl Maria von Weber,  Claudio Arrau","Piano Sonata No. 1 in C Major, J. 138: II. Adagio",Unknown
Local Oafs,Dead by Dawn,Unknown
Moti Bai,Le Chal Ri Sagar Paar Naiya,Unknown
"Claude Debussy,  Claudio Arrau","Pour le piano, L. 95: III. Toccata - Vif",Unknown
"Johann Sebastian Bach,  Claudio Arrau","Sinfonia No. 6 in E Major, BWV 792 - Remastered",Unknown
"Frédéric Chopin,  Claudio Arrau","24 Préludes, Op. 28: Prélude No. 8 in F-Sharp Minor",Unknown
"Richard Strauss,  Bavarian State Orchestra","Don Quixote Op. 35: I Introduction – Theme: Don Quixote, the Knight of the Sorrowful Countenance – Sancho Panza",Unknown
"Carl Maria von Weber,  Claudio Arrau","Piano Sonata No. 1 in C Major, J. 138: II. Adagio",Unknown
Ken Elkinson,"Lo, How A Rose E'er Blooming",Unknown
"Francisco Tárrega,  Julio Martinez Oyanguren",Danza mora,"instrumental, guitar, Classical, wish list, classical guitar"
"Devika Rani,  Ashok Kumar",Pyare Pyare Sapne Hamare,Unknown
Orquesta Andrés Moltó,Ay Caramba - Remastered,Unknown
Ken Elkinson,Silent Night,christmas
G.Visweswaramma,Enno Nomulu Nochinagani,Unknown
"Francisco Canaro,  Francisco Amor","Amor, Amor, Veni - Remasterizado",Unknown
"Isaac Albéniz,  Claudio Arrau",Iberia Book II: I. Rondeña,Unknown
"Claude Debussy,  Claudio Arrau","Images Book I, L. 110: I. Reflets dans l'eau",Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Mélodies (2006 Digital Remaster), Fêtes galantes I (Verlaine): Claire de lune",Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Ce n'est pas de cette petite blessure qu'elle peut mourir (Le médecin/Arkel/Golaud)",Unknown
Local Oafs,Gang Mentality,Unknown
"Domenico Cimarosa,  Julio Martinez Oyanguren",Sonata in A,Unknown
"Wolfgang Amadeus Mozart,  Claudio Arrau","Fantasia in C Minor, K. 475: I. Adagio",Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Mélisande, as tu...(Golaud/Mélisande)",Unknown
Xavier Cugat & His Orchestra,Mambo Jambo,Unknown
"Juan Parga,  Julio Martinez Oyanguren","Alhambra, Op. 29",Unknown
"Francisco Canaro,  Ernesto Fama",Yo Te Lo Arreglo Todo - Remasterizado,Unknown
"Ludwig van Beethoven,  Claudio Arrau","Bagatelle in A Minor, WoO 59 ""Für Elise""",Unknown
Ravi,Mehnat Kar Le Bande,Unknown
Xavier Cugat & His Orchestra,Who Me?,Unknown
Mathias Wieman,Das Vermächtnis,Unknown
P. Bhanumathi,Nilu Niluma Neelavarna,Unknown
"Frédéric Chopin,  Claudio Arrau","24 Préludes, Op. 28: Prélude No. 20 in C Minor",Unknown
"Frédéric Chopin,  Claudio Arrau","24 Préludes, Op. 28: Prélude No. 18 in F Minor",Unknown
Gyanendra Prasad Goswami,Swapney Esechhilo Mridubhasini,Unknown
"Carmen Miranda,  Almirante",Preto E Branco,Unknown
Xavier Cugat & His Waldorf-Astoria Orchestra,Babalu,Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Mélodies (2006 Digital Remaster), Ariettes oubliées (Verlaine): No.1: Il pleure dans mon coeur",Unknown
"Francisco Tárrega,  Julio Martinez Oyanguren",Prelude No. 12,Unknown
"Chittoor V. Nagaiah,  Tanguturi Suryakumari",Rave Rave,Unknown
"Carl Maria von Weber,  Claudio Arrau,  Désiré Defauw,  Chicago Symphony Orchestra","Konzertstück for Piano and Orchestra in F Minor, Op. 79, J. 282: I. Larghetto affettuoso",Unknown
"""Vincent dIndy"",  Pierre Monteux,  Maxim Schapiro","Symphonie sur un chant montagnard français, Op. 25 ""Symphonie cévenole"": II. Assez modéré, mais sans lenteur",Unknown
Vanmala,Tujh Bin Meri Baat Bane Na,Unknown
"Ludwig van Beethoven,  Claudio Arrau","Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation IX",Unknown
"Richard Strauss,  Bavarian State Orchestra",Don Quixote Op.35: VII Variation VI: The False Dulcinea,Unknown
"Hector Lopez,  Soundstreamers",Love - Soundstreamers Remix,Unknown
"Ludwig van Beethoven,  Claudio Arrau","Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation IX",Unknown
K.C.Dey,Cheyo Na Cheyo Na Phire,Unknown
"Lakshmi Bai,  M. V. Subbaiah Naidu",Idhey Mahasudhina,Unknown
"Francisco Canaro,  Francisco Amor",Noche Primaveral - Remasterizado,Unknown
Earl Hines & His Orchestra,The Earl,Unknown
Tanguturi Suryakumari,Oogeda Uyyala,Unknown
Xavier Cugat & His Orchestra,The Anything Can Happen Mambo,latin
"Ludwig van Beethoven,  Claudio Arrau","6 Variations on an Original Theme in F Major, Op. 34: Variation IV",Unknown
Sharmila Roy Pommot,Oi Maroner Sagarpare,Unknown
Khursheed Bano,Kit Jaoon Re Mana,Unknown
"Francisco Canaro,  Ernesto Fama",A Mi No Me Hablen de Penas - Remasterizado,Unknown
"Francisco Canaro,  Ernesto Fama",Alma Porteña - Remasterizado,Unknown
"Robert Schumann,  Claudio Arrau","Kreisleriana, Op. 16: III. Sehr aufgeregt",Unknown
"Claude Debussy,  Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,  Roger Desormiere,  Orchestre Symphonique De Paris","Mélodies (2006 Digital Remaster), Le Promenoir des deux amants (Lhermite): Auprès de cette grotte sombre",Unknown
"Francisco Canaro,  Francisco Amor",Te Quiero - Remasterizado,Unknown
Leela Chitnis,Jamuna Ke Us Paar,Unknown
"Iqbal Bibi,  Kantilal",Main Teri Kismat Saath Na De,Unknown
Earl Hines,My Fate Is in Your Hands,Unknown
"Siegfried Stöckigt,  Kurt Hiltawsky,  Gewandhausorchester Leipzig,  Kurt Masur",Rhapsody in Blue,Unknown
Stella Xaskil,Paikse mpouzouki mou,Unknown
Dimitris Arapakis,Keino to asteri to lampro,Unknown
Эрих Мария Ремарк,Часть 225.2 - Триумфальная арка,Unknown
Эрих Мария Ремарк,Часть 51.2 - Триумфальная арка,Unknown
Эрих Мария Ремарк,Часть 12.3 - Триумфальная арка,Unknown
"Richard Strauss,  Pierre Monteux","Ein Heldenleben, Op. 40: Des Helden Gefährtin",Unknown
M.V. Rajamma,Thadavaayanika Levara,Unknown
"Claude Debussy,  William Kapell",Children's Corner: Dr. Gradus ad Parnassum,Unknown
Эрих Мария Ремарк,Часть 201.4 & Часть 202.1 - Триумфальная арка,Unknown
Sachin Gupta,Baithe Baramanu Ramu Janaki,Unknown
"Maurice Ravel,  Concertgebouworkest",Rapsodie Espagnole: IV Feria,Unknown
Marty Stuart,Last Train Done Gone Down,"1988, new traditionalist, late 80s country"
Gouri Kedar Bhattacharya,Ami Aar Prem Jege Aachhi,Unknown
"D. Gadkar,  Rafique Ghaznavi,  Shanti Kumar",Hum Varisht Ke Maalik,Unknown
The Avalons,Do Something For Me,Unknown
Эрих Мария Ремарк,Часть 227.4 & Часть 228.1 - Триумфальная арка,Unknown
Sitara,Papiha Re Piu Ki Boli Na Bol,Unknown
Veronica Gonzalez Day,Java de las viudas,Unknown
Naseem Bano,Allah Zulm Hain,Unknown
Эрих Мария Ремарк,Часть 183.4 - Триумфальная арка,Unknown
Эрих Мария Ремарк,Часть 42.3 & Часть 43.1 - Триумфальная арка,Unknown
"Giuseppe Verdi,  Arturo Toscanini",Otello: Act II: Non ti crucciar,Unknown
"Sergei Rachmaninoff,  William Kapell,  Fritz Reiner","Rhapsody on a Theme of Paganini, Op.43: Variation XXIII: L'istesso tempo",Unknown
Эрих Мария Ремарк,Часть 47.3 - Триумфальная арка,Unknown
"Francisco Canaro,  Guillermo Coral",Tu... El Cielo y Tu - Remasterizado,Unknown
"Ludwig van Beethoven,  Pro Arte Quartet","String Quartet No. 7 in F Major, Op. 59 No. 1: IV. Allegro - Adagio ma non troppo - Presto (Live)",Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Members Of The Cleveland Orchestra","Exsultate Jubilate, K. 165 (158a): I. Allegro",Unknown
"Ludwig van Beethoven,  Yehudi Menuhin,  Hepzibah Menuhin","Sonata for Piano and Violin No. 9 in A Major, Op. 47 ""Kreutzer"": III. Finale - Presto",Unknown
"Maurice Ravel,  Concertgebouworkest",Rapsodie Espagnole: II Malagueña,Unknown
Jaganmoy Mitra,Kon Dur Pronoyeer Pathe,Unknown
Эрих Мария Ремарк,Часть 59.2 - Триумфальная арка,Unknown
Rajkumari,Piyu Paranyani Raatadi Pehli,Unknown
"Orkestr Borisa Shermana,  Boris Sherman,  Rostislav Pljatt,  Vasiliy Kachalov,  Mikhail Janshin,  ""Olga Viklandt""",Rytsarskiy shlem,Unknown
G. M. Durrani,Main Usse Karoon Pyar,Unknown
Эрих Мария Ремарк,Часть 130.2 - Триумфальная арка,Unknown
Эрих Мария Ремарк,Часть 32.3 - Триумфальная арка,Unknown
"Francisco Canaro,  Carlos Roldán",Me Gusta Bailar Milonga - Remasterizado,Unknown
Эрих Мария Ремарк,Часть 94.3 - Триумфальная арка,Unknown
Sonny Boy Williamson I,Broken Hearted Blues,Unknown
崔萍,狂歡曲,Unknown
"Suraiya,  Mukesh",Jab Badal Ghir Ghir Aayenge,Unknown
Эрих Мария Ремарк,Часть 16.2 - Триумфальная арка,Unknown
The Dovers,Your Love,"60s, Garage Rock, folk rock, Psychedelic Rock"
Rajkumari,Haal - E-Dil Tumko Sunaya Jayega,Unknown
"Francisco Canaro,  Alberto Arenas",Tedio - Remasterizado,Unknown
Эрих Мария Ремарк,Часть 64.2 - Триумфальная арка,Unknown
M. S. Subbulakshmi,Enathullamae,Unknown
Эрих Мария Ремарк,Часть 203.2 - Триумфальная арка,Unknown
Lead Belly,Fiddler's Dream / Yallow Gal / Green Corn,Unknown
崔萍,愛的園地,Unknown
Honoré de Balzac,Kapitel 4 - Die läßliche Sünde,Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Cleveland Orchestra","Symphony No. 28 in C Major, K. 200 (189k): III. Menuetto. Allegretto -Trio",Unknown
Эрих Мария Ремарк,Часть 176.3 - Триумфальная арка,Unknown
Эрих Мария Ремарк,Часть 22.2 - Триумфальная арка,Unknown
"Wolfgang Amadeus Mozart,  William Kapell","Sonata No. 17 in B-Flat, K. 570: Allegro",Unknown
"Shamshad Begum,  Mohantara Talpade",Ghane Badalo Ghire Badalo,Unknown
Эрих Мария Ремарк,Часть 94.4 & Часть 95.1 - Триумфальная арка,Unknown
Nargis,Bahar Hai Bahar,Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Cleveland Orchestra","Serenade No. 9 in D Major, K. 320 ""Posthorn"": II. Menuetto. Allegretto - Trio",Unknown
紫薇,夢中人,Unknown
Leo Lipesker y su Orquesta,Cristal - Remastered,Unknown
Aarti Mukherji,Basanta Mukhara Aaji,Unknown
紫薇,春風吻上我的臉,Unknown
Shamshad Begum,O Door Janewale,Unknown
Khursheed Bano,Thokden Khai Mohabbat Mein,Unknown
Mohantara Talpade,Akeli Akeli Chhod Gayo Re,Unknown
AmáΙia Rodrigues,Maldição,Unknown
Woody Herman,Caldonia (What Makes Your Big Head So Hard?),Unknown
"Sridhar Parsekar,  Master Krishnarao",Yeh Bharat Ki Hai Shaan,Unknown
Manabendra Mukherjee,Dur Prabase Pran Kandhe,Unknown
Faiyaaz,Jago Jago Prem Ki Rajdulari,Unknown
"Wolfgang Amadeus Mozart,  George Szell","Sonata No. 7 in F Major for Piano and Violin, K. 376: I. Allegro",Unknown
Hubert Fol,Lover Come Back to Me,Unknown
"Frédéric Chopin,  Vladimir Horowitz","Mazurka in C Minor, Op. 56, No. 3",Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Cleveland Orchestra","Symphony No. 40 in G Minor, K. 550: I. Molto allegro","Classical, mozart, classic, symphony, favourite"
"Giuseppe Verdi,  Arturo Toscanini",Otello: Act I: Olà! che avvien?,Unknown
"Felix Mendelssohn,  Arturo Toscanini","Octet in E-Flat Major, Op. 20: Scherzo. Allegro leggierissimo",Unknown
"Sergei Prokofiev,  William Kapell,  Antal Doráti","Concerto No. 3 in C, Op.26: Theme and Variations: Variation III: Allegro moderato (poco meno mosso)",Unknown
"Franz Schubert,  William Kapell","38 Waltzes, Ländler and Ecossaises, D. 145: No. 2, Waltz in B Major",Unknown
Эрих Мария Ремарк,Часть 71.2 - Триумфальная арка,Unknown
"Giuseppe Verdi,  Arturo Toscanini",Otello: Act III: A terra!...sì...nel livido fango,Unknown
Nilima Banerjee,Jo Bhi Jhaunka Hawa Ka Aata Hai,Unknown
M. S. Subbulakshmi,Baso More Man Mein Nandlal,Unknown
Federico García Lorca,Capítulo 12.3 - la Casa de Bernarda Alba,Unknown
"John Stafford Smith,  Arturo Toscanini",The Star-Spangled Banner,"musicologist, Classical, late classical period"
Dipti Banerjee,Shiuli Phota Phurolo Jei,Unknown
Эрих Мария Ремарк,Часть 175.3 - Триумфальная арка,Unknown
Prodyut Narayan,"Maran Shiyare Daladali Kare, Pt. 1",Unknown
Bernard Herrmann,Twentieth Century Fox Fanfare,Soundtrack
Mamlê,Boç Niye Qedirî Mîwan Le Laatan,Unknown
Veronica Gonzalez Day,Me voy o no me voy,Unknown
"Ludwig van Beethoven,  Rudolf Serkin","Sonata No. 23 in F Minor for Piano, Op. 57 ""Appassionata"": I. Allegro assai",Unknown
"Giuseppe Verdi,  Arturo Toscanini","Otello: Act II: Si, pel ciel",Unknown
"Alberto Rabagliati,  Lecuona Cuban Boys",Maria La Ô,Unknown
Federico García Lorca,Capítulo 8.2 - la Casa de Bernarda Alba,Unknown
"Wolfgang Amadeus Mozart,  Isaac Stern,  George Szell,  Columbia Chamber Orchestra","Violin Concerto No. 3 in G Major, K. 216: III. Rondeau. Allegro",Unknown
Joe Carroll,"Oh! Lady, Be Good! - from Lady, Be Good!",Unknown
Geeta Dutt,Yaad Karoge Yaad Karoge,Unknown
Manna Dey,Jeet Humari Hai,Unknown
"Wolfgang Amadeus Mozart,  Leon Fleisher,  George Szell,  Cleveland Orchestra","Piano Concerto No. 25 in C Major, K. 503: II. Andante",Unknown
Эрих Мария Ремарк,Часть 119.5 & Часть 120.1 - Триумфальная арка,Unknown
Kulsum,Allah Khata Kya Hai,Unknown
AmaIia Rodriguez,Alamares,Unknown
"Jean-Marie Leclair,  Yehudi Menuhin","Sonata for Violin and Continuo in D Major, Op. 9/3: I. Sarabande",Unknown
"Nikolai Rimsky-Korsakov,  Isaac Stern,  Franz Waxman",Flight of the Bumblebee,"Classical, russian, sitrc: insects and arachnids, romantic, strings"
Manna Dey,Yug Yug Le Avtaar,Unknown
"Johann Sebastian Bach,  Fritz Reiner,  Pittsburgh Symphony Orchestra","Orchestral Suite No. 2 in B Minor, BWV 1067: 7. Badinerie",Unknown
"Sergei Prokofiev,  William Kapell","Sonata No. 7 in B-Flat, Op. 83: Precipitato",Unknown
"Wolfgang Amadeus Mozart,  George Szell,  Members Of The Cleveland Orchestra","Exsultate Jubilate, K. 165 (158a): III. Allegro",Unknown
"Renuka Devi,  Masood Parvez",Ae Ghame Dil Kya Karoon,Unknown
"Frédéric Chopin,  Robert Casadesus","Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": III. Marche funèbre. Lento",Unknown
"Louis Gruenberg,  Pierre Monteux,  Jascha Heifetz","Violin Concerto, Op. 47: III. Lively and With Good Humor",Unknown
Gouri Kedar Bhattacharya,Paradeshi Go Jeyo Na Phire,Unknown
Rajkumari,Sakhi Sasariyanu Reet,Unknown
"Giuseppe Verdi,  Arturo Toscanini",Otello: Act II: Credo in un Dio crudel (Iago's Credo),Unknown
Эрих Мария Ремарк,Часть 72.2 - Триумфальная арка,Unknown
AmaIia Rodriguez,Cantei o Fado,Unknown
"Amirbai Karnataki,  Amar",Sagar Mein Uthi Do Maujen,Unknown
Эрих Мария Ремарк,Часть 208.3 - Триумфальная арка,Unknown
Amirbai Karnataki,Hansne Hansane Ke Din Aa Gaye Hai,Unknown
Shamshad Begum,Miyan Ji Ko Chadh Jaye Bukhar,Unknown
"Gustav Mahler,  Desi Halban",Lieder und Gesänge aus der Jugendzeit: I. Erinnerung,Unknown
Haimanti Sukla,Nidagher Khara Taape,Unknown
"Hector Berlioz,  Pierre Monteux","Symphonie fantastique, Op. 14, H 48: III. Scène aux champs",Unknown
崔萍,重相逢,Unknown
Hubert Fol,"Ivory Black, Part 1",Unknown
Indrabadan Bhatt,Chhaye Kahan Manbasi Sajan Mor,Unknown
"Wolfgang Amadeus Mozart,  George Szell","Sonata No. 7 in F Major for Piano and Violin, K. 376: II. Andante",Unknown
"Wolfgang Amadeus Mozart,  Isaac Stern",Rondo - Remastered,Unknown
"Rajkumari,  Manna Dey",Apne Hi Rang Rang Daroon,Unknown
Эрих Мария Ремарк,Часть 182.2 - Триумфальная арка,Unknown
The Soft Winds,Things Ain'T What They Used To Be,Unknown
"Igor Stravinsky,  Vitya Vronsky,  Victor Babin",Concerto for Two Solo Pianos: II. Notturno - Adagietto,Unknown
M. S. Subbulakshmi,Maanilathai Vaazha Vaika,Unknown
"Francisco Canaro,  Carlos Roldán","Copas, Amigos y Besos - Remasterizado",Unknown
"Traditional,  Thomas Arne,  William Kapell",God Save the Queen,"Classical, chorus"
"Maurice Ravel,  Robert Casadesus,  Gaby Casadesus","Ma mère l'Oye, M. 60: II. Petit Poucet",Unknown
Mahmut Celalettin,Bülbülleri Kıskandıracak,Unknown
The Soft Winds,What Is There To Say,Unknown
"Francisco Canaro,  Carlos Roldán",Se Llamaba Dolores - Remasterizado,Unknown
"Wolfgang Amadeus Mozart,  George Szell","Violin Sonata in C Major, K. 296: II. Andante sostenuto",Unknown
"Amirbai Karnataki,  Charlie",Pyar Badha Ke O Mere Raja,Unknown
Jashoda Dulal Mondal,Calcutta 1945,Unknown
Эрих Мария Ремарк,Часть 89.4 & Часть 90.1 - Триумфальная арка,Unknown
Sonny Boy Williamson I,Come On Baby And Take A Walk,Unknown
