artists,name,genres
Sleeping With Sirens,A Trophy Fathers Trophy Son,"post-hardcore, alternative rock, sleeping with sirens, love at first listen, social"
Nat King Cole,Autumn Leaves - Remastered,Unknown
Bruce Springsteen,One Step Up,"rock, classic rock, singer-songwriter, 80s, Bruce Springsteen"
Joe Satriani,"Always with Me, Always with You","guitar virtuoso, instrumental, instrumental rock, guitar, rock"
George Harrison,Wah-Wah - Remastered 2014,"power pop, pop rock, Psychedelic Rock, blues rock, heavy psych"
"Jim Brickman,  Lady A",Never Alone,"country, piano, jazz, instrumental, Jim Brickman"
Big Sean,Guap,"rap, Hip-Hop, hip hop, american, Dope"
George Jones,Who's Gonna Fill Their Shoes,"country, classic country, putting the o back in country, george jones, my favorite"
Sonny Rollins,There's No Business Like Show Business,"jazz, instrumental, cover, 50s, My favorite sax players"
"York,  Mauro Picotto",On The Beach - Mauro Picotto's CRW Remix,trance
"Rick Astley,  Pete Hammond",Together Forever - Lover's Leap Remix,commerciale
Krishna Das,Baba Hanuman,"chant, bhajan, Kirtan, Indian, hanuman"
George Strait,The Cowboy Rides Away,"country, rodeo songs, George Strait, sad, new traditionalist"
Me First and the Gimme Gimmes,Wild World,"punk, covers, punk rock, cover, punk cover"
Miguel Aceves Mejia,El Pastor,mariachi
"Willie Nelson,  Merle Haggard",Pancho and Lefty,"country, folk, rock, 60s, acoustic"
George Michael,You Have Been Loved,"pop, 90s, soul, George Michael, downtempo"
Yordano,Locos de Amor,Unknown
Alvin & The Chipmunks,Witch Doctor - Remastered 1999,Unknown
The Ventures,"Walk, Don't Run - Stereo",gramusels dark secrets
Randy Travis,I Told You So,"country, classic country, Randy Travis, best, new traditionalist"
Dean Martin,On The Street Where You Live - Remastered,Unknown
KISS,Every Time I Look At You,"classic rock, hard rock, kiss, rock, 90s"
Ill Niño,I Am Loco,"Nu Metal, metal, metalcore, Nu-metal, Ill Nino"
Etta James,All I Could Do Was Cry,"soul, 60s, blues, Etta James, female vocalists"
Hans Zimmer,Run Free,"Soundtrack, instrumental, score, beautiful, ost"
The Decemberists,Don't Carry It All,"indie, indie rock, rock, 2011, folk"
Paulina Rubio,Todo Mi Amor,"spanish, pop, soft rock, adult contemporary, latin pop"
Placebo,Nancy Boy,"alternative rock, rock, alternative, Placebo, indie"
Marco Antonio Solís,Que Te Quieran Más Que Yo,Unknown
All Time Low,Six Feet Under The Stars,"pop punk, All Time Low, rock, alternative, punk"
Bring Me The Horizon,And The Snakes Start To Sing,"metalcore, post-hardcore, hardcore, deathcore, Female fronted metal"
Nat King Cole,Perfidia,"jazz, latin, oldies, male vocalists, vocal jazz"
Chet Baker,Time After Time - Vocal Version,Unknown
Billie Holiday,Solitude,"jazz, female vocalists, blues, jazz vocal, vocal jazz"
Duelo,El Amor No Acaba,amiga
Metallica,The Unforgiven III,"metal, thrash metal, heavy metal, metallica, rock"
Britney Spears,Breathe on Me,"pop, sexy, dance, Britney Spears, sex"
Fischerspooner,Emerge,"electronic, Electroclash, electro, electronica, dance"
Ricardo Arjona,Amarte a Ti,"ricardo arjona, melancolia, favorito, español, Romantica"
Daniela Romo,Blanca Navidad,para hacer aseo
Alejandra Guzman,Cuidado Con El Corazon,"Rock en Espanol, female, en espanol, Reggeton"
UB40,Rat In Mi Kitchen,"reggae, 80s, pop, british, reggae roots"
Toby Keith,A Little Less Talk And A Lot More Action,"country, catchy, classic country, 1993, toby keith"
Parokya Ni Edgar,"This Guy's In Love With You, Pare","philippines, OPM, P-pop, pinoy pop, ppop"
Nelson Ned,Dejenme Si Estoy Llorando,"80s, colombiana, Nelson Ned, tracks of tears, Dejame"
Intocable,El Amigo Que Se Fué,"regional mexican, tejano"
"Keyshia Cole,  Monica",Trust,"r&b, rnb, Keshia Cole, Trust, female vocalist"
Eddy Herrera,Pégame Tu Vicio,Unknown
Three Dog Night,One,"classic rock, 70s, rock, oldies, 60s"
Echo & the Bunnymen,Lips Like Sugar,"80s, new wave, post-punk, alternative, echo & the bunnymen"
"George Gershwin,  Benjamin Grosvenor,  Royal Liverpool Philharmonic Orchestra,  James Judd",Rhapsody In Blue,"Classical, jazz, piano, gershwin, instrumental"
Bring Me The Horizon,Hospital For Souls,"metalcore, post-hardcore, Progressive, post rock, hardcore"
Merry Clayton,"Yes - From ""Dirty Dancing"" Soundtrack",Unknown
Bing Crosby,Count Your Blessings Instead Of Sheep,"Tinsel, jazz, Soundtrack, christmas, musicals"
V.I.C.,Get Silly,"Get Silly, rap, sillyyyyy, favorite songs, parties"
Jay Chou,龍捲風,"C-pop, taiwan, pop, chinese, taiwanese pop"
Alejandra Guzman,Mala Hierba,"female vocalists, Ale guzman, alternative, hard rock, pop rock"
Young the Giant,Apartment,"indie rock, indie, alternative rock, Love, sweet"
Oliver Nelson,Stolen Moments,"jazz, saxophone, bebop, cool jazz, trumpet"
Jhené Aiko,3:16AM,"electronic, american, r&b, amazing, rnb"
"Guru,  Ronny Jordan,  DC Lee",No Time To Play,"Hip-Hop, Jazz Hop, hip hop, acid jazz, 90s"
"""Guns N Roses""",Ain't It Fun,Unknown
Shinedown,The Crow & the Butterfly,"alternative rock, rock, hard rock, post-grunge, alternative"
Philip Glass,The Poet Acts,"Classical, Soundtrack, minimalism, instrumental, contemporary classical"
Juan Luis Guerra y 440,Me Enamoro de Ella,"latin, dance, one world, best of latin, juanluis2"
The System,Don't Disturb This Groove,"80s, rnb, 1987, driving music, pop"
Hollywood Undead,City,"rapcore, hollywood undead, screamo, crunkcore, Rap-Rock"
Roxy Music,Dance Away,"rock, 70s, glam rock, 80s, pop"
The Skatalites,Rock Fort Rock,"reggae, ska, instrumental, legend, Jamaican Ska"
Los Diablitos,No Voy A Llorar,"vallenato, spanish, folk, vallenatos, no voy a llorar"
Los Tigres Del Norte,Cesar Chavez,los tigres del norte
Kelly Clarkson,Catch My Breath,"pop, female vocalists, pop rock, 2012, 10s"
Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter,"rap, Go drunk eosin cabs, Hip-Hop, cloud rap, MySpotigramBot"
Miguel,Do You...,"r&b, 2012, rnb, male vocalist, do you"
Hillsong Worship,I Surrender - Live,Unknown
Los Enanitos Verdes,El Extraño del Pelo Largo,"rock en español, chillout, jazz, rock, lounge"
Talk Talk,Living in Another World - 1997 Remaster,"new wave, art pop, Progressive Pop, Sophisti-Pop, Big Music"
Viktor Vaughn,Lickupon,"Hip-Hop, hip hop, Indie Hip Hop, underground hip hop, underground hip-hop"
Happy Mondays,Kinky Afro,"madchester, indie, Manchester, britpop, 90s"
Elvis Presley,Mystery Train,"rockabilly, 50s, Rock and Roll, oldies, rock"
Chet Baker,Alone Together,"jazz, trumpet, cool jazz, chet baker, instrumental"
The Corrs,So Young,"pop, rock, celtic, 90s, irish"
Esmeray,Unutama Beni,"turkish, 70s, psychedelic pop, Turkish Pop, arkadaslarla"
White Lion,Til Death Do Us Part,"hard rock, hair metal, 90s, Ballad, Glam Metal"
"""Guns N Roses""",Rocket Queen,Unknown
Daft Punk,Aerodynamic - Daft Punk Remix,Unknown
"Aventura,  Miri Ben-Ari",José,"Jose  Aventura, bachata, 4 of 10 stars, bailable"
Patrick Sweany,Them Shoes,"blues rock, guitar rock, rock, alternative rock, blues-rock"
The Game,Let's Ride,"Hip-Hop, rap, West Coast Rap, hip hop, Gangsta Rap"
Aqua Timez,Velonica,"J-rock, Bleach, japanese, anime, aqua timez"
Maldita Vecindad Y Los Hijos Del 5to. Patio,Un Gran Circo,Unknown
Taylor Swift,You're Not Sorry,"country, taylor swift, female vocalists, pop, singer-songwriter"
Rammstein,TE QUIERO PUTA!,"industrial metal, metal, industrial, german, Rammstein"
Chayanne,Fuiste un Trozo de Hielo en la Escarcha,"chayanne, Easy Latin, pop, Romantica, Pop Mexicano"
Daniel Calveti,La Ultima Palabra,Unknown
Howard Shore,"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)","Classical, Soundtracks, film score, Film Soundtrack, western classical"
Roger Hodgson,Lovers In The Wind,"rock, classic rock, Progressive rock, 80s, SuperTramp"
Jesús Adrián Romero,Esperar En Ti,"jesus adrian romero, Esperar en ti"
Nat King Cole,"Quizas, Quizas, Quizas (Perhaps, Perhaps, Perhaps)","jazz, latin, oldies, 50, jazz vocal"
Lou Donaldson,Blues Walk,"jazz, blue note, blues, cool jazz, saxophone"
Roger Williams,Tammy,Unknown
Eek-A-Mouse,Wa-Do-Dem,"reggae, dancehall, roots reggae, eek a mouse, jamaican"
Culture Club,Love Is Love - Remastered 2003,Unknown
Eurythmics,Winter Wonderland,"christmas, xmas, holiday, 80s, female vocalists"
Jesús Adrián Romero,Sentado En Su Trono,Sentado en Su Trono
Madonna,Santa Baby,"christmas, xmas, Madonna, female vocalists, 80s"
Elvis Presley,(Let Me Be Your) Teddy Bear,"rock, 50s, rock n roll, oldies, classic rock"
"""Guns N Roses""",It's So Easy,Unknown
Pierce The Veil,Yeah Boy and Doll Face,"post-hardcore, emo, pierce the veil, fucking amazing, screamo"
Bo Diddley,Bo Diddley,"Rock and Roll, 50s, rhythm and blues, blues, Bo Diddley"
Charles Wright & The Watts 103rd Street Rhythm Band,Express Yourself - Remastered Version,Unknown
"Faith Hill,  Tim McGraw",I Need You,"country, female vocalists, loved, country music television"
Norah Jones,Lonestar,"jazz, female vocalists, norah jones, blues, singer-songwriter"
Billie Holiday,I'm a Fool to Want You,"jazz, female vocalists, blues, jazz vocal, melancholy goodness"
Radiohead,Optimistic,"alternative, alternative rock, rock, radiohead, indie"
"Reba McEntire,  Kelly Clarkson",Because Of You,"female vocalists, country, reba, pop, easy listening"
Eddy Herrera,Pegame Tu Vicio,"merengue, salsa, latin, pegame tu vicio, Musica Tropical"
Neil Sedaka,Calendar Girl,"oldies, 60s, Neil Sedaka, pop, rock"
R.E.M.,The Sidewinder Sleeps Tonite,"rock, alternative, alternative rock, 90s, REM"
"Seth MacFarlane,  Norah Jones",Little Jack Frost Get Lost,"christmas, cover, duet, names of people, Christmas and the new year and easter"
Cole Swindell,Hope You Get Lonely Tonight,"country, 2014, modern country, Ballad, 2010s"
"Tim McGraw,  Faith Hill",Meanwhile Back At Mama's,"country, modern country, 2014, male country"
Dion & The Belmonts,I Wonder Why,"oldies, doo wop, 50s, Rock and Roll, rock"
"Nicki Minaj,  Skylar Grey",Bed Of Lies,"Hip-Hop, hino, hip hop, love at first listen, rap"
Royal Blood,Out of the Black,"alternative rock, Garage Rock, rock, 2014, 2010s"
Deva Premal,Om Namo Bhagavate,"mantra, new age, meditative, ambient, deva premal"
Children Of Bodom,"Silent Night, Bodom Night","Melodic Death Metal, metal, death metal, Power metal, finnish"
Clutch,Electric Worry,"Stoner Rock, blues rock, hard rock, rock, alt metal"
Lemon Jelly,Soft,"chillout, electronica, downtempo, electronic, ambient"
Charles Mingus,Better Git It in Your Soul,"jazz, bass, bebop, instrumental, charles mingus"
"Coleman Hawkins,  Ben Webster",Rosita,"jazz, saxophone, names of people"
Pierce The Veil,Besitos,"post-hardcore, emo, screamo, alternative rock, PTV"
Ray Charles,It Had to Be You,"jazz, blues, pop, vocal jazz, r&b"
The Goo Goo Dolls,Come to Me,"pop, rock, acoustic, broken, 10s"
"Mariah Carey,  Miguel",#Beautiful,"rnb, pop, soul, female vocalists, singer-songwriter"
The Hives,Tick Tick Boom,"rock, Garage Rock, indie, alternative, swedish"
Lee Morgan,Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,Unknown
"Aim,  Stephen Jones",Good Disease,"chillout, lounge, trip-hop, electronic, chill"
Donavon Frankenreiter,What'cha Know About,"acoustic, summer, surf music, accoustic, rock"
La Leyenda,Que te faltaba,Unknown
Isabel Pantoja,Hoy Quiero Confesarme,"latin balad, Spanish Ballad, latin pop, romantico, soledad"
Great White,Rock Me,"hard rock, rock, hair metal, 80s, classic rock"
5 Seconds of Summer,Voodoo Doll,"pop punk, pop rock, mikey, ashton, 5 Seconds of Summer"
Jesús Adrián Romero,Abre Los Cielos,Solo para su amor
Eric Church,Cold One,"2014, country, modern country, 2010s"
Los Tigres Del Norte,En Qué Fallé,Unknown
Elvis Presley,"Take My Hand, Precious Lord","gospel, Elvis Presley, christmas, Tinsel, rock"
Dishwalla,Angels Or Devils,"Dishwalla, alternative rock, alternative, rock, Smallville"
The Hooters,All You Zombies,"80s, rock, classic rock, pop, The Hooters"
"K CAMP,  2 Chainz",Cut Her Off,"hip hop, played, 2 chainz"
Litzy,No Te Extraño,"mexican pop, eurodance, cvences"
Hozier,Sedated,"soul, gospel, seen live, indie rock, male vocal"
Rodney Atkins,He's Mine,"country, Like, 2011, Take Me Home, fuckin great song"
Lady Gaga,Marry The Night,"pop, dance, Lady Gaga, epic, female vocalists"
Miranda Cosgrove,Kissin U,"pop, miranda cosgrove, female vocalists, romantic, Miley Cyrus"
Jessie James Decker,I Look So Good (Without You),Unknown
Barbara Lewis,Hello Stranger,"soul, oldies, 60s, Hello Stranger, 1963"
WALK THE MOON,Tightrope,"indie, rock, alternative, american, fun"
The Stone Roses,This Is the One - Remastered,"MUFC, indie pop, indie rock, power pop, britpop"
Mother Mother,Calm Me Down,"indie rock, indie, female vocalist, flegmat"
Savage Garden,The Animal Song,"pop, 90s, australian, pop rock, rock"
John Coltrane,"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",Unknown
"Stan Getz,  Luiz Bonfá,  Maria Toledo",Saudade Vem Correndo,"jazz, Bossa Nova, sax, saxophone, latin jazz"
Jack Jones,Wives And Lovers,"easy listening, jazz, oldies, crooner, lounge"
Loudon Wainwright III,Daughter,"folk, singer-songwriter, acoustic, Daughter, Soundtrack"
Puddle Of Mudd,Famous,"rock, post-grunge, Grunge, alternative rock, alternative"
Patty Griffin,Heavenly Day,"folk, female vocalists, singer-songwriter, Alt-country, Smallville"
Beyoncé,Schoolin' Life,"why on earth is this just a bonus track, rnb, soul, dance, r&b"
Artifacts,C'Mon wit da Git Down,"Hip-Hop, hip hop, da real old skool Hip Hop, rap, 90s"
Escape the Fate,My Apocalypse,"post-hardcore, screamo, emo, emocore, rock"
The Crystals,Santa Claus Is Coming to Town,"christmas, xmas, 60s, female vocalists, oldies"
Electric Light Orchestra,Strange Magic,"classic rock, 70s, rock, Progressive rock, pop"
Alanis Morissette,Head over Feet - Live / Unplugged,Unknown
Los Panchos,Sin Ti - Remasterizado,Unknown
"Oflow,  Tang Sauce,  Bill Blakcs",Azonto America,Unknown
Kaskade,Move For me,"House, dance, electronica, deep house, chillout"
"""In The Heights Original Broadway Company"",  Mandy Gonzalez",Breathe,Unknown
Jay & The Americans,This Magic Moment,"oldies, 60s, pop, Jay and the Americans, 60s Gold"
Olivia Holt,Had Me @ Hello,Unknown
"Mac Miller,  Future",Earth,Unknown
"Lin-Manuel Miranda,  ""In The Heights Original Broadway Company""",In the Heights,america
Los Yaguarú,Pero Tu Mirada,Unknown
Jon McLaughlin,Beautiful Disaster,"pop, singer-songwriter, piano rock, Jon McLaughlin, acoustic"
Halestorm,Freak Like Me,"rock, alternative rock, hard rock, female vocalists, Energetic"
LSD and the Search for God,Starting Over,"shoegaze, dream pop, shoegaze is sex, favorites, alternative"
Leonard Cohen,Take This Waltz - Paris Version,"sex, leonard cohen"
The Fray,Heartbeat,"rock, alternative, The Fray, pop, alternative rock"
"Meek Mill,  Big Sean",Burn (feat. Big Sean),"rap, 2012, 2010s, Hip-Hop, hip hop tag"
Leonard Cohen,First We Take Manhattan,"singer-songwriter, folk, leonard cohen, rock, 80s"
Kult,Arahja,"polish, rock, polish rock, alternative, Kult"
Sizzla,Give Me A Try,"reggae, sizzla, dancehall, GIVE ME A TRY, roots reggae"
C418,Thirteen,"dark ambient, ambient, experimental, dark, somafm"
Random Rab,Apparently,Unknown
Interpuesto,Quien Te Cantara,OH NENA
A Skylit Drive,Love The Way You Lie,"screamo, cover, emocore, hardcore, punk"
Yeah Yeah Yeahs,Y Control,"indie rock, indie, female vocalists, alternative, rock"
"DJ Khaled,  Ludacris,  Busta Rhymes,  Twista,  T-Pain,  Mavado,  Birdman,  Ace Hood,  Fat Joe,  Jadakiss,  Bun B,  The Game,  Waka Flocka Flame",Welcome To My Hood - Remix,"the game, Ludacris, Busta Rhymes, fat joe, jadakiss"
Soda Stereo,Primavera 0 - Remasterizado 2007,shoegaze
Anika Noni Rose,Almost There,"Disney, Soundtrack, jazz, Retro, The Princess and the Frog"
Drake Bell,I Found A Way,"pop, pop rock, drake and josh theme, power pop, Soundtrack"
Set It Off,Horrible Kids,pop punk
Rod Stewart,Young Turks,"80s, rock, classic rock, soft rock, pop"
Bob Dylan,It Ain't Me Babe,"folk, 60s, classic rock, folk rock, singer-songwriter"
Los Angeles Negros,Cómo Quisiera Decirte,Unknown
Panic! At The Disco,The Calendar,"alternative rock, rock, indie, alternative, indie rock"
Thirty Seconds To Mars,A Beautiful Lie,"alternative rock, rock, 30 seconds to mars, alternative, emo"
Escape the Fate,Ashley,"post-hardcore, emocore, screamo, emo, rock"
Los Temerarios,La Diferencia,banda machos
Louis Armstrong,"Hello, Dolly!","jazz, swing, louis armstrong, 60s, blues"
The Velvelettes,Needle In A Haystack,"motown, soul, 60s, northern soul, female vocalists"
Trevor Hall,Where's The Love,"good, music to get"
Crooked Still,Ain't No Grave,"bluegrass, folk, banjo, newgrass, true blood"
Madlib,Mystic Bounce,"Jazz Hop, Hip-Hop, instrumental hip-hop, Madlib, instrumental"
Sufjan Stevens,Joy To The World,"christmas, sufjan stevens, alternative, singer-songwriter, xmas"
C418,Droopy Likes Ricochet,"ambient, electronica, idm, electronic, chill"
Saosin,Voices,"post-hardcore, emo, screamo, saosin, rock"
Saosin,Collapse,"post-hardcore, emo, screamo, rock, saosin"
Paul Simon,Father and Daughter,"rock, singer-songwriter, fatherhood, classic rock, pop"
Bahamas,Christmas Must Be Tonight,Unknown
Nina,Jealous,"favorites, r&b, rnb, Nina, wistful"
MF DOOM,Pennyroyal,"Hip-Hop, instrumental, underground hip-hop, British Hip Hop, special herbs"
"Treyarch Sound,  Brian Tuey,  James McCawley,  Kevin Sherwood",The One,giggity
Bing Crosby,Let It Snow! Let It Snow! Let It Snow! - Remastered 2006,Unknown
Marc Anthony,Nadie Como Ella,"salsa, salsa romantica, Marc Anthony, romantic, Masterpiece"
Elvis Presley,Surrender,"60s, oldies, rock, elvis, classic rock"
AFI,Prelude 12/21,"rock, punk, alternative, emo, punk rock"
Sarah McLachlan,"When She Loved Me - From ""Toy Story 2""",Unknown
Black Flag,Nervous Breakdown,"punk, hardcore punk, punk rock, hardcore, 80s hardcore"
Los Inquietos Del Norte,Como Pez Sin Agua,Unknown
"Ben Fankhauser,  Jeremy Jordan,  Newsies Original Broadway Cast",Seize The Day,"Broadway, newsies, MTG White"
Thomas Newman,Define Dancing,"Soundtrack, wall-e, instrumental, American film score composers, score"
A Day To Remember,You Should've Killed Me When You Had the Chance,"post-hardcore, hardcore, emocore, screamo, pop punk"
Britt Nicole,Gold,"pop, dance, christian pop, christian, gold"
Aventura,Llorar,"bachata, latin, spanish, aventura, Reggaeton"
"Twista,  Chris Brown",Make A Movie,"Chris Brown, 2010"
Legião Urbana,Por Enquanto,"rock, 80s, brazilian, rock nacional, 1985"
Randy Houser,Whistlin' Dixie,"rockin country, country, fav, greatest hits, Favourite Songs"
"Sukhwinder Singh,  Sapna Awasthi",Chaiyya Chaiyya,Indian
Grupo Niche,Cali Ají,"salsa, latin, colombiana, zaplatina"
Blake Shelton,Doin' What She Likes,"country, modern country, Ballad, 2013, Music Video"
Carlos Ponce,Escuchame,"Spanish-Pop, latino, pop, male vocalists, romantico forever"
J. Cole,Chaining Day,"j cole, hip hop, 2013, love at first listen, pop rap"
Mindless Self Indulgence,Witness,"punk, alternative rock, industrial, electronic, rock"
Christopher Cross,Swept Away,"soft rock, singer-songwriter, Mellow, male vocalists, love songs"
Lifehouse,Halfway Gone,"rock, alternative rock, alternative, indie rock, Lifehouse"
Lady A,"Baby, It's Cold Outside","christmas, Christmas Songs, country christmas, Christmas 2008"
Ashanti,Christmas Time Again,"christmas, Christmas Songs, warm, I love this song, Christmas tag"
"Mr. Scruff,  Sneaky",Get A Move On!,"chillout, electronic, acid jazz, trip-hop, jazz"
Kid Cudi,Unfuckwittable,"rap, Hip-Hop, hip hop, alternative, dark"
The Cab,Temporary Bliss,"rock, pop rock, the cab, seen live, indie"
Toy-Box,Tarzan & Jane,"eurodance, dance, pop, Europop, bubblegum dance"
ERA,Ameno - Remix,"new age, chillout, chill, ambient, remix"
Building 429,Where I Belong,"christian, acoustic, christian rock, inspirational, worship"
Dan Hartman,I Can Dream About You,"80s, pop, Disco, Dan Hartman, Soundtrack"
The Countdown Kids,The Wheels on the Bus Go Round and Round,Unknown
Sentidos Opuestos,Fiesta,"Buenisisimisima, pop en espanol, lang:spanish, jazmin, Sentidos Opuestos"
Cody Johnson,Guilty As Can Be,Unknown
"Frankie Knuckles,  Jamie Principle",Your Love (feat. Jamie Principle),"House, Chicago House, post-disco, -electro"
"Kid Cudi,  GLC,  Chip Tha Ripper,  Nicole Wray",The End,"hip hop, alternative rap, alternative hip hop, Hip-Hop, chill"
"Patrick Fiori,  Garou,  Daniel Lavoie",Belle,"musical, belle, Garou"
The Frights,Crust Bucket,"indie rock, summer in LA, doo punk"
Soulsearcher,Can't Get Enough! - Vocal Club Mix,"DIsco House, Vladivostok FM"
Fitz and The Tantrums,Moneygrabber,"soul, funky, 2010s, indie, Blue-Eyed Soul"
Hellogoodbye,Here (In Your Arms),"indie, pop, powerpop, dance, alternative"
Matt Maher,Hold Us Together,"rock, acoustic, guitar, vocals, christian"
Rainbow Kitten Surprise,Mr. Redundant,Unknown
Andy Kim,Rock Me Gently,"70s, classic rock, pop, Andy Kim, oldies"
Womack & Womack,M.P.B.,"funky, 80s soul pop"
Luke Bryan,Drinkin' Beer And Wastin' Bullets,"country, why i love country music, edgy, male vocalists, queer"
MKTO,Goodbye Song,pop
Casting Crowns,Glorious Day (Living He Loved Me),"christian, worship, christian rock, contemporary christian, 20 the countdown magazine"
Anarbor,You And I,"Awesome, catchy, rock, Anarbor, alternative rock"
Portugal. The Man,People Say,"indie, alternative rock, indie rock, rock, experimental"
Alejandro Sanz,Ese último momento,"spanish, latin pop, Justin Timberlake, pop, latin"
Brigitte Bardot,Moi je joue,"french, 60s, french pop, happy, ye-ye"
Chet Baker,I'll Remember April,"jazz, Bossa Nova, cool jazz, C, trumpet"
O-Town,All or Nothing,"pop, boy bands, love songs, Love, Ballad"
Chalino Sanchez,Que Me Entierren Cantando,Unknown
Shinedown,Through the Ghost,"rock, sad, Awesome, Southern Rock, 2012"
Mindless Self Indulgence,Get It Up,"industrial, industrial jungle pussy punk, punk, kinky, Favourites"
Sea Wolf,Dear Fellow Traveller,"indie rock, Mellow, indie folk, Maybe, Warrior Cats"
The Jayhawks,Save It For A Rainy Day,"Alt-country, alt contry, country, americana, indie"
Simply Red,It's Only Love - 2008 Remaster,Blue-Eyed Soul
Enrique Iglesias,Mentiroso,"latin, latin pop, pop, spanish, Juanes"
Enrique Iglesias,Escape,"pop, latin, dance, Love, latin pop"
"Drake,  Omarion",Bria's Interlude (feat. Omarion),"rnb, smooth, mellow shit, toronto, best songs ever"
"MF DOOM,  Charles Bukowski",CELLZ,"Hip-Hop, rap, hip hop, favorites, american"
"Beenie Man,  Janet Jackson",Feel It Boy,"reggae, dancehall, neptunes, chill, favorites"
Patsy Cline,Strange - Single Version,Unknown
Maroon 5,Never Gonna Leave This Bed,"pop, rock, male vocalists, maroon 5, love at first listen"
Paramore,Looking Up,"Paramore, rock, alternative, pop punk, female vocalists"
The xx,Islands,"indie, alternative, indie rock, british, 2009"
Miley Cyrus,Dream,"Miley Cyrus, Disney, Soundtrack, pop, hannah montana"
Tommy James & The Shondells,Crimson & Clover - Single Version,Unknown
Frente!,Bizarre Love Triangle - 2014 Remaster,cover
"MF DOOM,  J Dilla",LIGHTWORKS,"Hip-Hop, rap, underground hip hop, mf doom, alternative hip-hop"
Jarabe De Palo,La flaca,"spanish, latin, Jarabe de palo, pop, Rock en Espanol"
"""Shamans Harvest""",Dragonfly,Unknown
Miranda Lambert,White Liar,"country, female vocalists, Miranda Lambert, modern country, miranda lambert-white liar"
Bilal,Soul Sista,"soul, Neo-Soul, rnb, Neo Soul, sexy"
Larry Lovestein & The Velvet Revival,Suspicions,"Love, vocal jazz, Mellow, cool jazz, fip"
Lebrón Brothers,Que Pena,Unknown
"Drake,  Lykke Li",Little Bit (feat. Lykke Li),"hip hop, beautiful, Hip-Hop, toronto, Drake"
Só Pra Contrariar,Mineirinho,"brasil, Brasil Reggae, tv, Doce encontro"
Depeche Mode,Never Let Me Down Again - 2006 Remaster,"synthpop, darkwave, electro-industrial, post-punk, ebm"
The Birthday Massacre,Red Stars,"industrial, Gothic, Synth-Rock, female vocalists, electronic"
The Marvelettes,Please Mr. Postman - Stereo Version,Unknown
TFDI,Pretty Things,Unknown
Pepper,Bring Me Along,"chill, reggae, Stoner Rock, makeout music, comforting"
Selena Gomez,Everything Is Not As It Seems - Series Theme Song,Unknown
The Monotones,The Book of Love,"doo wop, 50s, oldies, doo-wop, vugube62"
John Carpenter,Halloween Theme - Main Title,"Soundtrack, halloween, instrumental, scary, horror"
Jason Aldean,Gonna Know We Were Here,"country, experimental, experimental hip-hop, hyperpop, bubblegum bass"
Kix,Don't Close Your Eyes,"power ballads, hair metal, hard rock, Kix, Power ballad"
"Claude Debussy,  Timothy Hutchins,  Orchestre Symphonique de Montréal,  Charles Dutoit","Prélude à l'après-midi d'un faune, L.86",Unknown
