track_id,track_name,artist_name,new_popularity_2025,album,popularity_2024,duration_ms,explicit,release_date,af_danceability,af_energy,af_key,af_loudness,af_mode,af_speechiness,af_acousticness,af_instrumentalness,af_liveness,af_valence,af_tempo,genres
6veSbPnFR3ABt3AnSDr5uI,Granitsi / Den mporo,Emanuela,32,Granitsi / Den mporo,33,191428,False,2020-10-01,0.402,0.794,1,-5.199,1,0.151,0.0125,1.45e-06,0.288,0.688,168.01,Unknown
5B3XKczrgGXmjD1gUN5bvL,夏だね,TUBE,0,BEST of TUBEst ～All Time Best～,0,283573,False,2015-07-15,0.6,0.878,11,-5.329,0,0.0268,0.0607,0.0,0.167,0.608,106.084,"japanese, j-pop, beach sound, summer song, sony music japan"
1fsarPmsdYzQuEtgeqLusc,Fading Away,Adam Naas,43,Adam Naas,46,247053,False,2016-09-30,0.687,0.484,5,-9.096,1,0.0325,0.402,4.79e-06,0.0607,0.268,100.074,fip
2faI6zbvghH5wDaS6g5mEN,Wet,SNIK,49,Wet,51,213600,True,2021-07-09,0.797,0.754,5,-4.346,0,0.0793,0.434,0.000205,0.305,0.686,100.044,Unknown
5Rse8If81NbzXL1ARjHOTB,Pretty Please,Jackson Wang,0,Pretty Please,25,145792,False,2020-09-04,0.686,0.867,6,-4.396,0,0.0449,0.0397,4.18e-05,0.396,0.691,126.068,"dance, k-pop, C-pop, Hong Kong"
6UTixPVGYproYnERt7Qi0x,FALLEN,JEEMBO,0,GRAVEWALKER,0,218766,True,2018-10-08,0.434,0.59,9,-5.325,0,0.0702,0.109,0.000586,0.308,0.17,83.955,banned
0T61TB8Cdgqfcm3cTt4rN6,Je marche seul,Jean-Jacques Goldman,12,La collection 81-89,15,243560,False,2008-11-14,0.684,0.725,2,-9.344,1,0.0262,0.161,0.0,0.341,0.928,133.048,"chanson francaise, french, 80s, pop, rock"
4nEUmG76hiQIHpsiWksBzX,Bomby Jak Bitch,Frayer Flexking,6,Bomby Jak Bitch,8,175384,True,2020-09-07,0.825,0.365,0,-8.045,0,0.414,0.0453,4.05e-05,0.476,0.161,156.0,Unknown
1ZgViWGusV8yqIUiyXkNN0,Si un Día Vuelves - En Vivo,Q' Lokura,0,Mala Conducta (En Vivo),51,213994,False,2019-10-22,0.742,0.727,7,-6.948,1,0.0318,0.197,0.0,0.138,0.701,136.992,Unknown
4AcLfZCseVW1c61JMttQsk,Lembrei de Você,Thiaguinho MT,1,Lembrei de Você,2,178228,True,2019-09-27,0.849,0.979,5,-1.607,0,0.231,0.109,6.13e-06,0.0804,0.763,150.007,Unknown
0LcLoLvxHpfsrnSG7Tivbp,Jè Bent Ut Voâh Mèn (Jij Bent Het Voor Mij),De Règâhs,37,Den Haag… Olé,37,214426,False,2008-09-01,0.864,0.66,11,-10.049,0,0.129,0.397,0.0,0.092,0.87,100.018,Unknown
6hv1AUktgRGpY6coub12NG,While You Sleep,Late Era,0,Memoir Collections I - Beginnings,0,142374,False,2019-05-02,0.473,0.0704,0,-19.999,1,0.0314,0.961,0.865,0.0948,0.0366,96.981,Unknown
5iM1Csh4jiBHdt0TCnjB4Z,Do The Bartman,The Simpsons,37,The Simpsons Sing The Blues,37,310706,False,1990-01-01,0.895,0.535,1,-11.131,1,0.171,0.0813,0.0,0.25,0.717,103.733,"Soundtrack, rap, tv, 90s, comedy"
1rdHsnsGmleo6MRctkkFmm,Give Me One Reason,Yann Muller,47,Give Me One Reason,50,189818,False,2019-06-26,0.711,0.649,11,-4.932,1,0.0382,0.0102,9.2e-05,0.11,0.587,109.944,Unknown
54CAG8n70kKVbFV6l1zF4G,Adiemus,Karl Jenkins,62,Adiemus - Songs Of Sanctuary,61,237413,False,1995,0.295,0.408,4,-16.632,0,0.0693,0.804,0.148,0.165,0.164,150.454,"new age, ambient, chillout, celtic, Classical"
02PzL5D8lYIS0y18R5vXs6,Undone,milet,10,Wonderland EP,13,210666,False,2019-05-13,0.635,0.659,0,-6.461,1,0.0376,0.0992,0.0,0.342,0.371,114.017,Unknown
3DgkMu5QduahSB3fPXGauT,Angel,CHEMISTRY,0,Angel,0,223400,False,2019-08-03,0.539,0.672,6,-4.048,1,0.0349,0.176,0.0,0.0986,0.321,81.022,Unknown
5TzH36LbU4cnntXmdUDXuW,One Step Closer,INTERSECTION,35,INTERSECTION,36,229946,False,2019-08-21,0.706,0.466,1,-5.967,1,0.0274,0.362,0.0,0.0845,0.285,122.243,Unknown
74azOLfGeNDorArdmSXwSt,Cumbia Sampuesana,Sonideros Mega 5,0,Cumbias Sonideras,0,178991,False,2017-10-10,0.834,0.519,8,-9.559,0,0.043,0.0013,0.0339,0.0504,0.937,108.249,Unknown
7vv6hw5iRKUDjIIEPEqX3N,唱情歌的人,Raymond Lam,31,唱情歌的人,31,209525,False,2021-07-08,0.478,0.595,9,-5.955,1,0.0306,0.269,0.0,0.102,0.274,145.998,Unknown
5V17L4QLIZpZ3sZtgHlmej,深夜浪漫,Gigi Cheung,39,深夜浪漫,41,196863,False,2021-07-06,0.659,0.387,7,-9.005,1,0.0397,0.649,0.9,0.11,0.63,75.849,Unknown
5k6GO6sQFmBPz0huGhsv82,到此為止,Dear Jane,44,Infinity & Eternity,47,256153,False,2019-03-21,0.408,0.827,2,-3.356,1,0.0363,0.00736,0.0,0.226,0.295,130.256,Unknown
1a8mIUfnfo9iBfXa2VJJHx,輕盈,Cath Wong,10,輕盈,10,169052,False,2021-06-28,0.625,0.615,8,-7.58,1,0.0496,0.359,0.0,0.131,0.388,129.981,Unknown
4HV0XOs2F7RR8fFhYiop0b,Chu Gon Do ?,Karan Aujla,45,Chu Gon Do ?,43,206179,False,2021-07-08,0.752,0.715,11,-8.16,0,0.244,0.0197,0.0,0.284,0.689,92.57,Unknown
45tKbJjhOIrURcjLNfjLye,Funky,Fy,36,Funky,41,255160,True,2021-07-09,0.959,0.511,0,-5.822,1,0.0533,0.0754,0.0,0.0645,0.798,114.979,Unknown
2S2OTWlmddsahTVv7hB82y,Apagoreumeno,Oge,40,Apagoreumeno,41,173684,True,2021-07-09,0.756,0.782,6,-4.46,0,0.15,0.0784,0.0,0.122,0.851,76.018,Unknown
5ythC4uwQB8v2P01fAPlWj,'Di Na Ba Ako (feat. David V.),Soundfine,1,'Di Na Ba Ako (feat. David V.),2,247997,False,2019-05-03,0.52,0.336,9,-11.936,0,0.0344,0.585,0.0,0.146,0.369,119.943,Unknown
3SxBqb9LzukkRNXYdwlzOu,Lay Back,Spooko,0,Lay Back,0,494680,False,2019-07-09,0.895,0.38,4,-13.685,0,0.0764,0.0324,0.748,0.117,0.151,114.053,Unknown
5tIr2cGQsj0oeqLk2tAU0L,Built Different,Sidhu Moose Wala,57,Moosetape,60,247578,False,2021-05-15,0.739,0.706,6,-3.461,0,0.0487,0.141,0.0,0.299,0.784,94.965,Unknown
4KY9O8zbTirDN4JQXQa7IG,都挺好的,江靜 Jiang Jing,18,挺好的 江靜,21,196842,False,2020-09-07,0.72,0.305,11,-10.696,1,0.0557,0.849,0.0,0.251,0.7,135.773,Unknown
6wq8sZNlCHyfp0nJjJfds9,算了吧,唐禹哲,21,算了吧,25,248048,False,2020-08-29,0.495,0.864,2,-4.546,1,0.0512,0.00722,0.0,0.0963,0.198,170.084,Unknown
1Th5OKptRHikhJ43mU4CSZ,半空,劉以豪,17,U,17,254550,False,2020-09-04,0.554,0.495,7,-6.736,1,0.0273,0.413,0.0,0.132,0.173,140.074,Unknown
0B0xLoKvlmzMdHhUJC6gS7,像孩子一样长大,Sunnee楊芸晴,4,像孩子一样长大,6,197694,False,2020-09-04,0.653,0.501,1,-7.5,1,0.142,0.171,0.0,0.252,0.632,79.051,Unknown
6fhWknecbay7FGjrfpOs0t,戀人殺,Nine Chen,16,戀人殺,20,212944,False,2020-09-02,0.869,0.661,0,-7.672,1,0.117,0.573,3.36e-06,0.106,0.67,105.013,Unknown
2gJt3E8FA0EECCNuO1SQRz,You Got The Magic,Tiger Hu,6,You Got The Magic,7,229578,False,2020-08-31,0.652,0.751,1,-7.967,1,0.0334,0.0365,7.52e-05,0.195,0.652,95.03,Unknown
4dCJwNoQG5Fx42pqIz99Vn,好想愛這個世界啊,Hua Chen Yu,0,新世界,0,258834,False,2020-05-04,0.409,0.542,0,-7.617,1,0.0474,0.528,0.0,0.131,0.339,159.738,Unknown
3iXzP5MqfZF3vXekc94arR,A Un Milímetro De Ti,Antonio José,57,A Un Milímetro De Ti,58,229198,False,2017-11-03,0.568,0.727,8,-3.89,1,0.0336,0.196,0.0,0.361,0.194,125.947,Unknown
7Gauxw7sTCeXkKO9E79tEw,Get It Up,Sensity World,45,Años 90's Vol.3 - Lo Mejor De Los 90,47,338413,False,2009-04-21,0.512,0.774,0,-8.048,0,0.037,0.0146,0.163,0.127,0.532,152.718,"electronic, techno, 90s, covers, 90s dance"
3R6HDbU0koXvImpQEtHkji,Se Revelo,Eix,19,Se Revelo,22,187278,False,2019-07-03,0.849,0.852,5,-3.502,0,0.225,0.283,0.000333,0.57,0.84,89.012,Unknown
4z9xSmDzsjr57PfygEET5m,¿Quién Es Usted?,Christian Nodal,58,Ahora,60,186746,False,2019-05-10,0.569,0.478,0,-4.451,1,0.0272,0.336,0.000105,0.239,0.472,146.03,Unknown
5XtU5xUvhEoXAWVGu1Hek9,Ong Namo,Snatam Kaur,0,The Essential Snatam Kaur: Sacred Chants For Healing,0,601693,False,2010-05-04,0.41,0.393,0,-10.933,1,0.0325,0.641,0.105,0.144,0.0896,129.606,"mantra, Meditation, yoga, spiritual, meditative"
1CBHsIZ1bP1H6hRg7YAXyL,Farkkuhaalarit,Keidas,23,Farkkuhaalarit,30,178137,True,2019-07-05,0.534,0.338,2,-12.525,0,0.0424,0.338,0.000159,0.298,0.886,78.673,Unknown
44bt8ZPYhzOmysCGgfcL28,Cinéma,Samy Ceezy,3,Cinéma,21,163404,True,2019-07-08,0.711,0.671,11,-6.168,0,0.118,0.651,0.00066,0.131,0.221,94.006,Unknown
4KpCvSCQ3K4vvvE1BqY7FW,Beograd - Edit,SebastiAn,0,Beograd,0,216706,False,2019-07-09,0.431,0.483,7,-6.721,1,0.0383,0.226,0.0,0.228,0.0356,115.025,Unknown
027f3sT179qoRMasLdnEsM,Ellenségek,T. Danny,24,Szívtelen,25,235636,True,2020-08-09,0.817,0.649,6,-6.425,0,0.133,0.584,0.0,0.104,0.312,109.952,Unknown
5kqIcbuGAWYFlIgRJ7PKhu,Január,T. Danny,33,Szívtelen,33,240857,False,2020-08-09,0.83,0.587,8,-6.642,1,0.0629,0.297,0.00135,0.132,0.497,139.885,Unknown
3sLEw7XkRBPYDQSHIpU1Tk,Ha Nem Alszol,T. Danny,27,Szívtelen,27,171130,False,2020-08-09,0.754,0.687,5,-5.607,1,0.0433,0.51,0.0,0.126,0.396,114.957,Unknown
6I3AhVnt58aB6kACjSYMps,Néha,T. Danny,25,Szívtelen,32,163404,False,2020-08-09,0.874,0.489,2,-6.989,0,0.296,0.437,0.0,0.138,0.488,94.116,Unknown
1E7pSwnAA45SUsPGV2az8o,Démon,T. Danny,23,Szívtelen,25,195428,True,2020-08-09,0.727,0.709,3,-5.639,0,0.0592,0.175,1.96e-06,0.308,0.34,140.015,Unknown
6lrDvyum6gkgKRlTRvUoiG,Ki Vagyok,T. Danny,23,Szívtelen,26,187885,False,2020-08-09,0.709,0.68,1,-4.466,0,0.119,0.0979,1.87e-05,0.109,0.471,174.99,Unknown
5C44F3VpSStmKZcdYLEi6d,Lassítani Kéne,T. Danny,24,Szívtelen,27,177391,False,2020-08-09,0.811,0.577,11,-5.126,1,0.0474,0.351,4.67e-05,0.111,0.575,138.101,Unknown
0TTEysKwRqYiXPNDSJHy5u,Kígyók,T. Danny,21,Szívtelen,24,168000,True,2020-08-09,0.928,0.623,7,-5.07,0,0.0575,0.453,2.56e-06,0.119,0.116,119.899,Unknown
1xaPzii1TsvALaF8cpNDFJ,4 Napja,T. Danny,19,Szívtelen,24,156000,False,2020-08-09,0.805,0.588,2,-4.971,0,0.0764,0.502,0.000378,0.0953,0.458,139.881,Unknown
4qjZOFa767fZTeRc0WlW2m,Ptyxio,Nerom,3,Donut,4,199000,True,2019-06-25,0.776,0.486,4,-11.102,1,0.224,0.818,0.0,0.0714,0.311,88.015,Unknown
1VY48jCBWuapKl0N5MXoJD,忽然之間,Karen Mok,54,就是莫文蔚,55,199249,False,1999-12-16,0.73,0.335,2,-10.13,1,0.0405,0.674,0.0,0.177,0.332,138.075,chankl78
3C6BIAqL1mEeGf0fdzhZST,Beautiful People,Brady Sheeran,0,Beautiful People,0,189152,False,2019-07-04,0.702,0.124,1,-15.692,1,0.0427,0.703,0.0,0.0975,0.278,96.137,Unknown
3Ec0lbgOaVkq2svERIk99G,Long Time No See,Wild Youth,0,Long Time No See,0,199920,False,2019-07-05,0.682,0.667,10,-5.856,1,0.0451,0.000691,2.52e-06,0.0572,0.628,129.914,pop
2WlkFnKKY70l1T2mRCR0sS,Nti Cadeau M Sma,Amine 31,10,Nti Cadeau M Sma,8,238053,False,2019-08-28,0.61,0.744,1,-8.569,0,0.0741,0.304,1.55e-06,0.0696,0.878,175.999,Unknown
0EyyzlPIokXwoxUJDIU7og,千客万来,Daoko,30,千客万来,33,268026,False,2019-07-03,0.514,0.878,7,-4.47,1,0.112,0.000476,9.83e-06,0.279,0.478,135.025,imported by drip.feed
75FNTTDzlsavP5GyKC8oAY,Santiago Los Caballeros,Dueto Consentido,0,Con La Vieja Escuela,0,174257,False,2019-07-04,0.664,0.653,8,-7.516,1,0.0303,0.737,6.19e-06,0.188,0.949,110.95,Unknown
2Y0wZNpaidrBnsr56T6lsL,Heartbreak Avenue,Young Vito,1,Heartbreak Avenue,2,181565,False,2019-07-08,0.734,0.498,3,-10.332,1,0.0899,0.846,0.0,0.0913,0.213,115.046,Unknown
79YnVRyA9PlIMz0LEhb8q7,Lalayo,Takipsilim,0,Lalayo,0,296000,False,2019-07-08,0.629,0.578,11,-3.741,1,0.03,0.0253,0.00389,0.0991,0.346,99.915,Unknown
7MvWmIKNHggtHyoGUMk299,Quero Só,Bruna Lee,1,Quero Só,1,222333,False,2019-07-07,0.613,0.477,8,-6.608,1,0.0478,0.0436,4.48e-06,0.125,0.318,89.742,Unknown
44y6eD3yjLSgClshuKgMRA,"Two Worlds - From ""Tarzan""",Andreas Wijk,28,"Two Worlds (From ""Tarzan"")",29,157880,False,2019-09-20,0.585,0.79,5,-7.893,0,0.0911,0.0354,2.38e-05,0.139,0.143,112.007,Unknown
3Arv0bXiHn3xNxe5YbqQOr,Hit the Back,King Princess,45,Cheap Queen,45,203826,False,2019-10-25,0.578,0.784,7,-5.38,1,0.0905,0.106,0.00134,0.126,0.254,113.452,"synthpop, indie, alternative, indie pop, dance-pop"
3KkIUiz32XiYv2ouNREmD5,מחיאות כפיים,Gal Adam,18,מחיאות כפיים,21,197493,False,2021-06-22,0.628,0.809,1,-5.516,0,0.0858,0.338,4.5e-06,0.544,0.804,184.035,Unknown
2z2yUv3k68dXpwXUO1lmT8,ככה בלי שלום - אקוסטי,Sarit Hadad,38,ככה בלי שלום (אקוסטי),41,165642,False,2021-05-03,0.672,0.189,7,-8.936,0,0.0692,0.858,0.0,0.147,0.58,139.536,Unknown
60EMZ5Zl1bQ1ZSvCYWPXNu,דרמה (Prod. By Triangle),ים רפאלי,26,דרמה (Prod. By Triangle),27,143114,False,2021-06-28,0.533,0.546,3,-6.025,0,0.259,0.0516,1.96e-06,0.133,0.277,182.688,Unknown
7xJeg4TFZBwoK63G98YRaA,Sin Tabú,Nakary,38,Sin Tabú (Remix),42,232000,False,2020-07-10,0.721,0.784,2,-4.797,1,0.275,0.0813,9.39e-06,0.0855,0.585,179.954,Unknown
7rstf5CgDyRDwjItX8GQ9U,Almraya,Husam Al Rassam,6,Almraya,8,278232,False,2019-06-09,0.365,0.809,10,-4.435,0,0.164,0.441,1.66e-05,0.277,0.54,84.005,Unknown
3OBg0fkN7qpOfJ1Te1Dhf9,Lento,Najwa,0,Lento,0,161897,False,2019-07-05,0.914,0.435,0,-6.652,1,0.265,0.337,0.572,0.115,0.274,120.02,Unknown
